ica_mode,participant,target,modality,classifier,feature_count_request,ica_feature_count_resolved,ica_folds,ica_balanced_accuracy_mean,ica_balanced_accuracy_sd,ica_balanced_accuracy_median,ica_balanced_accuracy_min,ica_balanced_accuracy_max,ica_accuracy_mean,ica_precision_mean,ica_recall_mean,ica_f1_mean,no_ica_mode,no_ica_feature_count_resolved,no_ica_folds,no_ica_balanced_accuracy_mean,no_ica_balanced_accuracy_sd,no_ica_balanced_accuracy_median,no_ica_balanced_accuracy_min,no_ica_balanced_accuracy_max,no_ica_accuracy_mean,no_ica_precision_mean,no_ica_recall_mean,no_ica_f1_mean,balanced_accuracy_delta,accuracy_delta,analysis_row,is_ica_best_all,is_no_ica_best_all,is_ica_best_eeg_containing,is_no_ica_best_eeg_containing
individual,P08,valence,multimodal,knn,10,10,5,0.5381818181818182,0.0647308477051559,0.5454545454545454,0.4636363636363636,0.6363636363636364,0.5406926406926407,0.5419047619047619,0.3672727272727273,0.4353216374269005,individual,10,5,0.4701515151515151,0.0532560131673003,0.4545454545454545,0.409090909090909,0.5454545454545454,0.4727272727272728,0.45,0.3327272727272727,0.3806182121971595,-0.06803030303030311,-0.0679653679653679,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,knn,20,20,5,0.5036363636363637,0.1078719779941187,0.5,0.409090909090909,0.6818181818181819,0.503896103896104,0.51,0.4072727272727272,0.4483325961963732,individual,20,5,0.4446969696969697,0.066022194837819,0.4545454545454545,0.3636363636363636,0.5416666666666667,0.4454545454545454,0.4191558441558441,0.3363636363636363,0.3692185007974481,-0.05893939393939396,-0.05844155844155857,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,knn,5,5,5,0.5145454545454545,0.0644749935508987,0.5454545454545454,0.409090909090909,0.5727272727272728,0.5142857142857142,0.5113131313131313,0.4290909090909091,0.4610644257703081,individual,5,5,0.4337878787878788,0.0991637439669309,0.409090909090909,0.3181818181818182,0.5909090909090909,0.4363636363636363,0.4297619047619047,0.3872727272727272,0.402044241037376,-0.08075757575757575,-0.07792207792207795,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,knn,all,all,5,0.5781818181818182,0.0963379039399196,0.6181818181818182,0.4545454545454545,0.6818181818181819,0.5783549783549783,0.6061904761904762,0.5018181818181817,0.5357074435712207,individual,all,5,0.5239393939393938,0.1107533266191515,0.4833333333333333,0.409090909090909,0.6818181818181818,0.5272727272727272,0.5457142857142857,0.4599999999999999,0.4864037922861453,-0.054242424242424425,-0.05108225108225106,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,svm,10,10,5,0.5409090909090909,0.0565904527181305,0.5227272727272727,0.5,0.6363636363636364,0.5411255411255411,0.3444444444444444,0.3,0.32,individual,10,5,0.5513636363636364,0.1074161214180435,0.5,0.4545454545454545,0.7272727272727273,0.5545454545454545,0.3416361416361416,0.3163636363636364,0.3241176470588235,0.010454545454545494,0.013419913419913332,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,svm,20,20,5,0.5054545454545455,0.1053526153150409,0.5,0.3454545454545454,0.6363636363636364,0.503030303030303,0.4071678321678321,0.4472727272727272,0.4189424610477242,individual,20,5,0.4916666666666666,0.0742462893242521,0.4583333333333333,0.409090909090909,0.5909090909090908,0.4909090909090909,0.489047619047619,0.4818181818181818,0.4811948051948052,-0.013787878787878904,-0.012121212121212144,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,svm,5,5,5,0.4672727272727273,0.055521569034918,0.4545454545454545,0.409090909090909,0.5454545454545454,0.4675324675324675,0.3742857142857143,0.3163636363636363,0.3403174603174603,individual,5,5,0.4254545454545455,0.076709174944469,0.409090909090909,0.3181818181818182,0.5,0.4272727272727273,0.3133333333333333,0.3145454545454546,0.3132614144055791,-0.04181818181818181,-0.04025974025974022,matched_configuration,False,False,False,False
individual,P08,valence,multimodal,svm,all,all,5,0.5872727272727273,0.1107077158426974,0.5454545454545454,0.4818181818181818,0.7272727272727273,0.5861471861471861,0.4923076923076923,0.4836363636363636,0.4834782608695652,individual,all,5,0.5274242424242425,0.0691106763322698,0.5454545454545454,0.4545454545454545,0.5916666666666667,0.5272727272727272,0.5389661319073084,0.5745454545454545,0.5394722924134688,-0.05984848484848482,-0.05887445887445886,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,gnb,10,10,5,0.6246428571428572,0.1045950799024309,0.6205357142857143,0.525,0.7857142857142857,0.7217391304347827,0.7531082608481989,0.885,0.8127554904025492,individual,10,5,0.6160714285714286,0.1119192065778721,0.5625,0.5267857142857143,0.7946428571428572,0.7007246376811593,0.7507142857142857,0.85,0.7927177177177177,-0.008571428571428563,-0.021014492753623326,matched_configuration,True,False,True,False
individual,P09,arousal,eeg,gnb,20,20,5,0.6171428571428572,0.1071696395097654,0.6205357142857143,0.4875,0.7544642857142857,0.7043478260869566,0.7489311514079315,0.845,0.791775010436268,individual,20,5,0.6035714285714285,0.1353864108010543,0.5625,0.4776785714285714,0.8258928571428572,0.6920289855072463,0.7416243818101403,0.85,0.7876995519100782,-0.013571428571428679,-0.012318840579710222,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,gnb,5,5,5,0.6188095238095238,0.1023267350212708,0.6517857142857143,0.4958333333333333,0.7544642857142857,0.7217391304347827,0.7506349206349207,0.8983333333333334,0.8166159436747671,individual,5,5,0.6142857142857142,0.077168894415471,0.625,0.5089285714285714,0.7232142857142857,0.7090579710144927,0.7475288488601182,0.875,0.8036735778841042,-0.0045238095238095966,-0.012681159420289911,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,gnb,all,all,5,0.6046428571428571,0.1137007209919165,0.5892857142857143,0.4875,0.7544642857142857,0.6869565217391305,0.7431328320802005,0.82,0.7775926462539038,individual,all,5,0.6535714285714286,0.1222839488983049,0.625,0.5089285714285714,0.8258928571428572,0.7347826086956522,0.771733746130031,0.875,0.8188023088023089,0.04892857142857143,0.047826086956521685,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,knn,10,10,5,0.5817857142857144,0.0378312327101212,0.5803571428571428,0.525,0.6205357142857143,0.6956521739130435,0.7290974763110987,0.885,0.7981180223285487,individual,10,5,0.5875,0.072851343431648,0.5803571428571428,0.5,0.7008928571428572,0.692391304347826,0.7385867679231524,0.875,0.7935444197513164,0.005714285714285672,-0.003260869565217428,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,knn,20,20,5,0.5295833333333333,0.0912976687219282,0.5267857142857143,0.40625,0.6517857142857143,0.6347826086956522,0.7032790085731262,0.8091666666666667,0.7484047127622979,individual,20,5,0.5357142857142858,0.0625796686110544,0.5401785714285714,0.4553571428571428,0.6205357142857143,0.657608695652174,0.7015954207770064,0.875,0.7728727419049999,0.006130952380952515,0.022826086956521774,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,knn,5,5,5,0.5170833333333333,0.1035788260220851,0.4916666666666666,0.4151785714285714,0.6830357142857143,0.6173913043478261,0.6929087424443462,0.7841666666666667,0.733456324988583,individual,5,5,0.5875,0.1250239135288991,0.5625,0.46875,0.7946428571428572,0.7007246376811594,0.7345276845916232,0.9,0.804614008561377,0.07041666666666668,0.08333333333333337,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,knn,all,all,5,0.5147619047619048,0.0192034640116139,0.5089285714285714,0.4955357142857143,0.5401785714285714,0.6434782608695653,0.6937824494346233,0.8616666666666667,0.7615137684103201,individual,all,5,0.5589285714285714,0.0678071949631859,0.5714285714285714,0.4776785714285714,0.625,0.6920289855072463,0.7140257059761703,0.925,0.802989291410344,0.04416666666666669,0.048550724637681064,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,svm,10,10,5,0.5808333333333333,0.0570585470543205,0.5491071428571428,0.5291666666666667,0.6428571428571428,0.7130434782608696,0.7253968253968254,0.9366666666666668,0.8166048401342518,individual,10,5,0.5758928571428571,0.0781568812500517,0.5803571428571428,0.46875,0.65625,0.7094202898550724,0.7224766461608566,0.9375,0.8154291133238502,-0.004940476190476217,-0.0036231884057971175,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,svm,20,20,5,0.5841071428571428,0.0764068727542335,0.55,0.5267857142857143,0.7142857142857143,0.6608695652173913,0.7341758241758243,0.7825,0.7518447018447019,individual,20,5,0.5714285714285714,0.0443067706278553,0.5803571428571428,0.5089285714285714,0.625,0.6833333333333333,0.7217118553960659,0.875,0.789858961128311,-0.012678571428571428,0.022463768115942084,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,svm,5,5,5,0.6013690476190476,0.0611183740015191,0.6428571428571428,0.5291666666666667,0.6517857142857143,0.7304347826086957,0.7365079365079364,0.9491666666666668,0.828369546016605,individual,5,5,0.5857142857142856,0.0920011195306772,0.5803571428571428,0.46875,0.7142857142857143,0.7101449275362318,0.7256801093643199,0.925,0.8128054370159633,-0.015654761904762005,-0.020289855072463836,matched_configuration,False,False,False,False
individual,P09,arousal,eeg,svm,all,all,5,0.5461309523809523,0.0561842176448001,0.5580357142857143,0.4776785714285714,0.6116071428571428,0.6521739130434783,0.7154963495695761,0.8208333333333332,0.7592071776943857,individual,all,5,0.55625,0.0459192531093706,0.5625,0.4776785714285714,0.5892857142857143,0.657608695652174,0.7159725400457666,0.8375,0.7682295482295483,0.010119047619047694,0.005434782608695676,matched_configuration,False,False,False,False
individual,P09,arousal,face,gnb,10,10,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,individual,10,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,gnb,20,10,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,individual,10,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,gnb,5,5,5,0.4944852941176471,0.063252391669431,0.5,0.4375,0.59375,0.625,0.6731601731601732,0.8639705882352942,0.7524089951254638,individual,5,5,0.4944852941176471,0.063252391669431,0.5,0.4375,0.59375,0.625,0.6731601731601732,0.8639705882352942,0.7524089951254638,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,gnb,all,all,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,individual,all,5,0.4882352941176471,0.064109361816285,0.46875,0.4375,0.59375,0.6166666666666667,0.6683982683982684,0.8514705882352942,0.7433767370609476,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,knn,10,10,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,individual,10,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,knn,20,10,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,individual,10,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,knn,5,5,5,0.4929096638655462,0.089432729310882,0.4957983193277311,0.375,0.625,0.6083333333333334,0.6676114081996435,0.8286764705882353,0.7352540888763799,individual,5,5,0.4929096638655462,0.089432729310882,0.4957983193277311,0.375,0.625,0.6083333333333334,0.6676114081996435,0.8286764705882353,0.7352540888763799,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,knn,all,all,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,individual,all,5,0.4528886554621849,0.0910087695042953,0.46875,0.3125,0.5625,0.5666666666666667,0.6477956030897207,0.7772058823529411,0.7052557201164011,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,svm,10,10,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,individual,10,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,svm,20,10,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,individual,10,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,svm,5,5,5,0.466123949579832,0.0643885928804314,0.5,0.375,0.53125,0.6083333333333333,0.6563636363636364,0.8786764705882353,0.7483709273182957,individual,5,5,0.466123949579832,0.0643885928804314,0.5,0.375,0.53125,0.6083333333333333,0.6563636363636364,0.8786764705882353,0.7483709273182957,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,face,svm,all,all,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,individual,all,5,0.4914915966386554,0.0748174622932826,0.5,0.3949579831932773,0.5625,0.6166666666666667,0.6703247306827869,0.8544117647058824,0.7463372953156234,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,gnb,10,10,5,0.6246428571428572,0.1045950799024309,0.6205357142857143,0.525,0.7857142857142857,0.7217391304347827,0.7531082608481989,0.885,0.8127554904025492,individual,10,5,0.6160714285714286,0.1119192065778721,0.5625,0.5267857142857143,0.7946428571428572,0.7007246376811593,0.7507142857142857,0.85,0.7927177177177177,-0.008571428571428563,-0.021014492753623326,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,gnb,20,20,5,0.6171428571428572,0.1071696395097654,0.6205357142857143,0.4875,0.7544642857142857,0.7043478260869566,0.7489311514079315,0.845,0.791775010436268,individual,20,5,0.6035714285714285,0.1353864108010543,0.5625,0.4776785714285714,0.8258928571428572,0.6920289855072463,0.7416243818101403,0.85,0.7876995519100782,-0.013571428571428679,-0.012318840579710222,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,gnb,5,5,5,0.6188095238095238,0.1023267350212708,0.6517857142857143,0.4958333333333333,0.7544642857142857,0.7217391304347827,0.7506349206349207,0.8983333333333334,0.8166159436747671,individual,5,5,0.6142857142857142,0.077168894415471,0.625,0.5089285714285714,0.7232142857142857,0.7090579710144927,0.7475288488601182,0.875,0.8036735778841042,-0.0045238095238095966,-0.012681159420289911,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,gnb,all,all,5,0.6185119047619048,0.1378296591877599,0.6205357142857143,0.4541666666666666,0.7544642857142857,0.6956521739130435,0.7493514328808446,0.8191666666666666,0.7803582038876156,individual,all,5,0.6598214285714286,0.1271498794208421,0.625,0.5089285714285714,0.8258928571428572,0.7431159420289856,0.7738390092879257,0.8875,0.8251515151515152,0.041309523809523796,0.04746376811594211,matched_configuration,False,True,False,True
individual,P09,arousal,multimodal,knn,10,10,5,0.5817857142857144,0.0378312327101212,0.5803571428571428,0.525,0.6205357142857143,0.6956521739130435,0.7290974763110987,0.885,0.7981180223285487,individual,10,5,0.5875,0.072851343431648,0.5803571428571428,0.5,0.7008928571428572,0.692391304347826,0.7385867679231524,0.875,0.7935444197513164,0.005714285714285672,-0.003260869565217428,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,knn,20,20,5,0.5233333333333333,0.0887510279874034,0.5267857142857143,0.40625,0.6517857142857143,0.6260869565217391,0.7006816059757236,0.7966666666666666,0.7421458222928811,individual,20,5,0.5321428571428571,0.0473929715253221,0.5401785714285714,0.46875,0.5803571428571428,0.6594202898550725,0.6984252074035355,0.875,0.7752678994784258,0.008809523809523823,0.03333333333333344,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,knn,5,5,5,0.5170833333333333,0.1035788260220851,0.4916666666666666,0.4151785714285714,0.6830357142857143,0.6173913043478261,0.6929087424443462,0.7841666666666667,0.733456324988583,individual,5,5,0.5875,0.1250239135288991,0.5625,0.46875,0.7946428571428572,0.7007246376811594,0.7345276845916232,0.9,0.804614008561377,0.07041666666666668,0.08333333333333337,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,knn,all,all,5,0.5282142857142856,0.0479598112475222,0.5089285714285714,0.4955357142857143,0.6116071428571428,0.6434782608695653,0.7009253065774804,0.835,0.7559172628138145,individual,all,5,0.5339285714285714,0.0283403040144712,0.5401785714285714,0.5,0.5625,0.6663043478260869,0.7019875776397515,0.9,0.7837557656912496,0.005714285714285783,0.022826086956521663,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,svm,10,10,5,0.5808333333333333,0.0570585470543205,0.5491071428571428,0.5291666666666667,0.6428571428571428,0.7130434782608696,0.7253968253968254,0.9366666666666668,0.8166048401342518,individual,10,5,0.5758928571428571,0.0781568812500517,0.5803571428571428,0.46875,0.65625,0.7094202898550724,0.7224766461608566,0.9375,0.8154291133238502,-0.004940476190476217,-0.0036231884057971175,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,svm,20,20,5,0.5885714285714286,0.0648825223706945,0.5892857142857143,0.5178571428571428,0.6830357142857143,0.6695652173913044,0.7419283502874834,0.795,0.7623786123786124,individual,20,5,0.5964285714285713,0.0792080539864888,0.59375,0.5089285714285714,0.71875,0.7086956521739131,0.7351963241436925,0.9,0.808754132283544,0.007857142857142674,0.03913043478260869,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,svm,5,5,5,0.6013690476190476,0.0611183740015191,0.6428571428571428,0.5291666666666667,0.6517857142857143,0.7304347826086957,0.7365079365079364,0.9491666666666668,0.828369546016605,individual,5,5,0.5857142857142856,0.0920011195306772,0.5803571428571428,0.46875,0.7142857142857143,0.7101449275362318,0.7256801093643199,0.925,0.8128054370159633,-0.015654761904762005,-0.020289855072463836,matched_configuration,False,False,False,False
individual,P09,arousal,multimodal,svm,all,all,5,0.5376785714285715,0.0473652088584446,0.55,0.4776785714285714,0.5892857142857143,0.6521739130434783,0.7098886239618505,0.8324999999999999,0.7596664738770003,individual,all,5,0.59375,0.0933772351042495,0.5625,0.4776785714285714,0.6919642857142857,0.6916666666666667,0.7384725400457666,0.8625,0.792821051497522,0.05607142857142855,0.03949275362318838,matched_configuration,False,False,False,False
individual,P09,valence,eeg,gnb,10,10,5,0.5068253968253968,0.1254036346418354,0.4761904761904761,0.3807692307692307,0.6692307692307693,0.4782608695652174,0.5921489621489622,0.3714285714285714,0.4469670680196996,individual,10,5,0.4980952380952381,0.1175803762230922,0.5119047619047619,0.3849206349206349,0.6785714285714286,0.4684782608695652,0.6307142857142857,0.3428571428571428,0.4366484392800182,-0.008730158730158755,-0.009782608695652228,matched_configuration,False,False,False,False
individual,P09,valence,eeg,gnb,20,20,5,0.543992673992674,0.076218887544206,0.5538461538461539,0.4603174603174603,0.6423076923076924,0.4956521739130434,0.6742857142857143,0.2813186813186813,0.3943191311612364,individual,20,5,0.5147619047619048,0.0441443953317273,0.5285714285714286,0.4404761904761904,0.5571428571428572,0.4608695652173913,0.6416666666666666,0.2428571428571428,0.3446345811051693,-0.029230769230769282,-0.034782608695652084,matched_configuration,False,False,False,False
individual,P09,valence,eeg,gnb,5,5,5,0.4801343101343101,0.1363752369291164,0.4801587301587301,0.3192307692307692,0.6846153846153846,0.4521739130434782,0.5353571428571429,0.3758241758241758,0.4027142263530648,individual,5,5,0.4698412698412698,0.0844408639890183,0.4642857142857143,0.3849206349206349,0.6071428571428571,0.4434782608695652,0.6114718614718615,0.3285714285714285,0.4041506728565552,-0.010293040293040345,-0.008695652173912993,matched_configuration,False,False,False,False
individual,P09,valence,eeg,gnb,all,all,5,0.5625641025641025,0.090786309875638,0.5423076923076923,0.4563492063492064,0.6944444444444444,0.5217391304347826,0.7044444444444444,0.3384615384615385,0.4454150566682536,individual,all,5,0.5361904761904761,0.0903884286134617,0.5515873015873015,0.3849206349206349,0.6285714285714286,0.4858695652173913,0.6857142857142857,0.2857142857142857,0.394824016563147,-0.02637362637362639,-0.03586956521739132,matched_configuration,False,False,False,False
individual,P09,valence,eeg,knn,10,10,5,0.4336996336996336,0.07301825934005,0.4461538461538461,0.3412698412698413,0.5079365079365079,0.4695652173913043,0.5473416289592761,0.634065934065934,0.5854521484777324,individual,10,5,0.4757142857142857,0.1064152247114599,0.5071428571428571,0.3055555555555556,0.5857142857142856,0.4945652173913043,0.5858721670486376,0.5714285714285714,0.5749466195650845,0.0420146520146521,0.025000000000000022,matched_configuration,False,False,False,False
individual,P09,valence,eeg,knn,20,20,5,0.4488644688644688,0.1018557432868981,0.5079365079365079,0.3055555555555556,0.5346153846153846,0.4782608695652174,0.5566063348416289,0.6043956043956044,0.5765326082478474,individual,20,5,0.4911111111111111,0.1112759548169925,0.4365079365079365,0.376984126984127,0.6214285714285714,0.5123188405797101,0.5977786918963389,0.6,0.5949247311827957,0.04224664224664232,0.034057971014492705,matched_configuration,False,False,False,False
individual,P09,valence,eeg,knn,5,5,5,0.3776678876678876,0.114348332145913,0.4076923076923077,0.1825396825396825,0.4846153846153846,0.4,0.4699145299145299,0.5197802197802198,0.4882082256362857,individual,5,5,0.4658730158730158,0.1531663785932412,0.4682539682539682,0.25,0.6428571428571428,0.5021739130434784,0.5778851540616247,0.6428571428571429,0.6079485142221517,0.08820512820512821,0.10217391304347834,matched_configuration,False,False,False,False
individual,P09,valence,eeg,knn,all,all,5,0.5375946275946276,0.1045895830088377,0.5846153846153846,0.376984126984127,0.6192307692307693,0.5565217391304348,0.6363368983957219,0.632967032967033,0.6279371282100885,individual,all,5,0.4825396825396825,0.1066995532258883,0.4682539682539682,0.365079365079365,0.6214285714285714,0.4938405797101449,0.5699974861739567,0.5428571428571429,0.5485974754558205,-0.055054945054945126,-0.0626811594202899,matched_configuration,False,False,False,False
individual,P09,valence,eeg,svm,10,10,5,0.4499755799755799,0.1536913710103861,0.5076923076923077,0.1785714285714285,0.5595238095238095,0.4782608695652174,0.5507029734970912,0.6043956043956044,0.5745390233710589,individual,10,5,0.4680952380952381,0.0426486699100865,0.4880952380952381,0.4126984126984127,0.5071428571428571,0.5206521739130434,0.5779248366013072,0.7428571428571429,0.6455386101516305,0.01811965811965821,0.04239130434782601,matched_configuration,False,False,False,False
individual,P09,valence,eeg,svm,20,20,5,0.4583028083028083,0.1402886434508145,0.4523809523809523,0.2857142857142857,0.6230769230769231,0.4869565217391304,0.5650878533231475,0.6054945054945055,0.5808448540706606,individual,20,5,0.4674603174603174,0.0921882706675705,0.5,0.3055555555555556,0.5357142857142857,0.5032608695652174,0.5761538461538461,0.6571428571428571,0.6050951132620824,0.009157509157509125,0.01630434782608703,matched_configuration,False,False,False,False
individual,P09,valence,eeg,svm,5,5,5,0.4308058608058608,0.1614668260423646,0.5,0.1428571428571428,0.5230769230769231,0.4869565217391304,0.5321105439183242,0.7549450549450549,0.6166929860895378,individual,5,5,0.4536507936507936,0.0605743277400083,0.4785714285714285,0.3571428571428571,0.5,0.5126811594202898,0.5672800661072973,0.7428571428571429,0.6268884153552345,0.022844932844932775,0.0257246376811594,matched_configuration,False,False,False,False
individual,P09,valence,eeg,svm,all,all,5,0.5543101343101343,0.0868788766407814,0.5634920634920635,0.4484126984126984,0.6846153846153846,0.5826086956521739,0.6395989974937344,0.7241758241758242,0.668811798223563,individual,all,5,0.5425396825396825,0.1414665564581252,0.5793650793650793,0.3452380952380952,0.6785714285714286,0.5619565217391305,0.6225617519735167,0.6428571428571429,0.6299126013030352,-0.011770451770451773,-0.020652173913043415,matched_configuration,False,False,False,False
individual,P09,valence,face,gnb,10,10,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,individual,10,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,gnb,20,10,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,individual,10,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,gnb,5,5,5,0.4022222222222222,0.0447460007770294,0.3785714285714285,0.3571428571428571,0.4642857142857143,0.425,0.5039525691699605,0.5466666666666666,0.5030778814957314,individual,5,5,0.4022222222222222,0.0447460007770294,0.3785714285714285,0.3571428571428571,0.4642857142857143,0.425,0.5039525691699605,0.5466666666666666,0.5030778814957314,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,gnb,all,all,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,individual,all,5,0.4726984126984127,0.0774787741477408,0.4642857142857143,0.4071428571428571,0.6,0.5083333333333333,0.5751487414187644,0.6676190476190477,0.6030015305309423,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,knn,10,10,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,individual,10,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,knn,20,10,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,individual,10,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,knn,5,5,5,0.597936507936508,0.0934683452815171,0.6333333333333333,0.4714285714285714,0.6785714285714286,0.6416666666666667,0.6636764705882353,0.818095238095238,0.730853889943074,individual,5,5,0.597936507936508,0.0934683452815171,0.6333333333333333,0.4714285714285714,0.6785714285714286,0.6416666666666667,0.6636764705882353,0.818095238095238,0.730853889943074,0.0,0.0,matched_configuration,True,True,False,False
individual,P09,valence,face,knn,all,all,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,individual,all,5,0.4877777777777778,0.0646998224062504,0.4555555555555556,0.4333333333333333,0.5714285714285714,0.525,0.5917460317460318,0.6666666666666667,0.6239039408866995,0.0,0.0,matched_configuration,False,False,False,False
individual,P09,valence,face,svm,10,10,5,0.5550793650793651,0.0696235784829824,0.5333333333333333,0.4857142857142857,0.6642857142857144,0.5916666666666667,0.6371829408981112,0.7523809523809524,0.6823773448773449,individual,10,5,0.5550793650793651,0.0696235784829824,0.5333333333333333,0.4857142857142857,0.6642857142857144,0.5916666666666667,0.6371829408981112,0.7523809523809524,0.6823773448773449,0.0,0.0,matched_configuration,False,False,False,False
