mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,rmse,mae,r2,explained_variance
general,COHORT,P42,valence,face,knn,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4504802222366473,1.2687158271536683,-0.09139585004630213,-0.09114846799937815
general,COHORT,P43,valence,face,knn,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.312605761185559,1.028030303030303,-0.008915779508124722,0.02072921256214455
general,COHORT,P45,valence,face,knn,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.6016950387777253,1.35,-0.20761494427545957,-0.16736219343938186
general,COHORT,P10,valence,face,knn,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2511399010266975,1.7696969696969698,-0.4175466558697849,-0.007589871758667988
general,COHORT,P11,valence,face,knn,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3628057981284503,2.037121212121212,-0.20935462198747912,-0.11547111515794639
general,COHORT,P19,valence,face,knn,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7565305146896288,1.4272727272727272,-0.18681889267324792,-0.16505259885962986
general,COHORT,P22,valence,face,knn,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.461661961830883,2.1863636363636365,-0.24972540167107327,-0.05337055245396227
general,COHORT,P25,valence,face,knn,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,2.006240264773888,1.6719696969696969,-0.25478989413522135,-0.15813319864286113
general,COHORT,P32,valence,face,knn,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.8147125993340703,1.5174242424242423,-0.4749717950240484,-0.29402784536090176
general,COHORT,P40,valence,face,knn,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.140729947366357,1.8540715253475126,-0.05276044586715556,-0.032117956311710216
general,COHORT,P42,valence,face,knn,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4735968252224845,1.2575757575757578,-0.12646066096052855,-0.1221734652955977
general,COHORT,P43,valence,face,knn,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3830935103608157,1.1045454545454547,-0.1201840625022057,-0.11844184074600972
general,COHORT,P45,valence,face,knn,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4960692298472917,1.2416666666666667,-0.05359135769149437,-0.05299457437786903
general,COHORT,P10,valence,face,knn,20,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2511399010266975,1.7696969696969698,-0.4175466558697849,-0.007589871758667988
general,COHORT,P11,valence,face,knn,20,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3628057981284503,2.037121212121212,-0.20935462198747912,-0.11547111515794639
general,COHORT,P19,valence,face,knn,20,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7565305146896288,1.4272727272727272,-0.18681889267324792,-0.16505259885962986
general,COHORT,P22,valence,face,knn,20,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.461661961830883,2.1863636363636365,-0.24972540167107327,-0.05337055245396227
general,COHORT,P25,valence,face,knn,20,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,2.006240264773888,1.6719696969696969,-0.25478989413522135,-0.15813319864286113
general,COHORT,P32,valence,face,knn,20,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.8147125993340703,1.5174242424242423,-0.4749717950240484,-0.29402784536090176
general,COHORT,P40,valence,face,knn,20,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.140729947366357,1.8540715253475126,-0.05276044586715556,-0.032117956311710216
general,COHORT,P42,valence,face,knn,20,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4735968252224845,1.2575757575757578,-0.12646066096052855,-0.1221734652955977
general,COHORT,P43,valence,face,knn,20,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3830935103608157,1.1045454545454547,-0.1201840625022057,-0.11844184074600972
general,COHORT,P45,valence,face,knn,20,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4960692298472917,1.2416666666666667,-0.05359135769149437,-0.05299457437786903
general,COHORT,P10,valence,face,svr,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.192866502234005,1.736193997148221,-0.34510682708148943,0.006998639948759489
general,COHORT,P11,valence,face,svr,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.151158230511079,1.8864460107927845,-0.0024029266324088194,-0.0021820407177779444
general,COHORT,P19,valence,face,svr,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6258489318765517,1.238030611167323,-0.016795073984704256,-0.01631504193211386
general,COHORT,P22,valence,face,svr,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2847332989139764,2.0493989774356263,-0.07653657709663331,-0.002367943827565666
general,COHORT,P25,valence,face,svr,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8208270136007192,1.6529858628704952,-0.033576207352013165,-0.0007224628644582065
general,COHORT,P32,valence,face,svr,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.5109173098882125,1.1950913043312779,-0.022467235526285156,0.003641972700629603
general,COHORT,P40,valence,face,svr,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1148360405941413,1.8228611611631342,-0.02744645031875792,0.0017130489095822377
general,COHORT,P42,valence,face,svr,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.3948110541362047,1.189047843250248,-0.009228337658558683,-0.004821547729472853
general,COHORT,P43,valence,face,svr,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3080754573164837,1.0057724546405569,-0.0019634902722818204,0.0024755396881542824
general,COHORT,P45,valence,face,svr,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4594172400065724,1.1955567200542077,-0.0026001437732987576,0.001763766504182196
general,COHORT,P10,valence,face,svr,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.016983179627332,1.6767557800723707,-0.13798606257607915,0.0008083876068344376
general,COHORT,P11,valence,face,svr,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.150143369456442,1.886367994669911,-0.001457333966123242,-0.0010158354348455134
general,COHORT,P19,valence,face,svr,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6137426289120484,1.2289095286022809,-0.0017090480312735856,-0.00019778437436013263
general,COHORT,P22,valence,face,svr,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.270312775350308,2.0398561485010562,-0.06298993770094818,-0.001172100269932086
general,COHORT,P25,valence,face,svr,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8196410104593943,1.6514126908239415,-0.03223019765793933,-7.395205812232852e-05
general,COHORT,P32,valence,face,svr,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.5074161331062217,1.195862127495475,-0.01773409648920299,-0.0008247514748953577
general,COHORT,P40,valence,face,svr,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1189318898257623,1.8253370812813292,-0.03143006019999195,0.00037935412331646656
general,COHORT,P42,valence,face,svr,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.3893366330706514,1.19962361875731,-0.00132174905025928,-0.0013151376152806815
general,COHORT,P43,valence,face,svr,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3021672892717935,0.9916708056955452,0.007067181115363752,0.009562232988426733
general,COHORT,P45,valence,face,svr,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.48527432234392,1.258926872717267,-0.038441806467403694,0.008020801281752421
general,COHORT,P10,valence,face,svr,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.192866502234005,1.736193997148221,-0.34510682708148943,0.006998639948759489
general,COHORT,P11,valence,face,svr,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.151158230511079,1.8864460107927845,-0.0024029266324088194,-0.0021820407177779444
general,COHORT,P19,valence,face,svr,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6258489318765517,1.238030611167323,-0.016795073984704256,-0.01631504193211386
general,COHORT,P22,valence,face,svr,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2847332989139764,2.0493989774356263,-0.07653657709663331,-0.002367943827565666
general,COHORT,P25,valence,face,svr,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8208270136007192,1.6529858628704952,-0.033576207352013165,-0.0007224628644582065
general,COHORT,P32,valence,face,svr,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.5109173098882125,1.1950913043312779,-0.022467235526285156,0.003641972700629603
general,COHORT,P40,valence,face,svr,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1148360405941413,1.8228611611631342,-0.02744645031875792,0.0017130489095822377
general,COHORT,P42,valence,face,svr,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.3948110541362047,1.189047843250248,-0.009228337658558683,-0.004821547729472853
general,COHORT,P43,valence,face,svr,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3080754573164837,1.0057724546405569,-0.0019634902722818204,0.0024755396881542824
general,COHORT,P45,valence,face,svr,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4594172400065724,1.1955567200542077,-0.0026001437732987576,0.001763766504182196
general,COHORT,P10,valence,face,svr,20,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.192866502234005,1.736193997148221,-0.34510682708148943,0.006998639948759489
general,COHORT,P11,valence,face,svr,20,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.151158230511079,1.8864460107927845,-0.0024029266324088194,-0.0021820407177779444
general,COHORT,P19,valence,face,svr,20,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6258489318765517,1.238030611167323,-0.016795073984704256,-0.01631504193211386
general,COHORT,P22,valence,face,svr,20,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2847332989139764,2.0493989774356263,-0.07653657709663331,-0.002367943827565666
general,COHORT,P25,valence,face,svr,20,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8208270136007192,1.6529858628704952,-0.033576207352013165,-0.0007224628644582065
general,COHORT,P32,valence,face,svr,20,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.5109173098882125,1.1950913043312779,-0.022467235526285156,0.003641972700629603
general,COHORT,P40,valence,face,svr,20,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1148360405941413,1.8228611611631342,-0.02744645031875792,0.0017130489095822377
general,COHORT,P42,valence,face,svr,20,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.3948110541362047,1.189047843250248,-0.009228337658558683,-0.004821547729472853
general,COHORT,P43,valence,face,svr,20,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3080754573164837,1.0057724546405569,-0.0019634902722818204,0.0024755396881542824
general,COHORT,P45,valence,face,svr,20,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4594172400065724,1.1955567200542077,-0.0026001437732987576,0.001763766504182196
general,COHORT,P10,valence,face,ridge,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.0828598307596526,1.7079067856137968,-0.21353548192712868,-0.003071551467986211
general,COHORT,P11,valence,face,ridge,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2752329499761728,2.026489682573291,-0.12137107623600696,-0.035766624410630055
general,COHORT,P19,valence,face,ridge,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7082557939024503,1.4018905862428752,-0.12248063753014726,-0.061920032724643415
general,COHORT,P22,valence,face,ridge,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3033695986819347,2.0708584429074834,-0.09417056767162246,-0.027573156339681715
general,COHORT,P25,valence,face,ridge,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8138158570343825,1.6479817963056491,-0.025631890855425388,-0.0009484335869982541
general,COHORT,P32,valence,face,ridge,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.588418604477768,1.3264540617008365,-0.13005072153077157,0.002507293665229282
general,COHORT,P40,valence,face,ridge,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1108150011678704,1.8312557625007706,-0.023543098012835273,-0.003182197197702852
general,COHORT,P42,valence,face,ridge,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4422532417589022,1.2303655121422765,-0.07905038194612546,-0.02529747133803384
general,COHORT,P43,valence,face,ridge,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3177680998467376,1.034889415355744,-0.016867301680330682,0.012778879250255226
general,COHORT,P45,valence,face,ridge,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.463210096580862,1.2019496472163316,-0.007818199110880109,-0.006676273751319073
general,COHORT,P10,valence,face,ridge,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.0420589133926916,1.6884639399704142,-0.16645751321972413,0.00680930980064276
general,COHORT,P11,valence,face,ridge,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2222388304683554,1.9817045750331226,-0.06974207297123214,-0.0333443734660297
general,COHORT,P19,valence,face,ridge,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6603917046010117,1.3569097308126516,-0.06045968647807176,-0.0062601432183087
general,COHORT,P22,valence,face,ridge,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3151515673510366,2.0754782681859294,-0.10539278227020321,-0.01896293711962227
general,COHORT,P25,valence,face,ridge,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8008422808150617,1.637202427707223,-0.0110124061688468,0.000768707628831522
general,COHORT,P32,valence,face,ridge,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.534927852907421,1.2268104614201614,-0.055222251136393785,-0.00031554783072729187
general,COHORT,P40,valence,face,ridge,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1111076750481077,1.8263150847566882,-0.02382695528870471,-0.0021923712815483665
general,COHORT,P42,valence,face,ridge,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4314618706853024,1.2173480631808908,-0.06296323556513084,-0.02625743992008811
general,COHORT,P43,valence,face,ridge,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3161645896372693,1.0301550950282987,-0.014394081941222714,0.008225476624188932
general,COHORT,P45,valence,face,ridge,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4671584935650048,1.2119102551367302,-0.013264628533067313,-0.006818096663709028
general,COHORT,P10,valence,face,ridge,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.0828598307596526,1.7079067856137968,-0.21353548192712868,-0.003071551467986211
general,COHORT,P11,valence,face,ridge,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2752329499761728,2.026489682573291,-0.12137107623600696,-0.035766624410630055
general,COHORT,P19,valence,face,ridge,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7082557939024503,1.4018905862428752,-0.12248063753014726,-0.061920032724643415
general,COHORT,P22,valence,face,ridge,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3033695986819347,2.0708584429074834,-0.09417056767162246,-0.027573156339681715
general,COHORT,P25,valence,face,ridge,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8138158570343825,1.6479817963056491,-0.025631890855425388,-0.0009484335869982541
general,COHORT,P32,valence,face,ridge,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.588418604477768,1.3264540617008365,-0.13005072153077157,0.002507293665229282
general,COHORT,P40,valence,face,ridge,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1108150011678704,1.8312557625007706,-0.023543098012835273,-0.003182197197702852
general,COHORT,P42,valence,face,ridge,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4422532417589022,1.2303655121422765,-0.07905038194612546,-0.02529747133803384
general,COHORT,P43,valence,face,ridge,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3177680998467376,1.034889415355744,-0.016867301680330682,0.012778879250255226
general,COHORT,P45,valence,face,ridge,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.463210096580862,1.2019496472163316,-0.007818199110880109,-0.006676273751319073
general,COHORT,P10,valence,face,ridge,20,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.0828598307596526,1.7079067856137968,-0.21353548192712868,-0.003071551467986211
general,COHORT,P11,valence,face,ridge,20,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2752329499761728,2.026489682573291,-0.12137107623600696,-0.035766624410630055
general,COHORT,P19,valence,face,ridge,20,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7082557939024503,1.4018905862428752,-0.12248063753014726,-0.061920032724643415
general,COHORT,P22,valence,face,ridge,20,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3033695986819347,2.0708584429074834,-0.09417056767162246,-0.027573156339681715
general,COHORT,P25,valence,face,ridge,20,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8138158570343825,1.6479817963056491,-0.025631890855425388,-0.0009484335869982541
general,COHORT,P32,valence,face,ridge,20,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.588418604477768,1.3264540617008365,-0.13005072153077157,0.002507293665229282
general,COHORT,P40,valence,face,ridge,20,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.1108150011678704,1.8312557625007706,-0.023543098012835273,-0.003182197197702852
general,COHORT,P42,valence,face,ridge,20,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4422532417589022,1.2303655121422765,-0.07905038194612546,-0.02529747133803384
general,COHORT,P43,valence,face,ridge,20,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3177680998467376,1.034889415355744,-0.016867301680330682,0.012778879250255226
general,COHORT,P45,valence,face,ridge,20,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.463210096580862,1.2019496472163316,-0.007818199110880109,-0.006676273751319073
general,COHORT,P10,valence,multimodal,knn,all,all,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.13326661397046,1.7136363636363636,-0.2729831742350526,-0.027726141719667696
general,COHORT,P11,valence,multimodal,knn,all,all,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2737515804209636,2.000457526474226,-0.11991133630667195,-0.04352186790359425
general,COHORT,P19,valence,multimodal,knn,all,all,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7213019297185432,1.3811169148711164,-0.13969112081525936,-0.13438537276154383
general,COHORT,P22,valence,multimodal,knn,all,all,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3483705944785105,2.102463476166674,-0.13734188911783174,-0.10612620483432522
general,COHORT,P25,valence,multimodal,knn,all,all,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.9395860920958878,1.6905822920426652,-0.17279809063639862,-0.1714075040766978
general,COHORT,P32,valence,multimodal,knn,all,all,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.640574254154074,1.3413716864341287,-0.20547939164760143,-0.14963787024924935
general,COHORT,P40,valence,multimodal,knn,all,all,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.248848985370155,1.915050393161051,-0.16178663342488386,-0.08242115240130743
general,COHORT,P42,valence,multimodal,knn,all,all,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4594092834092984,1.2596775581850153,-0.10487433169847193,-0.10014544910716605
general,COHORT,P43,valence,multimodal,knn,all,all,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.4382408700123133,1.1623596668985436,-0.21129396618691287,-0.20655018627483135
general,COHORT,P45,valence,multimodal,knn,all,all,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.5328361872227259,1.284848484848485,-0.10601319299064627,-0.08202190943104082
general,COHORT,P10,valence,multimodal,knn,5,5,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.066707766409063,1.7931818181818182,-0.19478712253524222,-0.1428103797119229
general,COHORT,P11,valence,multimodal,knn,5,5,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2125829738063976,1.9295454545454545,-0.06046599058431079,-0.05186672726974351
general,COHORT,P19,valence,multimodal,knn,5,5,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.707159611575303,1.3734848484848485,-0.12104051520655879,-0.11725201092509208
general,COHORT,P22,valence,multimodal,knn,5,5,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.324071543637352,2.0704545454545458,-0.11392705910871093,-0.027401954193211342
general,COHORT,P25,valence,multimodal,knn,5,5,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.8295854503439277,1.6106060606060606,-0.04354341862238931,-0.032181325437981245
general,COHORT,P32,valence,multimodal,knn,5,5,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.6621267131036501,1.3743937252011529,-0.2373605495923461,-0.14215998216183223
general,COHORT,P40,valence,multimodal,knn,5,5,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.2073474851301036,1.9053030303030303,-0.11930180029332482,-0.0917664676185046
general,COHORT,P42,valence,multimodal,knn,5,5,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4318061567556608,1.2234848484848484,-0.06347461131658894,-0.0619737951119419
general,COHORT,P43,valence,multimodal,knn,5,5,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.3977549886387324,1.0681818181818181,-0.14405895323525963,-0.14231673147906387
general,COHORT,P45,valence,multimodal,knn,5,5,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.5607310923729703,1.3189393939393939,-0.1466344419886909,-0.14569401522783565
general,COHORT,P10,valence,multimodal,knn,10,10,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.212707477314905,1.7765151515151516,-0.36955789883991863,-0.09110222109344424
general,COHORT,P11,valence,multimodal,knn,10,10,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.3495501005365114,2.084848484848485,-0.19582336059642969,-0.17768172344806943
general,COHORT,P19,valence,multimodal,knn,10,10,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.6743281206643406,1.3765151515151515,-0.07833622826483388,-0.0628331857168467
general,COHORT,P22,valence,multimodal,knn,10,10,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2975762771475714,2.0689393939393943,-0.08867348175530831,-0.016477675155858185
general,COHORT,P25,valence,multimodal,knn,10,10,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.9280087216747737,1.693939393939394,-0.15883903540294697,-0.15810618182390734
general,COHORT,P32,valence,multimodal,knn,10,10,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.66901349922823,1.3704545454545454,-0.24763544750481414,-0.19944111862644043
general,COHORT,P40,valence,multimodal,knn,10,10,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.171566825897569,1.8924242424242421,-0.0833085907485056,-0.049818293621265
general,COHORT,P42,valence,multimodal,knn,10,10,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4556340623302197,1.2575757575757576,-0.09916551522713646,-0.09896425520842178
general,COHORT,P43,valence,multimodal,knn,10,10,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.432960102601389,1.137121212121212,-0.20241531622635578,-0.2004227173080524
general,COHORT,P45,valence,multimodal,knn,10,10,10,P10;P11;P19;P22;P25;P32;P40;P42;P43,1200,1080,120,1.4850303128878535,1.2483749573707332,-0.03810063204274017,-0.03158924228019333
general,COHORT,P10,valence,multimodal,knn,20,20,1,P11;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2131898622556503,1.781818181818182,-0.37015510938505125,-0.061757510364091495
general,COHORT,P11,valence,multimodal,knn,20,20,2,P10;P19;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,2.2404833943192677,1.978030303030303,-0.08737932636099588,-0.06164145986446856
general,COHORT,P19,valence,multimodal,knn,20,20,3,P10;P11;P22;P25;P32;P40;P42;P43;P45,1200,1080,120,1.7066397687304156,1.3593465987343416,-0.12035788874494524,-0.11475371990630645
general,COHORT,P22,valence,multimodal,knn,20,20,4,P10;P11;P19;P25;P32;P40;P42;P43;P45,1200,1080,120,2.299014641005844,2.0613636363636365,-0.09003700449205021,-0.044685551772200904
general,COHORT,P25,valence,multimodal,knn,20,20,5,P10;P11;P19;P22;P32;P40;P42;P43;P45,1200,1080,120,1.9999763353223796,1.7743001772221703,-0.24696665849696542,-0.23695571967413565
general,COHORT,P32,valence,multimodal,knn,20,20,6,P10;P11;P19;P22;P25;P40;P42;P43;P45,1200,1080,120,1.670086024078907,1.3431818181818183,-0.24923944887130012,-0.23355699384438777
general,COHORT,P40,valence,multimodal,knn,20,20,7,P10;P11;P19;P22;P25;P32;P42;P43;P45,1200,1080,120,2.2366377018566044,1.9265151515151515,-0.14920385129978997,-0.12605731701078637
general,COHORT,P42,valence,multimodal,knn,20,20,8,P10;P11;P19;P22;P25;P32;P40;P43;P45,1200,1080,120,1.4746713692829736,1.2621212121212122,-0.12810408596541856,-0.11802441260209262
general,COHORT,P43,valence,multimodal,knn,20,20,9,P10;P11;P19;P22;P25;P32;P40;P42;P45,1200,1080,120,1.457525356653961,1.1424242424242428,-0.24399472897260344,-0.23962707581991793
