number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
38,1.8221149977884794,1.814089834690094,0.005305937448226074,0.006394089997209251,14,0.3684210526315789,1.8342462260472148,1.8545295000076294,0.02796119252012114,0.01698863837909914,10,0.2631578947368421,1.5684220116389425,1.5900768041610718,0.5039173284576887,0.49633699633699635
