number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
46,1.7162831192431243,1.7110593914985657,-0.006328143861160525,-0.0008325566586383504,24,0.5217391304347826,1.7557070747665737,1.6699126958847046,0.05038927170963921,0.0234610363515505,13,0.2826086956521739,1.5104380884896154,1.4312908053398132,0.5073513045147428,0.5002949029114836
