number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
1,1.8600430488586426,1.8600430488586426,0.00989039202198394,0.00989039202198394,0,0.0,1.4874807596206665,1.4874807596206665,0.019159618368777886,0.019159618368777886,0,0.0,1.2620030641555786,1.2620030641555786,0.5505583126550868,0.5505583126550868
