mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
general,COHORT,P10,valence,eeg,knn,all,all,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.3985714285714286,0.4083333333333333,0.49230769230769234,0.45714285714285713,0.4740740740740741,17,33,38,32
general,COHORT,P11,valence,eeg,knn,all,all,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5203003337041157,0.525,0.5324675324675324,0.6612903225806451,0.5899280575539568,22,36,21,41
general,COHORT,P14,valence,eeg,knn,all,all,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.5480884109916367,0.5258620689655172,0.49473684210526314,0.8703703703703703,0.6308724832214765,14,48,7,47
general,COHORT,P15,valence,eeg,knn,all,all,4,P10;P11;P14;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.50944669365722,0.603448275862069,0.6777777777777778,0.782051282051282,0.7261904761904762,9,29,17,61
general,COHORT,P16,valence,eeg,knn,all,all,5,P10;P11;P14;P15;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.47316715542522,0.47863247863247865,0.5072463768115942,0.5645161290322581,0.5343511450381679,21,34,27,35
general,COHORT,P17,valence,eeg,knn,all,all,6,P10;P11;P14;P15;P16;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5276558384547849,0.559322033898305,0.5862068965517241,0.7611940298507462,0.6623376623376623,15,36,16,51
general,COHORT,P18,valence,eeg,knn,all,all,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.6125,0.6120689655172413,0.631578947368421,0.6,0.6153846153846154,35,21,24,36
general,COHORT,P19,valence,eeg,knn,all,all,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.37813349441256416,0.36666666666666664,0.5098039215686274,0.33766233766233766,0.40625,18,25,51,26
general,COHORT,P20,valence,eeg,knn,all,all,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.47307692307692306,0.48717948717948717,0.5342465753424658,0.6,0.5652173913043478,18,34,26,39
general,COHORT,P22,valence,eeg,knn,all,all,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.41572398190045246,0.39166666666666666,0.37349397590361444,0.5961538461538461,0.45925925925925926,16,52,21,31
general,COHORT,P23,valence,eeg,knn,all,all,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5135869565217391,0.47863247863247865,0.41975308641975306,0.7083333333333334,0.5271317829457365,22,47,14,34
general,COHORT,P24,valence,eeg,knn,all,all,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.46436950146627565,0.452991452991453,0.4444444444444444,0.6545454545454545,0.5294117647058824,17,45,19,36
general,COHORT,P25,valence,eeg,knn,all,all,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.44781144781144777,0.4666666666666667,0.5121951219512195,0.6363636363636364,0.5675675675675675,14,40,24,42
general,COHORT,P26,valence,eeg,knn,all,all,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4982174688057041,0.46153846153846156,0.43478260869565216,0.7843137254901961,0.5594405594405595,14,52,11,40
general,COHORT,P27,valence,eeg,knn,all,all,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4414984604858022,0.47413793103448276,0.6363636363636364,0.5316455696202531,0.5793103448275863,13,24,37,42
general,COHORT,P30,valence,eeg,knn,all,all,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.5609574784418674,0.5603448275862069,0.5740740740740741,0.5254237288135594,0.5486725663716814,34,23,28,31
general,COHORT,P32,valence,eeg,knn,all,all,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4454949944382648,0.45,0.47368421052631576,0.5806451612903226,0.5217391304347826,18,40,26,36
general,COHORT,P33,valence,eeg,knn,all,all,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5271929824561403,0.5213675213675214,0.5058823529411764,0.7543859649122807,0.6056338028169014,18,42,14,43
general,COHORT,P34,valence,eeg,knn,all,all,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5523809523809524,0.5,0.43956043956043955,0.8333333333333334,0.5755395683453237,19,51,8,40
general,COHORT,P38,valence,eeg,knn,all,all,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4549819927971189,0.49572649572649574,0.5517241379310345,0.7058823529411765,0.6193548387096774,10,39,20,48
general,COHORT,P39,valence,eeg,knn,all,all,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4648268398268398,0.49572649572649574,0.6923076923076923,0.5357142857142857,0.6040268456375839,13,20,39,45
general,COHORT,P40,valence,eeg,knn,all,all,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.45286195286195285,0.4666666666666667,0.5131578947368421,0.5909090909090909,0.5492957746478874,17,37,27,39
general,COHORT,P41,valence,eeg,knn,all,all,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.49230769230769234,0.5299145299145299,0.5510204081632653,0.8307692307692308,0.6625766871165644,8,44,11,54
general,COHORT,P42,valence,eeg,knn,all,all,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3305,3185,120,1475,1830,0.541289592760181,0.575,0.5934065934065934,0.7941176470588235,0.6792452830188679,15,37,14,54
general,COHORT,P43,valence,eeg,knn,all,all,25,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P44;P45;P46,3305,3185,120,1475,1830,0.5110238598610692,0.5833333333333334,0.6483516483516484,0.7662337662337663,0.7023809523809523,11,32,18,59
general,COHORT,P44,valence,eeg,knn,all,all,26,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P45;P46,3305,3186,119,1475,1830,0.4583333333333333,0.5294117647058824,0.6794871794871795,0.6309523809523809,0.654320987654321,10,25,31,53
general,COHORT,P45,valence,eeg,knn,all,all,27,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P46,3305,3185,120,1475,1830,0.5064102564102564,0.5583333333333333,0.654320987654321,0.6794871794871795,0.6666666666666666,14,28,25,53
general,COHORT,P46,valence,eeg,knn,all,all,28,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45,3305,3188,117,1475,1830,0.49414765906362546,0.5213675213675214,0.5769230769230769,0.6617647058823529,0.6164383561643836,16,33,23,45
general,COHORT,P10,valence,eeg,knn,5,5,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4928571428571428,0.4583333333333333,0.5714285714285714,0.2857142857142857,0.38095238095238093,35,15,50,20
general,COHORT,P11,valence,eeg,knn,5,5,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4588431590656285,0.4666666666666667,0.48863636363636365,0.6935483870967742,0.5733333333333334,13,45,19,43
general,COHORT,P14,valence,eeg,knn,5,5,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.3951612903225806,0.3879310344827586,0.38028169014084506,0.5,0.432,18,44,27,27
general,COHORT,P15,valence,eeg,knn,5,5,4,P10;P11;P14;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4919028340080972,0.5344827586206896,0.6666666666666666,0.6153846153846154,0.64,14,24,30,48
general,COHORT,P16,valence,eeg,knn,5,5,5,P10;P11;P14;P15;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.520674486803519,0.5213675213675214,0.55,0.532258064516129,0.5409836065573771,28,27,29,33
general,COHORT,P17,valence,eeg,knn,5,5,6,P10;P11;P14;P15;P16;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5067310506292069,0.5169491525423728,0.5735294117647058,0.582089552238806,0.5777777777777777,22,29,28,39
general,COHORT,P18,valence,eeg,knn,5,5,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4708333333333333,0.47413793103448276,0.4927536231884058,0.5666666666666667,0.5271317829457365,21,35,26,34
general,COHORT,P19,valence,eeg,knn,5,5,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4833887043189369,0.5083333333333333,0.6285714285714286,0.5714285714285714,0.5986394557823129,17,26,33,44
general,COHORT,P20,valence,eeg,knn,5,5,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4557692307692308,0.48717948717948717,0.5274725274725275,0.7384615384615385,0.6153846153846154,9,43,17,48
general,COHORT,P22,valence,eeg,knn,5,5,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.49208144796380093,0.48333333333333334,0.4264705882352941,0.5576923076923077,0.48333333333333334,29,39,23,29
general,COHORT,P23,valence,eeg,knn,5,5,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5226449275362319,0.5042735042735043,0.42857142857142855,0.625,0.5084745762711864,29,40,18,30
general,COHORT,P24,valence,eeg,knn,5,5,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5328445747800586,0.5299145299145299,0.5,0.5818181818181818,0.5378151260504201,30,32,23,32
general,COHORT,P25,valence,eeg,knn,5,5,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4932659932659933,0.5166666666666667,0.5454545454545454,0.7272727272727273,0.6233766233766234,14,40,18,48
general,COHORT,P26,valence,eeg,knn,5,5,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.48172905525846704,0.452991452991453,0.4235294117647059,0.7058823529411765,0.5294117647058824,17,49,15,36
general,COHORT,P27,valence,eeg,knn,5,5,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.45415668833390355,0.49137931034482757,0.6470588235294118,0.5569620253164557,0.5986394557823129,13,24,35,44
general,COHORT,P30,valence,eeg,knn,5,5,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.48988997918525123,0.49137931034482757,0.5,0.576271186440678,0.5354330708661418,23,34,25,34
general,COHORT,P32,valence,eeg,knn,5,5,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.542825361512792,0.55,0.5465116279069767,0.7580645161290323,0.6351351351351351,19,39,15,47
general,COHORT,P33,valence,eeg,knn,5,5,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5592105263157895,0.5555555555555556,0.5333333333333333,0.7017543859649122,0.6060606060606061,25,35,17,40
general,COHORT,P34,valence,eeg,knn,5,5,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5267857142857143,0.5084745762711864,0.42857142857142855,0.625,0.5084745762711864,30,40,18,30
general,COHORT,P38,valence,eeg,knn,5,5,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4756902761104442,0.4700854700854701,0.5555555555555556,0.4411764705882353,0.4918032786885246,25,24,38,30
general,COHORT,P39,valence,eeg,knn,5,5,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.47943722943722944,0.5299145299145299,0.704225352112676,0.5952380952380952,0.6451612903225806,12,21,34,50
general,COHORT,P40,valence,eeg,knn,5,5,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5547138047138047,0.5583333333333333,0.6,0.5909090909090909,0.5954198473282443,28,26,27,39
general,COHORT,P41,valence,eeg,knn,5,5,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.41346153846153844,0.42735042735042733,0.4861111111111111,0.5384615384615384,0.5109489051094891,15,37,30,35
general,COHORT,P42,valence,eeg,knn,5,5,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4932126696832579,0.5,0.5606060606060606,0.5441176470588235,0.5522388059701493,23,29,31,37
general,COHORT,P43,valence,eeg,knn,5,5,25,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P44;P45;P46,3305,3185,120,1475,1830,0.5080036242826941,0.5333333333333333,0.647887323943662,0.5974025974025974,0.6216216216216216,18,25,31,46
general,COHORT,P44,valence,eeg,knn,5,5,26,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P45;P46,3305,3186,119,1475,1830,0.5226190476190476,0.5378151260504201,0.7230769230769231,0.5595238095238095,0.6308724832214765,17,18,37,47
general,COHORT,P45,valence,eeg,knn,5,5,27,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P46,3305,3185,120,1475,1830,0.5796703296703296,0.575,0.7213114754098361,0.5641025641025641,0.6330935251798561,25,17,34,44
general,COHORT,P46,valence,eeg,knn,5,5,28,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45,3305,3188,117,1475,1830,0.507202881152461,0.5299145299145299,0.5866666666666667,0.6470588235294118,0.6153846153846154,18,31,24,44
general,COHORT,P10,valence,eeg,knn,10,10,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5,0.45,0.5833333333333334,0.2,0.2978723404255319,40,10,56,14
general,COHORT,P11,valence,eeg,knn,10,10,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5475528364849833,0.5583333333333333,0.5454545454545454,0.8709677419354839,0.6708074534161491,13,45,8,54
general,COHORT,P14,valence,eeg,knn,10,10,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.5080645161290323,0.5086206896551724,0.47368421052631576,0.5,0.4864864864864865,32,30,27,27
general,COHORT,P15,valence,eeg,knn,10,10,4,P10;P11;P14;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.5064102564102564,0.5086206896551724,0.6779661016949152,0.5128205128205128,0.583941605839416,19,19,38,40
general,COHORT,P16,valence,eeg,knn,10,10,5,P10;P11;P14;P15;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5095307917888563,0.5128205128205128,0.5384615384615384,0.5645161290322581,0.5511811023622047,25,30,27,35
general,COHORT,P17,valence,eeg,knn,10,10,6,P10;P11;P14;P15;P16;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5570676031606673,0.5847457627118644,0.6071428571428571,0.7611940298507462,0.6754966887417219,18,33,16,51
general,COHORT,P18,valence,eeg,knn,10,10,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.45238095238095244,0.45689655172413796,0.4794520547945205,0.5833333333333334,0.5263157894736842,18,38,25,35
general,COHORT,P19,valence,eeg,knn,10,10,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.41709453337360314,0.4166666666666667,0.5614035087719298,0.4155844155844156,0.47761194029850745,18,25,45,32
general,COHORT,P20,valence,eeg,knn,10,10,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.49615384615384617,0.5128205128205128,0.5526315789473685,0.6461538461538462,0.5957446808510638,18,34,23,42
general,COHORT,P22,valence,eeg,knn,10,10,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4819004524886878,0.4666666666666667,0.4189189189189189,0.5961538461538461,0.49206349206349204,25,43,21,31
general,COHORT,P23,valence,eeg,knn,10,10,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4913949275362319,0.47863247863247865,0.40298507462686567,0.5625,0.46956521739130436,29,40,21,27
general,COHORT,P24,valence,eeg,knn,10,10,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5016129032258064,0.49572649572649574,0.4714285714285714,0.6,0.528,25,37,22,33
general,COHORT,P25,valence,eeg,knn,10,10,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4831649831649832,0.5166666666666667,0.54,0.8181818181818182,0.6506024096385542,8,46,12,54
general,COHORT,P26,valence,eeg,knn,10,10,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5142602495543672,0.48717948717948717,0.4457831325301205,0.7254901960784313,0.5522388059701493,20,46,14,37
general,COHORT,P27,valence,eeg,knn,10,10,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.41618200478959977,0.4396551724137931,0.6129032258064516,0.4810126582278481,0.5390070921985816,13,24,41,38
general,COHORT,P30,valence,eeg,knn,10,10,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.42908117752007136,0.43103448275862066,0.4507042253521127,0.5423728813559322,0.49230769230769234,18,39,27,32
general,COHORT,P32,valence,eeg,knn,10,10,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5317018909899889,0.5333333333333333,0.5454545454545454,0.5806451612903226,0.5625,28,30,26,36
general,COHORT,P33,valence,eeg,knn,10,10,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.493859649122807,0.48717948717948717,0.48314606741573035,0.7543859649122807,0.589041095890411,14,46,14,43
general,COHORT,P34,valence,eeg,knn,10,10,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.4285714285714286,0.4152542372881356,0.34782608695652173,0.5,0.41025641025641024,25,45,24,24
general,COHORT,P38,valence,eeg,knn,10,10,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5063025210084033,0.49572649572649574,0.5882352941176471,0.4411764705882353,0.5042016806722689,28,21,38,30
general,COHORT,P39,valence,eeg,knn,10,10,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5027056277056277,0.5897435897435898,0.7195121951219512,0.7023809523809523,0.7108433734939759,10,23,25,59
general,COHORT,P40,valence,eeg,knn,10,10,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.36616161616161613,0.375,0.43478260869565216,0.45454545454545453,0.4444444444444444,15,39,36,30
general,COHORT,P41,valence,eeg,knn,10,10,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.46153846153846156,0.47863247863247865,0.5263157894736842,0.6153846153846154,0.5673758865248227,16,36,25,40
general,COHORT,P42,valence,eeg,knn,10,10,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4440045248868778,0.44166666666666665,0.5087719298245614,0.4264705882352941,0.464,24,28,39,29
