number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
38,1.7413374907092045,1.74607914686203,-0.02686943648936466,-0.020187056022373473,23,0.6052631578947368,1.7347311252041866,1.6798524260520935,0.040172971142640665,0.06133476078756017,10,0.2631578947368421,1.4860872014572746,1.4531053304672241,0.5039863167392946,0.5
