video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_mean,video_enso_norm_std
0.0632249783159229,0.0150816688179136,0.010663927676371,0.5398584902306496,0.0130760650462286
0.0636625747917722,0.0108497812612582,0.0039881592287082,0.5566991537095124,0.0083593529831333
0.0823753085978814,0.006136116603223,0.0027750014636028,0.5745721227755115,0.00309620246524
0.0806004544774106,0.0106290974908877,0.0026138324686805,0.5776416094730957,0.0060923187286636
0.0875692907510841,0.0037566612640179,0.0020547202777232,0.5788822609558898,0.0049293847681898
0.0691427719380335,0.0189972805560217,0.0111464037817209,0.5660358246364813,0.0158431528643462
0.0579583486728044,0.0205547115293027,0.0070495799048867,0.565445940979396,0.0106748665672354
0.0705436848268216,0.0197099624879283,0.0082653668646672,0.5718589533587739,0.0133219604526992
0.0722854833006273,0.010649839446921,0.0042748127851394,0.570172932086144,0.0060403603186395
0.0790222153333447,0.0067657795674217,0.0029911056140474,0.5708393573082154,0.0042503624812787
0.0762156916295174,0.0062389671514978,0.0047692986956093,0.5768398928924945,0.0058885975094771
0.0758506035666198,0.0079249022551721,0.0026281549602132,0.5713382049325243,0.0037146774886379
0.0784032778313077,0.0069181267760955,0.0035604261977923,0.5732172479853016,0.0053244315105177
0.0807819063230563,0.0101067423693028,0.0027066034671942,0.5827789519922383,0.0063131249497398
0.0755030951557034,0.0074759720243014,0.0037268279498182,0.57489674382138,0.0047659905252164
0.0821548222771397,0.0054167450031423,0.0044235985620059,0.5798909511463016,0.0083535469223986
0.0726485805889258,0.0030116392951978,0.0040869070217903,0.5721197868196051,0.0017449118128893
0.0716014053392423,0.0017488819050267,0.0016114529248398,0.566834612004115,0.0040123322873837
0.0763312607956529,0.0069437971009106,0.0028347013763789,0.5712953854126045,0.0055160089290562
0.0760509378039644,0.0089028751879551,0.0032806227452281,0.5788212880786591,0.005903863555465
0.0784495204584854,0.0061735143437875,0.0021486280378545,0.5726575397151399,0.0045410264007195
0.079953140161964,0.0029243344926224,0.0028705722774374,0.5681811939940822,0.002743515444868
0.0736973880465756,0.0188022393634012,0.0102482884485605,0.5691410209935168,0.0161649867233729
0.0744636553708169,0.0059001700593924,0.0027182241216086,0.5721439932365677,0.0052676120849182
0.0745823527500386,0.0079379722848362,0.0036318778293168,0.5657519889809266,0.0047481638887756
0.0744545775551802,0.0019253038739855,0.0051674153792829,0.5656149512018018,0.0044196050978144
0.0857227831211699,0.0023655156947623,0.0022533045228133,0.5744346473327936,0.0018110874405711
0.0753795149587669,0.0190827886010999,0.0110792730794825,0.5673003957243455,0.0165237704571167
0.0704857590899683,0.0169193165408152,0.0105651442137234,0.5615701221748528,0.0145405653579133
0.0855895889299863,0.008514482031626,0.002938408546733,0.569820736970214,0.004060169651086
0.0900368836533385,0.0028622883223727,0.0028252776485584,0.5688048934377552,0.0019203770274078
0.0872706967385458,0.0063964517969117,0.0029519095875257,0.5658178077001407,0.005055659966005
0.065080684353917,0.0229692618912338,0.0111582282397445,0.5542376115257667,0.0215851096470938
0.0800623718422468,0.0041939618664718,0.0027720407385028,0.564496258275317,0.0064494918764912
0.087673788374263,0.0063197077042012,0.00210609448196,0.567687820554897,0.0046543933043177
0.0788559944105598,0.0055142937766504,0.0038452389875346,0.5622763049383667,0.0039285815697468
0.0801348428324089,0.0063252336392559,0.0022561029327116,0.5622096859425108,0.0063391899555793
0.0750567057761194,0.0106920053331192,0.0056767866240606,0.5595227930067289,0.0065195761572581
0.0526682448055568,0.0171936374604534,0.0078527215721613,0.5508625605784657,0.0131530117980468
0.0695920495934876,0.0103241345368409,0.007699589818763,0.5590740300192498,0.0074137101419923
0.0790725115922742,0.0064985877491439,0.0030411472521156,0.566485667967584,0.0056835767744147
0.0722794942285951,0.0186931198683523,0.010691822757005,0.5624788076721311,0.0163251156061336
0.0691691935976452,0.0200520147762583,0.0126780171493919,0.5609115957133896,0.0155259334051084
0.0454547775671642,0.0280990114836653,0.019389271961215,0.5311867285711643,0.030580351387278
0.0705916041372778,0.005427671424459,0.0048116390035417,0.5647728399046894,0.0076829268650948
0.0552667036099826,0.0243521699544139,0.0162755808054042,0.5449070464457271,0.0218806300253084
0.0570945345780566,0.022515604110226,0.0161146570405838,0.5509963568488041,0.0249350904163685
0.0756799114110311,0.0190198702733827,0.0104132789699273,0.5625227334382584,0.0127977043802581
0.0733301058107088,0.0185393370433728,0.0096825809583589,0.5632349064612102,0.0149191186986066
0.0714033577998782,0.0089839174065635,0.0052405172509244,0.5625287827948047,0.0061408547000038
0.0874022960230612,0.0077924608053512,0.0024415425826107,0.5684131205187797,0.0029681263807957
