video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_mean,video_enso_norm_std
0.0698089521744403,0.0194787014879831,0.0140532184740544,0.5617723203421541,0.0157654298101086
0.0871289776925595,0.0062800341203068,0.0052757106510876,0.575343492526785,0.0071942557813631
0.066881030440795,0.0180299884101103,0.0100415229387867,0.558622449830709,0.0174014740001558
0.0750875347730877,0.0034108971371114,0.0020855893708144,0.5620202338390151,0.0019487136647416
0.0798770939644494,0.0034567599829589,0.0040792203689894,0.5647291847042926,0.0032232481732232
0.0819515148268541,0.0027671810555517,0.0030416435996436,0.5617265565822087,0.0034835878634005
0.0811292954063268,0.0072662697470741,0.0024232360405825,0.5663080976478457,0.0034028358186541
0.0688466089179334,0.0173489779545377,0.0075165529361042,0.5579172085026828,0.0080160415510634
0.0807733513574811,0.0177125261711105,0.007048419860829,0.5616902913291784,0.0086598835559259
0.0748850613029874,0.0033271266598532,0.0025061090941621,0.5596794287704315,0.0040182370039264
0.0584572676251725,0.022515598963391,0.0148516299008975,0.545201882161774,0.0182609484477696
0.0721402865788294,0.0054405733090024,0.002888054291897,0.5588947078040857,0.0035556529434188
0.0621012125170565,0.026234204379224,0.0174820020456478,0.5540348248953981,0.0215784023354136
0.0760799921778938,0.0037243957378439,0.0039510344806113,0.5620003467742664,0.0031460434873875
0.0608465017929036,0.0180794745429665,0.0118684532677975,0.5544042967105597,0.0137994081799549
0.0739786270682453,0.0202162842666905,0.0115531223955014,0.5609610163970032,0.0159790893578056
0.0858931575991574,0.0033406636865653,0.0029402977442802,0.5617034693503279,0.0020633398847286
0.0763237127809784,0.0211925869464918,0.0108915341458457,0.5593620925367769,0.0154094877338802
0.0945911132361091,0.0075815131188338,0.0015078436372778,0.570054720875818,0.0033235818700548
0.0873120398780447,0.003814655553469,0.0038306362037951,0.563732721775539,0.0031530577791401
0.0814266581771759,0.0084568469715135,0.003225203680463,0.570192125292385,0.0044537907953202
0.0762853017949703,0.0058779224282303,0.0026688691683023,0.5628626320441129,0.0086872938572446
0.0676270837632404,0.0164683131096385,0.0130675883169338,0.5581529403103801,0.0151817427789999
0.0754771286511758,0.0038654305778229,0.0022402539246705,0.560752856349739,0.0031566200810049
0.0639819709969858,0.0176167617040512,0.0122392704219852,0.5522600168852692,0.0158501115904483
0.0804076031332065,0.0027671516240323,0.0016484721479062,0.564370999571887,0.0021794875866836
0.0809219248598841,0.0058236601172177,0.0027465455211689,0.5641325592611789,0.0096863483762667
0.0853210482170636,0.0086252119553604,0.0039078509877556,0.5690520165448281,0.0077333495587448
0.0892978944903237,0.0064604944987876,0.0028280021464877,0.5716426558743888,0.0035337558371341
0.0702709403317595,0.0087532183746556,0.0034315053225589,0.5659886789797717,0.0025133806021406
0.0829372330738287,0.006559377450216,0.0024049586412595,0.5640587938380296,0.0040347896595043
0.0686198466907877,0.0166980932136929,0.0085562735817111,0.5573027798096891,0.010672405634682
0.0880403238573245,0.0045878074392159,0.0018978207662835,0.5706756649541818,0.0029189427819095
0.0859175009740322,0.0049011632998413,0.0025529836893137,0.5652939124339917,0.0042201928054465
0.0912027093721785,0.0020793837354739,0.0018845449291661,0.5694424257948228,0.0022665167779228
0.0864953032649561,0.0056822018110932,0.004570435849737,0.5673753758301017,0.0037968547011384
0.078710798825618,0.0102855443826103,0.0048938050555049,0.5659977505703462,0.002919270171823
0.0960257901622066,0.0037034115298274,0.0025097001884669,0.5701004310478266,0.0043978432038425
0.0899519650876858,0.0017753892334713,0.0026996580759464,0.5679379505659757,0.0022367181674635
0.0798065335202755,0.0037942821434266,0.0040124390421271,0.5625022597497281,0.0036762022714436
0.090332441388818,0.0104673832551831,0.002644683209573,0.5667533244310351,0.0038691736560041
0.0897874586243968,0.0060714489824929,0.0025292062634924,0.5647664703321512,0.0027258133538025
0.0948624168505037,0.011425004898303,0.0036446331920437,0.565927033023013,0.0025882390056897
0.0745932546557074,0.0290489120936422,0.0127429713153096,0.5562451337412102,0.0212548638713775
0.0745660987866305,0.0192901262426989,0.0088300563265188,0.5597091364722784,0.0136294121721836
0.0649110105827548,0.0189233113075579,0.0148201989354448,0.5528240110648108,0.0162763626994954
0.0876722957231787,0.0038770878711013,0.0025697704195418,0.5680084945170986,0.0038104780311881
0.0965246590747805,0.0098495420353923,0.0048155541797413,0.5698245578111867,0.0040724690095056
0.0860377893594425,0.0147506446263878,0.0052036466851607,0.566558922086773,0.0084069458602557
0.0890563765297229,0.0044270437635921,0.002018612219659,0.5783228792497693,0.0051288212748939
0.0625691861047827,0.0182589490781611,0.0111009825957422,0.5608513860620153,0.0149725926391487
0.0882226744690297,0.0062668831637754,0.0024572303769381,0.5754929114227431,0.0050672843673854
0.0790880884962335,0.0059119889204578,0.003184162634389,0.57320035055727,0.0061372708105485
0.0702393626776362,0.0190271114260903,0.0145401214421576,0.5649066797496214,0.0136269463762965
0.0867288997639687,0.0017451824758797,0.0017304584439607,0.5803536699103429,0.0046145209177039
0.0794689551319762,0.0093985923868167,0.0034604420609959,0.5740628575207167,0.0072940651788473
0.0831872465323119,0.0035343372116282,0.0033531045315869,0.5725156489684348,0.0030999370180541
0.0715133971377286,0.0146146733913758,0.0078674113113341,0.5669102257174725,0.0108860664680193
0.0802451789625411,0.0153779601380149,0.0084015538063362,0.5700083635663388,0.0110041448335006
0.0657724056521009,0.0186418241645402,0.0131260271427994,0.5642963099823878,0.0129474719899929
0.0838689351806347,0.0093107038031534,0.0041337484961914,0.5742006271789813,0.006221672938145
0.0824348375851944,0.0053068121587117,0.0030021980171611,0.5673447596221425,0.0041619633708751
0.0500835760979958,0.024050226819054,0.0182534755341102,0.5449885993535243,0.0244209451870985
0.0699027273534186,0.0185462277529952,0.0117460874949726,0.5662455949384142,0.01803643987941
0.0737924224218375,0.0122153515208015,0.0068123225994744,0.5638939574116687,0.0089019780614656
0.0535921053524193,0.0251230089105036,0.0189705449277535,0.5494961121773685,0.0237934218392103
0.0912956415943018,0.0047067449291822,0.0016507941545316,0.5717704677634299,0.0070973263432492
