video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_std,video_mwo_norm_std
0.0632249783159229,0.0150816688179136,0.010663927676371,0.0130760650462286,0.0246287912295144
0.0636625747917722,0.0108497812612582,0.0039881592287082,0.0083593529831333,0.0111194790179092
0.0823753085978814,0.006136116603223,0.0027750014636028,0.00309620246524,0.0113024219231555
0.0806004544774106,0.0106290974908877,0.0026138324686805,0.0060923187286636,0.009340598474841
0.0875692907510841,0.0037566612640179,0.0020547202777232,0.0049293847681898,0.0134031905024123
0.0691427719380335,0.0189972805560217,0.0111464037817209,0.0158431528643462,0.0172232315744903
0.0579583486728044,0.0205547115293027,0.0070495799048867,0.0106748665672354,0.0134284382258948
0.0705436848268216,0.0197099624879283,0.0082653668646672,0.0133219604526992,0.0268101839572006
0.0722854833006273,0.010649839446921,0.0042748127851394,0.0060403603186395,0.0167629087625793
0.0790222153333447,0.0067657795674217,0.0029911056140474,0.0042503624812787,0.0106675704195799
0.0762156916295174,0.0062389671514978,0.0047692986956093,0.0058885975094771,0.041051023130437
0.0758506035666198,0.0079249022551721,0.0026281549602132,0.0037146774886379,0.0144104395273957
0.0784032778313077,0.0069181267760955,0.0035604261977923,0.0053244315105177,0.0201491243573115
0.0807819063230563,0.0101067423693028,0.0027066034671942,0.0063131249497398,0.0099292404123315
0.0755030951557034,0.0074759720243014,0.0037268279498182,0.0047659905252164,0.0090252607447959
0.0821548222771397,0.0054167450031423,0.0044235985620059,0.0083535469223986,0.0117640192033167
0.0726485805889258,0.0030116392951978,0.0040869070217903,0.0017449118128893,0.0124000895815182
0.0716014053392423,0.0017488819050267,0.0016114529248398,0.0040123322873837,0.0095347918625933
0.0763312607956529,0.0069437971009106,0.0028347013763789,0.0055160089290562,0.0045671814509206
0.0760509378039644,0.0089028751879551,0.0032806227452281,0.005903863555465,0.0140905122478544
0.0784495204584854,0.0061735143437875,0.0021486280378545,0.0045410264007195,0.0075244156295572
0.079953140161964,0.0029243344926224,0.0028705722774374,0.002743515444868,0.0117859947690584
0.0736973880465756,0.0188022393634012,0.0102482884485605,0.0161649867233729,0.011686379402327
0.0744636553708169,0.0059001700593924,0.0027182241216086,0.0052676120849182,0.0089424882732727
0.0745823527500386,0.0079379722848362,0.0036318778293168,0.0047481638887756,0.0133045886932918
0.0744545775551802,0.0019253038739855,0.0051674153792829,0.0044196050978144,0.0138204637853269
0.0857227831211699,0.0023655156947623,0.0022533045228133,0.0018110874405711,0.0067220623092084
0.0753795149587669,0.0190827886010999,0.0110792730794825,0.0165237704571167,0.0083537297433476
0.0704857590899683,0.0169193165408152,0.0105651442137234,0.0145405653579133,0.0178040767790101
0.0855895889299863,0.008514482031626,0.002938408546733,0.004060169651086,0.0134272219106408
0.0900368836533385,0.0028622883223727,0.0028252776485584,0.0019203770274078,0.0098367024790772
0.0872706967385458,0.0063964517969117,0.0029519095875257,0.005055659966005,0.0088660403697408
0.065080684353917,0.0229692618912338,0.0111582282397445,0.0215851096470938,0.0175419075772634
0.0800623718422468,0.0041939618664718,0.0027720407385028,0.0064494918764912,0.0093553771819867
0.087673788374263,0.0063197077042012,0.00210609448196,0.0046543933043177,0.026691676232152
0.0788559944105598,0.0055142937766504,0.0038452389875346,0.0039285815697468,0.0098143240668443
0.0801348428324089,0.0063252336392559,0.0022561029327116,0.0063391899555793,0.0104443956979234
0.0750567057761194,0.0106920053331192,0.0056767866240606,0.0065195761572581,0.0084734001182887
0.0526682448055568,0.0171936374604534,0.0078527215721613,0.0131530117980468,0.0169408202128848
0.0695920495934876,0.0103241345368409,0.007699589818763,0.0074137101419923,0.0097344440478081
0.0790725115922742,0.0064985877491439,0.0030411472521156,0.0056835767744147,0.0198341640874367
0.0722794942285951,0.0186931198683523,0.010691822757005,0.0163251156061336,0.014160117950999
0.0691691935976452,0.0200520147762583,0.0126780171493919,0.0155259334051084,0.0133896386233183
0.0454547775671642,0.0280990114836653,0.019389271961215,0.030580351387278,0.0123715447290778
0.0705916041372778,0.005427671424459,0.0048116390035417,0.0076829268650948,0.0140079327389885
0.0552667036099826,0.0243521699544139,0.0162755808054042,0.0218806300253084,0.0218669045473025
0.0570945345780566,0.022515604110226,0.0161146570405838,0.0249350904163685,0.0241981849157377
0.0756799114110311,0.0190198702733827,0.0104132789699273,0.0127977043802581,0.0109006073009636
0.0733301058107088,0.0185393370433728,0.0096825809583589,0.0149191186986066,0.0129870934803566
0.0714033577998782,0.0089839174065635,0.0052405172509244,0.0061408547000038,0.0105181667684673
0.0874022960230612,0.0077924608053512,0.0024415425826107,0.0029681263807957,0.0112433840182292
0.0698089521744403,0.0194787014879831,0.0140532184740544,0.0157654298101086,0.0147088264265212
0.0871289776925595,0.0062800341203068,0.0052757106510876,0.0071942557813631,0.0063216003070008
0.066881030440795,0.0180299884101103,0.0100415229387867,0.0174014740001558,0.0155957852144484
0.0750875347730877,0.0034108971371114,0.0020855893708144,0.0019487136647416,0.0044749968663524
0.0798770939644494,0.0034567599829589,0.0040792203689894,0.0032232481732232,0.0060136370315057
0.0819515148268541,0.0027671810555517,0.0030416435996436,0.0034835878634005,0.0088219719918359
0.0865511195941052,0.0066646844630493,0.0032723813964319,0.0078197077501442,0.0103975289089485
0.0811292954063268,0.0072662697470741,0.0024232360405825,0.0034028358186541,0.0061092884864127
0.0688466089179334,0.0173489779545377,0.0075165529361042,0.0080160415510634,0.0156647643750782
0.0807733513574811,0.0177125261711105,0.007048419860829,0.0086598835559259,0.0123379806313012
0.0748850613029874,0.0033271266598532,0.0025061090941621,0.0040182370039264,0.0072771647568859
0.0584572676251725,0.022515598963391,0.0148516299008975,0.0182609484477696,0.0122739951780346
0.0721402865788294,0.0054405733090024,0.002888054291897,0.0035556529434188,0.0093343674791515
0.0621012125170565,0.026234204379224,0.0174820020456478,0.0215784023354136,0.0220077719085819
0.0760799921778938,0.0037243957378439,0.0039510344806113,0.0031460434873875,0.0071522340747405
0.0608465017929036,0.0180794745429665,0.0118684532677975,0.0137994081799549,0.0116365417645774
0.0739786270682453,0.0202162842666905,0.0115531223955014,0.0159790893578056,0.015580911064269
0.0858931575991574,0.0033406636865653,0.0029402977442802,0.0020633398847286,0.0053792743521454
0.0763237127809784,0.0211925869464918,0.0108915341458457,0.0154094877338802,0.0081202107181301
0.0945911132361091,0.0075815131188338,0.0015078436372778,0.0033235818700548,0.0134330786101999
0.0873120398780447,0.003814655553469,0.0038306362037951,0.0031530577791401,0.013086548088505
0.0814266581771759,0.0084568469715135,0.003225203680463,0.0044537907953202,0.0107013200427197
0.0762853017949703,0.0058779224282303,0.0026688691683023,0.0086872938572446,0.0101725181305146
0.0676270837632404,0.0164683131096385,0.0130675883169338,0.0151817427789999,0.0149970195599011
0.0754771286511758,0.0038654305778229,0.0022402539246705,0.0031566200810049,0.0076535101535768
0.0639819709969858,0.0176167617040512,0.0122392704219852,0.0158501115904483,0.0169215061346572
0.0804076031332065,0.0027671516240323,0.0016484721479062,0.0021794875866836,0.0165472186882594
0.0809219248598841,0.0058236601172177,0.0027465455211689,0.0096863483762667,0.0037454095327807
0.0853210482170636,0.0086252119553604,0.0039078509877556,0.0077333495587448,0.0111126332062665
0.0892978944903237,0.0064604944987876,0.0028280021464877,0.0035337558371341,0.0091411315369307
0.0702709403317595,0.0087532183746556,0.0034315053225589,0.0025133806021406,0.0155147568662218
0.0829372330738287,0.006559377450216,0.0024049586412595,0.0040347896595043,0.0110162278574822
0.0686198466907877,0.0166980932136929,0.0085562735817111,0.010672405634682,0.0099783294891373
0.0880403238573245,0.0045878074392159,0.0018978207662835,0.0029189427819095,0.0079520742678437
0.0859175009740322,0.0049011632998413,0.0025529836893137,0.0042201928054465,0.0079020605745971
0.0912027093721785,0.0020793837354739,0.0018845449291661,0.0022665167779228,0.0106999403689849
0.0864953032649561,0.0056822018110932,0.004570435849737,0.0037968547011384,0.0134048143705912
0.0807081366320492,0.0018748101811999,0.0022245340057384,0.0013780353182869,0.0161967768724979
0.078710798825618,0.0102855443826103,0.0048938050555049,0.002919270171823,0.0097025783008921
0.0960257901622066,0.0037034115298274,0.0025097001884669,0.0043978432038425,0.0091341194614063
0.0899519650876858,0.0017753892334713,0.0026996580759464,0.0022367181674635,0.0143364942177398
0.0798065335202755,0.0037942821434266,0.0040124390421271,0.0036762022714436,0.0101005437995908
0.090332441388818,0.0104673832551831,0.002644683209573,0.0038691736560041,0.0066055398476022
0.0897874586243968,0.0060714489824929,0.0025292062634924,0.0027258133538025,0.0097740326090405
0.0948624168505037,0.011425004898303,0.0036446331920437,0.0025882390056897,0.0109281525899894
0.0745932546557074,0.0290489120936422,0.0127429713153096,0.0212548638713775,0.01674330805571
0.0745660987866305,0.0192901262426989,0.0088300563265188,0.0136294121721836,0.0086484562261691
0.0649110105827548,0.0189233113075579,0.0148201989354448,0.0162763626994954,0.0081612768280032
0.0876722957231787,0.0038770878711013,0.0025697704195418,0.0038104780311881,0.0109990587309183
0.0965246590747805,0.0098495420353923,0.0048155541797413,0.0040724690095056,0.0081951824927014
0.0860377893594425,0.0147506446263878,0.0052036466851607,0.0084069458602557,0.008377724548528
0.0890563765297229,0.0044270437635921,0.002018612219659,0.0051288212748939,0.0071137467296396
0.0625691861047827,0.0182589490781611,0.0111009825957422,0.0149725926391487,0.010031361529085
