mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
individual,P17,P17,arousal,face,gnb,20,10,4,P17,120,96,24,32,88,0.4722222222222222,0.625,0.7368421052631579,0.7777777777777778,0.7567567567567568,1,5,4,14
individual,P17,P17,arousal,face,gnb,20,10,5,P17,120,96,24,32,88,0.5833333333333334,0.7083333333333334,0.7894736842105263,0.8333333333333334,0.8108108108108109,2,4,3,15
individual,P18,P18,arousal,face,gnb,20,10,1,P18,120,96,24,62,58,0.5416666666666667,0.5416666666666666,0.5384615384615384,0.5833333333333334,0.56,6,6,5,7
individual,P18,P18,arousal,face,gnb,20,10,2,P18,120,96,24,62,58,0.5833333333333334,0.5833333333333334,0.625,0.4166666666666667,0.5,9,3,7,5
individual,P18,P18,arousal,face,gnb,20,10,3,P18,120,96,24,62,58,0.5833333333333333,0.5833333333333334,0.5714285714285714,0.6666666666666666,0.6153846153846154,6,6,4,8
individual,P18,P18,arousal,face,gnb,20,10,4,P18,120,96,24,62,58,0.5104895104895105,0.5,0.4666666666666667,0.6363636363636364,0.5384615384615384,5,8,4,7
individual,P18,P18,arousal,face,gnb,20,10,5,P18,120,96,24,62,58,0.5104895104895105,0.5,0.4666666666666667,0.6363636363636364,0.5384615384615384,5,8,4,7
individual,P19,P19,arousal,face,gnb,20,10,1,P19,120,96,24,65,55,0.4370629370629371,0.4583333333333333,0.3333333333333333,0.18181818181818182,0.23529411764705882,9,4,9,2
individual,P19,P19,arousal,face,gnb,20,10,2,P19,120,96,24,65,55,0.5664335664335665,0.5833333333333334,0.5714285714285714,0.36363636363636365,0.4444444444444444,10,3,7,4
individual,P19,P19,arousal,face,gnb,20,10,3,P19,120,96,24,65,55,0.5279720279720279,0.5416666666666666,0.5,0.36363636363636365,0.42105263157894735,9,4,7,4
individual,P19,P19,arousal,face,gnb,20,10,4,P19,120,96,24,65,55,0.48951048951048953,0.5,0.4444444444444444,0.36363636363636365,0.4,8,5,7,4
individual,P19,P19,arousal,face,gnb,20,10,5,P19,120,96,24,65,55,0.4195804195804196,0.4166666666666667,0.38461538461538464,0.45454545454545453,0.4166666666666667,5,8,6,5
individual,P20,P20,arousal,face,gnb,20,10,1,P20,120,96,24,37,83,0.4243697478991597,0.5416666666666666,0.6666666666666666,0.7058823529411765,0.6857142857142857,1,6,5,12
individual,P20,P20,arousal,face,gnb,20,10,2,P20,120,96,24,37,83,0.542016806722689,0.7083333333333334,0.7272727272727273,0.9411764705882353,0.8205128205128205,1,6,1,16
individual,P20,P20,arousal,face,gnb,20,10,3,P20,120,96,24,37,83,0.4411764705882353,0.625,0.6818181818181818,0.8823529411764706,0.7692307692307693,0,7,2,15
individual,P20,P20,arousal,face,gnb,20,10,4,P20,120,96,24,37,83,0.53125,0.625,0.6842105263157895,0.8125,0.7428571428571429,2,6,3,13
individual,P20,P20,arousal,face,gnb,20,10,5,P20,120,96,24,37,83,0.53125,0.6666666666666666,0.6818181818181818,0.9375,0.7894736842105263,1,7,1,15
individual,P22,P22,arousal,face,gnb,20,10,1,P22,120,96,24,73,47,0.7333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,12,3,3,6
individual,P22,P22,arousal,face,gnb,20,10,2,P22,120,96,24,73,47,0.6777777777777778,0.7083333333333334,0.625,0.5555555555555556,0.5882352941176471,12,3,4,5
individual,P22,P22,arousal,face,gnb,20,10,3,P22,120,96,24,73,47,0.6777777777777778,0.7083333333333334,0.625,0.5555555555555556,0.5882352941176471,12,3,4,5
individual,P22,P22,arousal,face,gnb,20,10,4,P22,120,96,24,73,47,0.6928571428571428,0.7083333333333334,0.6666666666666666,0.6,0.631578947368421,11,3,4,6
individual,P22,P22,arousal,face,gnb,20,10,5,P22,120,96,24,73,47,0.6071428571428572,0.625,0.5555555555555556,0.5,0.5263157894736842,10,4,5,5
individual,P23,P23,arousal,face,gnb,20,10,1,P23,120,96,24,37,83,0.5084033613445378,0.5416666666666666,0.7142857142857143,0.5882352941176471,0.6451612903225806,3,4,7,10
individual,P23,P23,arousal,face,gnb,20,10,2,P23,120,96,24,37,83,0.5378151260504201,0.5833333333333334,0.7333333333333333,0.6470588235294118,0.6875,3,4,6,11
individual,P23,P23,arousal,face,gnb,20,10,3,P23,120,96,24,37,83,0.5084033613445378,0.5416666666666666,0.7142857142857143,0.5882352941176471,0.6451612903225806,3,4,7,10
individual,P23,P23,arousal,face,gnb,20,10,4,P23,120,96,24,37,83,0.59375,0.6666666666666666,0.7222222222222222,0.8125,0.7647058823529411,3,5,3,13
individual,P23,P23,arousal,face,gnb,20,10,5,P23,120,96,24,37,83,0.5,0.625,0.6666666666666666,0.875,0.7567567567567568,1,7,2,14
individual,P24,P24,arousal,face,gnb,20,10,1,P24,120,96,24,56,64,0.5734265734265734,0.5833333333333334,0.6,0.6923076923076923,0.6428571428571429,5,6,4,9
individual,P24,P24,arousal,face,gnb,20,10,2,P24,120,96,24,56,64,0.6118881118881119,0.625,0.625,0.7692307692307693,0.6896551724137931,5,6,3,10
individual,P24,P24,arousal,face,gnb,20,10,3,P24,120,96,24,56,64,0.5734265734265734,0.5833333333333334,0.6,0.6923076923076923,0.6428571428571429,5,6,4,9
individual,P24,P24,arousal,face,gnb,20,10,4,P24,120,96,24,56,64,0.5734265734265734,0.5833333333333334,0.6,0.6923076923076923,0.6428571428571429,5,6,4,9
