mode,participant,target,modality,classifier,feature_count_request,feature_count_resolved,folds,balanced_accuracy_mean,balanced_accuracy_sd,balanced_accuracy_median,balanced_accuracy_min,balanced_accuracy_max,accuracy_mean,precision_mean,recall_mean,f1_mean
individual,P25,valence,multimodal,svm,10,10,5,0.5761638361638362,0.08258021673570232,0.5804195804195804,0.4857142857142857,0.6643356643356644,0.5916666666666666,0.6135692738633916,0.7450549450549451,0.663031383031383
individual,P25,valence,multimodal,svm,20,20,5,0.5799000999000998,0.0744865756485446,0.5428571428571429,0.5279720279720279,0.7027972027972028,0.5833333333333333,0.6211904761904762,0.6725274725274726,0.6218785556716592
individual,P25,valence,multimodal,svm,5,5,5,0.5427172827172827,0.033235188279027036,0.5594405594405594,0.5,0.5734265734265734,0.5583333333333333,0.5817698658410733,0.7472527472527473,0.6399453024453025
individual,P25,valence,multimodal,svm,all,all,5,0.531038961038961,0.08589622110569657,0.5454545454545454,0.44405594405594406,0.6503496503496503,0.5416666666666666,0.5757885763000853,0.6857142857142857,0.6095074684879782
individual,P26,arousal,eeg,gnb,10,10,5,0.5323015873015873,0.06053073587973804,0.5541666666666667,0.43333333333333335,0.5875,0.5739130434782609,0.6567717086834735,0.6923809523809524,0.6628517400286033
individual,P26,arousal,eeg,gnb,20,20,5,0.5234920634920635,0.08968710481427772,0.5833333333333333,0.4,0.5952380952380952,0.548913043478261,0.6434065934065935,0.6247619047619047,0.629565772669221
individual,P26,arousal,eeg,gnb,5,5,5,0.5082936507936507,0.05077667437038286,0.5111111111111111,0.4484126984126984,0.5833333333333333,0.5307971014492754,0.639252677147414,0.5971428571428572,0.608290008841733
individual,P26,arousal,eeg,gnb,all,all,5,0.5483730158730158,0.11963120846712455,0.5,0.4444444444444444,0.7125,0.5402173913043479,0.658968253968254,0.5161904761904762,0.5691469979296067
individual,P26,arousal,eeg,knn,10,10,5,0.4943253968253968,0.08044131394166887,0.49583333333333335,0.37777777777777777,0.5916666666666667,0.5659420289855073,0.6229824561403509,0.758095238095238,0.6806926406926407
individual,P26,arousal,eeg,knn,20,20,5,0.5367063492063492,0.10031425018723591,0.5541666666666667,0.37777777777777777,0.65,0.5739130434782609,0.6576282051282052,0.6761904761904762,0.6653456221198157
individual,P26,arousal,eeg,knn,5,5,5,0.5492460317460317,0.1273482193516394,0.5208333333333333,0.38888888888888884,0.7166666666666667,0.6003623188405797,0.659919028340081,0.7457142857142858,0.6961038961038961
individual,P26,arousal,eeg,knn,all,all,5,0.4868650793650794,0.1543821908743314,0.4666666666666667,0.2857142857142857,0.6833333333333333,0.5394927536231884,0.620735294117647,0.6876190476190477,0.6518548387096774
individual,P26,arousal,eeg,svm,10,10,5,0.5207142857142857,0.06338169350494313,0.5396825396825397,0.42222222222222217,0.5875,0.5822463768115942,0.64578173374613,0.758095238095238,0.6958340520959118
individual,P26,arousal,eeg,svm,20,20,5,0.5152380952380953,0.09321833158997885,0.5,0.4111111111111111,0.65,0.5746376811594203,0.6390132139812448,0.7304761904761905,0.6745016663522605
individual,P26,arousal,eeg,svm,5,5,5,0.5456349206349207,0.07419878897910825,0.5198412698412699,0.47777777777777775,0.6541666666666667,0.6083333333333333,0.6576535607495361,0.7857142857142858,0.7108963585434174
