participant,target,task,window_id,window_index,window_start_s,high_class_score,nearest_image_distance,image_reference_distance_percentile,image_reference_nearest_distance_p95,image_reference_nearest_distance_max,nearest_distance_exceeds_image_p95,nearest_distance_exceeds_image_max,mean_11_image_neighbor_distance,feature_domain_reliability
P19,valence,pick_place,pick_place_s1_30.000,31,30.0,2.4843783314534647e-88,20.57489794935962,100.0,1.3099880359456375,2.3901764237130623,True,True,22.520215150828054,beyond_image_reference
P19,valence,pick_place,pick_place_s1_31.000,32,31.0,1.87060766185454e-208,35.01413190767367,100.0,1.3099880359456375,2.3901764237130623,True,True,36.75697558943909,beyond_image_reference
P19,valence,pick_place,pick_place_s1_32.000,33,32.0,2.6700866952582415e-144,28.239737781131986,100.0,1.3099880359456375,2.3901764237130623,True,True,29.96294264666867,beyond_image_reference
P19,valence,pick_place,pick_place_s1_33.000,34,33.0,2.525119525254129e-46,13.121529350221309,100.0,1.3099880359456375,2.3901764237130623,True,True,15.078953231496774,beyond_image_reference
P19,valence,pick_place,pick_place_s1_34.000,35,34.0,1.1701937563723513e-51,13.750202230623874,100.0,1.3099880359456375,2.3901764237130623,True,True,15.889297948382147,beyond_image_reference
P19,valence,pick_place,pick_place_s1_35.000,36,35.0,5.109986587786863e-188,32.504161943960035,100.0,1.3099880359456375,2.3901764237130623,True,True,34.414972824497475,beyond_image_reference
P19,valence,pick_place,pick_place_s1_36.000,37,36.0,5.222615717929413e-59,16.046016646767818,100.0,1.3099880359456375,2.3901764237130623,True,True,17.84723828305126,beyond_image_reference
P19,valence,pick_place,pick_place_s1_37.000,38,37.0,1.942350108828265e-20,7.053075343853968,100.0,1.3099880359456375,2.3901764237130623,True,True,8.897441136840651,beyond_image_reference
P19,valence,pick_place,pick_place_s1_38.000,39,38.0,1.1525343880706573e-42,12.247569902170845,100.0,1.3099880359456375,2.3901764237130623,True,True,14.328950040715375,beyond_image_reference
P19,valence,pick_place,pick_place_s1_39.000,40,39.0,5.930633560675678e-37,11.14458216568599,100.0,1.3099880359456375,2.3901764237130623,True,True,13.125394661391981,beyond_image_reference
P19,valence,pick_place,pick_place_s1_40.000,41,40.0,0.0,105.79249232258337,100.0,1.3099880359456375,2.3901764237130623,True,True,107.48293274378707,beyond_image_reference
P19,valence,pick_place,pick_place_s1_41.000,42,41.0,0.0,146.791665545587,100.0,1.3099880359456375,2.3901764237130623,True,True,148.3883638346508,beyond_image_reference
