participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,selected_threshold,selection_oof_ba_fixed_050,selection_oof_fold_ba_sd_fixed_050,selection_oof_ba_at_selected_threshold,final_refit_best_parameters,final_refit_inner_balanced_accuracy,fixed_threshold_ba,optimized_threshold_ba,fixed_threshold_sensitivity,fixed_threshold_specificity,optimized_threshold_sensitivity,optimized_threshold_specificity
P15,arousal,1,5,89,23,23,89,logreg,paper_compact,frontal_central,10,secondary,32,0.5,0.5129107981220657,0.03881563411379254,0.5129107981220657,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5250603864734299,0.4166666666666667,0.4166666666666667,0.8333333333333334,0.0,0.8333333333333334,0.0
P15,arousal,2,5,89,23,23,89,gnb,paper_compact,all_channels,10,secondary,64,0.5,0.49921752738654146,0.0546263995772268,0.49921752738654146,"{""classifier__var_smoothing"": 1e-11}",0.4990942028985507,0.5166666666666667,0.5166666666666667,0.8333333333333334,0.2,0.8333333333333334,0.2
P15,arousal,3,5,90,22,23,89,logreg,paper_compact,all_channels,10,secondary,64,0.5,0.5678280207561156,0.06055573426716321,0.5678280207561156,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5699189095928227,0.4305555555555556,0.4305555555555556,0.6111111111111112,0.25,0.6111111111111112,0.25
P15,arousal,4,5,90,22,23,89,gnb,paper_compact,frontal_central,10,secondary,32,0.5,0.5822831727205338,0.1364330104524005,0.5822831727205338,"{""classifier__var_smoothing"": 1e-11}",0.5896739130434783,0.4722222222222222,0.4722222222222222,0.9444444444444444,0.0,0.9444444444444444,0.0
P15,arousal,5,5,90,22,23,89,svm,paper_compact,frontal_central,8,secondary,32,0.5,0.5,0.0,0.5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,0.5,0.5,1.0,0.0,1.0,0.0
