target,model_rank,task,window_count,median_nearest_image_distance,fraction_windows_with_outside,fraction_feature_values_outside,median_abs_image_z,maximum_abs_image_z
arousal,1,pick_place,32,3.7252783553359547,0.5625,0.125,0.9755420697461439,6039.022836592294
arousal,1,shape_sorter_alone,22,3.45413649907412,0.5909090909090909,0.11818181818181818,0.9882792989182688,979.5002720888696
arousal,1,shape_sorter_interaction,78,3.9729150875705455,0.6923076923076923,0.13846153846153847,0.9067653138596498,1224.3903842246245
arousal,1,shape_sorter_observation,106,2.4595502130598605,0.5,0.08301886792452831,0.6789060840406644,4643.9007030856055
arousal,1,sisyphus,129,3.646926407377544,0.6124031007751938,0.11162790697674418,0.8345169317637986,1991.5113821885595
arousal,1,stack,68,1.980442220778757,0.3235294117647059,0.04852941176470588,0.6580372256278197,4386.293709023378
arousal,2,pick_place,32,2.965684301310196,0.5625,0.1625,1.4700409907561234,1622.103703511935
arousal,2,shape_sorter_alone,22,3.95684640609812,0.5454545454545454,0.1318181818181818,1.2641958124430661,1960.088190539901
arousal,2,shape_sorter_interaction,78,3.60877586129359,0.7948717948717948,0.17692307692307693,1.390325738722194,1947.129692270743
arousal,2,shape_sorter_observation,106,3.1706628889916697,0.5660377358490566,0.12641509433962264,1.3424528893684209,1692.2619950823305
arousal,2,sisyphus,129,4.335920585747599,0.7441860465116279,0.15736434108527134,1.30839461837685,1667.720108378828
arousal,2,stack,68,2.4552191602294746,0.27941176470588236,0.049999999999999996,0.9872438433204289,1543.3127295109466
arousal,3,pick_place,32,3.7252783553359547,0.5625,0.125,0.9755420697461439,6039.022836592294
arousal,3,shape_sorter_alone,22,3.45413649907412,0.5909090909090909,0.11818181818181818,0.9882792989182688,979.5002720888696
arousal,3,shape_sorter_interaction,78,3.9729150875705455,0.6923076923076923,0.13846153846153847,0.9067653138596498,1224.3903842246245
arousal,3,shape_sorter_observation,106,2.4595502130598605,0.5,0.08301886792452831,0.6789060840406644,4643.9007030856055
arousal,3,sisyphus,129,3.646926407377544,0.6124031007751938,0.11162790697674418,0.8345169317637986,1991.5113821885595
arousal,3,stack,68,1.980442220778757,0.3235294117647059,0.04852941176470588,0.6580372256278197,4386.293709023378
valence,1,pick_place,32,3.845755305737489,0.625,0.2578125,1.7190208411312118,2051.8313965368257
valence,1,shape_sorter_alone,22,3.6461023901589487,0.5454545454545454,0.24431818181818182,2.271307658897064,3113.9668135100233
valence,1,shape_sorter_interaction,78,2.1199630837558043,0.5256410256410257,0.2483974358974359,1.040946420983312,3007.3539974422374
valence,1,shape_sorter_observation,106,0.9975348894070472,0.36792452830188677,0.11084905660377359,0.7115953525438612,2236.1037956288833
valence,1,sisyphus,129,2.067694184181923,0.4806201550387597,0.1501937984496124,0.9999452301647775,2594.4352050317943
valence,1,stack,68,1.070224736101148,0.5,0.11764705882352941,0.7787744045310124,2366.596804882103
valence,2,pick_place,32,1.8267198735352916,0.5625,0.15625,1.3131217745605255,43.422216896964585
valence,2,shape_sorter_alone,22,1.8270629270420908,0.18181818181818182,0.09090909090909091,1.3403156065701796,44.697865089828866
valence,2,shape_sorter_interaction,78,1.743778347607027,0.5,0.11057692307692307,1.344377758140357,45.82633799398289
valence,2,shape_sorter_observation,106,1.6371202906019482,0.5094339622641509,0.11320754716981132,1.0397341582891195,44.51987411895118
valence,2,sisyphus,129,1.749130662574567,0.37209302325581395,0.07461240310077519,1.1018472074305627,38.51630404031221
valence,2,stack,68,1.2763389963870868,0.14705882352941177,0.034926470588235295,0.8259974250191824,45.394346274134186
valence,3,pick_place,32,2.3482628803256524,0.5625,0.13125,1.2585316123311372,43.422216896964585
valence,3,shape_sorter_alone,22,2.3369513666973036,0.22727272727272727,0.08636363636363636,1.2076310865122961,44.697865089828866
valence,3,shape_sorter_interaction,78,2.2563922134017,0.5128205128205128,0.09615384615384616,1.289342070813293,45.82633799398289
valence,3,shape_sorter_observation,106,1.9011582030626957,0.5188679245283019,0.119811320754717,1.2765327877072168,44.51987411895118
valence,3,sisyphus,129,2.2093212509455245,0.43410852713178294,0.08914728682170543,1.1799080818699852,38.51630404031221
valence,3,stack,68,1.471553651946579,0.19117647058823528,0.03529411764705882,0.8117014777077414,45.394346274134186
