target,task,n_all_three_windows,unanimous_agreement_rate,unanimous_high_rate,unanimous_low_rate,disagreement_rate,majority_vote_high_fraction,class_agreement_1_2,probability_correlation_1_2,class_agreement_1_3,probability_correlation_1_3,class_agreement_2_3,probability_correlation_2_3
arousal,pick_place,32,0.71875,0.71875,0.0,0.28125,0.90625,0.75,0.10000871565381377,0.8125,0.3237987597749241,0.875,0.32870719937104614
arousal,shape_sorter_alone,22,0.6818181818181818,0.6818181818181818,0.0,0.3181818181818182,0.9090909090909091,0.7272727272727273,0.2312266004753113,0.9090909090909091,0.3864672736073602,0.7272727272727273,0.3336010265442918
arousal,shape_sorter_interaction,78,0.782051282051282,0.7435897435897436,0.038461538461538464,0.21794871794871795,0.9358974358974359,0.7948717948717948,0.34242161173827657,0.9487179487179487,0.5154464797418371,0.8205128205128205,0.3198994458771983
arousal,shape_sorter_observation,106,0.5188679245283019,0.4716981132075472,0.04716981132075472,0.4811320754716981,0.8113207547169812,0.6320754716981132,0.4285637797966029,0.7264150943396226,0.5856362906472901,0.6792452830188679,0.3783848959808889
arousal,sisyphus,129,0.6821705426356589,0.6201550387596899,0.06201550387596899,0.3178294573643411,0.8217054263565892,0.7906976744186046,0.6810869678887196,0.8682170542635659,0.6547278658778359,0.7054263565891473,0.625737064429547
arousal,stack,68,0.3088235294117647,0.19117647058823528,0.11764705882352941,0.6911764705882353,0.6911764705882353,0.5,0.4865459689075327,0.7205882352941176,0.5443023320377809,0.39705882352941174,0.46916657194728467
valence,pick_place,32,0.625,0.3125,0.3125,0.375,0.46875,0.625,0.32777552169763496,0.625,0.36665463506137136,1.0,0.9947679035318462
valence,shape_sorter_alone,22,0.5454545454545454,0.4090909090909091,0.13636363636363635,0.45454545454545453,0.5909090909090909,0.5454545454545454,0.007600382891397342,0.5454545454545454,0.04628176292969116,1.0,0.9957535211072294
valence,shape_sorter_interaction,78,0.6794871794871795,0.46153846153846156,0.21794871794871795,0.32051282051282054,0.6410256410256411,0.6923076923076923,0.6050310290770743,0.6794871794871795,0.6360923519945273,0.9871794871794872,0.9959195789155072
valence,shape_sorter_observation,106,0.7830188679245284,0.6698113207547169,0.11320754716981132,0.2169811320754717,0.839622641509434,0.7830188679245284,0.39130065185871354,0.7924528301886793,0.4411644147803728,0.9905660377358491,0.9898521469545587
valence,sisyphus,129,0.7674418604651163,0.6434108527131783,0.12403100775193798,0.23255813953488372,0.8217054263565892,0.7674418604651163,0.5603410600390695,0.7674418604651163,0.5596584979840372,1.0,0.9944596311331882
valence,stack,68,0.5147058823529411,0.38235294117647056,0.1323529411764706,0.4852941176470588,0.6176470588235294,0.5294117647058824,0.04190817997553339,0.5294117647058824,0.09394413894334014,0.9705882352941176,0.9953528079118562
