participant,target,modality,classifier,feature_count,feature_count_request,outer_folds,mean_balanced_accuracy,std_balanced_accuracy,mean_accuracy,std_accuracy,best_hyperparameters,seed,gridsearch_n_jobs,estimator_n_jobs
P22,valence,face,logreg,8,8,5,0.6288811188811188,0.09811932515392018,0.6333333333333333,0.08897565210026093,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5978835978835978, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6137566137566138, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5502645502645502, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.632757106441317, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6135638240901399, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}}]",42,4,
P22,valence,face,logreg,10,10,5,0.6333566433566433,0.0857525687103082,0.6416666666666666,0.08579691784155832,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5978835978835978, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6137566137566138, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6005291005291005, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6234978471820577, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.637153781890624, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}]",42,4,
P22,valence,face,logreg,all,all,5,0.6333566433566433,0.0857525687103082,0.6416666666666666,0.08579691784155832,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5978835978835978, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6137566137566138, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6005291005291005, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6234978471820577, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.637153781890624, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}]",42,4,
P22,valence,face,extra_trees,3,3,5,0.5997302697302697,0.08780645160885833,0.6083333333333333,0.09718253158075502,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6071428571428571, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 5, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 1}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6349206349206349, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5753968253968255, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 1}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6372126898442688, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": 5, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 1}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6133228370070475, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}]",42,4,1
P22,valence,face,extra_trees,5,5,5,0.5783616383616383,0.054364652244425084,0.6,0.05651941652604389,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6560846560846562, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 5, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 2}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5965608465608465, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5899470899470899, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 10, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 1}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6622057279952017, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 1}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6353222800591222, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": null, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}]",42,4,1
P22,valence,face,extra_trees,8,8,5,0.6188511488511488,0.08241879089720372,0.6333333333333334,0.08079466429027217,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6362433862433862, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 5, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 1}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6415343915343915, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5859788359788359, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": 5, ""classifier__max_features"": ""log2"", ""classifier__min_samples_leaf"": 1}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6538622196516933, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 10, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 2}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6719523166891589, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": 5, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}]",42,4,1
P22,valence,face,extra_trees,10,10,5,0.5965734265734266,0.030959677618184564,0.6083333333333334,0.033333333333333305,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6322751322751323, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.623015873015873, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5978835978835979, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 10, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 1}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6631214789109526, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": null, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6547565494933917, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 5, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}]",42,4,1
P22,valence,face,extra_trees,all,all,5,0.5965734265734266,0.030959677618184564,0.6083333333333334,0.033333333333333305,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6322751322751323, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.623015873015873, ""parameters"": {""classifier__class_weight"": ""balanced"", ""classifier__max_depth"": null, ""classifier__max_features"": ""sqrt"", ""classifier__min_samples_leaf"": 4}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5978835978835979, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 10, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 1}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6631214789109526, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": null, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6547565494933917, ""parameters"": {""classifier__class_weight"": null, ""classifier__max_depth"": 5, ""classifier__max_features"": null, ""classifier__min_samples_leaf"": 4}}]",42,4,1
P22,valence,multimodal,gnb,3,3,5,0.5481562881562881,0.050319109130968875,0.5818840579710145,0.06357018028829366,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5363247863247863, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5035612535612536, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5546398046398046, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5081721397510871, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5392862498125656, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,5,5,5,0.5272771672771672,0.07268384904671699,0.5565217391304348,0.08168180742586581,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.49572649572649574, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5334757834757835, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6083638583638584, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.563015444594392, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.49917528864897287, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,8,8,5,0.5603540903540903,0.05703441125183531,0.5909420289855072,0.06084799479777024,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.47008547008547, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5811965811965812, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5705128205128205, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.4915654520917679, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.4985005248163142, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,10,10,5,0.5455189255189254,0.0682526970029334,0.5739130434782609,0.07310764664739033,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5292022792022792, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5534188034188035, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5576923076923076, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.4972634577897736, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.4975258659469186, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,15,15,5,0.5233089133089133,0.03369645717718283,0.5554347826086956,0.021422819563905057,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5327635327635328, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5441595441595442, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5227920227920227, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5152946468735943, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5418728445044235, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,20,20,5,0.5581440781440781,0.0580729745510162,0.589855072463768,0.04160518463321357,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5676638176638177, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5662393162393163, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.555046805046805, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5029614634877793, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5250037486879592, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,30,30,5,0.5906715506715506,0.043635744564655944,0.6242753623188406,0.026367254200956872,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.542022792022792, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5847578347578348, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.570919820919821, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.4941895336632179, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5238416554206028, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,gnb,all,all,5,0.5806837606837607,0.015978498017715656,0.6152173913043478,0.028634651896346733,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.48860398860398857, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5591168091168092, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.47954822954822957, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5368870895186685, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5423601739391213, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4,
P22,valence,multimodal,knn,3,3,5,0.5492551892551892,0.07857090582557714,0.5815217391304348,0.059733181147974296,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5662393162393163, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.636039886039886, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6376678876678877, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""distance""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5243289848553007, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""distance""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5691632928475033, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""distance""}}]",42,4,
P22,valence,multimodal,knn,5,5,5,0.5164102564102564,0.08215771811944354,0.53731884057971,0.07940984274882945,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5826210826210827, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""distance""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5754985754985755, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""distance""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6000203500203499, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5727245464087569, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5442720047983206, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""uniform""}}]",42,4,
P22,valence,multimodal,knn,8,8,5,0.5402930402930404,0.08335856801036574,0.5557971014492754,0.07196750357695139,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5292022792022792, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.608974358974359, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5795685795685795, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.51102114260009, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5285650022492128, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""uniform""}}]",42,4,
P22,valence,multimodal,knn,10,10,5,0.5615873015873015,0.050603664603994666,0.5721014492753623,0.049999999999999996,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5641025641025641, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6175213675213675, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5557590557590557, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6425251162093267, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5665392112760533, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""distance""}}]",42,4,
P22,valence,multimodal,knn,15,15,5,0.5149938949938949,0.045538150263276914,0.5300724637681159,0.05126011357631129,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5698005698005698, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6431623931623932, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5464997964997965, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5124831309041835, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.547270955165692, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}]",42,4,
P22,valence,multimodal,knn,20,20,5,0.5158730158730159,0.06207479424360832,0.5217391304347826,0.052667252914031966,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5754985754985755, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6410256410256411, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.561965811965812, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.47210976158344575, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5358749437696806, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}]",42,4,
P22,valence,multimodal,knn,30,30,5,0.5338583638583639,0.11230298767737691,0.5637681159420289,0.10414634332302423,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5612535612535612, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6396011396011395, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5483312983312983, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.48897885739991004, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5149947518368571, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}]",42,4,
P22,valence,multimodal,knn,all,all,5,0.5305738705738706,0.06375693086019589,0.5728260869565217,0.06828917226104837,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6545584045584045, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6595441595441596, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5528083028083028, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5425101214574899, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5021742390163443, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}]",42,4,
P22,valence,multimodal,svm,3,3,5,0.5515506715506715,0.11897438403595773,0.5985507246376811,0.10333775424004417,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5698005698005698, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5790598290598291, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.624033374033374, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 1, ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5663517768780927, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 1, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5554805817963713, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4,
P22,valence,multimodal,svm,5,5,5,0.5660927960927962,0.06008805668651718,0.5731884057971015,0.06276173927500892,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5370370370370371, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 1, ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6103988603988605, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5978835978835979, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5530064477432899, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5520317888738941, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}]",42,4,
P22,valence,multimodal,svm,8,8,5,0.5848595848595848,0.09471629227571185,0.625,0.08917755323420888,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.551994301994302, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6082621082621084, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6026658526658527, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5214799820062977, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5422852001799371, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4,
