participant,representation,target,task,window_id,window_index,window_start_s,predicted_class,high_class_score,nearest_image_distance,image_reference_distance_percentile,image_reference_nearest_distance_p95,image_reference_nearest_distance_max,nearest_distance_exceeds_image_p95,nearest_distance_exceeds_image_max,feature_domain_reliability,selected_feature_abs_z_median,selected_feature_abs_z_p95
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_59.000,60,59.0,LOW,1.0176955714375328e-218,37.00294846953313,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.9950371902099893,32.936990731257055
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_60.000,61,60.0,LOW,5.710839951973501e-303,44.50603544828237,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.195880939895088,38.875972094914054
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_61.000,62,61.0,LOW,3.37609986340691e-253,39.982981993897766,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.9950371902099893,35.41552810882132
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_62.000,63,62.0,LOW,6.25057e-319,45.60468267122185,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.3980148760839958,39.85335274422585
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_63.000,64,63.0,LOW,1.6442027115455828e-26,9.521347277320077,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.5920595043359826,10.88419545605254
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_64.000,65,64.0,LOW,4.0410236717397893e-67,17.54392246573184,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.382037705544887,17.650909676424767
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_65.000,66,65.0,LOW,1.0951865974352544e-213,36.146063767702636,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,32.36993452851806
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_66.000,67,66.0,LOW,0.0,81.45760789050814,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.5920595043359826,68.61688281424242
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_67.000,68,67.0,LOW,0.0,49.7209899538496,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.5920595043359826,43.15324689326369
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_68.000,69,68.0,LOW,0.0,118.50477030782154,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,98.3328443159453
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_69.000,70,69.0,LOW,0.0,122.9732888835544,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.727537091538486,102.04848956710383
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_70.000,71,70.0,LOW,1.6711065322923396e-103,23.842024118097484,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.5920595043359826,22.450645787737116
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_71.000,72,71.0,LOW,1.4323308270494557e-37,11.855153153289296,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.192110437464535,12.89594761816863
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_72.000,73,72.0,LOW,1.7334515361754627e-19,7.043776244197958,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.260196895847215,8.933027048813074
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_73.000,74,73.0,LOW,1.7181786454511586e-298,43.833541706348484,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.5920595043359826,38.43575875576448
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_74.000,75,74.0,LOW,0.0,50.24962808704787,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,43.65637775931116
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_75.000,76,75.0,LOW,0.0,72.2574531729561,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.260196895847215,61.29949475561843
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_76.000,77,76.0,LOW,2.967730871808848e-190,33.96037401568174,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.314132543819031,30.603832084896247
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_77.000,78,77.0,LOW,0.0,51.91388184998172,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,3.274584175540973,45.26274280284847
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_78.000,79,78.0,LOW,0.0,59.17692575434661,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.2739525035254333,51.13400561071505
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_79.000,80,79.0,LOW,0.0,78.56890579122816,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.260196895847215,66.5934297237621
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_80.000,81,80.0,LOW,0.0,108.90433148040648,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,3.4702183056044897,91.0383664544829
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_81.000,82,81.0,LOW,2.8224478710568295e-39,12.971421302223579,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.6277247177052543,13.592976926603527
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_82.000,83,82.0,LOW,3.192562589619475e-246,39.22188435319345,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.7067518196616709,34.836009113106186
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_83.000,84,83.0,LOW,1.391050987295526e-116,25.156679551050672,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.4581437992658732,23.673993793911016
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_84.000,85,84.0,LOW,3.5027610805162904e-28,8.63369052237508,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.5673727877066472,10.466182357185563
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_85.000,86,85.0,LOW,1.5744575487214185e-77,18.67962466638208,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,3.779687260790675,18.75383262758014
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_86.000,87,86.0,LOW,0.0,52.96720319585061,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.904875153939227,46.20976617648041
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_87.000,88,87.0,LOW,0.0,61.58753459414832,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.43567414862533,53.06205362953167
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_88.000,89,88.0,LOW,3.7488871065727027e-75,19.072561070177127,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,18.77728169270211
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_89.000,90,89.0,LOW,7.951590719759279e-11,4.543374299511803,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.1183288872683774,6.6596253224112605
P19,A_existing_robot_features,valence,sisyphus,sisyphus_s1_90.000,91,90.0,LOW,5.786787260172904e-132,27.67758360274667,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.3980148760839958,25.48880032428785
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_0.000,1,0.0,LOW,0.0,83756.05160058901,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.7861041325879694,67009.9851587092
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_1.000,2,1.0,LOW,0.0,1079.5447616691565,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,11.264358575521877,875.9513486026374
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_2.000,3,2.0,LOW,7.267663757732314e-17,6.967949974713146,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.221240317543957,8.663176201604688
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_3.000,4,3.0,LOW,0.03543325011551863,1.1989392555901255,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7990750119232849,2.942974074926353
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_4.000,5,4.0,LOW,4.0733092784856134e-09,3.3020855766769093,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.7381109911279353,5.632388304024569
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_5.000,6,5.0,LOW,1.4703300605186456e-06,2.7729724229798673,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.7045458839841952,5.118174879030977
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_6.000,7,6.0,LOW,0.0015130171242553202,2.022379857619089,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.8611231189051209,3.9413899342026366
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_7.000,8,7.0,HIGH,0.5065376163059705,0.9272173306832916,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.231746994850206,1.8986900392239126
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_8.000,9,8.0,LOW,0.2995631719656042,0.6963683376087411,59.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9339576324994388,1.8628427599993522
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_9.000,10,9.0,HIGH,0.9491357419178955,0.775357898631131,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9549821340490158,1.3486965170074217
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_10.000,11,10.0,HIGH,0.9445554220268705,0.32337602473684884,8.333333333333332,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9838903130135912,1.329013904876049
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_11.000,12,11.0,HIGH,0.9700434341401336,0.4374589277547232,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9107181968565122,1.3531632030912144
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_12.000,13,12.0,HIGH,0.9822235568152067,1.5157135601285638,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.6031352844678302,2.5057422530814635
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_13.000,14,13.0,HIGH,0.9912637560897875,1.54680054884789,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.9983343008417775,2.9708531003236587
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_14.000,15,14.0,LOW,0.004948989132250954,1.8309691676936763,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.2283282393526826,3.787420230852674
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_15.000,16,15.0,LOW,0.002632938894486738,1.923265523923709,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.7960297521679911,3.821623761705919
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_16.000,17,16.0,LOW,0.20597552304805172,0.7723213380774738,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.0825398144479819,2.105561829769109
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_17.000,18,17.0,LOW,0.3916109740474432,1.036324769442401,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3980148760839958,1.8250143550847566
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_18.000,19,18.0,HIGH,0.9694456485863121,1.5116066954180758,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.3077935571513988,1.8874731120896415
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_19.000,20,19.0,HIGH,0.9814816471821506,0.7224911700443287,60.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.681688039606937,1.8047279668757021
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_20.000,21,20.0,HIGH,0.866791795082231,0.58247309772087,33.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.12660126413936656,0.4640638819344047
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_21.000,22,21.0,HIGH,0.9303408532711067,1.378510828948505,95.83333333333334,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.2160250864086557,1.648489291991828
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_22.000,23,22.0,HIGH,0.5843138064235718,0.7313669405844071,63.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6482122314263847,1.023495863325078
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_23.000,24,23.0,HIGH,0.9732866975238729,1.069160971158471,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,1.6112200673279606
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_24.000,25,24.0,LOW,0.20721474299749792,1.1740708476993875,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3930520662939845,2.6638874011689926
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_25.000,26,25.0,HIGH,0.9553206948910993,2.5527343166742753,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.0105257299128647,3.5955528478484102
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_26.000,27,26.0,HIGH,0.9426594129445895,1.248200968552896,93.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.7878174280289385,1.9700373194064569
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_27.000,28,27.0,HIGH,0.968761672921667,0.8064545244544707,75.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.8842864249044113,1.9824929178200386
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_28.000,29,28.0,HIGH,0.9710798821784897,0.7081467901778299,60.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9312072588231224,1.9732276918184912
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_29.000,30,29.0,LOW,0.44195769876964114,1.0413290992273718,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8599614243293604,1.5107216947150957
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_30.000,31,30.0,LOW,0.2772824926842535,1.433660337257016,97.5,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.6829818931787706,1.9902789102854799
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_31.000,32,31.0,HIGH,0.562407996682153,1.111004855691485,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.45815999749638986,1.785015217047541
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_32.000,33,32.0,HIGH,0.8728538441122905,0.6628095814155429,55.00000000000001,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5998235972853412,0.7756116380722681
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_33.000,34,33.0,HIGH,0.9358993661833669,1.0634384730583388,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5724525812862279,1.3576466703169188
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_34.000,35,34.0,HIGH,0.8841947584994599,1.9611650575041861,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.3285993060029,1.9973380308740558
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_35.000,36,35.0,LOW,0.00022288808972272247,3.315389795781357,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.990074380419978,4.873393714893272
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_36.000,37,36.0,LOW,1.8339413634673222e-14,6.7520987546671885,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.9475767070963738,8.291467852109738
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_37.000,38,37.0,HIGH,0.7149501008364677,1.429559760792849,97.5,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.5366158629734206,1.9529083659270767
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_38.000,39,38.0,HIGH,0.888286396680015,1.5661082843724545,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.7381109911279353,2.0465605984064683
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_39.000,40,39.0,HIGH,0.9879742085222687,1.3278886020810485,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.6973965641273285,2.3519018560519136
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_40.000,41,40.0,HIGH,0.9542955392927475,0.447816954081924,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.0820208144578003,1.919136509426362
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_41.000,42,41.0,HIGH,0.844959144835868,0.7641075920854706,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7891753893588552,1.1023537805789467
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_42.000,43,42.0,HIGH,0.9358245658419543,0.6244667179542986,47.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.1701713859138951,1.9275721313092087
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_43.000,44,43.0,HIGH,0.8350912060482582,1.008682313559126,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3930520662939845,1.7139577282551546
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_44.000,45,44.0,LOW,0.403600275742006,1.5098397658955764,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.8636742299625149,2.407280522734474
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_45.000,46,45.0,HIGH,0.7524491397072184,0.7666909217984093,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.19900743804199764,1.232043008688231
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_46.000,47,46.0,HIGH,0.9547551591031455,0.2763198412869084,5.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4456682469391749,1.2934377289216528
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_47.000,48,47.0,HIGH,0.9480769145817143,0.7917775177053098,74.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.693939181689376,1.3914410934810622
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_48.000,49,48.0,HIGH,0.9814920906030251,0.7611726062085503,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2581387344550459,1.8467900753295596
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_49.000,50,49.0,HIGH,0.9935506880798654,1.6019723195093267,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.567471238319161,2.872006187914837
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_50.000,51,50.0,HIGH,0.9773976191838123,1.5760615643041926,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.5157614259376908,2.4477128066573317
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_51.000,52,51.0,HIGH,0.9277169338025768,1.0756546865001282,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2160250864086557,1.5201232379945109
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_52.000,53,52.0,HIGH,0.9328979355325212,0.45448687478674377,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,1.2985793716686853
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_53.000,54,53.0,HIGH,0.9432967000657071,2.1717139481861567,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.7381109911279353,2.9708123460093243
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_54.000,55,54.0,LOW,5.035959065630322e-06,3.5113889629467963,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.7960297521679911,5.247037713965082
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_55.000,56,55.0,LOW,0.010310093728754573,1.347265129396789,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.147915012576606,3.462132060504413
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_56.000,57,56.0,HIGH,0.784668317882159,1.2110724743366066,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3788581966091558,1.4727849347085895
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_57.000,58,57.0,HIGH,0.866079551073226,0.7731109492765771,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4202761591805599,0.8044237343930168
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_58.000,59,58.0,HIGH,0.8580519306388579,0.7886745499291901,74.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8992270150408793,0.9460324901614898
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_59.000,60,59.0,HIGH,0.9969358897194819,1.855341505271851,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.381236299729793,3.353335931560973
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_60.000,61,60.0,HIGH,0.9116011496864569,0.44472358310105203,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6360464709570395,1.1091313544493677
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_61.000,62,61.0,HIGH,0.859788725554845,1.0062841177458577,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2718547241484466,1.3841664282237294
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_62.000,63,62.0,HIGH,0.737583428700426,1.1229691484359288,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.24380713337351004,1.4285965001059326
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_63.000,64,63.0,HIGH,0.967715463393071,0.7292301571204399,60.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8723185324684632,0.9255164001012374
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_64.000,65,64.0,HIGH,0.8850186120916327,0.7571744218987144,69.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4328962293297361,0.8928583949472639
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_65.000,66,65.0,HIGH,0.9928323011047807,1.6844824854723823,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.9549821340490158,2.892153562337237
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_66.000,67,66.0,HIGH,0.811027297367439,1.1786683810447538,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8395662065351143,1.1417724941441683
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_67.000,68,67.0,HIGH,0.918971323190472,0.6090328437083807,42.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7208041881048323,0.9970324394092007
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_68.000,69,68.0,HIGH,0.9895173430882939,1.713060598302936,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,2.143661631576012,3.08806500495518
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_69.000,70,69.0,HIGH,0.9853786499944389,1.2693552386476512,93.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.6329553977444216,2.4893063186163364
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_70.000,71,70.0,HIGH,0.6991061718926297,1.1683640740759818,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,1.6507030112635952
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_71.000,72,71.0,LOW,0.0011445107374745882,2.148654163119121,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.7960297521679911,4.045983136302014
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_72.000,73,72.0,LOW,1.7474082282911339e-06,3.1784408357922422,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,0.7178039271837947,5.270864618791178
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_73.000,74,73.0,LOW,0.0002575368375702755,2.1242320997755177,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.2086756949908832,3.9616429750424773
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_74.000,75,74.0,LOW,0.0431028647967999,3.118510550938746,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.7381109911279353,4.0910254469368414
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_75.000,76,75.0,LOW,9.042687038355873e-06,3.775643476214429,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.8775502963087893,5.336865568427229
P19,A_existing_robot_features,valence,shape_sorter_interaction,shape_sorter_interaction_s1_76.000,77,76.0,LOW,1.726490832700485e-21,8.958531704205727,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,1.1151747562721188,10.104307033296397
P19,A_existing_robot_features,arousal,pick_place,pick_place_s1_0.000,1,0.0,HIGH,0.5488484407939087,14.466272405581162,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,2.388449554438342,11.128436874674348
P19,A_existing_robot_features,arousal,pick_place,pick_place_s1_1.000,2,1.0,HIGH,0.909833408951583,107.98301588765094,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,6.095721896170021,79.16223337405121
P19,A_existing_robot_features,arousal,pick_place,pick_place_s1_2.000,3,2.0,HIGH,0.9119336516646315,27.029785585256803,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,3.5170791361435167,19.731693976856093
P19,A_existing_robot_features,arousal,pick_place,pick_place_s1_3.000,4,3.0,HIGH,0.9131499827736623,10.848181372393936,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,3.0822500211512915,9.899978771145934
