participant,representation,target,task,window_id,window_index,window_start_s,predicted_class,high_class_score,nearest_image_distance,image_reference_distance_percentile,image_reference_nearest_distance_p95,image_reference_nearest_distance_max,nearest_distance_exceeds_image_p95,nearest_distance_exceeds_image_max,feature_domain_reliability,selected_feature_abs_z_median,selected_feature_abs_z_p95
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_24.000,25,24.0,HIGH,0.9932628874501586,0.9602415484771852,85.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.987400098101457,1.8367347311133801
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_25.000,26,25.0,HIGH,0.9089199632554005,0.9694547271248021,85.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4615891687442483,1.3929705135326953
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_26.000,27,26.0,HIGH,0.9274090813520779,0.6426450343643338,49.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,1.0355439255375851
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_27.000,28,27.0,HIGH,0.9155505242432287,0.5969580890835158,38.333333333333336,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3502326277491835,1.14588447076147
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_28.000,29,28.0,LOW,0.0713814168012995,1.0437529793957006,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3451136706924085,1.7089006937695448
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_29.000,30,29.0,HIGH,0.9416030566767215,0.7746244615498732,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,1.4174662572580268
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_30.000,31,30.0,HIGH,0.8941845577152806,1.350429880899779,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.7960297521679911,1.426148448610805
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_31.000,32,31.0,LOW,0.18807368505480598,0.8951612280081762,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.4289679241948818
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_32.000,33,32.0,HIGH,0.9674138509268935,0.9151303946030687,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7960297521679911,0.8672072768347678
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_33.000,34,33.0,HIGH,0.6301131315344619,0.3618053678909205,12.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6112755801088233,0.9259142899187297
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_34.000,35,34.0,LOW,0.013548317363232162,1.5056890325917895,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.2891841449939947,1.9957190053741873
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_35.000,36,35.0,LOW,0.05424237113717907,1.270502453227665,93.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.0920663726743476,1.695716441116305
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_36.000,37,36.0,HIGH,0.7435531800663842,0.8491692922253216,77.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3980148760839958,1.0875592882048113
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_37.000,38,37.0,HIGH,0.9428881408275851,0.7012191068273304,60.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5016187181333508,1.1734286669092773
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_38.000,39,38.0,HIGH,0.7178964151256259,0.5774406825779529,33.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.39870070146217673,1.1430508406990911
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_39.000,40,39.0,HIGH,0.9407023110897428,0.6938003075951857,59.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6262747579382842,1.229395936453723
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_40.000,41,40.0,HIGH,0.9870169701649593,0.7432508423383868,65.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3639372528418916,1.955563797281061
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_41.000,42,41.0,HIGH,0.9564076970251248,0.9226817705864809,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8765528386979564,1.3448015125319517
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_42.000,43,42.0,HIGH,0.7450223877092187,0.8307907473389634,76.66666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6841738716758543,1.1056966259044803
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_43.000,44,43.0,HIGH,0.8357856341243177,0.6016050219253409,40.833333333333336,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5875869557491376,1.200324190762976
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_44.000,45,44.0,HIGH,0.6069094265803188,0.9369775662805168,83.33333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.2395074682815737
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_45.000,46,45.0,HIGH,0.6326191052958737,0.3114310386311634,6.666666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6075683791346279,0.918284868189756
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_46.000,47,46.0,HIGH,0.8417427373435533,0.5073122495710359,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4328962293297361,0.9362282243610098
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_47.000,48,47.0,LOW,0.15303114431237122,0.45383809665676533,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7456773704895472,1.1878582589193583
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_48.000,49,48.0,LOW,0.18428627050019972,0.6785735828987205,56.666666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.47459957013322546,1.3380536132369198
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_49.000,50,49.0,LOW,0.010349886785231374,0.6704342462854898,55.00000000000001,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.1260601327194293,2.122489352739769
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_50.000,51,50.0,HIGH,0.7423695428114755,0.9433467171926903,83.33333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6548750663596946,1.1615184233215026
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_51.000,52,51.0,HIGH,0.8047621638844712,0.6910686421431251,59.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3422818066526566,0.3884584264170334
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_52.000,53,52.0,LOW,4.021549897358891e-08,2.7248566152889864,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,4.640101410903462
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_53.000,54,53.0,LOW,3.448339080030959e-05,1.1103778665345339,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.5543987400445547,3.3452945102387095
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_54.000,55,54.0,HIGH,0.8835750613196848,0.7328061083845802,64.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4855845183807339,0.9713085293768287
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_55.000,56,55.0,HIGH,0.9639871884883805,0.9927523790635062,86.66666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6997456259378455,1.5514092800583437
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_56.000,57,56.0,LOW,0.38072236070710835,0.9231033787750664,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.478229564735829,1.4646440302785892
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_57.000,58,57.0,HIGH,0.528217215609732,0.6582899999340268,54.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.2114307812406606,1.1718275071689224
P19,C0_reproducible_harmonized_no_ICA,valence,shape_sorter_observation,shape_sorter_observation_s1_58.000,59,58.0,HIGH,0.997592226331202,1.5453611673842267,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.426570075888495,2.9724341379333055
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_0.000,1,0.0,LOW,0.0,76061.42616428962,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.7861041325879694,60854.291181841836
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_1.000,2,1.0,LOW,0.0,939.9817116217515,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,11.63820673017133,765.537070125675
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_2.000,3,2.0,LOW,1.9059523039760278e-28,8.308727871398116,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.260196895847215,9.871755857815318
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_3.000,4,3.0,LOW,0.003555984476591337,1.2369537764620864,91.66666666666666,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.5123998041669973,2.3036105433082508
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_4.000,5,4.0,HIGH,0.6273233535908561,0.4852266854526423,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3980148760839958,0.9004061171454849
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_5.000,6,5.0,HIGH,0.7312472785714126,0.8937127863645256,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6603382464694071,0.9165867591882348
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_6.000,7,6.0,HIGH,0.9473528161403011,1.1539324134125966,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.1249008453474254,1.8781911789250068
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_7.000,8,7.0,HIGH,0.9061981139102385,0.5490781956004402,26.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3502326277491835,1.0615817773329672
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_8.000,9,8.0,LOW,0.1354483085194372,0.8524303750460306,79.16666666666666,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.338145927736972,1.5456529966451145
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_9.000,10,9.0,LOW,0.4649782142812733,0.6428083608703317,49.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.693939181689376,0.9498209413974991
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_10.000,11,10.0,LOW,0.1726789359050462,0.5255776681380016,25.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.3290888822499383
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_11.000,12,11.0,LOW,0.48315883145524346,0.8079022673293408,75.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.693939181689376,0.9965189819350673
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_12.000,13,12.0,HIGH,0.8122841678881078,0.6044496566855023,41.66666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4328962293297361,0.5981298625645348
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_13.000,14,13.0,LOW,0.43040640615595976,0.9461498934396015,85.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.693939181689376,1.067221612729673
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_14.000,15,14.0,HIGH,0.9426742501725194,1.0049063581128836,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7690094187334031,1.3054380798449907
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_15.000,16,15.0,LOW,0.03661257097684522,1.098686245720673,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.5920595043359826,1.812968332200579
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_16.000,17,16.0,LOW,4.369178434212653e-07,1.8725174673423843,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,2.066852645341865,4.471922519413348
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_17.000,18,17.0,LOW,0.38016827432748707,0.1363208673092837,0.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6836014131519237,1.4178173066606705
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_18.000,19,18.0,LOW,0.03319108698122183,0.7738127819292805,70.83333333333334,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3692306201432645,1.7089006937695448
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_19.000,20,19.0,LOW,0.05746816285714293,0.6941406646937939,59.166666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.0511112110904912,1.5168526207505173
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_20.000,21,20.0,LOW,0.0012064764446610792,1.917109154425897,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.36235993699877317,3.862736288198692
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_21.000,22,21.0,LOW,0.050020991674078176,0.9821350227194607,85.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3980148760839958,2.4058208596481214
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_22.000,23,22.0,HIGH,0.9871755541040294,1.4930174405439678,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.598118211252433,2.1498684353430395
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_23.000,24,23.0,HIGH,0.9852658719896744,1.349066735144924,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.7960297521679911,1.9498236591170954
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_24.000,25,24.0,HIGH,0.8585903695924462,0.8088801944204547,75.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4385050492760226,0.8971460173050346
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_25.000,26,25.0,HIGH,0.9115141710122576,0.5667968027281802,30.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.19549647956989152,0.7068703272842295
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_26.000,27,26.0,HIGH,0.998839637132249,0.910076218917438,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2591242975935517,2.4383057724475505
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_27.000,28,27.0,HIGH,0.5595230083787113,0.4312389240506895,20.833333333333336,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.39174576945937584,0.9317370951669701
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_28.000,29,28.0,HIGH,0.9972013791475622,0.6761538449582722,56.666666666666664,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.1499764177321614,2.240597119004743
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_29.000,30,29.0,HIGH,0.9876744082997703,1.613230801388339,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.9360341892795272,2.3587027972307513
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_30.000,31,30.0,HIGH,0.9648818436493076,2.1115339327838063,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.2142391104313,2.448194237878259
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_31.000,32,31.0,HIGH,0.9701736245876026,1.9823104653408241,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.9676063351923806,2.2692728981682384
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_32.000,33,32.0,HIGH,0.9830038412204679,1.7276247237714912,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.9950371902099893,2.375522495347723
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_33.000,34,33.0,LOW,0.038145339663496966,0.8805122230522459,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.3177478057734626,1.7260596062191231
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_34.000,35,34.0,HIGH,0.673419644412233,1.2298761586386426,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8474962386631332,1.1991482180723196
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_35.000,36,35.0,HIGH,0.7102039570118287,1.1959143950717601,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2160250864086557,1.5847746285430475
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_36.000,37,36.0,HIGH,0.9669781234500068,1.3185745634768251,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.6974220229630055,1.732199711567616
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_37.000,38,37.0,HIGH,0.9973115309890667,0.46424566654697336,21.666666666666668,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.1913458922640425,2.1941373110102695
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_38.000,39,38.0,LOW,0.41978439759466096,1.0191033382366654,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.380837697709207
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_39.000,40,39.0,LOW,0.09971069091022892,1.0532992131551184,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8143725502130071,1.4012829044558084
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_40.000,41,40.0,LOW,0.4973212091413009,0.8405183584679643,76.66666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.3952087192167521,1.3583175572262987
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_41.000,42,41.0,HIGH,0.7723069601183996,0.384081438510023,14.166666666666666,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.1718532769700962,0.5832858743302491
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_42.000,43,42.0,LOW,0.013819549304064965,1.291021647654799,94.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7634035948046759,2.1869117361427084
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_43.000,44,43.0,LOW,1.8981735233326596e-06,2.334284352729177,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,2.1890818184619762,3.9809171360133284
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_44.000,45,44.0,LOW,0.00016395961571069684,2.2254363519806377,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.5920595043359826,3.235340379050008
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_45.000,46,45.0,LOW,0.18367763040274376,0.3310666726527824,9.166666666666666,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6657717955648055,1.3136922791603989
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_46.000,47,46.0,HIGH,0.9940251239008315,1.094253058171033,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9678251185177236,2.1631231512140934
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_47.000,48,47.0,HIGH,0.9999203721119267,1.4339351999116698,97.5,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,2.2215362002583277,3.0947834218733714
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_48.000,49,48.0,LOW,0.21620393524557774,0.6353834412559147,47.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.640142450100402,1.2690304998135689
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_49.000,50,49.0,LOW,0.027036062027760918,0.9674703491801951,85.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.5920595043359826,1.6079363492729661
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_50.000,51,50.0,HIGH,0.959537275785935,1.3404721058777656,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,0.8723185324684632,1.677614740815573
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_51.000,52,51.0,LOW,0.4671671819503492,0.8217942722238721,76.66666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.7703940426983118,1.1718275071689224
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_52.000,53,52.0,LOW,0.11003233739899479,1.1543217995016752,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.693939181689376,1.8663149374538623
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_53.000,54,53.0,LOW,0.10413237064375508,0.5957574922457916,38.333333333333336,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.081224425645474,1.626755661737881
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_54.000,55,54.0,HIGH,0.6148885903597058,2.3590535028528694,99.16666666666667,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.7143390234263507,2.597511722881149
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_55.000,56,55.0,LOW,0.3309474301523116,0.8810853646821937,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5316578424149685,1.270707546037399
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_56.000,57,56.0,LOW,0.1929126626015295,0.6300897057404155,47.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9549821340490158,1.2825096503702913
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_57.000,58,57.0,LOW,0.11787841856683502,0.36006571215265654,12.5,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.3728646946951628
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_58.000,59,58.0,LOW,0.0004803043063076592,1.5875640572068823,98.33333333333333,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,2.1890818184619762,2.84905016389347
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_59.000,60,59.0,LOW,3.872060685466242e-05,3.327135675579013,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.1890818184619762,3.853729736745356
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_60.000,61,60.0,LOW,0.03239536412662,0.9598616135215916,85.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2687889213644883,1.8979066906366615
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_61.000,62,61.0,HIGH,0.8171798698162019,0.7934586548940379,74.16666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.5343395681584819,1.307892454612957
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_62.000,63,62.0,LOW,0.1344019175223293,0.8593797178071475,80.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.2162282647163003,1.5370883702505416
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_63.000,64,63.0,LOW,0.008874737352902878,1.3154287726831944,95.0,1.3099880359456375,2.3901764237130623,True,False,above_image_95pct,1.5920595043359826,2.349897727906517
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_64.000,65,64.0,LOW,0.10606371908799347,1.178311068369166,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,1.133361484828103,2.0298273391941932
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_65.000,66,65.0,LOW,0.45245646991349503,1.0867863128355528,90.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.3871339378152783
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_66.000,67,66.0,LOW,0.17489716897185295,0.8003720727674855,75.0,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.8739707391111114,1.4646440302785892
P19,C0_reproducible_harmonized_no_ICA,valence,stack,stack_s1_67.000,68,67.0,LOW,1.6254490765512768e-08,2.49626862458673,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,3.1913708533419256,3.768020177695592
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_0.000,1,0.0,LOW,0.0,75152.38885150601,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.7861041325879694,60127.05904158596
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_1.000,2,1.0,LOW,0.0,938.0354177278433,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,10.764428651309906,761.1259287801531
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_2.000,3,2.0,LOW,6.969761049360647e-34,10.969717749252277,100.0,1.3099880359456375,2.3901764237130623,True,True,beyond_image_reference,2.260196895847215,12.1912564669581
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_3.000,4,3.0,HIGH,0.5893689064270586,0.5525133679205485,28.333333333333332,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.38603796112368916,0.8984113435244058
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_4.000,5,4.0,LOW,0.0218641339750542,1.275075394901703,93.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.6851510257304524,2.5389272495973505
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_5.000,6,5.0,HIGH,0.7141854702288309,0.30175314624754745,6.666666666666667,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.4328962293297361,0.7527079455523228
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_6.000,7,6.0,HIGH,0.813365029552952,1.0100947056330962,88.33333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.942087357385508,1.0696271850461176
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_7.000,8,7.0,LOW,0.1460178956855115,1.2128766716447195,90.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,0.9950371902099893,1.8431134641852063
P19,C0_reproducible_harmonized_no_ICA,valence,sisyphus,sisyphus_s1_8.000,9,8.0,LOW,2.771530879170354e-05,0.7079361337901815,60.83333333333333,1.3099880359456375,2.3901764237130623,False,False,within_reference,2.1890818184619762,3.02451460300761
