participant,target,best_classifier,best_feature_family,best_channel_subset,best_feature_count_request,best_ba,fold_ba_sd,fold_ba_min,fold_ba_max,fold_ba_range,oof_sensitivity,oof_specificity,oof_sensitivity_specificity_gap,oof_absolute_sensitivity_specificity_gap,mean_pairwise_selected_feature_jaccard,n_features_selected_in_at_least_80pct_folds,stable_selected_feature_names,retained_trials,low_count,high_count,minority_class_count,minority_class_fraction,median_absolute_cohen_d_all_eeg,maximum_absolute_cohen_d_all_eeg,maximum_absolute_rank_biserial_all_eeg,top_rank_biserial_feature,top_rank_biserial_effect,standardized_centroid_distance_all_eeg,mean_within_class_distance_all_eeg,centroid_to_within_distance_ratio_all_eeg,median_candidate_ba,mean_candidate_ba,best_representation,best_representation_median_ba,second_representation,second_representation_median_ba,representation_median_spread_ba,best_classifier_by_candidate_median,best_classifier_candidate_median_ba,classifier_median_spread_ba,severe_class_imbalance,threshold_optimization_plausible,diagnostic_classification,diagnostic_rationale
P25,arousal,gnb,paper_compact,all_channels,8,0.6008691308691309,0.127420093602275,0.4928571428571429,0.7937062937062938,0.30084915084915087,0.5882352941176471,0.6153846153846154,-0.02714932126696834,0.02714932126696834,0.4224708624708624,5,eeg_se_beta__Fz;eeg_hc__Oz;eeg_se_beta__Oz;eeg_hm__Oz;eeg_se_beta__Cz,120,52,68,52,0.43333333333333335,0.13223128272604853,0.518148904112821,0.27714932126696834,eeg_se_beta__Oz,-0.27714932126696834,2.2050377443345797,15.221758262185027,0.14486090938735316,0.533936063936064,0.5326118326118325,paper_compact|all_channels,0.5557592407592408,all_eeg|all_channels,0.5497552447552447,0.006003996003996037,gnb,0.5582617382617383,0.05716783216783217,False,False,unclear,not in focused weak stratum (<0.55 BA)
P26,arousal,logreg,all_eeg,all_channels,8,0.6258730158730159,0.0824854828153623,0.5333333333333333,0.7111111111111111,0.1777777777777778,0.6621621621621622,0.5909090909090909,0.07125307125307123,0.07125307125307123,0.3146853146853147,3,eeg_mf_hz__PO8;eeg_se__Pz;eeg_bp_gamma__Fz,118,44,74,44,0.3728813559322034,0.17625477183601707,0.6079758697497484,0.32432432432432434,eeg_mf_hz__PO8,0.32432432432432434,2.67763998195997,14.968485922841626,0.17888515884388426,0.5792261904761904,0.5707980599647267,all_eeg|all_channels,0.5911111111111111,paper_compact|all_channels,0.5843650793650793,0.006746031746031833,gnb,0.5921825396825396,0.04148809523809527,False,False,unclear,not in focused weak stratum (<0.55 BA)
P27,arousal,gnb,paper_compact,all_channels,10,0.5831318681318681,0.0909445646474177,0.4711538461538461,0.7142857142857143,0.2431318681318682,0.8382352941176471,0.3333333333333333,0.5049019607843137,0.5049019607843137,0.3955774617539323,5,eeg_bp_gamma__Oz;eeg_bp_gamma__Pz;eeg_hm__C4;eeg_bp_gamma__PO7;eeg_bp_beta__PO7,89,21,68,21,0.23595505617977527,0.15527990416615972,0.7577378704354283,0.427170868347339,eeg_bp_gamma__Oz,-0.427170868347339,2.7146648461119307,15.3185066271935,0.1772147189134509,0.5453846153846154,0.5301831501831502,paper_compact|all_channels,0.549945054945055,paper_compact|frontal_central,0.521456043956044,0.02848901098901102,logreg,0.5501373626373627,0.04293956043956049,True,True,unclear,not in focused weak stratum (<0.55 BA)
P28,arousal,logreg,paper_compact,frontal_central,10,0.5294642857142857,0.0963557466776136,0.40625,0.6607142857142857,0.2544642857142857,0.7215189873417721,0.34375,0.3777689873417721,0.3777689873417721,0.3708521870286576,4,eeg_bp_beta__C4;eeg_bp_beta__Fz;eeg_bp_gamma__C4;eeg_se_beta__C4,111,32,79,32,0.2882882882882883,0.1559665278874557,0.4721623642386049,0.3386075949367089,eeg_sd__Pz,0.3386075949367089,2.194124797383512,15.041888106179382,0.14586764519822085,0.4782440476190476,0.4714781746031746,paper_compact|frontal_central,0.5029761904761905,paper_compact|all_channels,0.46729166666666666,0.035684523809523805,gnb,0.4782440476190476,0.010505952380952421,True,True,possible classifier/threshold limitation,severe class imbalance plus asymmetric held-out sensitivity/specificity
P29,arousal,logreg,paper_compact,frontal_central,8,0.5428571428571429,0.0956232909677877,0.4196428571428571,0.6428571428571428,0.2232142857142857,0.8028169014084507,0.2894736842105263,0.5133432171979244,0.5133432171979244,0.39938283938283936,6,eeg_hc__C3;eeg_se_beta__C3;eeg_bp_gamma__Cz;eeg_bp_gamma__Fz;eeg_bp_gamma__C3;eeg_sd__C4,109,38,71,38,0.3486238532110092,0.13610900113076702,0.573153864721265,0.2750185322461083,eeg_se_alpha__C3,-0.2750185322461083,1.9771286888410493,15.139807064056313,0.13059140585318196,0.49624999999999997,0.5011640211640211,paper_compact|frontal_central,0.5026785714285714,all_eeg|all_channels,0.491547619047619,0.011130952380952408,logreg,0.524345238095238,0.03863095238095238,False,False,likely weak/no separable signal,low all-EEG rank separation and low centroid-to-within ratio
P30,arousal,svm,paper_compact,frontal_central,8,0.5,0.0,0.5,0.5,0.0,1.0,0.0,1.0,1.0,0.2575424575424575,2,eeg_se_beta__Fz;eeg_mf_hz__Fz,120,44,76,44,0.36666666666666664,0.09901090830954148,0.3913325775402947,0.2153110047846889,eeg_bp_beta__PO8,0.2153110047846889,1.577658628247581,15.04453520461354,0.10486589361456498,0.46652777777777776,0.46053240740740736,all_eeg|all_channels,0.469375,paper_compact|all_channels,0.4631249999999999,0.006250000000000089,svm,0.47756944444444444,0.027708333333333335,False,False,likely weak/no separable signal,low all-EEG rank separation and low centroid-to-within ratio
P31,arousal,svm,all_eeg,all_channels,8,0.5,0.0,0.5,0.5,0.0,0.0,1.0,-1.0,1.0,0.17157509157509157,3,eeg_bp_gamma__C3;eeg_bp_theta__PO7;eeg_se_alpha__PO7,119,61,58,58,0.48739495798319327,0.10605593268338714,0.37615022384505464,0.21594120972300734,eeg_bp_theta__PO7,-0.21594120972300734,1.5820857376259474,15.146916123510874,0.10444936280925539,0.4247668997668998,0.4231546231546231,paper_compact|frontal_central,0.4402389277389277,paper_compact|all_channels,0.4244172494172494,0.0158216783216783,svm,0.4496212121212121,0.053292540792540755,False,False,likely weak/no separable signal,low all-EEG rank separation and low centroid-to-within ratio
P32,arousal,gnb,paper_compact,all_channels,8,0.6264285714285714,0.1594624971015423,0.3809523809523809,0.775,0.39404761904761915,0.8365384615384616,0.4375,0.39903846153846156,0.39903846153846156,0.4593939393939393,4,eeg_bp_beta__PO8;eeg_hc__PO8;eeg_hm__C3;eeg_hm__PO8,120,16,104,16,0.13333333333333333,0.20533789634876168,0.9012505794969519,0.5084134615384615,eeg_se__PO8,0.5084134615384615,3.481123762495097,14.829473347959054,0.23474358669481651,0.5314285714285714,0.5363492063492064,all_eeg|all_channels,0.5314285714285714,paper_compact|all_channels,0.5301190476190476,0.0013095238095237605,gnb,0.5485714285714285,0.0216666666666665,True,True,unclear,not in focused weak stratum (<0.55 BA)
P33,arousal,logreg,all_eeg,all_channels,10,0.515546218487395,0.1138212640558705,0.3529411764705882,0.6218487394957983,0.26890756302521013,0.788235294117647,0.25,0.538235294117647,0.538235294117647,0.23550420168067226,4,eeg_se_gamma__Oz;eeg_se_theta__Pz;eeg_se_alpha__Pz;eeg_se_alpha__C4,117,32,85,32,0.27350427350427353,0.11207746490828102,0.5030794802827508,0.3022058823529412,eeg_se_alpha__C4,-0.3022058823529412,1.988262326661415,14.83798261261457,0.13399815720036534,0.4504901960784313,0.4534391534391534,all_eeg|all_channels,0.4689775910364145,paper_compact|frontal_central,0.4635854341736694,0.005392156862745134,gnb,0.46148459383753493,0.0189775910364145,True,True,possible classifier/threshold limitation,severe class imbalance plus asymmetric held-out sensitivity/specificity
P34,arousal,logreg,all_eeg,all_channels,10,0.6445903361344538,0.0921366920647117,0.5147058823529411,0.7633928571428572,0.24868697478991608,0.7439024390243902,0.5454545454545454,0.19844789356984482,0.19844789356984482,0.3312271062271062,6,eeg_se_delta__C4;eeg_bp_gamma__PO8;eeg_se_alpha__C3;eeg_se_delta__Fz;eeg_se_theta__Pz;eeg_se_gamma__Fz,115,33,82,33,0.28695652173913044,0.12551951759074104,0.5053558989795045,0.3229859571322986,eeg_se_delta__C4,0.3229859571322986,2.045422321173819,15.1146344784792,0.13532727662625055,0.4826855742296918,0.49272681294740117,all_eeg|all_channels,0.5242296918767507,paper_compact|all_channels,0.47755602240896355,0.04667366946778717,logreg,0.5113883053221289,0.05505952380952395,True,True,unclear,not in focused weak stratum (<0.55 BA)
P35,arousal,logreg,paper_compact,all_channels,10,0.5876785714285714,0.1070501417629791,0.4047619047619047,0.6607142857142857,0.255952380952381,0.7564102564102564,0.4166666666666667,0.3397435897435897,0.3397435897435897,0.35119047619047616,6,eeg_se_gamma__C4;eeg_bp_beta__PO7;eeg_mf_hz__Pz;eeg_se_beta__PO7;eeg_hc__Pz;eeg_se_gamma__PO8,114,36,78,36,0.3157894736842105,0.13731395916928502,0.738671855184011,0.3881766381766383,eeg_se_gamma__C4,0.3881766381766383,2.3023536238090236,15.040260787448547,0.1530793685260027,0.5156547619047619,0.5141699735449735,paper_compact|all_channels,0.5261309523809523,paper_compact|frontal_central,0.5117857142857143,0.014345238095238022,logreg,0.5297321428571429,0.05047619047619056,False,False,unclear,not in focused weak stratum (<0.55 BA)
P36,arousal,svm,all_eeg,all_channels,10,0.70375,0.1255145658877885,0.5,0.84375,0.34375,0.6875,0.7272727272727273,-0.03977272727272729,0.03977272727272729,0.3869694031458737,5,eeg_bp_theta__C3;eeg_se_delta__C4;eeg_se_gamma__Fz;eeg_se_delta__PO7;eeg_sd__C4,102,22,80,22,0.21568627450980393,0.2011838036076843,0.7802483833983345,0.4409090909090909,eeg_se_gamma__Fz,0.4409090909090909,3.0391258020527903,15.179587749239303,0.20021135305239698,0.5643750000000001,0.585,all_eeg|all_channels,0.6300000000000001,paper_compact|frontal_central,0.575,0.05500000000000016,svm,0.640625,0.09187500000000004,True,False,unclear,robust reference; no weakness mechanism assigned
P37,arousal,svm,paper_compact,frontal_central,8,0.5598039215686275,0.1250205566419632,0.4166666666666667,0.7361111111111112,0.3194444444444445,0.8202247191011236,0.3333333333333333,0.4868913857677903,0.4868913857677903,0.32603396603396606,3,eeg_sd__Cz;eeg_se_gamma__C4;eeg_bp_beta__C4,107,18,89,18,0.16822429906542055,0.21663336846277914,0.7670925010670094,0.38639200998751555,eeg_mf_hz__Oz,-0.38639200998751555,3.261008657103307,15.118204190470859,0.21570079461942643,0.4844771241830065,0.48326978939724036,paper_compact|all_channels,0.49052287581699333,paper_compact|frontal_central,0.4877450980392156,0.0027777777777777124,svm,0.4971405228758169,0.018872549019607776,True,True,unclear,not in focused weak stratum (<0.55 BA)
