participant,target,best_classifier,best_feature_family,best_channel_subset,best_feature_count_request,best_ba,fold_ba_sd,fold_ba_min,fold_ba_max,fold_ba_range,oof_sensitivity,oof_specificity,oof_sensitivity_specificity_gap,oof_absolute_sensitivity_specificity_gap,mean_pairwise_selected_feature_jaccard,n_features_selected_in_at_least_80pct_folds,stable_selected_feature_names,retained_trials,low_count,high_count,minority_class_count,minority_class_fraction,median_absolute_cohen_d_all_eeg,maximum_absolute_cohen_d_all_eeg,maximum_absolute_rank_biserial_all_eeg,top_rank_biserial_feature,top_rank_biserial_effect,standardized_centroid_distance_all_eeg,mean_within_class_distance_all_eeg,centroid_to_within_distance_ratio_all_eeg,median_candidate_ba,mean_candidate_ba,best_representation,best_representation_median_ba,second_representation,second_representation_median_ba,representation_median_spread_ba,best_classifier_by_candidate_median,best_classifier_candidate_median_ba,classifier_median_spread_ba,severe_class_imbalance,threshold_optimization_plausible,diagnostic_classification,diagnostic_rationale
P38,arousal,gnb,paper_compact,all_channels,10,0.5726984126984127,0.1088858808414168,0.4,0.6777777777777778,0.2777777777777778,0.7746478873239436,0.3673469387755102,0.4073009485484334,0.4073009485484334,0.32048947784241893,3,eeg_se_beta__C4;eeg_se_beta__Fz;eeg_se_gamma__PO8,120,49,71,49,0.4083333333333333,0.14223821906606315,0.4223105395892719,0.2359873526875539,eeg_bp_delta__PO7,-0.2359873526875539,2.0311322841300314,15.061876981702373,0.13485253442167353,0.503968253968254,0.5096913580246913,paper_compact|all_channels,0.5092063492063492,paper_compact|frontal_central,0.5007142857142857,0.00849206349206355,gnb,0.5468253968253968,0.05269841269841263,False,False,unclear,not in focused weak stratum (<0.55 BA)
P39,arousal,logreg,all_eeg,all_channels,8,0.6564285714285714,0.2508200834975426,0.2142857142857142,0.8333333333333333,0.6190476190476191,0.6428571428571429,0.7115384615384616,-0.06868131868131866,0.06868131868131866,0.4505050505050504,5,eeg_bp_alpha__Pz;eeg_hm__PO7;eeg_se_delta__Fz;eeg_se_delta__C3;eeg_hc__PO7,118,104,14,14,0.11864406779661017,0.19056340093802698,0.8095955009304262,0.4821428571428572,eeg_se_delta__Fz,0.4821428571428572,2.9636128403665776,14.516699236178926,0.20415197643418678,0.5261904761904762,0.5307407407407407,all_eeg|all_channels,0.6089285714285714,paper_compact|all_channels,0.4938095238095238,0.11511904761904757,gnb,0.5377380952380952,0.046071428571428596,True,False,unclear,robust reference; no weakness mechanism assigned
P40,arousal,gnb,paper_compact,all_channels,10,0.5503174603174603,0.0608259684501091,0.4888888888888889,0.6444444444444444,0.1555555555555555,0.5945945945945946,0.5,0.09459459459459463,0.09459459459459463,0.3862637362637362,5,eeg_bp_beta__PO8;eeg_hc__C4;eeg_mf_hz__C4;eeg_bp_gamma__PO8;eeg_se_gamma__Pz,120,46,74,46,0.38333333333333336,0.13776106840891195,0.43002067812232264,0.23207990599294948,eeg_se__C3,0.23207990599294948,2.106651160564364,15.155418764724512,0.13900316403448834,0.47634920634920624,0.4874250440917107,paper_compact|all_channels,0.535,paper_compact|frontal_central,0.46896825396825387,0.06603174603174616,logreg,0.4819841269841269,0.007380952380952321,False,False,unclear,not in focused weak stratum (<0.55 BA)
P41,arousal,gnb,paper_compact,all_channels,10,0.5877411477411478,0.1172069386796104,0.4357142857142857,0.7142857142857143,0.2785714285714286,0.7058823529411765,0.46938775510204084,0.23649459783913568,0.23649459783913568,0.41007326007326006,6,eeg_bp_beta__Pz;eeg_bp_gamma__Oz;eeg_bp_gamma__PO7;eeg_hm__C3;eeg_se_gamma__Fz;eeg_bp_gamma__Cz,117,49,68,49,0.4188034188034188,0.14216166364825583,0.6647576465131351,0.32773109243697474,eeg_se_alpha__PO7,0.32773109243697474,2.3270462533119423,15.201185902961372,0.1530832047030361,0.5546153846153845,0.552999592999593,all_eeg|all_channels,0.5732905982905983,paper_compact|all_channels,0.5557692307692308,0.01752136752136746,gnb,0.5677960927960928,0.02372405372405373,False,False,unclear,not in focused weak stratum (<0.55 BA)
P42,arousal,gnb,all_eeg,all_channels,8,0.5642857142857143,0.096097314621955,0.4428571428571428,0.6857142857142857,0.24285714285714294,0.5285714285714286,0.6,-0.0714285714285714,0.0714285714285714,0.3101831501831502,4,eeg_se_theta__PO8;eeg_bp_beta__C3;eeg_se_alpha__Pz;eeg_bp_beta__Oz,120,50,70,50,0.4166666666666667,0.11787763562337324,0.45086400625773626,0.26342857142857146,eeg_se_alpha__Pz,-0.26342857142857146,1.9463815261627648,15.10729568210962,0.1288371901311041,0.4842857142857142,0.4917460317460317,all_eeg|all_channels,0.53,paper_compact|frontal_central,0.4792857142857142,0.05071428571428582,svm,0.49142857142857144,0.008571428571428674,False,False,unclear,not in focused weak stratum (<0.55 BA)
P43,arousal,logreg,paper_compact,frontal_central,8,0.5688888888888888,0.1015367557783805,0.45,0.6857142857142857,0.2357142857142857,0.6388888888888888,0.5,0.13888888888888884,0.13888888888888884,0.37125097125097123,4,eeg_bp_gamma__Cz;eeg_bp_gamma__Fz;eeg_hc__C4;eeg_se_gamma__Fz,120,48,72,48,0.4,0.14386584784666998,0.5150888275895897,0.296875,eeg_bp_gamma__Cz,-0.296875,2.1443749836488313,15.334737763374854,0.13983773421743206,0.5203968253968254,0.514673721340388,all_eeg|all_channels,0.5361111111111111,paper_compact|all_channels,0.5096825396825397,0.026428571428571357,logreg,0.5347619047619048,0.042063492063492025,False,False,unclear,not in focused weak stratum (<0.55 BA)
P44,arousal,svm,paper_compact,frontal_central,10,0.6272627372627373,0.0702918109149132,0.5576923076923077,0.7285714285714285,0.17087912087912083,0.6078431372549019,0.6470588235294118,-0.03921568627450989,0.03921568627450989,0.42256909756909755,5,eeg_hc__C4;eeg_sd__C4;eeg_se_gamma__Fz;eeg_se_gamma__Cz;eeg_bp_beta__C4,119,68,51,51,0.42857142857142855,0.12332342813305441,0.5117954417844924,0.28662053056516723,eeg_bp_theta__C4,-0.28662053056516723,2.1478105657708437,14.909746576698584,0.1440541296072402,0.5542007992007991,0.5564835164835165,paper_compact|frontal_central,0.5799700299700299,paper_compact|all_channels,0.5624375624375624,0.01753246753246751,svm,0.580064935064935,0.05167332667332658,False,False,unclear,not in focused weak stratum (<0.55 BA)
P45,arousal,svm,paper_compact,frontal_central,10,0.5583616383616384,0.0882923093518724,0.45,0.6857142857142857,0.2357142857142857,0.47058823529411764,0.6521739130434783,-0.18158567774936063,0.18158567774936063,0.5421245421245421,8,eeg_hc__Cz;eeg_mf_hz__C4;eeg_mf_hz__Cz;eeg_hm__Cz;eeg_bp_beta__Cz;eeg_sd__C4;eeg_se_beta__Cz;eeg_sd__Cz,120,69,51,51,0.425,0.180493349255405,0.5226424602395047,0.28559249786871277,eeg_bp_theta__Cz,0.28559249786871277,2.620095465665102,15.219613120946846,0.17215256687826372,0.4947902097902097,0.4945876345876346,paper_compact|all_channels,0.5125274725274724,paper_compact|frontal_central,0.5026173826173826,0.009910089910089792,gnb,0.5026173826173826,0.024165834165834177,False,False,unclear,not in focused weak stratum (<0.55 BA)
P46,arousal,gnb,all_eeg,all_channels,8,0.5866946778711485,0.0674351931606965,0.5196078431372549,0.6911764705882353,0.17156862745098034,0.8352941176470589,0.3333333333333333,0.5019607843137255,0.5019607843137255,0.3310955710955711,4,eeg_se_beta__PO7;eeg_se_alpha__C4;eeg_se_theta__PO8;eeg_se_gamma__C4,118,33,85,33,0.2796610169491525,0.12324065374268459,0.4948717159209234,0.26203208556149726,eeg_se_alpha__Oz,0.26203208556149726,1.8774867743628911,15.315175576189812,0.1225899608543686,0.5151960784313725,0.5172969187675069,all_eeg|all_channels,0.5413865546218488,paper_compact|all_channels,0.5170868347338935,0.024299719887955318,gnb,0.5354341736694678,0.03851540616246496,True,True,unclear,not in focused weak stratum (<0.55 BA)
P01,valence,gnb,paper_compact,frontal_central,8,0.5632051282051282,0.0892706333753266,0.4346153846153846,0.6515151515151515,0.21689976689976687,0.8064516129032258,0.3269230769230769,0.47952853598014883,0.47952853598014883,0.45398601398601396,6,eeg_bp_beta__C3;eeg_se_beta__C3;eeg_sd__C3;eeg_mf_hz__Cz;eeg_mf_hz__C4;eeg_hm__Cz,114,52,62,52,0.45614035087719296,0.11754796503657984,0.5334160408841572,0.24007444168734493,eeg_bp_alpha__C3,-0.24007444168734493,1.89798756872109,15.100057293994642,0.1256940640533813,0.5057342657342657,0.5110610377277044,hjorth|all_channels,0.5434673659673659,paper_compact|frontal_central,0.5293181818181818,0.01414918414918409,gnb,0.5186596736596736,0.01881118881118876,False,False,unclear,not in focused weak stratum (<0.55 BA)
P02,valence,gnb,paper_compact,all_channels,10,0.6842424242424243,0.0663893163266052,0.6333333333333333,0.8,0.16666666666666674,0.847457627118644,0.52,0.327457627118644,0.327457627118644,0.4139194139194139,6,eeg_hc__PO8;eeg_hm__PO8;eeg_mf_hz__PO8;eeg_bp_gamma__Oz;eeg_bp_beta__PO8;eeg_hm__Pz,84,25,59,25,0.2976190476190476,0.25035408950310734,0.8300901613558023,0.4698305084745763,eeg_se__PO8,-0.4698305084745763,3.6282925640558976,14.969973316775336,0.24237134477654926,0.5842424242424242,0.5812514029180695,paper_compact|all_channels,0.6461363636363637,hjorth|all_channels,0.6090151515151515,0.03712121212121222,gnb,0.6268181818181818,0.07878787878787874,True,True,unclear,robust reference; no weakness mechanism assigned
P03,valence,logreg,time_statistical,all_channels,all,0.5961904761904762,0.1828290063918504,0.4333333333333333,0.875,0.4416666666666667,0.75,0.42857142857142855,0.32142857142857145,0.32142857142857145,1.0,8,eeg_sd__C3;eeg_sd__C4;eeg_sd__Cz;eeg_sd__Fz;eeg_sd__Oz;eeg_sd__PO7;eeg_sd__PO8;eeg_sd__Pz,53,21,32,21,0.39622641509433965,0.22544078878553853,0.8841700382270553,0.41666666666666674,eeg_se_theta__Cz,0.41666666666666674,3.171888799727583,15.442495579160283,0.20540001345430597,0.4830952380952381,0.48537037037037034,time_statistical|all_channels,0.5714285714285714,all_eeg|all_channels,0.5401190476190476,0.03130952380952379,logreg,0.4921428571428571,0.0326190476190476,False,False,unclear,not in focused weak stratum (<0.55 BA)
P04,valence,logreg,paper_compact,frontal_central,8,0.6718864468864469,0.0861364932722397,0.5336538461538461,0.75,0.21634615384615385,0.7777777777777778,0.5641025641025641,0.2136752136752137,0.2136752136752137,0.6274747474747474,7,eeg_bp_gamma__Fz;eeg_se_beta__Cz;eeg_se_beta__Fz;eeg_mf_hz__Cz;eeg_hc__Cz;eeg_se_gamma__Fz;eeg_se_gamma__C4,102,39,63,39,0.38235294117647056,0.1332347048459821,0.6502835232005122,0.32193732193732183,eeg_se_beta__Fz,0.32193732193732183,2.426666662627107,15.1347989507565,0.16033689449874142,0.5500457875457876,0.5564543481210148,paper_compact|frontal_central,0.6477335164835165,paper_compact|all_channels,0.5482142857142858,0.09951923076923075,logreg,0.5501831501831502,0.026236263736263754,False,False,unclear,robust reference; no weakness mechanism assigned
P05,valence,svm,paper_compact,all_channels,10,0.6117132867132867,0.1271552891394707,0.444055944055944,0.7386363636363636,0.29458041958041964,0.5272727272727272,0.6935483870967742,-0.16627565982404702,0.16627565982404702,0.5252747252747253,8,eeg_bp_beta__PO7;eeg_sd__PO8;eeg_se_beta__Pz;eeg_bp_beta__C3;eeg_sd__C3;eeg_se_gamma__PO8;eeg_bp_beta__Oz;eeg_bp_beta__PO8,117,62,55,55,0.4700854700854701,0.13588613602423968,0.6068355411734312,0.33782991202346047,eeg_se_beta__Pz,-0.33782991202346047,2.2774218859947855,15.163791136145223,0.15018815977794636,0.5306526806526806,0.522679789346456,paper_compact|all_channels,0.5672785547785548,all_eeg|all_channels,0.554516317016317,0.012762237762237838,logreg,0.5343240093240093,0.012121212121212088,False,False,unclear,not in focused weak stratum (<0.55 BA)
P06,valence,gnb,paper_compact,all_channels,8,0.6123809523809524,0.0357477797085949,0.5777777777777777,0.6666666666666666,0.0888888888888889,0.9027777777777778,0.3191489361702128,0.583628841607565,0.583628841607565,0.3801398601398601,4,eeg_mf_hz__PO7;eeg_hm__PO7;eeg_bp_gamma__Fz;eeg_bp_gamma__Pz,119,47,72,47,0.3949579831932773,0.16273629902981207,0.599979979790188,0.2505910165484633,eeg_hc__PO7,0.2505910165484633,2.4445697852897745,14.91322959733333,0.16391954333801,0.5607936507936507,0.5590299823633157,paper_compact|all_channels,0.6003968253968255,hjorth|all_channels,0.5751587301587302,0.02523809523809528,gnb,0.5874603174603175,0.05174603174603176,False,False,unclear,not in focused weak stratum (<0.55 BA)
P07,valence,logreg,time_statistical,all_channels,all,0.5411111111111111,0.0919272390749913,0.5,0.7055555555555556,0.2055555555555556,0.9239130434782609,0.16666666666666666,0.7572463768115942,0.7572463768115942,1.0,8,eeg_sd__C3;eeg_sd__C4;eeg_sd__Cz;eeg_sd__Fz;eeg_sd__Oz;eeg_sd__PO7;eeg_sd__PO8;eeg_sd__Pz,116,24,92,24,0.20689655172413793,0.13285542097824982,0.5374182262219784,0.318840579710145,eeg_bp_alpha__Oz,0.318840579710145,2.164978328481982,14.698054670339612,0.14729692990262624,0.468391812865497,0.46745072557938055,hjorth|all_channels,0.5129385964912281,all_eeg|all_channels,0.47960526315789476,0.033333333333333326,logreg,0.4845029239766082,0.025087719298245603,True,True,possible classifier/threshold limitation,severe class imbalance plus asymmetric held-out sensitivity/specificity
P08,valence,svm,hjorth,all_channels,8,0.6448484848484848,0.0593970314594018,0.5909090909090908,0.7272727272727273,0.13636363636363646,0.5555555555555556,0.7321428571428571,-0.17658730158730152,0.17658730158730152,0.574141414141414,5,eeg_hc__Cz;eeg_hc__PO7;eeg_hm__PO8;eeg_hm__C4;eeg_hm__Cz,110,56,54,54,0.4909090909090909,0.16502599105329951,0.468724467795248,0.26289682539682535,eeg_mf_hz__PO8,-0.26289682539682535,2.253663108044282,14.963153263596045,0.15061418327694565,0.5545454545454545,0.5509708193041526,hjorth|all_channels,0.6290909090909091,paper_compact|frontal_central,0.6021969696969697,0.02689393939393947,gnb,0.5545454545454545,0.02803030303030285,False,False,unclear,not in focused weak stratum (<0.55 BA)
P09,valence,logreg,hjorth,all_channels,8,0.5658730158730159,0.0897299355024334,0.4722222222222222,0.6706349206349207,0.19841269841269848,0.6428571428571429,0.48936170212765956,0.15349544072948335,0.15349544072948335,0.4712043512043511,4,eeg_hc__PO8;eeg_hm__PO7;eeg_hc__PO7;eeg_hm__PO8,117,47,70,47,0.4017094017094017,0.17366061391764454,0.44384056714655556,0.26565349544072947,eeg_bp_alpha__C4,-0.26565349544072947,2.300330547371589,14.728830437314992,0.15617876498488162,0.4704761904761905,0.4694532627865961,hjorth|all_channels,0.5127777777777778,time_statistical|all_channels,0.5017460317460317,0.01103174603174606,gnb,0.5058730158730158,0.061587301587301524,False,False,unclear,not in focused weak stratum (<0.55 BA)
P10,valence,gnb,paper_compact,frontal_central,8,0.5242857142857142,0.0516562420907558,0.4571428571428572,0.5928571428571429,0.13571428571428568,0.7285714285714285,0.32,0.40857142857142853,0.40857142857142853,0.47176379176379174,6,eeg_hm__C4;eeg_sd__Cz;eeg_mf_hz__C4;eeg_mf_hz__C3;eeg_hm__C3;eeg_se_beta__C3,120,50,70,50,0.4166666666666667,0.15841670980015826,0.5006876239639674,0.27828571428571425,eeg_se_delta__Cz,0.27828571428571425,2.2021926795714353,15.170485283065283,0.14516296865135417,0.4571428571428572,0.4675132275132275,paper_compact|frontal_central,0.49857142857142855,time_statistical|all_channels,0.4642857142857142,0.034285714285714364,logreg,0.4642857142857142,0.011428571428571399,False,False,unclear,weak BA without a sufficiently specific descriptive pattern
P11,valence,logreg,hjorth,all_channels,8,0.525874125874126,0.098265080445495,0.375,0.6328671328671329,0.2578671328671329,0.5161290322580645,0.5344827586206896,-0.01835372636262511,0.01835372636262511,0.5741414141414141,6,eeg_hc__C3;eeg_hc__PO7;eeg_hc__Fz;eeg_hm__PO7;eeg_hm__Fz;eeg_hc__PO8,120,58,62,58,0.48333333333333334,0.11839378162235112,0.41562099530692637,0.25639599555061177,eeg_se_delta__Oz,-0.25639599555061177,1.7487008314289654,15.169986179029491,0.11527372607934963,0.4791958041958041,0.47681300181300174,hjorth|all_channels,0.4871794871794871,paper_compact|all_channels,0.4833041958041958,0.003875291375291301,svm,0.4916666666666666,0.018123543123543084,False,False,likely weak/no separable signal,low all-EEG rank separation and low centroid-to-within ratio
P12,valence,gnb,hjorth,all_channels,8,0.605672268907563,0.0629007875484713,0.5252100840336134,0.6680672268907563,0.1428571428571429,0.8214285714285714,0.3888888888888889,0.4325396825396825,0.4325396825396825,0.4515617715617715,3,eeg_hc__Cz;eeg_hc__PO7;eeg_hm__Cz,120,36,84,36,0.3,0.11643343247410878,0.5228542384043448,0.34126984126984117,eeg_se__Cz,0.34126984126984117,2.092200841516207,15.337393791409275,0.13641175743222314,0.4941176470588235,0.5039196234049176,hjorth|all_channels,0.5197478991596638,paper_compact|frontal_central,0.5091911764705882,0.010556722689075593,gnb,0.5121323529411764,0.03182773109243703,False,False,unclear,not in focused weak stratum (<0.55 BA)
P13,valence,logreg,hjorth,all_channels,8,0.547985347985348,0.1305364305121701,0.3809523809523809,0.7243589743589745,0.3434065934065936,0.546875,0.5483870967741935,-0.0015120967741935054,0.0015120967741935054,0.5797979797979796,6,eeg_hc__Fz;eeg_hc__PO8;eeg_hm__Fz;eeg_hm__PO8;eeg_hc__Cz;eeg_hm__C4,95,31,64,31,0.3263157894736842,0.11760975164332055,0.6150253196228711,0.3629032258064516,eeg_se_alpha__Fz,-0.3629032258064516,1.9960747199854194,15.235078334061551,0.13101834307754961,0.4551282051282051,0.45330348663681996,hjorth|all_channels,0.489514652014652,time_statistical|all_channels,0.4782051282051281,0.01130952380952388,logreg,0.4819597069597069,0.0371794871794871,False,False,unclear,weak BA without a sufficiently specific descriptive pattern
P14,valence,logreg,hjorth,all_channels,10,0.5869696969696969,0.1093449798103858,0.4848484848484848,0.7727272727272727,0.2878787878787879,0.5283018867924528,0.6440677966101694,-0.11576590981771662,0.11576590981771662,0.7016317016317017,9,eeg_hc__C4;eeg_hc__Fz;eeg_hc__PO7;eeg_hc__Oz;eeg_hm__Oz;eeg_hm__Fz;eeg_hm__PO8;eeg_hc__PO8;eeg_hm__PO7,112,59,53,53,0.4732142857142857,0.17401678845179339,0.5340435410872499,0.29964822513591305,eeg_hm__Fz,-0.29964822513591305,2.430506134830348,14.971887996807542,0.16233798538625224,0.5172727272727273,0.5197081930415264,paper_compact|frontal_central,0.5327272727272727,hjorth|all_channels,0.5242424242424242,0.00848484848484854,svm,0.5222727272727272,0.012575757575757573,False,False,unclear,not in focused weak stratum (<0.55 BA)
P15,valence,logreg,all_eeg,all_channels,10,0.6254761904761905,0.1037033915744141,0.4821428571428571,0.7416666666666667,0.2595238095238096,0.7297297297297297,0.5263157894736842,0.20341394025604553,0.20341394025604553,0.37955182072829124,6,eeg_bp_beta__Cz;eeg_se_delta__PO7;eeg_sd__Fz;eeg_se_alpha__Fz;eeg_hc__Cz;eeg_se_theta__Fz,112,38,74,38,0.3392857142857143,0.17904066167939556,0.641837276222903,0.36130867709815073,eeg_se_delta__PO7,-0.36130867709815073,2.5435438005531,15.124834485259605,0.16817002546586493,0.5613095238095238,0.5559171075837742,all_eeg|all_channels,0.5988690476190476,paper_compact|frontal_central,0.5810119047619047,0.017857142857142905,logreg,0.5895238095238096,0.03285714285714292,False,False,unclear,not in focused weak stratum (<0.55 BA)
P16,valence,svm,hjorth,all_channels,8,0.6021328671328672,0.1198054103493065,0.4772727272727273,0.7840909090909092,0.3068181818181819,0.6129032258064516,0.5925925925925926,0.020310633213859064,0.020310633213859064,0.5329292929292928,5,eeg_hc__C3;eeg_hm__C3;eeg_hm__Fz;eeg_hm__PO7;eeg_hm__C4,116,54,62,54,0.46551724137931033,0.13127075165294405,0.5602731111466109,0.33512544802867383,eeg_hm__C3,0.33512544802867383,2.0131257455755813,15.155796740802383,0.1328287638059866,0.5282634032634033,0.5303695070361737,hjorth|all_channels,0.562016317016317,all_eeg|all_channels,0.5309965034965034,0.031019813519813644,logreg,0.5488344988344988,0.03447552447552438,False,False,unclear,not in focused weak stratum (<0.55 BA)
P17,valence,svm,all_eeg,all_channels,8,0.648951048951049,0.0363195774682656,0.5928571428571429,0.6853146853146853,0.09245754245754245,0.7611940298507462,0.5384615384615384,0.2227324913892078,0.2227324913892078,0.3801398601398602,4,eeg_bp_theta__Pz;eeg_hm__PO7;eeg_hc__PO7;eeg_se__PO7,119,52,67,52,0.4369747899159664,0.1953773239957854,0.7305181578792111,0.38633754305396106,eeg_bp_theta__Pz,0.38633754305396106,2.7894817212539187,14.922343713097511,0.18693321738766536,0.5728071928071928,0.5776112776112776,all_eeg|all_channels,0.6204195804195805,time_statistical|all_channels,0.6083716283716283,0.01204795204795217,logreg,0.5958741258741259,0.033226773226773254,False,False,unclear,not in focused weak stratum (<0.55 BA)
P18,valence,logreg,all_eeg,all_channels,10,0.6289627039627039,0.0859840042723878,0.5416666666666667,0.7386363636363636,0.1969696969696969,0.6229508196721312,0.631578947368421,-0.008628127696289845,0.008628127696289845,0.44844322344322335,6,eeg_se__PO8;eeg_hm__C3;eeg_mf_hz__C3;eeg_mf_hz__C4;eeg_mf_hz__PO8;eeg_hc__C3,118,57,61,57,0.4830508474576271,0.19778313384569346,0.6233838347743771,0.3109002013229796,eeg_se__PO8,-0.3109002013229796,2.8868070140860014,14.802725808019852,0.19501861018880595,0.5896853146853147,0.5796253129586463,paper_compact|all_channels,0.5999125874125875,paper_compact|frontal_central,0.5883158508158508,0.011596736596736656,gnb,0.5932400932400932,0.028554778554778504,False,False,unclear,not in focused weak stratum (<0.55 BA)
P19,valence,svm,paper_compact,all_channels,8,0.6229166666666667,0.0238448398797074,0.5888888888888889,0.65625,0.0673611111111111,0.6883116883116883,0.5581395348837209,0.1301721534279674,0.1301721534279674,0.4892929292929292,6,eeg_hc__PO8;eeg_mf_hz__PO8;eeg_mf_hz__Fz;eeg_hm__PO8;eeg_se_gamma__PO7;eeg_hc__Fz,120,43,77,43,0.35833333333333334,0.1809088027953228,0.6460982912239521,0.3578979160374509,eeg_mf_hz__PO8,0.3578979160374509,2.833852895811233,15.143827813377001,0.187129233819471,0.5676388888888889,0.5661831275720165,all_eeg|all_channels,0.5917361111111111,paper_compact|all_channels,0.5770833333333334,0.014652777777777737,svm,0.5738888888888889,0.008888888888888835,False,False,unclear,not in focused weak stratum (<0.55 BA)
P20,valence,gnb,hjorth,all_channels,8,0.5811111111111111,0.0734510839157262,0.4777777777777778,0.6777777777777778,0.2,0.717391304347826,0.44680851063829785,0.2705827937095282,0.2705827937095282,0.5595959595959595,6,eeg_hc__C3;eeg_hc__PO8;eeg_hc__Pz;eeg_hm__PO8;eeg_hm__Pz;eeg_hc__C4,93,47,46,46,0.4946236559139785,0.15584766768687713,0.6990021849804428,0.38436632747456057,eeg_mf_hz__Pz,0.38436632747456057,2.458898923723806,15.213749474101778,0.16162346618823759,0.518888888888889,0.5150617283950617,hjorth|all_channels,0.5633333333333334,paper_compact|all_channels,0.5283333333333333,0.03500000000000003,gnb,0.54,0.046666666666666745,False,False,unclear,not in focused weak stratum (<0.55 BA)
P21,valence,gnb,hjorth,all_channels,8,0.5868382352941176,0.1863539804031851,0.4411764705882353,0.9,0.45882352941176474,0.8554216867469879,0.32,0.5354216867469879,0.5354216867469879,0.6888888888888889,6,eeg_hc__C4;eeg_hc__PO8;eeg_hc__Pz;eeg_hm__Pz;eeg_hm__Fz;eeg_hc__Fz,108,25,83,25,0.23148148148148148,0.192102889336281,0.7782399634200506,0.37542168674698795,eeg_bp_theta__PO8,-0.37542168674698795,3.0597497342067768,15.373575372651723,0.1990265543336009,0.5468382352941176,0.5480664488017429,time_statistical|all_channels,0.5645588235294118,paper_compact|all_channels,0.549375,0.015183823529411833,gnb,0.5570588235294117,0.012867647058823484,True,True,unclear,not in focused weak stratum (<0.55 BA)
P22,valence,logreg,hjorth,all_channels,8,0.6198046398046398,0.0760498113506376,0.5461538461538462,0.7346153846153847,0.18846153846153846,0.5102040816326531,0.7352941176470589,-0.2250900360144058,0.2250900360144058,0.6464646464646464,6,eeg_hc__C4;eeg_hc__Cz;eeg_hm__C4;eeg_hc__Oz;eeg_hm__Cz;eeg_hc__PO7,117,68,49,49,0.4188034188034188,0.13879735164132742,0.5696249093024005,0.27611044417767117,eeg_hc__Cz,0.27611044417767117,2.4696950368181847,15.178879820387404,0.1627060142805157,0.564090354090354,0.5579392212725546,hjorth|all_channels,0.5846398046398047,time_statistical|all_channels,0.5716849816849817,0.012954822954822975,gnb,0.5674969474969475,0.020549450549450454,False,False,unclear,not in focused weak stratum (<0.55 BA)
P23,valence,logreg,time_statistical,all_channels,all,0.622942612942613,0.0572049561868004,0.55,0.7103174603174603,0.1603174603174603,0.5714285714285714,0.6666666666666666,-0.09523809523809523,0.09523809523809523,1.0,8,eeg_sd__C3;eeg_sd__C4;eeg_sd__Cz;eeg_sd__Fz;eeg_sd__Oz;eeg_sd__PO7;eeg_sd__PO8;eeg_sd__Pz,118,69,49,49,0.4152542372881356,0.1356622466575842,0.6501190464636718,0.355220349009169,eeg_bp_alpha__C3,0.355220349009169,2.170062022034145,15.122605972194211,0.1434978882623945,0.5281807081807082,0.5262497173608285,time_statistical|all_channels,0.6092063492063492,paper_compact|frontal_central,0.5410866910866912,0.06811965811965803,gnb,0.5327838827838828,0.004822954822954806,False,False,unclear,not in focused weak stratum (<0.55 BA)
P24,valence,gnb,paper_compact,frontal_central,10,0.5273892773892774,0.1184864285962692,0.3461538461538461,0.6590909090909092,0.3129370629370631,0.4727272727272727,0.5806451612903226,-0.1079178885630499,0.1079178885630499,0.3176470588235294,4,eeg_hc__Fz;eeg_hm__Fz;eeg_bp_beta__C4;eeg_bp_gamma__C4,117,62,55,55,0.4700854700854701,0.11829239940841674,0.7200008512949783,0.40997067448680347,eeg_se_alpha__Fz,0.40997067448680347,1.9799499545172663,15.13434895596238,0.13082491756193043,0.4615967365967366,0.47031641198307866,time_statistical|all_channels,0.507051282051282,all_eeg|all_channels,0.5042540792540793,0.002797202797202747,logreg,0.4911421911421911,0.04790209790209782,False,False,unclear,weak BA without a sufficiently specific descriptive pattern
P25,valence,gnb,all_eeg,all_channels,10,0.5546653346653346,0.0686646387882986,0.4895104895104895,0.6713286713286714,0.18181818181818188,0.5303030303030303,0.5740740740740741,-0.043771043771043794,0.043771043771043794,0.3572074983839689,5,eeg_se_delta__C3;eeg_se_alpha__C3;eeg_bp_alpha__C4;eeg_bp_theta__Cz;eeg_bp_alpha__PO8,120,54,66,54,0.45,0.11450900630078589,0.4926544218199107,0.30134680134680125,eeg_bp_theta__Cz,0.30134680134680125,2.132492494761243,15.249945916886182,0.1398360693463146,0.505074925074925,0.48791763791763787,all_eeg|all_channels,0.5320779220779221,hjorth|all_channels,0.5145454545454545,0.01753246753246762,logreg,0.510949050949051,0.05865134865134869,False,False,unclear,not in focused weak stratum (<0.55 BA)
P26,valence,logreg,paper_compact,frontal_central,8,0.5666233766233766,0.1217921139837211,0.3785714285714285,0.6846153846153846,0.3060439560439561,0.46153846153846156,0.6666666666666666,-0.20512820512820507,0.20512820512820507,0.24992340992340992,3,eeg_se_gamma__Cz;eeg_mf_hz__Cz;eeg_se_gamma__C3,118,66,52,52,0.4406779661016949,0.12222778301774612,0.4306427488094271,0.254079254079254,eeg_se_gamma__Cz,0.254079254079254,1.9054807063643158,15.017410363651816,0.12688477308819815,0.4571828171828172,0.46558404558404554,all_eeg|all_channels,0.5009140859140859,paper_compact|frontal_central,0.487007992007992,0.01390609390609393,gnb,0.4846653346653347,0.030039960039960067,False,False,unclear,not in focused weak stratum (<0.55 BA)
