branch,target,task_type,metric,n_participants,mean,sd,median,q1,q3,iqr
eeg_only,valence,Observation,mean_top3_probability_range,46,0.27601222985028345,0.10821354640257642,0.286590546493878,0.16834204100339567,0.34454524869597514,0.17620320769257947
eeg_only,valence,Observation,median_top3_probability_range,46,0.25681218139090073,0.11334316722170225,0.2569011254442071,0.16360774235478937,0.34519731331291703,0.18158957095812767
eeg_only,valence,Observation,complete_top3_coverage,46,1.0,0.0,1.0,1.0,1.0,0.0
eeg_only,valence,Observation,nearest_image_distance,46,2.2663406001526187,1.3967993251335318,2.036666794604429,1.6923459265929393,2.5259005510506713,0.8335546244577321
eeg_only,valence,Observation,outside_selected_fraction,46,0.1043940664804557,0.05706883197933598,0.09865626050183113,0.06042271011172862,0.13063029269186968,0.07020758258014106
eeg_only,valence,Observation,median_abs_image_z,46,0.910111705674216,0.18718504909814238,0.9004434911415214,0.8146029519840075,1.0207626942838797,0.20615974229987222
eeg_only,valence,Interaction,task_consensus_p_high,44,0.5410883886597381,0.1919147292471297,0.5018194008963983,0.4136842986778738,0.6487894960847542,0.2351051974068804
eeg_only,valence,Interaction,absolute_margin,44,0.15058101863595252,0.12924041865290312,0.11635141518639615,0.06687681861039006,0.1821618815263714,0.11528506291598133
eeg_only,valence,Interaction,unanimous_agreement_rate,44,0.6597138017462071,0.20118510379990587,0.7094517864764344,0.5414549293824426,0.7993732591793676,0.2579183297969251
eeg_only,valence,Interaction,disagreement_rate,44,0.34028619825379297,0.2011851037999058,0.29054821352356563,0.20062674082063237,0.45854507061755745,0.2579183297969251
eeg_only,valence,Interaction,mean_top3_probability_range,44,0.2863568164198757,0.1279295907527534,0.2854766741424033,0.16764394393973575,0.3610446497429882,0.19340070580325247
eeg_only,valence,Interaction,median_top3_probability_range,44,0.27254167871314744,0.1340287127631914,0.2688026084996782,0.14923847273080548,0.3562161857338224,0.20697771300301693
eeg_only,valence,Interaction,complete_top3_coverage,44,1.0,0.0,1.0,1.0,1.0,0.0
