branch,target,participant,comparison,left_condition,right_condition,metric,left_value,right_value,delta_left_minus_right,included
eeg_only,arousal,P33,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,1.3504287127341643,1.1715609785012078,0.17886773423295654,True
eeg_only,arousal,P34,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,1.7502715663919064,2.700774404907857,-0.9505028385159506,True
eeg_only,arousal,P35,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.48297782367856,1.9141230606717927,0.5688547630067673,True
eeg_only,arousal,P36,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,1.980442220778757,2.4595502130598605,-0.47910799228110346,True
eeg_only,arousal,P37,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.6280654613296512,2.185554944340167,0.44251051698948407,True
eeg_only,arousal,P38,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,5.409886950893528,2.64203630213877,2.7678506487547576,True
eeg_only,arousal,P39,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,1.9182867920960307,1.7897744009972725,0.12851239109875823,True
eeg_only,arousal,P40,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.565596621334568,2.917875310982481,-0.3522786896479131,True
eeg_only,arousal,P41,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.70855261390226,1.6119795306961224,1.0965730832061378,True
eeg_only,arousal,P42,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.5599600273457885,3.3210822220277185,-0.76112219468193,True
eeg_only,arousal,P43,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,7.873297224327148,8.911621330774471,-1.0383241064473232,True
eeg_only,arousal,P44,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,30.827312456878303,3.67759426980136,27.149718187076942,True
eeg_only,arousal,P45,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,1.8434365391677088,2.1167032343069083,-0.27326669513919954,True
eeg_only,arousal,P46,speed_effect,CONTROL_FAST,CONTROL_SLOW,nearest_image_distance,2.2323596283663214,2.410442900715593,-0.17808327234927157,True
eeg_only,arousal,P01,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0496031746031746,0.055813953488372,-0.006210778885197402,True
eeg_only,arousal,P02,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0538461538461538,0.0387096774193548,0.015136476426799002,True
eeg_only,arousal,P03,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0380434782608695,0.0461711711711711,-0.008127692910301604,True
eeg_only,arousal,P04,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0883620689655172,0.1738461538461538,-0.0854840848806366,True
eeg_only,arousal,P05,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0862745098039215,0.1112,-0.024925490196078495,True
eeg_only,arousal,P06,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0514705882352941,0.0369369369369369,0.014533651298357202,True
eeg_only,arousal,P07,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1530172413793103,0.1399999999999999,0.013017241379310401,True
eeg_only,arousal,P08,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.095,0.046259842519685,0.048740157480315,True
eeg_only,arousal,P09,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0615671641791044,0.1215277777777777,-0.05996061359867331,True
eeg_only,arousal,P10,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1169230769230769,0.1536585365853658,-0.0367354596622889,True
eeg_only,arousal,P11,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.2039473684210526,0.1923828125,0.0115645559210526,True
eeg_only,arousal,P12,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1691176470588235,0.1182432432432432,0.05087440381558031,True
eeg_only,arousal,P13,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0330882352941176,0.0607843137254901,-0.0276960784313725,True
eeg_only,arousal,P14,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1346153846153846,,,False
eeg_only,arousal,P15,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0550724637681159,0.0444444444444444,0.010628019323671502,True
eeg_only,arousal,P16,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1475409836065573,0.12,0.027540983606557295,True
eeg_only,arousal,P17,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0601851851851851,0.0276639344262295,0.032521250758955594,True
eeg_only,arousal,P18,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0385714285714285,0.0531531531531531,-0.014581724581724603,True
eeg_only,arousal,P19,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0627118644067796,0.0684523809523809,-0.005740516545601301,True
eeg_only,arousal,P20,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0651408450704225,0.125,-0.059859154929577496,True
eeg_only,arousal,P21,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0776119402985074,0.0747747747747747,0.0028371655237326987,True
eeg_only,arousal,P22,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0533333333333333,0.0581395348837209,-0.0048062015503876,True
eeg_only,arousal,P23,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0607142857142857,0.0322314049586776,0.0284828807556081,True
eeg_only,arousal,P24,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0629032258064516,0.0357142857142857,0.027188940092165895,True
eeg_only,arousal,P25,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.150735294117647,0.1027522935779816,0.047983000539665394,True
eeg_only,arousal,P26,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1830357142857142,0.0254065040650406,0.15762921022067358,True
eeg_only,arousal,P27,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1,0.1024390243902439,-0.0024390243902438907,True
eeg_only,arousal,P28,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0652173913043478,0.0768518518518518,-0.011634460547504,True
eeg_only,arousal,P29,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.155,0.0717213114754098,0.0832786885245902,True
eeg_only,arousal,P30,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0597014925373134,0.049090909090909,0.0106105834464044,True
eeg_only,arousal,P31,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0728813559322033,0.0386904761904761,0.034190879741727194,True
eeg_only,arousal,P32,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.088235294117647,0.0258064516129032,0.062428842504743794,True
eeg_only,arousal,P33,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0503472222222222,0.0405092592592592,0.009837962962963,True
eeg_only,arousal,P34,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0270833333333333,0.0957446808510638,-0.06866134751773051,True
eeg_only,arousal,P35,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.1263157894736842,0.0369747899159663,0.08934099955771789,True
eeg_only,arousal,P36,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0485294117647058,0.0830188679245283,-0.0344894561598225,True
eeg_only,arousal,P37,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0883620689655172,0.0914634146341463,-0.003101345668629102,True
eeg_only,arousal,P38,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.2670454545454545,0.2008196721311475,0.06622578241430699,True
eeg_only,arousal,P39,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0671641791044776,0.0332568807339449,0.0339072983705327,True
eeg_only,arousal,P40,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0862068965517241,0.1357142857142857,-0.0495073891625616,True
eeg_only,arousal,P41,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.125,0.0512295081967213,0.0737704918032787,True
eeg_only,arousal,P42,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0984848484848484,0.1516203703703703,-0.0531355218855219,True
eeg_only,arousal,P43,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.2964912280701754,0.2463414634146341,0.05014976465554133,True
eeg_only,arousal,P44,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.4639999999999999,0.210989010989011,0.25301098901098895,True
eeg_only,arousal,P45,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.0573529411764705,0.0991228070175438,-0.04176986584107329,True
eeg_only,arousal,P46,speed_effect,CONTROL_FAST,CONTROL_SLOW,outside_selected_fraction,0.046551724137931,0.0560975609756097,-0.0095458368376787,True
eeg_only,arousal,P01,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8051218486106744,0.8997885289272173,-0.0946666803165429,True
eeg_only,arousal,P02,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.5551692745108852,0.580708649547977,-0.025539375037091805,True
eeg_only,arousal,P03,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.5379143282708424,0.5304681218301345,0.007446206440707925,True
eeg_only,arousal,P04,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.0971907278404838,1.3297861711635202,-0.2325954433230364,True
eeg_only,arousal,P05,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9046724882334888,0.8021962637289353,0.10247622450455351,True
eeg_only,arousal,P06,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7220660522940261,0.705716774351091,0.01634927794293506,True
eeg_only,arousal,P07,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.0873433557950043,0.9629208379491936,0.12442251784581071,True
eeg_only,arousal,P08,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.199372382981208,0.9219908960240868,0.27738148695712117,True
eeg_only,arousal,P09,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7742325149025828,1.0480814800344285,-0.27384896513184565,True
eeg_only,arousal,P10,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.957686536899344,1.2009327993075622,-0.24324626240821823,True
eeg_only,arousal,P11,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.307729166460012,1.095440479861605,0.21228868659840683,True
eeg_only,arousal,P12,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.2640717396499874,1.1173426069372072,0.1467291327127802,True
eeg_only,arousal,P13,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7689625855588345,0.8804938289659222,-0.11153124340708775,True
eeg_only,arousal,P14,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.321727616817438,,,False
eeg_only,arousal,P15,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8270669785168859,0.7722464749036221,0.05482050361326385,True
eeg_only,arousal,P16,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9795764005991808,1.0305568653229042,-0.05098046472372342,True
eeg_only,arousal,P17,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.771789595861836,0.6689511157790006,0.10283848008283547,True
eeg_only,arousal,P18,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.6239211519995249,0.6151495066971546,0.00877164530237029,True
eeg_only,arousal,P19,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8234337915172127,0.6809525782348634,0.1424812132823493,True
eeg_only,arousal,P20,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7224873976650232,0.8296999548938023,-0.10721255722877909,True
eeg_only,arousal,P21,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9161264660670936,0.8967549456243304,0.019371520442763135,True
eeg_only,arousal,P22,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.6390389554887885,0.7093870386172809,-0.07034808312849239,True
eeg_only,arousal,P23,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9454964881797996,0.7820792231255308,0.1634172650542688,True
eeg_only,arousal,P24,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7833054325285532,0.682243900464804,0.10106153206374924,True
eeg_only,arousal,P25,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.0876370345314903,0.9777251287774024,0.10991190575408794,True
eeg_only,arousal,P26,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.0722696043953293,0.6739184514643024,0.39835115293102685,True
eeg_only,arousal,P27,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8877542156004589,0.8777867616461006,0.009967453954358274,True
eeg_only,arousal,P28,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.6897855208288924,0.82020991436304,-0.1304243935341476,True
eeg_only,arousal,P29,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7626472073897497,0.7746210023403886,-0.011973794950638883,True
eeg_only,arousal,P30,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8819161022448632,0.8404237797104317,0.04149232253443147,True
eeg_only,arousal,P31,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.77972838599104,0.6694682773861397,0.11026010860490032,True
eeg_only,arousal,P32,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9713707712564094,0.7333537006854742,0.23801707057093513,True
eeg_only,arousal,P33,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.5781010788709011,0.5307399543828057,0.047361124488095374,True
eeg_only,arousal,P34,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.666694328233129,0.7473035700543178,-0.08060924182118878,True
eeg_only,arousal,P35,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9182596061918792,0.7520127412615067,0.16624686493037244,True
eeg_only,arousal,P36,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.6580372256278197,0.6789060840406644,-0.020868858412844693,True
eeg_only,arousal,P37,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.9067770883549608,0.8557866632974646,0.05099042505749629,True
eeg_only,arousal,P38,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8404440936725144,0.8333958914268625,0.007048202245651836,True
eeg_only,arousal,P39,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8012857738210429,0.7651447816943836,0.03614099212665933,True
eeg_only,arousal,P40,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8437035167630582,0.9229298775159818,-0.07922636075292355,True
eeg_only,arousal,P41,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.0502361163237597,0.7396509953817333,0.3105851209420264,True
eeg_only,arousal,P42,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.825391258460904,0.8561541165919998,-0.030762858131095805,True
eeg_only,arousal,P43,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,1.3605339039806017,1.2690470926144783,0.09148681136612336,True
eeg_only,arousal,P44,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,2.553751347896148,1.270058996006736,1.2836923518894119,True
eeg_only,arousal,P45,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.7830113263691807,0.8121529904195084,-0.029141664050327698,True
eeg_only,arousal,P46,speed_effect,CONTROL_FAST,CONTROL_SLOW,median_abs_image_z,0.8453040976311444,0.7376738261907547,0.10763027144038972,True
eeg_only,valence,P01,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.7284667926812453,0.7574443864724958,-0.028977593791250533,True
eeg_only,valence,P02,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4869204711614658,0.5297012538774031,-0.04278078271593727,True
eeg_only,valence,P03,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4879117191370162,0.5303252519484581,-0.042413532811441945,True
eeg_only,valence,P04,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4973552054915191,0.4521527547226,0.0452024507689191,True
eeg_only,valence,P05,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4846857356840755,0.4485172184360901,0.03616851724798542,True
eeg_only,valence,P06,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,2.931948116073768e-09,0.4035230189031518,-0.40352301597120366,True
eeg_only,valence,P07,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6400615334690205,0.6297759928845951,0.010285540584425434,True
eeg_only,valence,P08,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.3532825537395422,0.4899558930976972,-0.136673339358155,True
eeg_only,valence,P09,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.9644492774495774,0.7295808375282014,0.23486843992137607,True
eeg_only,valence,P10,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6050530616892903,0.614166493190147,-0.00911343150085675,True
eeg_only,valence,P11,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5036782285706276,0.5222165276485553,-0.0185382990779277,True
eeg_only,valence,P12,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.9999413421566402,0.9534304133348264,0.046510928821813846,True
eeg_only,valence,P13,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5904216673146778,0.5568707033896052,0.03355096392507262,True
eeg_only,valence,P14,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4653971936958159,0.6632096841215498,-0.1978124904257339,True
eeg_only,valence,P15,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5244262912926446,0.3986583905871037,0.12576790070554095,True
eeg_only,valence,P16,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5956051072444376,0.6232974617207916,-0.027692354476353986,True
eeg_only,valence,P17,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4188203629021919,0.392094810766974,0.026725552135217878,True
eeg_only,valence,P18,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.8088611952253912,0.922160271048428,-0.11329907582303678,True
eeg_only,valence,P19,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4189530147180735,0.4989316988626469,-0.07997868414457338,True
eeg_only,valence,P20,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.0127273527713937,0.0418800802681141,-0.0291527274967204,True
eeg_only,valence,P21,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6288520573120564,0.902275927889156,-0.2734238705770996,True
eeg_only,valence,P22,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.3743810802647062,0.4632717626389807,-0.0888906823742745,True
eeg_only,valence,P23,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4238847048890733,0.3696622012655706,0.05422250362350273,True
eeg_only,valence,P24,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4845062018305321,0.5611165012353849,-0.07661029940485281,True
eeg_only,valence,P25,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.3207624442711916,0.4278259220381571,-0.10706347776696551,True
eeg_only,valence,P26,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4582253272531114,0.5262765201236119,-0.06805119287050054,True
eeg_only,valence,P27,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.463563322444723,0.5329570307989506,-0.06939370835422765,True
eeg_only,valence,P28,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.7152440562375371,0.6619750944237777,0.0532689618137594,True
eeg_only,valence,P29,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4450111867044976,0.4163596067709468,0.028651579933550775,True
eeg_only,valence,P30,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4857891830795712,0.4677554192952589,0.018033763784312318,True
eeg_only,valence,P31,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4470593485561465,0.4885220762666776,-0.04146272771053111,True
eeg_only,valence,P32,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6497478836284064,0.541220020480353,0.1085278631480534,True
eeg_only,valence,P33,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4732376508602305,0.4972325667449817,-0.023994915884751167,True
eeg_only,valence,P34,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5172272069094022,0.4958404867217952,0.021386720187606956,True
eeg_only,valence,P35,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5232557836163126,0.2336650499895891,0.28959073362672355,True
eeg_only,valence,P36,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.4979675687658415,0.5664968551091457,-0.06852928634330424,True
eeg_only,valence,P37,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5689234115120253,0.5686077025418262,0.00031570897019905786,True
eeg_only,valence,P38,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5167920693611192,0.4543022069186471,0.06248986244247212,True
eeg_only,valence,P39,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6330159062865486,0.8454807679408821,-0.21246486165433354,True
eeg_only,valence,P40,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.3531443989376688,0.4057054022713383,-0.052561003333669476,True
eeg_only,valence,P41,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5049810408292434,0.4420181283065396,0.06296291252270386,True
eeg_only,valence,P42,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.8904535509876017,0.7545093845479924,0.13594416643960927,True
eeg_only,valence,P43,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6442022284051171,0.6427934281133667,0.0014088002917503895,True
eeg_only,valence,P44,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.8616291574134857,0.8616923309616865,-6.317354820084553e-05,True
eeg_only,valence,P45,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.6552747757487016,0.7269007810833895,-0.07162600533468788,True
eeg_only,valence,P46,fault_effect,FAULTY_FAST,CONTROL_FAST,task_consensus_p_high,0.5286789680728746,0.4642414467732053,0.06443752129966934,True
eeg_only,valence,P01,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.2284667926812452,0.2574443864724958,-0.02897759379125059,True
eeg_only,valence,P02,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0130795288385341,0.029701253877403,-0.0166217250388689,True
eeg_only,valence,P03,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0120882808629838,0.0303252519484581,-0.0182369710854743,True
eeg_only,valence,P04,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0026447945084808,0.0478472452773999,-0.0452024507689191,True
eeg_only,valence,P05,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0153142643159244,0.0514827815639098,-0.0361685172479854,True
eeg_only,valence,P06,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.4999999970680518,0.0964769810968482,0.4035230159712036,True
eeg_only,valence,P07,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1400615334690205,0.129775992884595,0.010285540584425518,True
eeg_only,valence,P08,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1467174462604578,0.0100441069023027,0.1366733393581551,True
eeg_only,valence,P09,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.4644492774495774,0.2295808375282013,0.23486843992137613,True
eeg_only,valence,P10,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1050530616892903,0.114166493190147,-0.009113431500856709,True
eeg_only,valence,P11,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0036782285706276,0.0222165276485553,-0.0185382990779277,True
eeg_only,valence,P12,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.4999413421566402,0.4534304133348263,0.0465109288218139,True
eeg_only,valence,P13,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0904216673146778,0.0568707033896052,0.0335509639250726,True
eeg_only,valence,P14,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0346028063041841,0.1632096841215498,-0.12860687781736568,True
eeg_only,valence,P15,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0244262912926446,0.1013416094128963,-0.07691531812025171,True
eeg_only,valence,P16,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0956051072444376,0.1232974617207915,-0.027692354476353903,True
eeg_only,valence,P17,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0811796370978081,0.107905189233026,-0.026725552135217906,True
eeg_only,valence,P18,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.3088611952253912,0.422160271048428,-0.11329907582303683,True
eeg_only,valence,P19,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0810469852819265,0.0010683011373531,0.0799786841445734,True
eeg_only,valence,P20,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.4872726472286063,0.4581199197318859,0.029152727496720376,True
eeg_only,valence,P21,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1288520573120564,0.402275927889156,-0.2734238705770996,True
eeg_only,valence,P22,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1256189197352938,0.0367282373610193,0.0888906823742745,True
eeg_only,valence,P23,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0761152951109266,0.1303377987344294,-0.05422250362350281,True
eeg_only,valence,P24,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0154937981694678,0.0611165012353849,-0.045622703065917106,True
eeg_only,valence,P25,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.1792375557288084,0.0721740779618428,0.10706347776696559,True
eeg_only,valence,P26,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.0417746727468886,0.0262765201236119,0.015498152623276699,True
eeg_only,valence,P27,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.036436677555277,0.0329570307989506,0.0034796467563264002,True
eeg_only,valence,P28,fault_effect,FAULTY_FAST,CONTROL_FAST,absolute_margin,0.215244056237537,0.1619750944237776,0.0532689618137594,True
