branch,target,actual_condition,metric,n_participants,mean,sd,median,q1,q3,iqr
modality_agnostic,valence,CONTROL_FAST,median_abs_image_z,46,1.0366788282345671,0.359283914291805,0.978578532057339,0.816367729635884,1.171605641674248,0.35523791203836397
modality_agnostic,valence,FAULTY_FAST,task_consensus_p_high,46,0.5480591684443058,0.2342533383401896,0.5131760893948678,0.42866853822358586,0.6469721137992519,0.21830357557566604
modality_agnostic,valence,FAULTY_FAST,absolute_margin,46,0.1750392959397491,0.16098453388712042,0.1147884423445352,0.0477194741179492,0.24827375338801153,0.20055427927006234
modality_agnostic,valence,FAULTY_FAST,unanimous_agreement_rate,46,0.5455885166495323,0.24071617113971516,0.5909090909090908,0.38125,0.7305587557603687,0.3493087557603687
modality_agnostic,valence,FAULTY_FAST,disagreement_rate,46,0.4544114833504677,0.24071617113971516,0.40909090909090906,0.2694412442396313,0.61875,0.34930875576036874
modality_agnostic,valence,FAULTY_FAST,mean_top3_probability_range,46,0.3569119941931004,0.16600962142285813,0.3335593649466062,0.24076731855290034,0.4252196179134408,0.18445229936054047
modality_agnostic,valence,FAULTY_FAST,median_top3_probability_range,46,0.3381369513622222,0.18657860797869402,0.3513186025620584,0.2254511266449511,0.40720107735100197,0.18174995070605088
modality_agnostic,valence,FAULTY_FAST,complete_top3_coverage,46,0.9073283576881871,0.12560527875951905,0.9343563512361466,0.8875448028673835,1.0,0.11245519713261654
modality_agnostic,valence,FAULTY_FAST,nearest_image_distance,46,3.109756615280865,2.0991495187701434,2.5906342530832034,1.7963874125377133,3.7082006589472587,1.9118132464095454
modality_agnostic,valence,FAULTY_FAST,outside_selected_fraction,46,0.14823798487619136,0.10155970615848886,0.11265120967741934,0.07139340753424653,0.2275,0.15610659246575348
modality_agnostic,valence,FAULTY_FAST,median_abs_image_z,46,1.0159220350130727,0.30708140189781813,0.9587229703793483,0.7574986912939383,1.1758410799518633,0.41834238865792495
modality_agnostic,arousal,FAULTY_SLOW,task_consensus_p_high,1,0.5941142091347911,,0.5941142091347911,0.5941142091347911,0.5941142091347911,0.0
modality_agnostic,arousal,FAULTY_SLOW,absolute_margin,1,0.094114209134791,,0.094114209134791,0.094114209134791,0.094114209134791,0.0
modality_agnostic,arousal,FAULTY_SLOW,unanimous_agreement_rate,1,0.7401574803149606,,0.7401574803149606,0.7401574803149606,0.7401574803149606,0.0
modality_agnostic,arousal,FAULTY_SLOW,disagreement_rate,1,0.2598425196850393,,0.2598425196850393,0.2598425196850393,0.2598425196850393,0.0
modality_agnostic,arousal,FAULTY_SLOW,mean_top3_probability_range,1,0.2172246484188905,,0.2172246484188905,0.2172246484188905,0.2172246484188905,0.0
modality_agnostic,arousal,FAULTY_SLOW,median_top3_probability_range,1,0.2252096497140558,,0.2252096497140558,0.2252096497140558,0.2252096497140558,0.0
modality_agnostic,arousal,FAULTY_SLOW,complete_top3_coverage,1,1.0,,1.0,1.0,1.0,0.0
modality_agnostic,arousal,FAULTY_SLOW,nearest_image_distance,1,3.390156921765892,,3.390156921765892,3.390156921765892,3.390156921765892,0.0
modality_agnostic,arousal,FAULTY_SLOW,outside_selected_fraction,1,0.1866141732283464,,0.1866141732283464,0.1866141732283464,0.1866141732283464,0.0
modality_agnostic,arousal,FAULTY_SLOW,median_abs_image_z,1,1.1826976699279343,,1.1826976699279343,1.1826976699279343,1.1826976699279343,0.0
modality_agnostic,valence,FAULTY_SLOW,task_consensus_p_high,1,0.4397633597841676,,0.4397633597841676,0.4397633597841676,0.4397633597841676,0.0
