mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
individual,P37,P37,valence,eeg,knn,all,all,3,P37,108,86,22,46,62,0.6166666666666667,0.6363636363636364,0.625,0.8333333333333334,0.7142857142857143,4,6,2,10
individual,P37,P37,valence,eeg,knn,all,all,4,P37,108,87,21,46,62,0.6805555555555556,0.7142857142857143,0.6875,0.9166666666666666,0.7857142857142857,4,5,1,11
individual,P37,P37,valence,eeg,knn,all,all,5,P37,108,87,21,46,62,0.4305555555555556,0.42857142857142855,0.5,0.4166666666666667,0.45454545454545453,4,5,7,5
individual,P01,P01,valence,eeg,knn,5,5,1,P01,114,91,23,52,62,0.6230769230769231,0.6521739130434783,0.6470588235294118,0.8461538461538461,0.7333333333333333,4,6,2,11
individual,P01,P01,valence,eeg,knn,5,5,2,P01,114,91,23,52,62,0.45769230769230773,0.4782608695652174,0.5333333333333333,0.6153846153846154,0.5714285714285714,3,7,5,8
individual,P01,P01,valence,eeg,knn,5,5,3,P01,114,91,23,52,62,0.4318181818181818,0.43478260869565216,0.46153846153846156,0.5,0.48,4,7,6,6
individual,P01,P01,valence,eeg,knn,5,5,4,P01,114,91,23,52,62,0.5151515151515151,0.5217391304347826,0.5333333333333333,0.6666666666666666,0.5925925925925926,4,7,4,8
individual,P01,P01,valence,eeg,knn,5,5,5,P01,114,92,22,52,62,0.5583333333333333,0.5454545454545454,0.625,0.4166666666666667,0.5,7,3,7,5
individual,P02,P02,valence,eeg,knn,5,5,1,P02,85,68,17,25,60,0.7583333333333333,0.8235294117647058,0.8461538461538461,0.9166666666666666,0.88,3,2,1,11
individual,P02,P02,valence,eeg,knn,5,5,2,P02,85,68,17,25,60,0.5166666666666667,0.6470588235294118,0.7142857142857143,0.8333333333333334,0.7692307692307693,1,4,2,10
individual,P02,P02,valence,eeg,knn,5,5,3,P02,85,68,17,25,60,0.475,0.5882352941176471,0.6923076923076923,0.75,0.72,1,4,3,9
individual,P02,P02,valence,eeg,knn,5,5,4,P02,85,68,17,25,60,0.5916666666666667,0.5882352941176471,0.7777777777777778,0.5833333333333334,0.6666666666666666,3,2,5,7
individual,P02,P02,valence,eeg,knn,5,5,5,P02,85,68,17,25,60,0.3916666666666667,0.47058823529411764,0.6363636363636364,0.5833333333333334,0.6086956521739131,1,4,5,7
individual,P03,P03,valence,eeg,knn,5,5,1,P03,53,42,11,21,32,0.42857142857142855,0.5454545454545454,0.6,0.8571428571428571,0.7058823529411765,0,4,1,6
individual,P03,P03,valence,eeg,knn,5,5,2,P03,53,42,11,21,32,0.48214285714285715,0.5454545454545454,0.625,0.7142857142857143,0.6666666666666666,1,3,2,5
individual,P03,P03,valence,eeg,knn,5,5,3,P03,53,42,11,21,32,0.6,0.6363636363636364,0.6,1.0,0.75,1,4,0,6
individual,P03,P03,valence,eeg,knn,5,5,4,P03,53,43,10,21,32,0.625,0.7,0.6666666666666666,1.0,0.8,1,3,0,6
individual,P03,P03,valence,eeg,knn,5,5,5,P03,53,43,10,21,32,0.75,0.8,0.75,1.0,0.8571428571428571,2,2,0,6
individual,P04,P04,valence,eeg,knn,5,5,1,P04,101,80,21,39,62,0.4855769230769231,0.5714285714285714,0.6111111111111112,0.8461538461538461,0.7096774193548387,1,7,2,11
individual,P04,P04,valence,eeg,knn,5,5,2,P04,101,81,20,39,62,0.5659340659340659,0.65,0.6875,0.8461538461538461,0.7586206896551724,2,5,2,11
individual,P04,P04,valence,eeg,knn,5,5,3,P04,101,81,20,39,62,0.6458333333333333,0.7,0.6875,0.9166666666666666,0.7857142857142857,3,5,1,11
individual,P04,P04,valence,eeg,knn,5,5,4,P04,101,81,20,39,62,0.5833333333333333,0.65,0.6470588235294118,0.9166666666666666,0.7586206896551724,2,6,1,11
individual,P04,P04,valence,eeg,knn,5,5,5,P04,101,81,20,39,62,0.6458333333333333,0.7,0.6875,0.9166666666666666,0.7857142857142857,3,5,1,11
