participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,selected_classifier,selected_feature_family,selected_channel_subset,selected_feature_count_request,selected_threshold,source_trial_index,true_label,probability_high,fixed_threshold_prediction,optimized_threshold_prediction
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,96,1,0.5756037905247705,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,102,0,0.12415798885295933,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,103,0,0.3449697049793575,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,104,0,0.18905499292344013,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,117,0,0.03696419041525814,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,4,1,0.7645147964684254,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,5,1,0.9999947273912382,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,6,0,0.9857403817734004,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,12,1,5.222456906606798e-05,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,19,1,0.9998161126154242,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,23,0,0.08005027780155488,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,28,1,0.9953982782616435,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,35,1,0.0005094983852603162,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,43,0,0.047792649063562495,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,48,1,0.004304737456363797,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,68,0,0.0025658401943691326,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,70,0,0.2590165138453441,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,72,0,0.006664632969336076,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,73,0,0.010379784209873875,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,74,0,0.9728306531541049,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,76,1,0.9999823383709064,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,78,0,0.07595444533690643,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,93,1,0.9881702676505237,1,1
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,95,1,1.766216616976627e-06,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,97,0,0.0003304220837999434,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,98,0,0.011265994071656757,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,109,1,0.3658827215417706,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,111,0,0.27779229465395106,0,0
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,0.5,113,0,1.2274978096240992e-13,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,0,1,0.7168773000352389,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,2,1,0.7667487872169202,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,3,0,0.41990912316155654,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,9,1,0.8816410522169883,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,24,1,0.4249985563496208,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,30,0,0.10948027744256551,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,33,0,0.3848063564775926,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,38,1,0.40683350866431855,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,39,0,0.5330263579795698,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,40,0,0.41574420688836394,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,42,1,0.5716905714710397,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,45,1,0.2649936203282023,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,54,0,0.0796825721719243,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,62,0,0.295784500571782,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,64,1,0.5,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,65,0,0.4890013639898912,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,79,0,0.596374727179911,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,86,1,0.3093890519688402,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,90,0,0.6447175159139887,1,1
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,91,1,0.07502360665008817,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,99,0,0.09993483775517716,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,107,0,0.08405531626394025,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,110,1,0.10772308247898194,0,0
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,0.5,114,0,0.06700996994659404,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,8,1,0.8792815023877572,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,11,1,0.6866033513935201,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,16,1,0.5809124181713404,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,17,1,0.5672938373966837,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,29,0,0.4508886774384292,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,34,0,0.6253818053888578,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,44,1,0.5854596884376034,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,53,0,0.45745030208977217,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,57,1,0.5665040270862487,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,59,0,0.5210062709960251,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,63,0,0.41874380217834034,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,66,1,0.5348733296638797,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,69,0,0.47953230798885693,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,71,0,0.48939559537300287,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,75,0,0.4634830630626091,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,84,1,0.4244909929843636,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,85,1,0.5378813596627917,1,1
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,101,0,0.2912933050897266,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,105,0,0.4031656512738131,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,106,0,0.4301205008912723,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,108,1,0.37865816032994265,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,115,1,0.4004960889479357,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,116,0,0.4076200713982672,0,0
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,0.5,119,0,0.2733447222669923,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,7,1,0.9931551977432287,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,10,0,0.15943581824608044,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,13,1,0.9995384267346423,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,14,0,0.997436658005887,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,22,1,0.04770296355175498,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,25,1,0.3811801992293185,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,26,1,0.8562057946032056,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,27,1,0.8606676551134178,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,31,0,0.9858432466977788,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,37,0,0.2745922662851306,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,46,0,0.9982395199208318,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,50,1,0.9903707284370713,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,51,0,7.387885100375164e-06,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,58,0,0.128325601008598,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,77,0,0.05523748866908628,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,80,0,0.7373341506163541,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,82,0,0.9447035141885821,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,83,1,0.9934642376272675,1,1
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,87,1,0.142354797001166,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,92,0,0.48781428941468113,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,94,1,0.3284919103308276,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,100,0,0.0008431698805487775,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,112,1,0.05983534354817895,0,0
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,0.5,118,0,0.3020494325529524,0,0
