participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,selected_classifier,selected_feature_family,selected_channel_subset,selected_feature_count_request,selected_threshold,source_trial_index,true_label,probability_high,fixed_threshold_prediction,optimized_threshold_prediction
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,1,1,0.9253934650952227,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,15,1,0.7878834405164147,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,18,1,0.4510978553149281,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,20,1,0.8063840951426148,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,21,1,0.6078556171446172,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,32,1,0.70777042797985,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,36,0,0.5480002518059542,1,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,41,0,0.2882351241323707,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,47,0,0.5623962903071964,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,49,1,0.6706729543388317,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,52,0,0.6533788760473798,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,55,0,0.5707002425948625,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,56,0,0.6384196517466397,1,1
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,60,0,0.2397637023277935,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,61,0,0.33448553201451287,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,67,1,0.5367318701314999,1,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,81,1,0.4932814842013573,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,88,0,0.2721159204605117,0,0
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,0.55,89,1,0.22566361283880912,0,0
