task_type,model_scope,target,modality,model,input_representation,ica_status,label_condition,experiment,best_primary_metric,primary_metric_name,secondary_metric,secondary_metric_name,participant_if_individual,feature_count_or_family,channel_subset,hyperparameters_if_available,n_participants,source_run,source_file,notes
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5507575757575758,balanced_accuracy,0.55,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5634032634032634,balanced_accuracy,0.575,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5445804195804196,balanced_accuracy,0.5416666666666667,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5445804195804196,balanced_accuracy,0.5416666666666667,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5891608391608392,balanced_accuracy,0.5833333333333333,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5445804195804196,balanced_accuracy,0.5416666666666667,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5108974358974359,balanced_accuracy,0.5083333333333334,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5108974358974359,balanced_accuracy,0.5083333333333334,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5508741258741259,balanced_accuracy,0.55,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5108974358974359,balanced_accuracy,0.5083333333333334,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4685897435897436,balanced_accuracy,0.4666666666666666,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4685897435897436,balanced_accuracy,0.4666666666666666,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5382867132867133,balanced_accuracy,0.5333333333333334,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4685897435897436,balanced_accuracy,0.4666666666666666,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.575990675990676,balanced_accuracy,0.575,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5752331002331001,balanced_accuracy,0.575,accuracy,P32,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5300116550116549,balanced_accuracy,0.5333333333333333,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5565268065268065,balanced_accuracy,0.5583333333333333,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.52511655011655,balanced_accuracy,0.525,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5412587412587413,balanced_accuracy,0.5416666666666667,accuracy,P32,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4687062937062937,balanced_accuracy,0.4666666666666666,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5396270396270395,balanced_accuracy,0.5416666666666666,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5236596736596736,balanced_accuracy,0.5333333333333333,accuracy,P32,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5676573426573427,balanced_accuracy,0.5666666666666667,accuracy,P32,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5305944055944056,balanced_accuracy,0.5416666666666666,accuracy,P32,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5409673659673659,balanced_accuracy,0.55,accuracy,P32,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5014285714285714,balanced_accuracy,0.5416666666666666,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4898412698412698,balanced_accuracy,0.5166666666666666,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4055555555555555,balanced_accuracy,0.4583333333333333,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4609523809523809,balanced_accuracy,0.475,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4974603174603175,balanced_accuracy,0.5666666666666667,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6063492063492063,balanced_accuracy,0.6583333333333334,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.446984126984127,balanced_accuracy,0.4916666666666667,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.503968253968254,balanced_accuracy,0.5666666666666667,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.458095238095238,balanced_accuracy,0.5083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5104761904761904,balanced_accuracy,0.5666666666666667,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4898412698412698,balanced_accuracy,0.575,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4544444444444444,balanced_accuracy,0.5166666666666667,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5614285714285715,balanced_accuracy,0.575,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5614285714285715,balanced_accuracy,0.575,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5774603174603175,balanced_accuracy,0.6,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5614285714285715,balanced_accuracy,0.575,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6496825396825396,balanced_accuracy,0.6666666666666667,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6496825396825396,balanced_accuracy,0.6666666666666667,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6006349206349206,balanced_accuracy,0.6416666666666666,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6496825396825396,balanced_accuracy,0.6666666666666667,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6541269841269841,balanced_accuracy,0.6833333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6541269841269841,balanced_accuracy,0.6833333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5385714285714286,balanced_accuracy,0.6,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.6541269841269841,balanced_accuracy,0.6833333333333333,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4669841269841269,balanced_accuracy,0.5083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5203174603174603,balanced_accuracy,0.5416666666666666,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4747619047619048,balanced_accuracy,0.5166666666666667,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5103174603174603,balanced_accuracy,0.525,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5012698412698413,balanced_accuracy,0.55,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5095238095238095,balanced_accuracy,0.575,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4598412698412698,balanced_accuracy,0.5,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5155555555555555,balanced_accuracy,0.5916666666666667,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4714285714285714,balanced_accuracy,0.525,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5380952380952382,balanced_accuracy,0.5833333333333333,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4565079365079365,balanced_accuracy,0.5166666666666667,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,arousal,multimodal,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4855555555555556,balanced_accuracy,0.5666666666666667,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5067232767232767,balanced_accuracy,0.5083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4955544455544455,balanced_accuracy,0.5,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4418981018981019,balanced_accuracy,0.4416666666666666,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5437462537462537,balanced_accuracy,0.5583333333333333,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5205794205794205,balanced_accuracy,0.525,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5630469530469531,balanced_accuracy,0.5666666666666667,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4618781218781219,balanced_accuracy,0.4666666666666667,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4937362637362638,balanced_accuracy,0.5,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5542057942057943,balanced_accuracy,0.5583333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5917782217782218,balanced_accuracy,0.5916666666666666,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4196503496503496,balanced_accuracy,0.425,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,eeg,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.55000999000999,balanced_accuracy,0.5583333333333333,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4964635364635364,balanced_accuracy,0.5166666666666666,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4964635364635364,balanced_accuracy,0.5166666666666666,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5012987012987014,balanced_accuracy,0.525,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4964635364635364,balanced_accuracy,0.5166666666666666,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.504075924075924,balanced_accuracy,0.5166666666666666,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.504075924075924,balanced_accuracy,0.5166666666666666,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4907892107892108,balanced_accuracy,0.5083333333333334,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.504075924075924,balanced_accuracy,0.5166666666666666,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.60004995004995,balanced_accuracy,0.6083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.60004995004995,balanced_accuracy,0.6083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4877322677322677,balanced_accuracy,0.5083333333333334,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,face,SVM,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.60004995004995,balanced_accuracy,0.6083333333333333,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5067232767232767,balanced_accuracy,0.5083333333333333,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4955544455544455,balanced_accuracy,0.5,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.4418981018981019,balanced_accuracy,0.4416666666666666,accuracy,P40,5,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,GaussianNB,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5369630369630369,balanced_accuracy,0.55,accuracy,P40,all,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5205794205794205,balanced_accuracy,0.525,accuracy,P40,10,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
classification,individual,valence,multimodal,kNN,handcrafted EEG/face trial features,not identifiable,standard LOW<4 / HIGH>=4,historical stage_a_individual_v1,0.5348651348651349,balanced_accuracy,0.5416666666666666,accuracy,P40,20,,,10,not recorded,outputs/image_classification/stage_a_individual_v1/results_summary.csv,mean outer-fold metric
