eeg_sd__Fz,eeg_hm__Oz,eeg_hm__Pz,eeg_hc__Pz,eeg_mf_hz__C4,eeg_mf_hz__Oz,eeg_bp_delta__C4,eeg_se_delta__Oz,eeg_bp_theta__C4,eeg_bp_theta__Oz,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_se_alpha__C4,eeg_se_alpha__Fz,eeg_se_alpha__PO7,eeg_bp_gamma__PO7,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_std,video_mwo_norm_std
9.04831553346078,0.2303663694008347,0.26768582924368,1.9913933395928156,9.0,6.0,3.013095556016605,1.9192071426316115,3.622510778177317,15.274053898368308,2.1959345813227134,2.0247710580954204,2.1747662123937617,2.1523790613796514,2.2957801726610283,0.3916225913633598,0.0193065461602156,0.0167700119103566,0.0244221264773309,0.0105389334165267
8.234064258442556,0.2468434622219727,0.2160977108003265,2.5296531133687887,5.0,4.0,6.398973785577715,1.87108972317026,2.9983029212189862,5.245067450000234,2.0611379312839957,2.198284959150315,1.8834518113724423,2.082993624356825,1.827626228938072,0.3164259008976962,0.0205774117769724,0.0112010119670347,0.0197992152513788,0.0117624175869385
10.74516389423828,0.2017395142911594,0.2193975670898141,2.2629990914554408,4.0,3.0,10.46858892296321,1.6854482970204747,3.9830232777802985,7.748776799519796,1.993766003444258,2.29965815693471,1.95118652195229,1.8188533564591105,2.2548930855544373,0.8418687584855955,0.0158687876124132,0.0101593651851735,0.0227787251735002,0.0131294837375579
10.240072442769453,0.2496684855968577,0.2569770256116955,2.0503766111573456,5.0,5.0,4.838834087799105,1.9297250881001529,2.095824229860144,9.108843927919146,2.198756756969956,2.120599239582778,2.2953035470193552,2.2909211422881106,2.2333376014480493,0.4379291866468437,0.021507260367824,0.0236240697811372,0.0323231759307392,0.0097208011538861
7.260512555695497,0.2752169536894661,0.2565990155002506,2.051648817638822,12.0,6.0,1.331784869356217,1.9738399152075636,2.3417734904525918,5.67253475766662,2.122300339094127,1.9007110032142875,2.28092952436179,2.2303001545152243,2.0580537444648024,0.2526130584064875,0.0148330573340201,0.012443582027658,0.0160993176371019,0.0095543342919923
7.231043546379033,0.2342928129046336,0.2599563635069987,2.0829994705090105,8.0,5.0,2.609068425086197,1.632189428103584,5.419449095154161,14.06262290855637,2.218647710258012,2.278060524567275,1.6768501916538654,1.8791810554642217,1.9683875775061903,0.3982644352869095,0.0056702968063944,0.0061934376260314,0.0098935789687001,0.0070717028341833
6.3634497607632365,0.2603621434192722,0.2463503370350206,2.0001824858521067,5.0,5.0,5.656920789614455,1.9109838322228736,3.745976739429211,8.556940401968749,2.186674687937209,2.2705496197400548,2.301033511075531,2.116620444639032,2.3070260517239505,0.3326155989176197,0.0117390793707078,0.0084821957950906,0.0149119176619424,0.0091874740956068
8.405227103145583,0.2597400916622824,0.2107228118431415,2.4979323066194388,10.0,6.0,1.19442813373976,1.689675674314143,3.082038725669781,14.020484681369462,2.2402097157318424,2.1414021188692134,2.2044425428313947,2.123991622924972,2.0742117847614856,0.7770617264545857,0.0218437806416251,0.0094545329292167,0.0265019604432661,0.021062779599417
9.568037542321466,0.2337937403884223,0.2084122236066085,2.6825668310937565,5.0,6.0,8.766796438180215,1.840411906837847,3.899738662937768,15.104700357979558,2.1153456482700275,1.8227044898441669,1.6567630976680894,2.1726649937655367,2.234062650602088,0.4516073242877452,0.0198817655909964,0.0158082888209406,0.0244389274705389,0.0147421437173119
7.306602303355611,0.244534943267379,0.25477065930939,2.1164346108439496,5.0,5.0,6.686093331181469,1.8460196627250456,1.8950858294171813,6.082550709674736,2.2576344888440287,2.175801010276884,2.252808337571783,2.124652483776906,1.9086084044656688,0.3712424801360212,0.0242347424084661,0.0140832373249464,0.0236682887205781,0.0151219653346828
