eeg_se__C3,eeg_se__Cz,eeg_hm__C3,eeg_hm__Oz,eeg_hc__C3,eeg_hc__Cz,eeg_hc__Oz,eeg_hc__Pz,eeg_mf_hz__C3,eeg_bp_delta__C3,eeg_bp_delta__Cz,eeg_bp_delta__Oz,eeg_se_delta__C3,eeg_se_delta__PO7,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_bp_alpha__C4,eeg_se_alpha__C4,eeg_se_beta__C3,eeg_se_beta__Oz
4.284449481363182,4.502094706262942,0.269339098912649,0.2741904383439492,1.913356947924163,1.6987669514857675,1.699269018861829,1.5925145746982914,6.0,3.64390596573745,1.7397774728376736,3.0954925500674184,1.9035019016759829,1.647112313721898,2.101723238012537,2.246780117688316,1.9955897425694444,2.282052260568568,3.636739786593685,3.638283102099299
4.578910519356193,4.2333911464829,0.3034979289282705,0.2651648219833817,1.6381832422144915,1.9636643579586248,2.0271567774943104,2.0339524960906146,10.0,1.3340703462832857,3.0727121417009218,4.3404548895728885,1.894728762368252,1.824836985138097,2.2225885659282385,2.1472535008143794,1.1610141875705446,2.1649203847803493,3.910178556355026,3.794535938490896
4.727032564644001,4.391275125037639,0.354631438191158,0.2648521438080596,1.5212559945366722,1.754295483945974,1.9860101016010336,1.5735599268943534,12.0,0.7409854119417147,2.200835553010333,6.801277295119387,1.8807448271867189,1.8604463271902263,2.178735568206152,1.9137849128752351,1.95483767068279,2.110669783421034,3.824141219942808,3.737481572566988
4.442555107134212,4.123649899108576,0.2821914864773992,0.2624727591807986,1.8046050215450051,1.9111843934426311,1.796789903994501,1.5206494692482146,8.0,2.9643212887467056,5.728484577612597,3.61706607911366,1.9691200144566048,1.8389792108649132,2.110366149431251,2.2874054065160694,4.180130167674385,2.2068966099887675,3.659402333195144,3.4593666571700887
4.809398667725131,4.581901869237438,0.3684994286997317,0.2893689508160293,1.4731335646134884,1.575587518755567,1.8260325801291972,1.5830411980032957,12.0,1.159850654356393,2.8907451527212067,6.1069186260289765,1.909427782671755,1.9612012689566685,2.281722476845962,2.1044780902417624,1.4811029751328977,2.2642497882986024,3.95244650931448,3.854340609133179
4.50884200815348,4.551289477139043,0.2982682236125822,0.2742758094838584,1.7783800180332296,1.6243018325471752,1.8735338817642968,1.502079117209878,7.0,4.045827295139555,3.366186570641034,5.398439806521955,1.9751853008033249,1.9808487012590688,2.225554103045416,2.1304983491077607,3.235068610911522,2.132932594013245,3.8700616286940055,4.014621797603513
4.482688309088615,4.689383155804664,0.3296913628925406,0.2768965911965875,1.5610168074948008,1.5379564145767968,1.7698562447098614,1.5240495189513583,8.0,2.0733204417429225,1.9674337507911168,7.087010467650865,1.8614601738148535,1.7614366489742035,2.064656719897946,2.245727238190433,4.344996699865362,2.225101083632739,3.748582355957705,3.640760957968035
4.071268789048005,3.81102155857764,0.279623369859022,0.2301758019098548,2.009127757721592,2.055161849463829,2.2791008962214425,1.9950236627501408,5.0,3.378631803424136,6.576619767494233,12.127013646644867,1.7828891770463442,1.989615694667093,2.010125304687369,1.837547423644193,1.6619663868522925,1.921281366792687,3.8754037796132814,3.705580832433767
4.541861202775286,4.680057122356862,0.3671214240691439,0.2804128157841677,1.394572699112126,1.4526333199966348,1.8028724698579008,1.4735407133903846,13.0,1.330325057688673,3.365679713161327,7.995016111239122,1.9599725223270803,1.921438315553464,2.263994429339266,2.2024455957980784,3.327877787989589,1.9467149226050853,3.5674715415809337,3.9503490810582393
4.295930614613099,4.236208171312276,0.2999341474699842,0.2840212032767255,1.7188694402044098,1.7658287786724234,1.765289223910134,1.4495143163983295,6.0,3.3027632361626478,4.766510700033121,3.8984229317347183,1.9729303582619644,1.70823133080529,1.9399933458320064,2.1781022336845863,2.728408500451954,2.084085818664175,3.81452468405212,3.740079528911199
4.595007187192838,4.3342079338310855,0.336500138807199,0.2534550774700622,1.5102237214005436,1.668549914709413,1.9935909272352792,1.6129915717073084,10.0,1.9411819036971136,3.624249484981392,7.278168607856486,1.9329072740805664,1.9809412246266265,2.1998722611861985,2.1820126227247103,0.8105508157738099,2.277527577214201,3.739571494879832,3.871985505137291
4.462398291601612,4.374448173115595,0.3342846812425849,0.2615136118243384,1.5345931687732128,1.8743985132641117,1.87316555242142,1.678747652907146,11.0,1.4524102548679498,4.535208397330814,7.875884390449515,1.9274267024299263,1.971173350637744,1.9222773311890935,2.067149204501049,1.8772881202753904,2.273855256626967,3.324534774525015,3.596081280493536
4.609233800110817,4.388055750417474,0.3485606329843725,0.2392388330822757,1.4864931841412772,1.705768048728109,2.0449477994606355,1.7985836381915032,11.0,2.963282317691195,4.029797567818679,8.846916267522966,1.890209041123838,1.7360138835196477,2.1067014526348378,2.15800984513227,1.878556769369379,2.204970956126339,3.7196573466697855,3.705967422355117
