eeg_hm__C4,eeg_bp_gamma__C4,eeg_bp_gamma__Oz,eeg_se_gamma__C4,video_eso_norm_std
0.3075991724770664,0.1412294256197047,0.2557572006486049,3.0767576366055165,0.0055837460780651
0.3502341409802212,0.135017753918263,0.2336914102114225,3.256509710644337,0.0149110307602282
0.2615092109598775,0.1490554109134474,0.1888720501973446,3.069453392382108,0.0043891219809744
0.2791885348741197,0.1797519363182639,0.1782320535245715,2.9184784223485334,0.0086020888108663
0.3337686603067619,0.1817081512633585,0.1885660551095215,2.9997794857374886,0.002684293761223
0.3268577550203389,0.152478561750156,0.2411170509367795,3.146979520217309,0.0080087119658255
0.3399356155200572,0.1127028491720879,0.2918707634323473,3.0230104320100404,0.0025980325218432
0.3395728903610343,0.1115196155973876,0.1618942313865363,3.116205362361125,0.0129535922550331
0.3541979197526531,0.1758463125458854,0.2179792284630052,3.032024557598415,0.013373861396253
0.3439458690732688,0.2997434727678031,0.19523296092675,3.1180075339424564,0.0045633686408593
0.2990930124272091,0.1690151156184252,0.2400550719149646,3.1991263140905914,0.0039867658228208
0.3311390816286717,0.2740819625653481,0.2400399355422138,3.2571620085352597,0.0064131077066274
0.309615435419978,0.2709847036322516,0.2521992152304,3.1838552101139546,0.0102360863490157
0.3619589507627401,0.2583746264314761,0.1964673563069799,3.090603877953797,0.0054099144490631
0.369966564800003,0.3310276211528069,0.1544616068295103,3.191862857601186,0.0091714330689839
0.383116949123143,0.2842304734850928,0.1635849923766842,2.9415458981854896,0.0038909714150052
0.3344562311552186,0.2667491491745862,0.1858153692018219,3.25780089571501,0.0023094838230414
0.4123084780832116,0.2633594712492796,0.1879411971571514,3.0631888048291422,0.0040875891703495
0.3286381185390599,0.3063920251150588,0.2786880136075014,3.1952688676565586,0.008832915436073
0.3901385460020785,0.1410691114387121,0.1302965282752504,2.833599882684249,0.0045222675024387
0.3589246126927568,0.2616135007957365,0.1693052345076328,3.2591281971760857,0.0102446995026752
0.3511820148946876,0.1338099168022403,0.1550506370119266,2.822711077556717,0.002360740888195
0.3553278679648799,0.1465977065338375,0.1632481807787515,2.782606117900124,0.0054881458268182
0.3439501363175041,0.112525449411439,0.2185625480305003,2.976426411041752,0.0107524998028523
0.3260547999167966,0.0853473892133,0.1236780010686913,2.9468392059739394,0.0026161467467401
0.3271238381568322,0.0720909015649172,0.1631240883622546,2.9491525141042416,0.0125794114415422
0.3648940903282325,0.1961876733114977,0.2623073135412706,3.085306261024536,0.0051830921246505
0.3133111877389035,0.0590712892133818,0.2862831804659267,3.309267055910693,0.0031794764156209
0.2900282904304566,0.1890970020086381,0.2741433071628555,2.371752409331668,0.0135379810391557
0.3042629640300971,0.110839221489892,0.2288168862306389,3.1990915597550256,0.0031596957977728
0.2986082913955161,0.1187992658721304,0.2480880017243528,3.0650898610466544,0.0081111599086072
0.3343537449262931,0.1351355957533767,0.1718742267922312,2.787245888301249,0.0140006088390783
0.3220895783179546,0.1689394515046609,0.3738570201070081,2.7316881699355893,0.0031159969841216
0.3244947517479505,0.0865502209555616,0.1546992759282641,3.2052880158594883,0.0088817703704672
0.3402965553502201,0.1125401298582232,0.2064424053049807,3.199746020761662,0.0027262896536261
0.3626267284791417,0.1451079028186652,0.2877916774696056,3.191144993639531,0.0051764995806703
0.3658126126357406,0.251092257814129,0.4117759738942511,2.648137283133725,0.0058109684477738
0.3405395069077806,0.1424029937955591,0.1845830398321469,2.787088883010381,0.0090653859035355
0.3058599780878545,0.1167247930503156,0.1588781195919681,3.212365060185259,0.0139518072789519
0.3666251243140641,0.1434351365920173,0.2260619227982812,3.075301107099204,0.0130573458373306
