feature_family,channel_subset,feature_column,parsed_feature_type,parsed_channel,parsed_frequency_band
paper_compact,frontal_central,eeg_bp_gamma__C4,eeg_bp_gamma,C4,gamma
paper_compact,frontal_central,eeg_bp_gamma__Cz,eeg_bp_gamma,Cz,gamma
paper_compact,frontal_central,eeg_bp_gamma__Fz,eeg_bp_gamma,Fz,gamma
paper_compact,frontal_central,eeg_se_gamma__C3,eeg_se_gamma,C3,gamma
paper_compact,frontal_central,eeg_se_gamma__C4,eeg_se_gamma,C4,gamma
paper_compact,frontal_central,eeg_se_gamma__Cz,eeg_se_gamma,Cz,gamma
paper_compact,frontal_central,eeg_se_gamma__Fz,eeg_se_gamma,Fz,gamma
time_statistical,all_channels,eeg_sd__C3,eeg_sd,C3,
time_statistical,all_channels,eeg_sd__C4,eeg_sd,C4,
time_statistical,all_channels,eeg_sd__Cz,eeg_sd,Cz,
time_statistical,all_channels,eeg_sd__Fz,eeg_sd,Fz,
time_statistical,all_channels,eeg_sd__Oz,eeg_sd,Oz,
time_statistical,all_channels,eeg_sd__PO7,eeg_sd,PO7,
time_statistical,all_channels,eeg_sd__PO8,eeg_sd,PO8,
time_statistical,all_channels,eeg_sd__Pz,eeg_sd,Pz,
