participant,raw_participant_dir,task,experiment_type,planned_group,planned_condition,planned_speed,actual_condition,actual_speed,evidence_for_actual_condition,protocol_deviation,EEG_available,EEG_duration_s,EEG_samples,EEG_sampling_hz,EEG_channel_count,EEG_channel_names,eeg_files,eeg_recordings_json,triggers_available,trigger_count,unique_trigger_codes,trigger_timestamps_s,video_available,video_duration_s,duration_difference_s,video_files,video_details_json,vision_log_files,vision_log_details_json,robot_log_configuration_files,ratings_available,ratings_values,missing_modalities,restarts_or_repeats,status,notes
P01,D:\Thesis\data\P01_2026-05-26,Pick & Place,condition_manipulation,C,control,slow,control,slow,runtime robot_metrics filename(s): robot_metrics_15-33-09_PnP_CONTROL_SLOW.csv,none,True,44.888,11222,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Pick and Place\EEG\UnicornRecorder_26_05_2026_15_32_27.bdf;D:\Thesis\data\P01_2026-05-26\Pick and Place\EEG\UnicornRawDataRecorder_26_05_2026_15_32_27.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Pick and Place\\EEG\\UnicornRecorder_26_05_2026_15_32_27.bdf"",""bytes"":610852,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":11222,""duration_s"":44.888,""event_count"":11,""unique_event_codes"":[1,11,12,13,14,15,16,20,21,30,99],""events"":[{""sample"":2294,""time_s"":9.176,""code"":1},{""sample"":2403,""time_s"":9.612,""code"":11},{""sample"":3186,""time_s"":12.744,""code"":12},{""sample"":3968,""time_s"":15.872,""code"":20},{""sample"":4555,""time_s"":18.22,""code"":13},{""sample"":5650,""time_s"":22.6,""code"":14},{""sample"":6744,""time_s"":26.976,""code"":15},{""sample"":7527,""time_s"":30.108,""code"":21},{""sample"":8032,""time_s"":32.128,""code"":16},{""sample"":8814,""time_s"":35.256,""code"":30},{""sample"":10529,""time_s"":42.116,""code"":99}]}]",True,11,"[1, 11, 12, 13, 14, 15, 16, 20, 21, 30, 99]","[9.176,9.612,12.744,15.872,18.22,22.6,26.976,30.108,32.128,35.256,42.116]",True,33.666667,11.221333,D:\Thesis\data\P01_2026-05-26\Pick and Place\vision_video_15-32-35_PnP_CONTROL_SLOW.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Pick and Place\\vision_video_15-32-35_PnP_CONTROL_SLOW.avi"",""bytes"":7314502,""opened"":true,""fps"":30.0,""frames"":1010,""width"":640,""height"":480,""duration_s"":33.666667,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Pick and Place\vision_log_15-32-35_PnP_CONTROL_SLOW.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Pick and Place\\vision_log_15-32-35_PnP_CONTROL_SLOW.csv"",""bytes"":46053,""rows"":1010,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11,12,13,14,15,16,20,21,30,99]}]",D:\Thesis\data\P01_2026-05-26\Pick and Place\robot_metrics_15-33-09_PnP_CONTROL_SLOW.csv,True,"[{""valence"":5.0,""arousal"":5.0}]",none,none,OK,
P01,D:\Thesis\data\P01_2026-05-26,Shape Sorter Observation,condition_manipulation,C,control,fast,control,fast,runtime robot_metrics filename(s): robot_metrics_15-35-36_SHAPE_CONTROL_FAST.csv,none,True,64.16,16040,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Observation\EEG\UnicornRecorder_26_05_2026_15_34_35.bdf;D:\Thesis\data\P01_2026-05-26\Shape Sorter Observation\EEG\UnicornRawDataRecorder_26_05_2026_15_34_35.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Observation\\EEG\\UnicornRecorder_26_05_2026_15_34_35.bdf"",""bytes"":871024,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":16040,""duration_s"":64.16,""event_count"":35,""unique_event_codes"":[1,11,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,31,32,33,34,35,36,37,38,41,42,43,44,45,46,47,48,90,99],""events"":[{""sample"":2681,""time_s"":10.724,""code"":1},{""sample"":3601,""time_s"":14.404,""code"":11},{""sample"":4102,""time_s"":16.408,""code"":12},{""sample"":4403,""time_s"":17.612,""code"":13},{""sample"":4756,""time_s"":19.024,""code"":14},{""sample"":5257,""time_s"":21.028,""code"":15},{""sample"":5758,""time_s"":23.032,""code"":16},{""sample"":5909,""time_s"":23.636,""code"":17},{""sample"":6188,""time_s"":24.752,""code"":18},{""sample"":6389,""time_s"":25.556,""code"":21},{""sample"":6890,""time_s"":27.56,""code"":22},{""sample"":7191,""time_s"":28.764,""code"":23},{""sample"":7540,""time_s"":30.16,""code"":24},{""sample"":8042,""time_s"":32.168,""code"":25},{""sample"":8544,""time_s"":34.176,""code"":26},{""sample"":8695,""time_s"":34.78,""code"":27},{""sample"":8948,""time_s"":35.792,""code"":28},{""sample"":9149,""time_s"":36.596,""code"":31},{""sample"":9650,""time_s"":38.6,""code"":32},{""sample"":9952,""time_s"":39.808,""code"":33},{""sample"":10288,""time_s"":41.152,""code"":34},{""sample"":10789,""time_s"":43.156,""code"":35},{""sample"":11290,""time_s"":45.16,""code"":36},{""sample"":11441,""time_s"":45.764,""code"":37},{""sample"":11723,""time_s"":46.892,""code"":38},{""sample"":11924,""time_s"":47.696,""code"":41},{""sample"":12425,""time_s"":49.7,""code"":42},{""sample"":12726,""time_s"":50.904,""code"":43},{""sample"":13087,""time_s"":52.348,""code"":44},{""sample"":13589,""time_s"":54.356,""code"":45},{""sample"":14090,""time_s"":56.36,""code"":46},{""sample"":14241,""time_s"":56.964,""code"":47},{""sample"":14531,""time_s"":58.124,""code"":48},{""sample"":14732,""time_s"":58.928,""code"":90},{""sample"":15334,""time_s"":61.336,""code"":99}]}]",True,35,"[1, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48, 90, 99]","[10.724,14.404,16.408,17.612,19.024,21.028,23.032,23.636,24.752,25.556,27.56,28.764,30.16,32.168,34.176,34.78,35.792,36.596,38.6,39.808,41.152,43.156,45.16,45.764,46.892,47.696,49.7,50.904,52.348,54.356,56.36,56.964,58.124,58.928,61.336]",True,51.366667,12.793333,D:\Thesis\data\P01_2026-05-26\Shape Sorter Observation\vision_video_15-34-45_SHAPE_CONTROL_FAST.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Observation\\vision_video_15-34-45_SHAPE_CONTROL_FAST.avi"",""bytes"":11355130,""opened"":true,""fps"":30.0,""frames"":1541,""width"":640,""height"":480,""duration_s"":51.366667,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Observation\vision_log_15-34-45_SHAPE_CONTROL_FAST.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Observation\\vision_log_15-34-45_SHAPE_CONTROL_FAST.csv"",""bytes"":70952,""rows"":1541,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11,12,13,14,15,16,17,18,21,22,23,24,25,26,27,28,31,32,33,34,35,36,37,38,41,42,43,44,45,46,47,48,90,99]}]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Observation\robot_metrics_15-35-36_SHAPE_CONTROL_FAST.csv,True,"[{""valence"":7.0,""arousal"":6.0}]",none,none,OK,
P01,D:\Thesis\data\P01_2026-05-26,Stack,condition_manipulation,C,faulty,fast,faulty,fast,runtime robot_metrics filename(s): robot_metrics_15-37-41_STACK_FAULTY_FAST.csv,none,True,71.192,17798,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Stack\EEG\UnicornRecorder_26_05_2026_15_36_33.bdf;D:\Thesis\data\P01_2026-05-26\Stack\EEG\UnicornRawDataRecorder_26_05_2026_15_36_33.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Stack\\EEG\\UnicornRecorder_26_05_2026_15_36_33.bdf"",""bytes"":965956,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":17798,""duration_s"":71.192,""event_count"":40,""unique_event_codes"":[1,11,12,13,14,15,16,17,18,19,21,22,23,25,26,27,28,29,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,80,81,90,99],""events"":[{""sample"":1550,""time_s"":6.2,""code"":1},{""sample"":1655,""time_s"":6.62,""code"":11},{""sample"":2156,""time_s"":8.624,""code"":12},{""sample"":2458,""time_s"":9.832,""code"":13},{""sample"":2959,""time_s"":11.836,""code"":14},{""sample"":3161,""time_s"":12.644,""code"":15},{""sample"":3712,""time_s"":14.848,""code"":16},{""sample"":4163,""time_s"":16.652,""code"":17},{""sample"":4465,""time_s"":17.86,""code"":18},{""sample"":4876,""time_s"":19.504,""code"":19},{""sample"":5127,""time_s"":20.508,""code"":21},{""sample"":5628,""time_s"":22.512,""code"":22},{""sample"":5929,""time_s"":23.716,""code"":23},{""sample"":6432,""time_s"":25.728,""code"":80},{""sample"":7034,""time_s"":28.136,""code"":25},{""sample"":7586,""time_s"":30.344,""code"":26},{""sample"":8038,""time_s"":32.152,""code"":27},{""sample"":8339,""time_s"":33.356,""code"":28},{""sample"":8768,""time_s"":35.072,""code"":29},{""sample"":9019,""time_s"":36.076,""code"":31},{""sample"":9520,""time_s"":38.08,""code"":32},{""sample"":9822,""time_s"":39.288,""code"":33},{""sample"":10315,""time_s"":41.26,""code"":34},{""sample"":10516,""time_s"":42.064,""code"":35},{""sample"":11067,""time_s"":44.268,""code"":36},{""sample"":11519,""time_s"":46.076,""code"":37},{""sample"":11820,""time_s"":47.28,""code"":38},{""sample"":12228,""time_s"":48.912,""code"":39},{""sample"":12479,""time_s"":49.916,""code"":41},{""sample"":12980,""time_s"":51.92,""code"":42},{""sample"":13282,""time_s"":53.128,""code"":43},{""sample"":13784,""time_s"":55.136,""code"":44},{""sample"":13985,""time_s"":55.94,""code"":45},{""sample"":14536,""time_s"":58.144,""code"":81},{""sample"":14939,""time_s"":59.756,""code"":46},{""sample"":15391,""time_s"":61.564,""code"":47},{""sample"":15692,""time_s"":62.768,""code"":48},{""sample"":15936,""time_s"":63.744,""code"":49},{""sample"":16187,""time_s"":64.748,""code"":90},{""sample"":16988,""time_s"":67.952,""code"":99}]}]",True,40,"[1, 11, 12, 13, 14, 15, 16, 17, 18, 19, 21, 22, 23, 25, 26, 27, 28, 29, 31, 32, 33, 34, 35, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 80, 81, 90, 99]","[6.2,6.62,8.624,9.832,11.836,12.644,14.848,16.652,17.86,19.504,20.508,22.512,23.716,25.728,28.136,30.344,32.152,33.356,35.072,36.076,38.08,39.288,41.26,42.064,44.268,46.076,47.28,48.912,49.916,51.92,53.128,55.136,55.94,58.144,59.756,61.564,62.768,63.744,64.748,67.952]",True,62.666667,8.525333,D:\Thesis\data\P01_2026-05-26\Stack\vision_video_15-36-38_STACK_FAULTY_FAST.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Stack\\vision_video_15-36-38_STACK_FAULTY_FAST.avi"",""bytes"":13673512,""opened"":true,""fps"":30.0,""frames"":1880,""width"":640,""height"":480,""duration_s"":62.666667,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Stack\vision_log_15-36-38_STACK_FAULTY_FAST.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Stack\\vision_log_15-36-38_STACK_FAULTY_FAST.csv"",""bytes"":86845,""rows"":1880,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11,12,13,14,15,16,17,18,19,21,22,23,25,26,27,28,29,31,32,33,34,35,36,37,38,39,41,42,43,44,45,46,47,48,49,80,81,90,99]}]",D:\Thesis\data\P01_2026-05-26\Stack\robot_metrics_15-37-41_STACK_FAULTY_FAST.csv,True,"[{""valence"":5.0,""arousal"":5.0}]",none,none,OK,
P01,D:\Thesis\data\P01_2026-05-26,Sisyphus,non_observation,C,not_applicable,not_applicable,not_applicable,not_applicable,not applicable: no experimental manipulation,none,True,89.012,22253,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Sisyphus\EEG\UnicornRecorder_26_05_2026_15_38_51.bdf;D:\Thesis\data\P01_2026-05-26\Sisyphus\EEG\UnicornRawDataRecorder_26_05_2026_15_38_51.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\EEG\\UnicornRecorder_26_05_2026_15_38_51.bdf"",""bytes"":1206526,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":22253,""duration_s"":89.012,""event_count"":23,""unique_event_codes"":[1,11,12,13,14,15,16,17,20,21,50,99],""events"":[{""sample"":1768,""time_s"":7.072,""code"":1},{""sample"":1866,""time_s"":7.464,""code"":11},{""sample"":2719,""time_s"":10.876,""code"":12},{""sample"":3286,""time_s"":13.144,""code"":50},{""sample"":4039,""time_s"":16.156,""code"":13},{""sample"":4321,""time_s"":17.284,""code"":50},{""sample"":4978,""time_s"":19.912,""code"":20},{""sample"":5325,""time_s"":21.3,""code"":14},{""sample"":5652,""time_s"":22.608,""code"":15},{""sample"":6153,""time_s"":24.612,""code"":50},{""sample"":6606,""time_s"":26.424,""code"":50},{""sample"":7507,""time_s"":30.028,""code"":16},{""sample"":7886,""time_s"":31.544,""code"":50},{""sample"":8457,""time_s"":33.828,""code"":21},{""sample"":8662,""time_s"":34.648,""code"":17},{""sample"":8993,""time_s"":35.972,""code"":11},{""sample"":9852,""time_s"":39.408,""code"":12},{""sample"":10497,""time_s"":41.988,""code"":13},{""sample"":10884,""time_s"":43.536,""code"":50},{""sample"":11460,""time_s"":45.84,""code"":50},{""sample"":12035,""time_s"":48.14,""code"":50},{""sample"":12629,""time_s"":50.516,""code"":50},{""sample"":13210,""time_s"":52.84,""code"":99}]}]",True,23,"[1, 11, 12, 13, 14, 15, 16, 17, 20, 21, 50, 99]","[7.072,7.464,10.876,13.144,16.156,17.284,19.912,21.3,22.608,24.612,26.424,30.028,31.544,33.828,34.648,35.972,39.408,41.988,43.536,45.84,48.14,50.516,52.84]",True,96.399999,-7.387999,D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_video_15-38-57_SISYPHUS_INTERACTION.avi;D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_video_15-40-29_SISYPHUS_INTERACTION.avi;D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_video_15-40-43_SISYPHUS_INTERACTION.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_video_15-38-57_SISYPHUS_INTERACTION.avi"",""bytes"":11196674,""opened"":true,""fps"":30.0,""frames"":1369,""width"":640,""height"":480,""duration_s"":45.633333,""first_frame_readable"":true},{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_video_15-40-29_SISYPHUS_INTERACTION.avi"",""bytes"":162924,""opened"":true,""fps"":30.0,""frames"":13,""width"":640,""height"":480,""duration_s"":0.433333,""first_frame_readable"":true},{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_video_15-40-43_SISYPHUS_INTERACTION.avi"",""bytes"":12475860,""opened"":true,""fps"":30.0,""frames"":1510,""width"":640,""height"":480,""duration_s"":50.333333,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_log_15-38-57_SISYPHUS_INTERACTION.csv;D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_log_15-40-29_SISYPHUS_INTERACTION.csv;D:\Thesis\data\P01_2026-05-26\Sisyphus\vision_log_15-40-43_SISYPHUS_INTERACTION.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_log_15-38-57_SISYPHUS_INTERACTION.csv"",""bytes"":62871,""rows"":1369,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11,12,13,14,15,16,17,20,21,50]},{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_log_15-40-29_SISYPHUS_INTERACTION.csv"",""bytes"":619,""rows"":13,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11]},{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Sisyphus\\vision_log_15-40-43_SISYPHUS_INTERACTION.csv"",""bytes"":69476,""rows"":1510,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,1,11,12,13,14,15,16,17,20,21,50]}]",D:\Thesis\data\P01_2026-05-26\Sisyphus\robot_metrics_15-39-44_SISYPHUS_INTERACTION.csv;D:\Thesis\data\P01_2026-05-26\Sisyphus\robot_metrics_15-40-31_SISYPHUS_INTERACTION.csv;D:\Thesis\data\P01_2026-05-26\Sisyphus\robot_metrics_15-41-35_SISYPHUS_INTERACTION.csv,True,"[{""valence"":5.0,""arousal"":5.0}]",none,multiple video/log/robot-metric artifacts; selection required;very short video artifact,WARNING,
P01,D:\Thesis\data\P01_2026-05-26,Shape Sorter Interaction,non_observation,C,not_applicable,not_applicable,not_applicable,not_applicable,not applicable: no experimental manipulation,none,True,84.456,21114,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Interaction\EEG\UnicornRecorder_26_05_2026_15_44_23.bdf;D:\Thesis\data\P01_2026-05-26\Shape Sorter Interaction\EEG\UnicornRawDataRecorder_26_05_2026_15_44_23.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Interaction\\EEG\\UnicornRecorder_26_05_2026_15_44_23.bdf"",""bytes"":1145020,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":21114,""duration_s"":84.456,""event_count"":27,""unique_event_codes"":[1,11,12,13,14,15,16,21,22,23,24,25,26,31,32,33,34,35,36,41,42,43,44,45,46,90,99],""events"":[{""sample"":2716,""time_s"":10.864,""code"":1},{""sample"":2717,""time_s"":10.868,""code"":11},{""sample"":4006,""time_s"":16.024,""code"":12},{""sample"":4780,""time_s"":19.12,""code"":13},{""sample"":5242,""time_s"":20.968,""code"":14},{""sample"":6215,""time_s"":24.86,""code"":15},{""sample"":6266,""time_s"":25.064,""code"":16},{""sample"":6793,""time_s"":27.172,""code"":21},{""sample"":7699,""time_s"":30.796,""code"":22},{""sample"":8428,""time_s"":33.712,""code"":23},{""sample"":8868,""time_s"":35.472,""code"":24},{""sample"":10443,""time_s"":41.772,""code"":25},{""sample"":10494,""time_s"":41.976,""code"":26},{""sample"":11013,""time_s"":44.052,""code"":31},{""sample"":12159,""time_s"":48.636,""code"":32},{""sample"":12850,""time_s"":51.4,""code"":33},{""sample"":13327,""time_s"":53.308,""code"":34},{""sample"":14757,""time_s"":59.028,""code"":35},{""sample"":14808,""time_s"":59.232,""code"":36},{""sample"":15315,""time_s"":61.26,""code"":41},{""sample"":16673,""time_s"":66.692,""code"":42},{""sample"":17479,""time_s"":69.916,""code"":43},{""sample"":17957,""time_s"":71.828,""code"":44},{""sample"":19192,""time_s"":76.768,""code"":45},{""sample"":19243,""time_s"":76.972,""code"":46},{""sample"":19746,""time_s"":78.984,""code"":90},{""sample"":20450,""time_s"":81.8,""code"":99}]}]",True,27,"[1, 11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 90, 99]","[10.864,10.868,16.024,19.12,20.968,24.86,25.064,27.172,30.796,33.712,35.472,41.772,41.976,44.052,48.636,51.4,53.308,59.028,59.232,61.26,66.692,69.916,71.828,76.768,76.972,78.984,81.8]",True,72.3,12.156,D:\Thesis\data\P01_2026-05-26\Shape Sorter Interaction\vision_video_15-44-33_HRI_INTERACTION.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Interaction\\vision_video_15-44-33_HRI_INTERACTION.avi"",""bytes"":15481550,""opened"":true,""fps"":30.0,""frames"":2169,""width"":640,""height"":480,""duration_s"":72.3,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Interaction\vision_log_15-44-33_HRI_INTERACTION.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Interaction\\vision_log_15-44-33_HRI_INTERACTION.csv"",""bytes"":100389,""rows"":2169,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0,11,12,13,14,15,16,21,22,23,24,25,26,31,32,33,34,35,36,41,42,43,44,45,46,90,99]}]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Interaction\robot_metrics_15-45-45_HRI_INTERACTION.csv,True,"[{""valence"":3.0,""arousal"":5.0}]",none,none,OK,
P01,D:\Thesis\data\P01_2026-05-26,Shape Sorter Alone,non_observation,C,not_applicable,not_applicable,not_applicable,not_applicable,not applicable: no experimental manipulation,none,True,16.164,4041,250.0,18,"[""ACC X"", ""ACC Y"", ""ACC Z"", ""CNT"", ""DT"", ""EEG 1"", ""EEG 2"", ""EEG 3"", ""EEG 4"", ""EEG 5"", ""EEG 6"", ""EEG 7"", ""EEG 8"", ""GYR X"", ""GYR Y"", ""GYR Z"", ""Status"", ""VALID""]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Alone\EEG\UnicornRecorder_26_05_2026_15_47_12.bdf;D:\Thesis\data\P01_2026-05-26\Shape Sorter Alone\EEG\UnicornRawDataRecorder_26_05_2026_15_47_12.bdf,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Alone\\EEG\\UnicornRecorder_26_05_2026_15_47_12.bdf"",""bytes"":223078,""sfreq"":250.0,""channels"":[""EEG 1"",""EEG 2"",""EEG 3"",""EEG 4"",""EEG 5"",""EEG 6"",""EEG 7"",""EEG 8"",""ACC X"",""ACC Y"",""ACC Z"",""GYR X"",""GYR Y"",""GYR Z"",""CNT"",""VALID"",""DT"",""Status""],""samples"":4041,""duration_s"":16.164,""event_count"":0,""unique_event_codes"":[],""events"":[]}]",False,0,[],[],True,17.666667,-1.502667,D:\Thesis\data\P01_2026-05-26\Shape Sorter Alone\vision_video_15-47-13_SHAPE_ALONE.avi,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Alone\\vision_video_15-47-13_SHAPE_ALONE.avi"",""bytes"":3610670,""opened"":true,""fps"":30.0,""frames"":530,""width"":640,""height"":480,""duration_s"":17.666667,""first_frame_readable"":true}]",D:\Thesis\data\P01_2026-05-26\Shape Sorter Alone\vision_log_15-47-13_SHAPE_ALONE.csv,"[{""file"":""D:\\Thesis\\data\\P01_2026-05-26\\Shape Sorter Alone\\vision_log_15-47-13_SHAPE_ALONE.csv"",""bytes"":23988,""rows"":530,""columns"":[""Timestamp"",""Experiment_Time"",""Frame_Count"",""Trigger"",""Emotion""],""trigger_codes"":[0]}]",,True,"[{""valence"":6.0,""arousal"":1.0}]",none,none,OK,
