number_of_folds,mean_validation_rmse,median_validation_rmse,mean_validation_rmse_delta,median_validation_rmse_delta,number_validation_folds_beating_dummy,fraction_validation_folds_beating_dummy,mean_test_rmse,median_test_rmse,mean_test_rmse_delta,median_test_rmse_delta,number_test_folds_beating_dummy,fraction_test_folds_beating_dummy,mean_test_mae,median_test_mae,mean_secondary_test_ba,median_secondary_test_ba
38,1.8438358306884766,1.8359793424606323,0.02702677034822318,0.03243633711392513,6,0.15789473684210525,1.8738199880248623,1.8981781601905823,0.06753495449776863,0.05284714380983835,6,0.15789473684210525,1.5965368481058824,1.6106546521186829,0.49776761732652636,0.49162531017369726
