mode,participant,target,modality,regressor,feature_count_request,feature_count_resolved,folds,rmse_mean,rmse_std,rmse_median,rmse_min,rmse_max,mae_mean,mae_std,mae_median,mae_min,mae_max,r2_mean,r2_std,r2_median,r2_min,r2_max,explained_variance_mean,explained_variance_std,explained_variance_median,explained_variance_min,explained_variance_max
general,COHORT,arousal,eeg,knn,10,10,46,1.804298197509501,0.3988111138878587,1.720108904987351,1.1116091629387896,2.613770050056933,1.5375520450692057,0.4103687084812659,1.4533492822966507,0.8833333333333333,2.392795883361921,-0.36217027237362664,0.5149119347710129,-0.19722657780464425,-2.698138524383319,-0.015272824673816965,-0.14075440304672052,0.10341869790031379,-0.12040703333205316,-0.5716154349247871,0.009429079176659694
general,COHORT,arousal,eeg,knn,20,20,46,1.8020255628708826,0.4139182150066018,1.7135276291953567,1.0693256287377957,2.693096324934372,1.536848286340926,0.4152192172006079,1.4712509712509712,0.8492424242424242,2.493996569468268,-0.34905169424405336,0.48588119259167317,-0.20745743367098313,-2.6549582833890617,-0.013919423492171568,-0.1404618916069651,0.10310532972729575,-0.11952333209867383,-0.5175770873570407,-0.0004503033331653139
general,COHORT,arousal,eeg,knn,5,5,46,1.794616052317423,0.3989820394596644,1.7318074326481598,1.1158192933571314,2.6047609514742556,1.533479810996827,0.4139966043292247,1.4825757575757574,0.9113636363636364,2.4401515151515154,-0.34530728428017005,0.503719113824249,-0.21534508428919208,-2.628763424687304,-0.01713198361025281,-0.13867889961847,0.11018898268411774,-0.11334632267404543,-0.5019112409352711,-0.0006510126917844694
general,COHORT,arousal,eeg,knn,all,all,46,1.8163569077472537,0.38943585059699426,1.7663742940111216,1.0463154159501884,2.677359144408735,1.5533693553006702,0.40169636332358627,1.4863442113442114,0.823185988323603,2.459691252144082,-0.3943019679327203,0.5780196652421926,-0.22740106679762384,-2.821405195255819,0.022802753662334863,-0.1513576723419913,0.10076325105253592,-0.140912741503038,-0.4419507123725035,0.05239628772242555
general,COHORT,arousal,eeg,ridge,10,10,46,1.7051561997037028,0.4088278796920851,1.627068581623543,0.9490040485024903,2.5504703062969067,1.468771679936623,0.4344124087913671,1.414715348478013,0.762412692652609,2.4387562961050273,-0.19493430629026962,0.3998920020675384,-0.06484891550735727,-2.0248652646039402,0.014362975328563787,-0.015762735251388976,0.04506137489382833,-0.006734275115826915,-0.2370185162782894,0.0522962455199264
general,COHORT,arousal,eeg,ridge,20,20,46,1.7121797624027408,0.4059750627790589,1.6530429030904306,0.9818218653220776,2.566463013215422,1.4790583916136426,0.4305534743251473,1.4394845224273274,0.7593189650927631,2.454928149935407,-0.2077299159637355,0.41187646026422564,-0.07799563587933467,-2.1389704391597424,0.019545302868388514,-0.02705933168317007,0.05520717821966558,-0.01971463843011123,-0.2426895363526953,0.04886461527907948
general,COHORT,arousal,eeg,ridge,5,5,46,1.7062310642846352,0.4137290133321618,1.6126204222744103,0.9645536605964907,2.546546665763399,1.4714701921633795,0.44119930324605267,1.41868054386654,0.7709553370137054,2.4373531166414106,-0.20042354197233211,0.43626379424363587,-0.05719758664084029,-2.458184107705537,0.027577573593783877,-0.014552133666137515,0.04286541598146512,-0.009322294788031371,-0.24113882701469813,0.03978756009712603
general,COHORT,arousal,eeg,ridge,all,all,46,1.7472316814921853,0.41015179115724876,1.668282149248654,0.9241600806170703,2.5927367772969716,1.5042598683842494,0.42767473090257974,1.4492476887964154,0.7609846586017351,2.464078211015035,-0.2567661279689866,0.416529791435436,-0.15008233893850953,-2.1012332691215474,0.01780827708072441,-0.055609079064123275,0.06521314803580266,-0.05005545845362158,-0.32155306380058146,0.03682367801545061
general,COHORT,arousal,eeg,svr,10,10,46,1.7146729907860458,0.4226253517041682,1.6162429746311393,1.015921782358491,2.552793720711372,1.4738891920323522,0.44042203962336773,1.4013216790995608,0.7603180356911705,2.418007271990612,-0.2093298756987842,0.4202269808361276,-0.06987201829768375,-2.1041805656034,0.01731108055824382,-0.020316405756131327,0.06873367727592646,-0.007229364832239127,-0.42756589565897074,0.06515158303970547
general,COHORT,arousal,eeg,svr,20,20,46,1.7327365141831874,0.4365917244245559,1.6400289336684792,1.0268052041772733,2.587666521468996,1.4909092486572453,0.45026144696366693,1.4237830076295708,0.7762615084521785,2.441103741459633,-0.2450319237248487,0.5177441461294322,-0.06904867289782513,-2.559626868773433,0.004470995312957582,-0.02809474125738678,0.06851433656947328,-0.017131102706090195,-0.43395971185173465,0.048064089011296884
general,COHORT,arousal,eeg,svr,5,5,46,1.7137898152792201,0.4314334143010157,1.6073681260041686,1.01046686719657,2.6358857141386363,1.475985882995344,0.4513524800858356,1.4083989999547297,0.7570753983111224,2.492965135774703,-0.21427316191996226,0.4838544121181464,-0.05503639610560329,-2.7160030593968987,0.023994654054227627,-0.017765926551238456,0.06279679818099543,-0.008590568462116255,-0.39491361855461227,0.037140889801306365
