mode,participant,held_out_participant,target,modality,regressor,feature_count_request,feature_count_resolved,fold,best_parameters,inner_best_rmse
general,COHORT,P01,valence,eeg,knn,all,all,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9237707886152378
general,COHORT,P02,valence,eeg,knn,all,all,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9126447679157477
general,COHORT,P03,valence,eeg,knn,all,all,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9056048387589288
general,COHORT,P04,valence,eeg,knn,all,all,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9100799751756383
general,COHORT,P05,valence,eeg,knn,all,all,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9187480143298135
general,COHORT,P06,valence,eeg,knn,all,all,6,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9130230281721747
general,COHORT,P07,valence,eeg,knn,all,all,7,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.933423092735222
general,COHORT,P08,valence,eeg,knn,all,all,8,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9184797977030854
general,COHORT,P09,valence,eeg,knn,all,all,9,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9040449330446392
general,COHORT,P10,valence,eeg,knn,all,all,10,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.918848193241784
general,COHORT,P11,valence,eeg,knn,all,all,11,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9156254027613215
general,COHORT,P12,valence,eeg,knn,all,all,12,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.92120987907639
general,COHORT,P13,valence,eeg,knn,all,all,13,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9182987213454172
general,COHORT,P14,valence,eeg,knn,all,all,14,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8930689921814792
general,COHORT,P15,valence,eeg,knn,all,all,15,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9196156331357455
general,COHORT,P16,valence,eeg,knn,all,all,16,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9213233366663587
general,COHORT,P17,valence,eeg,knn,all,all,17,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.925401874164305
general,COHORT,P18,valence,eeg,knn,all,all,18,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9190068041734751
general,COHORT,P19,valence,eeg,knn,all,all,19,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9201939392184166
general,COHORT,P20,valence,eeg,knn,all,all,20,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9263188752211817
general,COHORT,P21,valence,eeg,knn,all,all,21,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8991247449000983
general,COHORT,P22,valence,eeg,knn,all,all,22,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9109529996202022
general,COHORT,P23,valence,eeg,knn,all,all,23,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9136187218265228
general,COHORT,P24,valence,eeg,knn,all,all,24,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9060193575536144
general,COHORT,P25,valence,eeg,knn,all,all,25,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9200046476051167
general,COHORT,P26,valence,eeg,knn,all,all,26,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9078531639997045
general,COHORT,P27,valence,eeg,knn,all,all,27,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9304515391981831
general,COHORT,P28,valence,eeg,knn,all,all,28,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9260040986666305
general,COHORT,P29,valence,eeg,knn,all,all,29,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9184536959426963
general,COHORT,P30,valence,eeg,knn,all,all,30,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9233210295675787
general,COHORT,P31,valence,eeg,knn,all,all,31,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9147010421900403
general,COHORT,P32,valence,eeg,knn,all,all,32,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9291626424551125
general,COHORT,P33,valence,eeg,knn,all,all,33,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.929642838399279
general,COHORT,P34,valence,eeg,knn,all,all,34,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9178242695871632
general,COHORT,P35,valence,eeg,knn,all,all,35,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9203225109633124
general,COHORT,P36,valence,eeg,knn,all,all,36,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9145449215122645
general,COHORT,P37,valence,eeg,knn,all,all,37,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9273693305044155
general,COHORT,P38,valence,eeg,knn,all,all,38,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9278079503512573
general,COHORT,P39,valence,eeg,knn,all,all,39,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.938430697014012
general,COHORT,P40,valence,eeg,knn,all,all,40,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9119346134037667
general,COHORT,P41,valence,eeg,knn,all,all,41,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.921540378516659
general,COHORT,P42,valence,eeg,knn,all,all,42,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9300040835168477
general,COHORT,P43,valence,eeg,knn,all,all,43,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9355564031775991
general,COHORT,P44,valence,eeg,knn,all,all,44,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.8937028868438919
general,COHORT,P45,valence,eeg,knn,all,all,45,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9309749901617626
general,COHORT,P46,valence,eeg,knn,all,all,46,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9303132984029499
general,COHORT,P01,valence,eeg,knn,5,5,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9542025966858456
general,COHORT,P02,valence,eeg,knn,5,5,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9404764685407012
general,COHORT,P03,valence,eeg,knn,5,5,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9412598652907793
general,COHORT,P04,valence,eeg,knn,5,5,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9448508591189573
general,COHORT,P05,valence,eeg,knn,5,5,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.934248000859452
general,COHORT,P06,valence,eeg,knn,5,5,6,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9522372716322896
general,COHORT,P07,valence,eeg,knn,5,5,7,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.953458813204731
general,COHORT,P08,valence,eeg,knn,5,5,8,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9461926424469482
general,COHORT,P09,valence,eeg,knn,5,5,9,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9408962441132005
general,COHORT,P10,valence,eeg,knn,5,5,10,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9357812552213385
general,COHORT,P11,valence,eeg,knn,5,5,11,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9351354975501451
general,COHORT,P12,valence,eeg,knn,5,5,12,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9437151264212595
general,COHORT,P13,valence,eeg,knn,5,5,13,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9546847609725078
general,COHORT,P14,valence,eeg,knn,5,5,14,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.900655240536469
general,COHORT,P15,valence,eeg,knn,5,5,15,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9310093184543853
general,COHORT,P16,valence,eeg,knn,5,5,16,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9461898623741114
general,COHORT,P17,valence,eeg,knn,5,5,17,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9468259970026955
general,COHORT,P18,valence,eeg,knn,5,5,18,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9219269988680199
general,COHORT,P19,valence,eeg,knn,5,5,19,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.945756669337997
general,COHORT,P20,valence,eeg,knn,5,5,20,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9415991583733778
general,COHORT,P21,valence,eeg,knn,5,5,21,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9258979800264338
general,COHORT,P22,valence,eeg,knn,5,5,22,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9225251835799724
general,COHORT,P23,valence,eeg,knn,5,5,23,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9357429538431703
general,COHORT,P24,valence,eeg,knn,5,5,24,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.93255890256532
general,COHORT,P25,valence,eeg,knn,5,5,25,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.924385979228417
general,COHORT,P26,valence,eeg,knn,5,5,26,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9366554631962754
general,COHORT,P27,valence,eeg,knn,5,5,27,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9248539274067695
general,COHORT,P28,valence,eeg,knn,5,5,28,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9478908637396786
general,COHORT,P29,valence,eeg,knn,5,5,29,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9455388860523104
general,COHORT,P30,valence,eeg,knn,5,5,30,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9270665275604402
general,COHORT,P31,valence,eeg,knn,5,5,31,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9334280863671651
general,COHORT,P32,valence,eeg,knn,5,5,32,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9275717167079307
general,COHORT,P33,valence,eeg,knn,5,5,33,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9297347595007512
general,COHORT,P34,valence,eeg,knn,5,5,34,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.938741391682195
general,COHORT,P35,valence,eeg,knn,5,5,35,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9289069354374533
general,COHORT,P36,valence,eeg,knn,5,5,36,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9439049206471892
general,COHORT,P37,valence,eeg,knn,5,5,37,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.939242368628694
general,COHORT,P38,valence,eeg,knn,5,5,38,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9380560896058046
general,COHORT,P39,valence,eeg,knn,5,5,39,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.938561725556594
general,COHORT,P40,valence,eeg,knn,5,5,40,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9399807662347857
general,COHORT,P41,valence,eeg,knn,5,5,41,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9229485351056521
general,COHORT,P42,valence,eeg,knn,5,5,42,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9538446772587938
general,COHORT,P43,valence,eeg,knn,5,5,43,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.957223784732625
general,COHORT,P44,valence,eeg,knn,5,5,44,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9299614203715063
general,COHORT,P45,valence,eeg,knn,5,5,45,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9486899559383537
general,COHORT,P46,valence,eeg,knn,5,5,46,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9357156761268068
general,COHORT,P01,valence,eeg,knn,10,10,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9356512394779812
general,COHORT,P02,valence,eeg,knn,10,10,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9103977487321793
general,COHORT,P03,valence,eeg,knn,10,10,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9021531217335426
general,COHORT,P04,valence,eeg,knn,10,10,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9225148861575156
general,COHORT,P05,valence,eeg,knn,10,10,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9390920788227546
general,COHORT,P06,valence,eeg,knn,10,10,6,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9329298228343674
general,COHORT,P07,valence,eeg,knn,10,10,7,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9436617735056356
general,COHORT,P08,valence,eeg,knn,10,10,8,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9329852017113751
general,COHORT,P09,valence,eeg,knn,10,10,9,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9201124023438456
general,COHORT,P10,valence,eeg,knn,10,10,10,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9295338701155753
general,COHORT,P11,valence,eeg,knn,10,10,11,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9285917160737192
general,COHORT,P12,valence,eeg,knn,10,10,12,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9437187404433687
general,COHORT,P13,valence,eeg,knn,10,10,13,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9298376488077573
general,COHORT,P14,valence,eeg,knn,10,10,14,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.918560763996129
general,COHORT,P15,valence,eeg,knn,10,10,15,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9490416564684299
general,COHORT,P16,valence,eeg,knn,10,10,16,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9450747556604795
general,COHORT,P17,valence,eeg,knn,10,10,17,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9485587634401569
general,COHORT,P18,valence,eeg,knn,10,10,18,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9209677298259773
general,COHORT,P19,valence,eeg,knn,10,10,19,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.93525275254569
general,COHORT,P20,valence,eeg,knn,10,10,20,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9420961451975152
general,COHORT,P21,valence,eeg,knn,10,10,21,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9109147185018416
general,COHORT,P22,valence,eeg,knn,10,10,22,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.930349414814715
general,COHORT,P23,valence,eeg,knn,10,10,23,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.927898220910049
general,COHORT,P24,valence,eeg,knn,10,10,24,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.917071766433229
general,COHORT,P25,valence,eeg,knn,10,10,25,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.947987014354449
general,COHORT,P26,valence,eeg,knn,10,10,26,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9130486764293522
general,COHORT,P27,valence,eeg,knn,10,10,27,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9397107897046972
general,COHORT,P28,valence,eeg,knn,10,10,28,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.931540372258306
general,COHORT,P29,valence,eeg,knn,10,10,29,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9296321594961718
general,COHORT,P30,valence,eeg,knn,10,10,30,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.929838049809166
general,COHORT,P31,valence,eeg,knn,10,10,31,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9289781748007406
general,COHORT,P32,valence,eeg,knn,10,10,32,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9423033854214455
general,COHORT,P33,valence,eeg,knn,10,10,33,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9360942100020815
general,COHORT,P34,valence,eeg,knn,10,10,34,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9420479343105008
general,COHORT,P35,valence,eeg,knn,10,10,35,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9245176562669237
general,COHORT,P36,valence,eeg,knn,10,10,36,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9218750825220567
general,COHORT,P37,valence,eeg,knn,10,10,37,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9372950601098733
general,COHORT,P38,valence,eeg,knn,10,10,38,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9257034535003388
general,COHORT,P39,valence,eeg,knn,10,10,39,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9369563859459276
general,COHORT,P40,valence,eeg,knn,10,10,40,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9236468892685372
general,COHORT,P41,valence,eeg,knn,10,10,41,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9163620750339674
general,COHORT,P42,valence,eeg,knn,10,10,42,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9525335817663905
general,COHORT,P43,valence,eeg,knn,10,10,43,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9483345836963892
general,COHORT,P44,valence,eeg,knn,10,10,44,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9022732165284388
general,COHORT,P45,valence,eeg,knn,10,10,45,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9459768988141577
general,COHORT,P46,valence,eeg,knn,10,10,46,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9177905024383872
general,COHORT,P01,valence,eeg,knn,20,20,1,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.936526460994249
general,COHORT,P02,valence,eeg,knn,20,20,2,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9348616143681554
general,COHORT,P03,valence,eeg,knn,20,20,3,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9188409895357612
general,COHORT,P04,valence,eeg,knn,20,20,4,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9352235619756253
general,COHORT,P05,valence,eeg,knn,20,20,5,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9290918349195945
general,COHORT,P06,valence,eeg,knn,20,20,6,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9263635436702184
general,COHORT,P07,valence,eeg,knn,20,20,7,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9413342994016993
general,COHORT,P08,valence,eeg,knn,20,20,8,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""distance""}",1.9518091263271404
general,COHORT,P09,valence,eeg,knn,20,20,9,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9096490313367407
general,COHORT,P10,valence,eeg,knn,20,20,10,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.915988914835187
general,COHORT,P11,valence,eeg,knn,20,20,11,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9315428068735572
general,COHORT,P12,valence,eeg,knn,20,20,12,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.935007133606937
general,COHORT,P13,valence,eeg,knn,20,20,13,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9343429463752666
general,COHORT,P14,valence,eeg,knn,20,20,14,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9130123280015456
general,COHORT,P15,valence,eeg,knn,20,20,15,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9303177960236138
general,COHORT,P16,valence,eeg,knn,20,20,16,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9481485357063584
general,COHORT,P17,valence,eeg,knn,20,20,17,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9532573375273325
general,COHORT,P18,valence,eeg,knn,20,20,18,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.912420540962485
general,COHORT,P19,valence,eeg,knn,20,20,19,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9225825094624582
general,COHORT,P20,valence,eeg,knn,20,20,20,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.946290240637484
general,COHORT,P21,valence,eeg,knn,20,20,21,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.917564866480666
general,COHORT,P22,valence,eeg,knn,20,20,22,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.925487560283947
general,COHORT,P23,valence,eeg,knn,20,20,23,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9248794558257185
general,COHORT,P24,valence,eeg,knn,20,20,24,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9158868292888365
general,COHORT,P25,valence,eeg,knn,20,20,25,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9387267801810446
general,COHORT,P26,valence,eeg,knn,20,20,26,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9208189538441371
general,COHORT,P27,valence,eeg,knn,20,20,27,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9497820114613256
general,COHORT,P28,valence,eeg,knn,20,20,28,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.925959954109586
general,COHORT,P29,valence,eeg,knn,20,20,29,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9311699051248135
general,COHORT,P30,valence,eeg,knn,20,20,30,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.942571245888247
general,COHORT,P31,valence,eeg,knn,20,20,31,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9300322216247725
general,COHORT,P32,valence,eeg,knn,20,20,32,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9432257529123702
general,COHORT,P33,valence,eeg,knn,20,20,33,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9453107028199987
general,COHORT,P34,valence,eeg,knn,20,20,34,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.918179371186855
general,COHORT,P35,valence,eeg,knn,20,20,35,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9184590604838978
general,COHORT,P36,valence,eeg,knn,20,20,36,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9332117696934787
general,COHORT,P37,valence,eeg,knn,20,20,37,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9398208216117858
general,COHORT,P38,valence,eeg,knn,20,20,38,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9453411910938794
general,COHORT,P39,valence,eeg,knn,20,20,39,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9423125097218013
general,COHORT,P40,valence,eeg,knn,20,20,40,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9296250487089501
general,COHORT,P41,valence,eeg,knn,20,20,41,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9330284365559227
general,COHORT,P42,valence,eeg,knn,20,20,42,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9474810036645849
general,COHORT,P43,valence,eeg,knn,20,20,43,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9523505087071449
general,COHORT,P44,valence,eeg,knn,20,20,44,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.915485274167954
general,COHORT,P45,valence,eeg,knn,20,20,45,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9448621350337387
general,COHORT,P46,valence,eeg,knn,20,20,46,"{""regressor__n_neighbors"": 11, ""regressor__weights"": ""uniform""}",1.9374360697215853
general,COHORT,P01,valence,eeg,svr,all,all,1,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8535730436108893
general,COHORT,P02,valence,eeg,svr,all,all,2,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.847972168205997
general,COHORT,P03,valence,eeg,svr,all,all,3,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.842194348843566
general,COHORT,P04,valence,eeg,svr,all,all,4,"{""regressor__C"": 0.1, ""regressor__epsilon"": 0.1, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8445862770862356
general,COHORT,P05,valence,eeg,svr,all,all,5,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8438320667141728
general,COHORT,P06,valence,eeg,svr,all,all,6,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8477484228244436
general,COHORT,P07,valence,eeg,svr,all,all,7,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8590960169170114
general,COHORT,P08,valence,eeg,svr,all,all,8,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.8543513008346402
general,COHORT,P09,valence,eeg,svr,all,all,9,"{""regressor__C"": 10, ""regressor__epsilon"": 0.25, ""regressor__gamma"": 0.1, ""regressor__kernel"": ""rbf""}",1.839083369781224
