participant,target,transfer_rank,status,eligible_image_rows,low_count,high_count,calibration_cv_folds,hard_prediction_reproduction,original_model_path,original_model_sha256,image_source,message,calibrated_artifact_path,calibrated_artifact_sha256
P30,valence,3,calibrated,120,59,61,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P30_valence_rank3.joblib,ed1c7af4418e2d302285039e50b8c685e31f226b7b21e22ec050604081bee0eb,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P30/Image_Experiment/runs/p30_no_ica/merged/p30_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P30_valence_rank3_calibrated.joblib,818c60522d474dc61aa7e03f87a08b9a32abad892c3a3aa7db4414a7b87a39ac
P31,arousal,1,calibrated,119,61,58,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P31_arousal_rank1.joblib,83f2664452afdc493392369b56e48c6acae21814e347c04544369576ac5d82c5,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P31/Image_Experiment/runs/p31_no_ica/merged/p31_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P31_arousal_rank1_calibrated.joblib,9277aac9a7959d62ffdabfdfe0100c3c19dee2820e2c4e3a0b67afe69b579ac4
P31,arousal,2,calibrated,119,61,58,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P31_arousal_rank2.joblib,6ea99f6528308889cc2bddda63ca333ebc92da9949ab61f6d143517fe966df63,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P31/Image_Experiment/runs/p31_no_ica/merged/p31_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P31_arousal_rank2_calibrated.joblib,a3119c9ad3b194cc24af503b311b85e53a018d134386d79ffbe91d160dbbf7af
P31,valence,1,calibrated,119,58,61,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P31_valence_rank1.joblib,c2e0a484fcc8c762fe65aec0b2f7c1ecfbff873bbb863105993822004ced686c,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P31/Image_Experiment/runs/p31_no_ica/merged/p31_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P31_valence_rank1_calibrated.joblib,d99e30ce25c9a06d4decd5025899e9cae54cd2255d32384b0d922c4d8d93f1f2
P31,valence,3,calibrated,119,58,61,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P31_valence_rank3.joblib,25a12d0a7a8eb02c43ee7aeba7b1200d07c7fef068cf9e048a43a186ca343050,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P31/Image_Experiment/runs/p31_no_ica/merged/p31_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P31_valence_rank3_calibrated.joblib,537d98493ddcb89cbb77b11d3bd325872d13b565a5d998fb1f4cd8cf8807e56e
P33,arousal,3,calibrated,117,32,85,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P33_arousal_rank3.joblib,62270c341c8337e0f4c0c8b0c9bbff8891d250b62dc1e3bcba616d9b26f3237a,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P33/Image_Experiment/runs/p33_no_ica/merged/p33_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P33_arousal_rank3_calibrated.joblib,2b2f389b85eeddbf2be3ea7b57e1fad88c01543800e6da0985424518deff7463
P33,valence,2,calibrated,117,60,57,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P33_valence_rank2.joblib,2eb3e4f25fc2cc8d6cabf5a827f87d1495b48c4f947152b0157b4fbe127ba38c,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P33/Image_Experiment/runs/p33_no_ica/merged/p33_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P33_valence_rank2_calibrated.joblib,3e943a79767fe2e207710c57d4dfc48c1b8b445fc0884e9ead0e9a4c411e82f4
P34,arousal,3,calibrated,115,33,82,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P34_arousal_rank3.joblib,6f5a0bff84a208aaaa6894f64f787c4f523a9bfa25d331b5dd710128945de566,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P34/Image_Experiment/runs/p34_no_ica/merged/p34_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P34_arousal_rank3_calibrated.joblib,96733e9c4e79ad9a6791ef87ce6dc5d6eb463cf1d8e458425fc7901b83893b4f
P34,valence,3,calibrated,115,67,48,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P34_valence_rank3.joblib,6d686d8601d25826f84c9fd3646d88e0d57ffeb9cc9b4264f225eb2a2753d392,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P34/Image_Experiment/runs/p34_no_ica/merged/p34_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P34_valence_rank3_calibrated.joblib,c01311e4ac778edceef1c8a56a7542393efa44b1c3a911f8ee785aa51399266a
P35,arousal,3,calibrated,114,36,78,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P35_arousal_rank3.joblib,385f4febff91ba6a579e1e5786b53bbf4faf750e0dccd6d199367c1dee450b3b,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P35/Image_Experiment/runs/p35_no_ica/merged/p35_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P35_arousal_rank3_calibrated.joblib,f17cc790185c17c3bc7f0eaf6a60880bad843729560c59c5bb118132b859bdfb
P35,valence,2,calibrated,114,62,52,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P35_valence_rank2.joblib,1a3eacf9e4c22b80627ba32af9606bc57b207f0f789c95f26d337aa5846e63a3,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P35/Image_Experiment/runs/p35_no_ica/merged/p35_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P35_valence_rank2_calibrated.joblib,b3d21610b7fb5f1c56a4ab46c5320162f86b81a6986ea7050e70526beda074ab
P36,arousal,1,calibrated,102,22,80,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P36_arousal_rank1.joblib,cf7ae15cc4e82a23dd7249bdc9bc0bb885ee4e63747d335bc4f893c4f09d00f7,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P36/Image_Experiment/runs/p36_no_ica/merged/p36_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P36_arousal_rank1_calibrated.joblib,3530ec6a289e926d887b872ce5aa3a42771da7540fd14cf77c44da6b62015fcd
P36,arousal,2,calibrated,102,22,80,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P36_arousal_rank2.joblib,12b35872c1be0b9939ca83c923896647d292151ef110bb09008398c55f217cb6,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P36/Image_Experiment/runs/p36_no_ica/merged/p36_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P36_arousal_rank2_calibrated.joblib,f0cb645534f45515c4a21d0cc5435ec86d8b23f7441785da39ed38710586136d
P36,valence,1,calibrated,102,46,56,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P36_valence_rank1.joblib,4a6eac7c49a72710b0a59b1c41b85caaa1c8c765906182f16ef388c8a677de9a,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P36/Image_Experiment/runs/p36_no_ica/merged/p36_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P36_valence_rank1_calibrated.joblib,b6c253e3e2595964ab16113ca8d7b2ad428d2a6e094165206523d25881d36df7
P36,valence,2,calibrated,102,46,56,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P36_valence_rank2.joblib,a29668383f7be0a4fdf42d8aa96ecff7cc5708abf2ce36ab98a3ec033b8906f6,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P36/Image_Experiment/runs/p36_no_ica/merged/p36_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P36_valence_rank2_calibrated.joblib,d5585e4aa6c8726d330649246fcb5d94263aa57484dd2cae8102bdb5d1a4e076
P36,valence,3,calibrated,102,46,56,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P36_valence_rank3.joblib,d47ba1f829335b2c45435b909761a4205554d0af07fa2d55ca639a708ee69333,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P36/Image_Experiment/runs/p36_no_ica/merged/p36_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P36_valence_rank3_calibrated.joblib,a41afbf3f6a83d338f1b15051d32083cf54ffbdf3a8f58f347f2f7a81b61b0e5
P37,arousal,1,calibrated,107,18,89,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P37_arousal_rank1.joblib,2c005723d81720b091c49680eede9d898555c30910cfba73db2a76eb25dee6d1,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P37/Image_Experiment/runs/p37_no_ica/merged/p37_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P37_arousal_rank1_calibrated.joblib,95559fc25b07b39fe77da0e52ff09318fe32b7a33827ad2ec5219d3998e18291
P37,arousal,2,calibrated,107,18,89,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P37_arousal_rank2.joblib,4a4e53bce967cf13262a93ac23e84bf4d094877c52cbe54c01d2f460996c366d,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P37/Image_Experiment/runs/p37_no_ica/merged/p37_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P37_arousal_rank2_calibrated.joblib,497e059803d2fbd2053aa5c0a042214f1f764bf6cc5f9241e5e106d988e3ccdd
P37,arousal,3,calibrated,107,18,89,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P37_arousal_rank3.joblib,acbc7c314cba4eb3822a63cd07600fe9d237a00c59071063155db781d2e5ba7b,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P37/Image_Experiment/runs/p37_no_ica/merged/p37_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P37_arousal_rank3_calibrated.joblib,dfbfd51a17216633ac34a44aa8c65cf537ed29c00963764bf599ce98a6023fde
P37,valence,2,calibrated,107,46,61,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P37_valence_rank2.joblib,21c2bf7c8306831d225bd81217070fb1c7a19ef82fac8fe19b06cc71801ec9de,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P37/Image_Experiment/runs/p37_no_ica/merged/p37_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P37_valence_rank2_calibrated.joblib,dbe81ac5ec963b8dbf91dca266948bc5aa6807d21e6c4bd93cad3267cd564a40
P37,valence,3,calibrated,107,46,61,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P37_valence_rank3.joblib,6ac23fdaec766c3776f7a2c9c9558ab07984ff58e1897445125fb23bd61d9cf5,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P37/Image_Experiment/runs/p37_no_ica/merged/p37_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P37_valence_rank3_calibrated.joblib,ee212110a4e6cca7456eed68d5c13ac794ea295c99502d24800de84f5d92083a
P38,valence,1,calibrated,120,49,71,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P38_valence_rank1.joblib,9ad521bc5c5ca5ca011b23e5e5210cbba63aceb19683ce3987511f36a1051beb,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P38/Image_Experiment/runs/p38_no_ica/merged/p38_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P38_valence_rank1_calibrated.joblib,5815f96b4303e535a113b9c7a7916f760081b1e8ae2d58e378c39dab07131354
P39,arousal,2,calibrated,118,104,14,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P39_arousal_rank2.joblib,fa9c1ad82c4fcc7719fb288e66f85ccd007a3b3a56e6d18b66550b52b8f8ad58,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P39/Image_Experiment/runs/p39_no_ica/merged/p39_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P39_arousal_rank2_calibrated.joblib,8e45597ff4c86d23cc1c8dacf30e159ac95cfc0a85ec4be32c326c6eb147ba60
P39,arousal,3,calibrated,118,104,14,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P39_arousal_rank3.joblib,7638bd0259f65582ee14d4ed815256656ad216918ea75ea696d14d57c4918bc7,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P39/Image_Experiment/runs/p39_no_ica/merged/p39_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P39_arousal_rank3_calibrated.joblib,cb9152bac60c9336ea46575a4f361d017c4ea1623cc7053946c14228e4f5dcda
P39,valence,1,calibrated,118,33,85,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P39_valence_rank1.joblib,8b6b9403bb34d455805b4d271f40703120715f64ea5e2486d03ce612c93363c0,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P39/Image_Experiment/runs/p39_no_ica/merged/p39_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P39_valence_rank1_calibrated.joblib,aa7d93d677c55137e6b105c25777dd5f53a72bc90d40804ba3635abb494067e4
P40,arousal,3,calibrated,120,46,74,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P40_arousal_rank3.joblib,048f6bfc6cf2f2b0d1a461d9c32d97cf2aa872c3712f707e2400e82c4bd0b3ad,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P40/Image_Experiment/runs/p40_no_ica/merged/p40_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P40_arousal_rank3_calibrated.joblib,567888f032eff6774daab1e6eb6fc2ef7c9fa13415d67e60a3e3bd7b967be03a
P40,valence,1,calibrated,120,54,66,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P40_valence_rank1.joblib,fc781923b45e9bc085e4d1d65097991fcfdc5322e7c0b6170a073844594da708,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P40/Image_Experiment/runs/p40_no_ica/merged/p40_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P40_valence_rank1_calibrated.joblib,2750f9c2a0684349beaca074fba7c96ce269dc487968e47dc455f41c58f4c621
P41,arousal,2,calibrated,117,49,68,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P41_arousal_rank2.joblib,b0afe4605f8942d683776de2dd1f965a1c30f1a0c497fcc1da3f62649156ab81,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P41/Image_Experiment/runs/p41_no_ica/merged/p41_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P41_arousal_rank2_calibrated.joblib,4a48ede50ed52eb431054360cc4c7847d74ee71ead2b752826b0a2a322cb48c9
P41,valence,2,calibrated,117,52,65,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P41_valence_rank2.joblib,97b6689c16471fdb1d178fd300d1e72d688328ef115ce8030fa752ab09fba1eb,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P41/Image_Experiment/runs/p41_no_ica/merged/p41_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P41_valence_rank2_calibrated.joblib,8668478ed1adc379cd9ff232cb91c6195a4b8d1c366eda3244b5ecbe121b8831
P42,arousal,2,calibrated,120,50,70,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P42_arousal_rank2.joblib,317be72825c55eaae58aabbe264f4f5560cea7f29e72fb66ef07284e74897aea,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P42/Image_Experiment/runs/p42_no_ica/merged/p42_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P42_arousal_rank2_calibrated.joblib,9153285d2c97366c3dd1ac5b8fefe9a3d4939ae1b4315606b4dc17358e0acddd
P43,arousal,2,calibrated,120,48,72,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P43_arousal_rank2.joblib,90e89753aa82aa1182ecddcf86562e2df8f43ee6b2a7b461cdca2f77952c1a19,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P43/Image_Experiment/runs/p43_no_ica/merged/p43_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P43_arousal_rank2_calibrated.joblib,592ab4cc61e5041fd6b66480bee4fd977096267a85622d3cb316303130963c34
P43,valence,3,calibrated,120,43,77,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P43_valence_rank3.joblib,38e1c35cc5e5f4730f30aa1bf664b0d8b3b2b66a96c25abba53dbf91ff179e0a,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P43/Image_Experiment/runs/p43_no_ica/merged/p43_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P43_valence_rank3_calibrated.joblib,9994f3cbc7724720133f2e88c3e2f36362f14cbdd6308a2ae6cde503e828388f
P44,arousal,1,calibrated,119,68,51,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P44_arousal_rank1.joblib,dc9a719e867e1bfa205399d79b4e285baf6e1c3a28c38062f1b8969198537828,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P44/Image_Experiment/runs/p44_no_ica/merged/p44_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P44_arousal_rank1_calibrated.joblib,30ca0b4759c84565ed2ea6d98fd5c667aeefac6260d3787fb9167a5040f55f6b
P44,arousal,3,calibrated,119,68,51,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P44_arousal_rank3.joblib,4c4f89e3c3910f18bca3eb8413872dd313e9274cc2d6c8d91b9532c0d7c9bb55,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P44/Image_Experiment/runs/p44_no_ica/merged/p44_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P44_arousal_rank3_calibrated.joblib,50f3d8cb8b30d006f7083e0b341d15480cf0c77bc789a733f2f00025a12e6e13
P44,valence,1,calibrated,119,35,84,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P44_valence_rank1.joblib,f8a0e9f471702e58963420d1e9ecab630a62799c7052ab20849ce0a7602f1dc4,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P44/Image_Experiment/runs/p44_no_ica/merged/p44_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P44_valence_rank1_calibrated.joblib,fbb2b80ffae1e7b2658b25b4de03f40b7ed452442e31af44a140271bd71d3b73
P44,valence,2,calibrated,119,35,84,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P44_valence_rank2.joblib,07af07c8b5efbbfaa7bb8077d157f9deb870951879472e321ec6cb7565475b7e,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P44/Image_Experiment/runs/p44_no_ica/merged/p44_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P44_valence_rank2_calibrated.joblib,54ef728b40c9c7bf99048f6c7c838ff7a7eb382fe7a547499685cd8796dc4a0b
P45,arousal,1,calibrated,120,69,51,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P45_arousal_rank1.joblib,b15768d10dfc2cd6589f3905effdf39535279cb2fae980a28f8b9b3dc4be1806,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P45/Image_Experiment/runs/p45_no_ica/merged/p45_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P45_arousal_rank1_calibrated.joblib,560c3c640776568165b9d2b8a7fb80fec646277569f02bf6114529731a2a9733
P45,arousal,2,calibrated,120,69,51,5,True,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P45_arousal_rank2.joblib,2e2c8946fec44abfa89bdff325fd0b7e750086507d37187c838b85933adbb9cf,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P45/Image_Experiment/runs/p45_no_ica/merged/p45_image_trial_dataset.csv,,/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_probability_calibration_v1/artifacts/P45_arousal_rank2_calibrated.joblib,9a2b0666bbf80795a75b70456666f9230d4eebb4faa1a0a8422df37a53c86e50
