participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,selected_threshold,selection_oof_ba_fixed_050,selection_oof_fold_ba_sd_fixed_050,selection_oof_ba_at_selected_threshold,final_refit_best_parameters,final_refit_inner_balanced_accuracy,fixed_threshold_ba,optimized_threshold_ba,fixed_threshold_sensitivity,fixed_threshold_specificity,optimized_threshold_sensitivity,optimized_threshold_specificity
P07,valence,1,5,92,24,24,92,logreg,hjorth,all_channels,8,primary,16,0.5,0.5598413842826244,0.058291813860216556,0.5598413842826244,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5370634920634921,0.531578947368421,0.531578947368421,0.2631578947368421,0.8,0.2631578947368421,0.8
P07,valence,2,5,93,23,24,92,logreg,all_eeg,all_channels,10,primary,120,0.7,0.5496575342465753,0.05473994556273908,0.5647260273972603,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5610714285714286,0.47368421052631576,0.3684210526315789,0.9473684210526315,0.0,0.7368421052631579,0.0
P07,valence,3,5,93,23,24,92,gnb,hjorth,all_channels,10,primary,16,0.6,0.5693456614509246,0.1507253343576771,0.5807254623044096,"{""classifier__var_smoothing"": 1e-11}",0.564404761904762,0.4166666666666667,0.3333333333333333,0.8333333333333334,0.0,0.6666666666666666,0.0
P07,valence,4,5,93,23,24,92,gnb,hjorth,all_channels,10,primary,16,0.65,0.5430298719772404,0.2062771661487922,0.5746799431009957,"{""classifier__var_smoothing"": 1e-11}",0.5360714285714286,0.4166666666666667,0.5333333333333333,0.8333333333333334,0.0,0.6666666666666666,0.4
P07,valence,5,5,93,23,24,92,svm,paper_compact,all_channels,10,secondary,64,0.5,0.5060455192034139,0.013471506281091259,0.5060455192034139,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5478968253968254,0.5,0.5,1.0,0.0,1.0,0.0
