participant,task,target,condition,n_valid_windows,rank1_model_label,rank1_mean_high_probability,rank1_median_high_probability,rank1_fraction_high_windows,rank1_task_verdict,rank2_model_label,rank2_mean_high_probability,rank2_median_high_probability,rank2_fraction_high_windows,rank2_task_verdict,rank3_model_label,rank3_mean_high_probability,rank3_median_high_probability,rank3_fraction_high_windows,rank3_task_verdict,consensus_median_probability,consensus_verdict,models_voting_HIGH,models_voting_LOW,unanimous_verdict,agreement_fraction,robot_rating,robot_rating_class,consensus_matches_rating,rank1_matches_rating,rank2_matches_rating,rank3_matches_rating,shift_warning,ica_no_ica_same_consensus_verdict
P27,pick_place,arousal,ICA,35,Multimodal KNN Top-5,0.8040816326530612,0.8571428571428571,1.0,HIGH,Multimodal GNB Top-10,0.8092211115790856,0.8661050060134869,0.8857142857142857,HIGH,Eeg KNN Top-5,0.8083623693379791,0.8571428571428571,1.0,HIGH,0.8571428571428571,HIGH,3,0,True,0.9024390243902439,7.0,HIGH,True,True,True,True,None,True
P27,pick_place,arousal,no-ICA,35,Multimodal KNN Top-5,0.8040816326530612,0.8571428571428571,1.0,HIGH,Multimodal GNB Top-10,0.809221111579147,0.86610500601371,0.8857142857142857,HIGH,Eeg KNN Top-5,0.8083623693379791,0.8571428571428571,1.0,HIGH,0.8571428571428571,HIGH,3,0,True,0.9024390243902439,7.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_alone,arousal,ICA,12,Multimodal KNN Top-5,0.7142857142857143,0.7142857142857143,0.9166666666666666,HIGH,Multimodal GNB Top-10,0.5443268772812401,0.6229922834851032,0.5,HIGH,Eeg KNN Top-5,0.6896551724137931,0.7142857142857143,0.7586206896551724,HIGH,0.7142857142857143,HIGH,3,0,True,0.8275862068965517,4.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_alone,arousal,no-ICA,12,Multimodal KNN Top-5,0.7142857142857143,0.7142857142857143,0.9166666666666666,HIGH,Multimodal GNB Top-10,0.5443268772812347,0.6229922834852497,0.5,HIGH,Eeg KNN Top-5,0.6896551724137931,0.7142857142857143,0.7586206896551724,HIGH,0.7142857142857143,HIGH,3,0,True,0.8275862068965517,4.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_interaction,arousal,ICA,87,Multimodal KNN Top-5,0.7520525451559934,0.7142857142857143,0.9425287356321839,HIGH,Multimodal GNB Top-10,0.7535700427262814,0.8599426899581321,0.7816091954022989,HIGH,Eeg KNN Top-5,0.7488721804511278,0.7142857142857143,0.9263157894736842,HIGH,0.7142857142857143,HIGH,3,0,True,0.7473684210526316,7.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_interaction,arousal,no-ICA,87,Multimodal KNN Top-5,0.7471264367816092,0.7142857142857143,0.9425287356321839,HIGH,Multimodal GNB Top-10,0.6614372745581748,0.7200769217256523,0.6551724137931034,HIGH,Eeg KNN Top-5,0.7037593984962407,0.7142857142857143,0.8526315789473684,HIGH,0.7142857142857143,HIGH,3,0,True,0.6947368421052632,7.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_observation,arousal,ICA,53,Multimodal KNN Top-5,0.8436657681940701,0.8571428571428571,0.9622641509433962,HIGH,Multimodal GNB Top-10,0.8708312689441438,0.9665098827531698,0.9245283018867925,HIGH,Eeg KNN Top-5,0.8309523809523809,0.8571428571428571,0.9333333333333333,HIGH,0.8571428571428571,HIGH,3,0,True,0.9333333333333333,6.0,HIGH,True,True,True,True,None,True
P27,shape_sorter_observation,arousal,no-ICA,53,Multimodal KNN Top-5,0.8436657681940701,0.8571428571428571,0.9622641509433962,HIGH,Multimodal GNB Top-10,0.8708312689441707,0.96650988275329,0.9245283018867925,HIGH,Eeg KNN Top-5,0.8309523809523809,0.8571428571428571,0.9333333333333333,HIGH,0.8571428571428571,HIGH,3,0,True,0.9333333333333333,6.0,HIGH,True,True,True,True,None,True
P27,sisyphus,arousal,ICA,120,Multimodal KNN Top-5,0.7535714285714286,0.7142857142857143,0.9416666666666667,HIGH,Multimodal GNB Top-10,0.7309100625787053,0.9255519785795276,0.7166666666666667,HIGH,Eeg KNN Top-5,0.7547806524184476,0.8571428571428571,0.8582677165354331,HIGH,0.8571428571428571,HIGH,3,0,True,0.6929133858267716,7.0,HIGH,True,True,True,True,None,True
P27,sisyphus,arousal,no-ICA,120,Multimodal KNN Top-5,0.7535714285714286,0.7142857142857143,0.9416666666666667,HIGH,Multimodal GNB Top-10,0.7309100625786924,0.9255519785795161,0.7166666666666667,HIGH,Eeg KNN Top-5,0.7547806524184476,0.8571428571428571,0.8582677165354331,HIGH,0.8571428571428571,HIGH,3,0,True,0.6929133858267716,7.0,HIGH,True,True,True,True,None,True
