participant,target,label_condition,total_original_trials,n_trials,n_low,n_high,n_dropped_midpoint,retained_fraction,class_balance_high_fraction,status,modality,classifier,feature_count,feature_count_request,outer_folds,mean_balanced_accuracy,std_balanced_accuracy,mean_accuracy,std_accuracy,best_hyperparameters,seed,gridsearch_n_jobs
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,knn,all,all,5,0.5224175824175824,0.06616297260985113,0.5644927536231885,0.06992472022564511,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5719373219373219, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6203703703703705, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5218762718762718, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5385365122207227, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5363247863247863, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,3,3,5,0.4622222222222222,0.09102275758272166,0.48659420289855077,0.0916430341307177,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5747863247863249, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.514957264957265, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5126170126170125, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5693882141250562, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.4968136152346679, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,5,5,5,0.5483760683760683,0.07614557159550349,0.5731884057971014,0.06076379699635986,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.517094017094017, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5220797720797721, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.53998778998779, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5152946468735943, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.4877792772529615, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,8,8,5,0.5283760683760683,0.055699385794454256,0.5565217391304348,0.0554643759221117,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5377492877492878, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.542022792022792, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5439560439560439, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5352376668166142, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.47495876443244867, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,10,10,5,0.5144078144078145,0.06832659993200194,0.547463768115942,0.05283398879292229,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5071225071225071, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.4921652421652422, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.528998778998779, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5743739691108113, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.496063877642825, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,15,15,5,0.5026739926739927,0.04185189677504686,0.5213768115942028,0.030495109293479417,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5249287749287749, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.589031339031339, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5224867724867724, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5394736842105264, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5489953516269306, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,20,20,5,0.5194993894993895,0.05277605429476162,0.5304347826086956,0.03954756202139075,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.532051282051282, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5911680911680911, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5374440374440375, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5193057429899536, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6126105862947968, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,30,30,5,0.5573015873015873,0.012731512697683202,0.563768115942029,0.02252213082307256,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5783475783475783, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5341880341880342, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5546398046398046, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.49966261808367074, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5777103013945118, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,logreg,all,all,5,0.5107081807081808,0.05527744528673029,0.5213768115942028,0.04941901481631164,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5797720797720798, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": null}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5619658119658121, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": null}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.4831094831094831, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5383115909431699, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": ""balanced""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5705877942720048, ""parameters"": {""classifier__C"": 0.1, ""classifier__class_weight"": null}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,3,3,5,0.5287057387057387,0.059916078851630625,0.5648550724637682,0.07415065529541422,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5434472934472935, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.4836182336182337, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.47985347985347987, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.543072424651372, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5043859649122807, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,5,5,5,0.5512332112332112,0.057021847283372756,0.5905797101449275,0.06366922503330086,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.44586894586894593, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.551994301994302, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5371387871387872, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5444969260758735, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.48635477582846004, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,8,8,5,0.5326617826617827,0.09023969757629338,0.5655797101449276,0.0868840277525905,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.51994301994302, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5811965811965812, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.551994301994302, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.49370220422852, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5027365422102265, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,10,10,5,0.5363858363858365,0.08826443770155755,0.5739130434782609,0.07810807682702518,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.49074074074074076, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5313390313390314, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5206552706552706, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5029614634877793, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5105338131653921, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,15,15,5,0.5181440781440781,0.05499595254849188,0.5561594202898551,0.044874910740263896,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5049857549857549, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5662393162393162, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.4923687423687424, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5245539061328535, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.572237216974059, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,20,20,5,0.5552869352869353,0.05714647828815258,0.5902173913043478,0.037972673932098286,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5897435897435898, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5847578347578347, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5118030118030118, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5245539061328536, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5389863547758285, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,30,30,5,0.5678144078144078,0.03450600865292122,0.6068840579710144,0.0305724972604768,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5655270655270656, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5534188034188035, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5568783068783069, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5029614634877793, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5272154745838956, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,eeg,gnb,all,all,5,0.5806837606837607,0.017663571023600274,0.6155797101449275,0.04499760781524644,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.48646723646723644, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.5591168091168092, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.4526862026862027, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.5276278302594092, ""parameters"": {""classifier__var_smoothing"": 1e-11}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.5808217124006597, ""parameters"": {""classifier__var_smoothing"": 1e-11}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,svm,3,3,5,0.5822277722277722,0.04258574286617034,0.5916666666666667,0.05527707983925665,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.615079365079365, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6349206349206349, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6071428571428571, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6529464687359424, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6332444358760148, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,svm,5,5,5,0.6352447552447551,0.028517945933153526,0.6416666666666667,0.04249182927993987,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6216931216931217, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6084656084656085, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5806878306878307, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6704903283850653, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6166163271426429, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,svm,8,8,5,0.6504395604395604,0.0334161638036638,0.6583333333333333,0.031180478223116186,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6283068783068783, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.648148148148148, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5701058201058201, ""parameters"": {""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.667068311805154, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.1, ""classifier__kernel"": ""rbf""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6156416682732473, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,svm,10,10,5,0.6456043956043956,0.05963587484413704,0.6499999999999999,0.05651941652604392,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6349206349206349, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.648148148148148, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.615079365079365, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6649315596684018, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6120000856842963, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,svm,all,all,5,0.6456043956043956,0.05963587484413704,0.6499999999999999,0.05651941652604392,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6349206349206349, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.648148148148148, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.615079365079365, ""parameters"": {""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6649315596684018, ""parameters"": {""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6120000856842963, ""parameters"": {""classifier__C"": 100, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,knn,3,3,5,0.5614585414585413,0.06019838274890406,0.5666666666666667,0.06236095644623237,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6243386243386243, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.619047619047619, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5899470899470899, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.689576505365979, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""distance""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6279534305850095, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,knn,5,5,5,0.5976423576423576,0.06852228904891382,0.6166666666666667,0.06123724356957946,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5899470899470899, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 7, ""classifier__weights"": ""distance""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6785714285714285, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.5925925925925927, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 5, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6235192682561105, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 3, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.618126512863355, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,knn,8,8,5,0.631958041958042,0.07563802256784345,0.6583333333333334,0.06666666666666665,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.6283068783068783, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6005291005291006, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.615079365079365, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6476554634449371, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 15, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6257363494205599, ""parameters"": {""classifier__metric"": ""manhattan"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,knn,10,10,5,0.6203396603396604,0.09188423983592625,0.6416666666666667,0.09354143466934853,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5952380952380952, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6428571428571429, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6507936507936508, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6450099607994344, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6897157423473214, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}]",42,4
P22,valence,standard,120,120,68,52,0,1.0,0.43333333333333335,complete,face,knn,all,all,5,0.6203396603396604,0.09188423983592625,0.6416666666666667,0.09354143466934853,"[{""fold"": 1, ""inner_best_balanced_accuracy"": 0.5952380952380952, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""distance""}}, {""fold"": 2, ""inner_best_balanced_accuracy"": 0.6428571428571429, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}, {""fold"": 3, ""inner_best_balanced_accuracy"": 0.6507936507936508, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 9, ""classifier__weights"": ""uniform""}}, {""fold"": 4, ""inner_best_balanced_accuracy"": 0.6450099607994344, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 21, ""classifier__weights"": ""uniform""}}, {""fold"": 5, ""inner_best_balanced_accuracy"": 0.6897157423473214, ""parameters"": {""classifier__metric"": ""euclidean"", ""classifier__n_neighbors"": 11, ""classifier__weights"": ""uniform""}}]",42,4
