participant,target,modality,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P04,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4966575091575091,0.1390123010985002,"[0.6057692307692308, 0.5961538461538461, 0.30219780219780223, 0.39583333333333337, 0.5833333333333333]",0.508095238095238,39,63,102
P04,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.48044871794871796,0.08315902628219321,"[0.4278846153846154, 0.4855769230769231, 0.38461538461538464, 0.6041666666666667, 0.5]",0.5404761904761906,39,63,102
P04,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5487637362637363,0.09416620959159304,"[0.4951923076923077, 0.5865384615384616, 0.41208791208791207, 0.6458333333333333, 0.6041666666666667]",0.588095238095238,39,63,102
P04,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4509615384615385,0.11184473864304115,"[0.5673076923076923, 0.4807692307692308, 0.2692307692307692, 0.4375, 0.5]",0.48,39,63,102
P04,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5466666666666666,0.1061096567672295,"[0.6222222222222222, 0.4, 0.5555555555555556, 0.6666666666666666, 0.4888888888888889]",0.55,45,75,120
P04,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5511111111111111,0.07478363853539485,"[0.6222222222222222, 0.45555555555555555, 0.5777777777777777, 0.6111111111111112, 0.4888888888888889]",0.55,45,75,120
P04,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5577777777777777,0.07872439815074822,"[0.4777777777777778, 0.6, 0.5555555555555556, 0.6666666666666666, 0.4888888888888889]",0.5583333333333333,45,75,120
P04,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5777777777777777,0.0538631095268481,"[0.5777777777777777, 0.6222222222222222, 0.5, 0.5555555555555556, 0.6333333333333333]",0.6,45,75,120
P04,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.6022222222222222,0.06255861449004109,"[0.5333333333333333, 0.6, 0.7, 0.6111111111111112, 0.5666666666666667]",0.5916666666666667,45,75,120
P04,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.58,0.05465943944999482,"[0.5333333333333333, 0.5888888888888888, 0.5333333333333333, 0.5777777777777777, 0.6666666666666666]",0.5916666666666667,45,75,120
P04,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.4967032967032966,0.12212745325211832,"[0.5817307692307692, 0.3317307692307692, 0.44505494505494503, 0.6458333333333333, 0.4791666666666667]",0.5104761904761904,39,63,102
