participant,target,modality,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,absolute_rank
P10,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5092074592074592,0.09930247763162442,"[0.4166666666666667, 0.6468531468531469, 0.458041958041958, 0.5804195804195804, 0.44405594405594406]",0.5083333333333334,56,64,120,2
P10,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.495920745920746,0.07489421979095055,"[0.4166666666666667, 0.6013986013986015, 0.48951048951048953, 0.534965034965035, 0.4370629370629371]",0.5,56,64,120,3
P10,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5157142857142858,0.06895724792084099,"[0.47857142857142854, 0.6214285714285714, 0.5214285714285715, 0.4357142857142857, 0.5214285714285715]",0.525,50,70,120,1
P10,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5128571428571429,0.08651412530651292,"[0.4285714285714286, 0.6285714285714286, 0.5785714285714286, 0.47857142857142854, 0.45]",0.5083333333333333,50,70,120,2
P10,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.4871428571428572,0.07447092296559069,"[0.37857142857142856, 0.55, 0.5, 0.45, 0.5571428571428572]",0.4916666666666666,50,70,120,3
P10,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5042857142857142,0.10733316432149623,"[0.4285714285714286, 0.3857142857142857, 0.6571428571428571, 0.4928571428571428, 0.5571428571428572]",0.5083333333333334,50,70,120,1
P10,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.49857142857142855,0.14685478041457228,"[0.5357142857142857, 0.40714285714285714, 0.6428571428571428, 0.2928571428571428, 0.6142857142857143]",0.525,50,70,120,2
P10,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4885714285714286,0.19190239866204095,"[0.2785714285714286, 0.3857142857142857, 0.6928571428571428, 0.39285714285714285, 0.6928571428571428]",0.5,50,70,120,3
P11,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5953046953046953,0.08725254365487084,"[0.5279720279720279, 0.7342657342657343, 0.5428571428571428, 0.5428571428571428, 0.6285714285714286]",0.625,52,68,120,1
P11,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5853046953046952,0.0957553818049807,"[0.5279720279720279, 0.7342657342657343, 0.5071428571428571, 0.5285714285714286, 0.6285714285714286]",0.6166666666666666,52,68,120,2
P11,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.581018981018981,0.09131360284042321,"[0.5279720279720279, 0.7342657342657343, 0.5071428571428571, 0.5428571428571428, 0.5928571428571429]",0.6083333333333333,52,68,120,3
P11,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5405794205794205,0.09789810054225945,"[0.4125874125874126, 0.6188811188811189, 0.5071428571428571, 0.5071428571428571, 0.6571428571428571]",0.5583333333333333,52,68,120,1
P11,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5339260739260739,0.01524243595886908,"[0.5419580419580419, 0.5419580419580419, 0.5071428571428571, 0.5428571428571428, 0.5357142857142857]",0.55,52,68,120,2
P11,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5314585414585414,0.05675027393962044,"[0.49650349650349646, 0.49650349650349646, 0.6, 0.47857142857142854, 0.5857142857142856]",0.5583333333333333,52,68,120,3
P11,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.6155594405594406,0.11041501255453927,"[0.5, 0.5833333333333333, 0.7916666666666667, 0.6398601398601399, 0.5629370629370629]",0.6083333333333333,58,62,120,1
P11,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6064685314685315,0.10978346650313284,"[0.5, 0.5833333333333333, 0.7916666666666667, 0.5944055944055944, 0.5629370629370629]",0.6,58,62,120,2
P11,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5995337995337995,0.10008679760128378,"[0.5, 0.5833333333333333, 0.75, 0.6398601398601399, 0.5244755244755245]",0.5916666666666667,58,62,120,3
P11,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.582983682983683,0.05976582414601457,"[0.5416666666666666, 0.5833333333333334, 0.5416666666666666, 0.6853146853146853, 0.5629370629370629]",0.575,58,62,120,1
P11,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5726107226107227,0.06926567396087745,"[0.5416666666666666, 0.5, 0.5416666666666666, 0.6783216783216783, 0.6013986013986015]",0.5666666666666667,58,62,120,2
P11,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5690559440559441,0.050327859935533625,"[0.5416666666666667, 0.5833333333333334, 0.5, 0.6328671328671329, 0.5874125874125874]",0.5666666666666667,58,62,120,3
P12,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,4,0.5,0.0,"[0.5, 0.5, 0.5, 0.5]",0.9666666666666667,4,116,120,1
P12,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,4,0.4956896551724138,0.008620689655172402,"[0.5, 0.5, 0.4827586206896552, 0.5]",0.9583333333333334,4,116,120,2
P12,arousal,face,svm,face_geometry,all_face,5,primary,10,5,4,0.49137931034482757,0.017241379310344838,"[0.5, 0.46551724137931033, 0.5, 0.5]",0.95,4,116,120,3
P12,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,4,0.5,0.0,"[0.5, 0.5, 0.5, 0.5]",0.9666666666666667,4,116,120,1
P12,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,4,0.5,0.0,"[0.5, 0.5, 0.5, 0.5]",0.9666666666666667,4,116,120,2
P12,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,4,0.4956896551724138,0.00862068965517239,"[0.4827586206896552, 0.5, 0.5, 0.5]",0.9583333333333334,4,116,120,3
P12,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5033613445378151,0.010031375114548975,"[0.5210084033613445, 0.4957983193277311, 0.5, 0.5, 0.5]",0.6333333333333334,36,84,120,1
P12,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.4928046218487395,0.09022988487369535,"[0.4117647058823529, 0.39495798319327735, 0.5126050420168067, 0.6134453781512605, 0.53125]",0.6333333333333333,36,84,120,2
P12,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.4756302521008403,0.05449241289705371,"[0.5, 0.37815126050420167, 0.5, 0.5, 0.5]",0.6416666666666667,36,84,120,3
P12,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.519485294117647,0.1428475362099887,"[0.5126050420168067, 0.31932773109243695, 0.45378151260504196, 0.6554621848739496, 0.65625]",0.6083333333333333,36,84,120,1
P12,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5051995798319328,0.11572280480790846,"[0.5546218487394958, 0.39495798319327735, 0.38235294117647056, 0.5378151260504201, 0.65625]",0.6083333333333333,36,84,120,2
P12,valence,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5003676470588235,0.05754454884271135,"[0.5546218487394958, 0.45378151260504196, 0.4243697478991597, 0.5378151260504201, 0.53125]",0.5916666666666667,36,84,120,3
P13,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5416239316239316,0.15201023501534114,"[0.4444444444444444, 0.3611111111111111, 0.7576923076923077, 0.5423076923076923, 0.6025641025641025]",0.5181818181818182,67,47,114,1
P13,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5387423687423688,0.07357718557312662,"[0.5158730158730158, 0.43253968253968256, 0.5961538461538461, 0.6192307692307693, 0.5299145299145299]",0.5351778656126482,67,47,114,2
P13,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5379731379731381,0.08436530887129239,"[0.6190476190476191, 0.46825396825396826, 0.4307692307692308, 0.6076923076923078, 0.5641025641025641]",0.5438735177865613,67,47,114,3
P13,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6581818181818182,0.08052043976707803,"[0.6477272727272727, 0.7386363636363636, 0.7045454545454546, 0.6722222222222223, 0.5277777777777778]",0.6631578947368422,53,42,95,1
P13,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6579040404040404,0.05663153968967924,"[0.7102272727272727, 0.7045454545454546, 0.6136363636363636, 0.6777777777777778, 0.5833333333333333]",0.6631578947368422,53,42,95,2
P13,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6315909090909091,0.1182769624782283,"[0.7102272727272727, 0.7840909090909092, 0.6136363636363636, 0.5666666666666667, 0.4833333333333333]",0.631578947368421,53,42,95,3
P13,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5947023809523809,0.11166613520281692,"[0.5491071428571428, 0.5758928571428572, 0.5446428571428572, 0.5133928571428572, 0.7904761904761906]",0.5810276679841897,35,79,114,1
P13,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5889285714285715,0.1126674632287785,"[0.6473214285714286, 0.5446428571428572, 0.48214285714285715, 0.5133928571428572, 0.7571428571428571]",0.5284584980237155,35,79,114,2
P13,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5867261904761906,0.07896153606664791,"[0.5357142857142857, 0.5446428571428572, 0.5446428571428572, 0.5848214285714286, 0.7238095238095238]",0.5367588932806324,35,79,114,3
P13,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5802197802197802,0.11546743931308405,"[0.6025641025641025, 0.6923076923076923, 0.38461538461538464, 0.6025641025641025, 0.6190476190476191]",0.5789473684210527,31,64,95,1
P13,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5749084249084249,0.06764294419777812,"[0.5961538461538461, 0.6538461538461539, 0.47435897435897434, 0.6025641025641025, 0.5476190476190476]",0.5684210526315789,31,64,95,2
P13,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5616300366300366,0.11973403826828494,"[0.5128205128205128, 0.6923076923076923, 0.38461538461538464, 0.641025641025641, 0.5773809523809523]",0.5789473684210527,31,64,95,3
P14,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5682717282717282,0.1350120901725101,"[0.45, 0.7785714285714285, 0.5428571428571428, 0.458041958041958, 0.6118881118881119]",0.5833333333333333,52,68,120,1
P14,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5493406593406593,0.09118620967780355,"[0.55, 0.4285714285714286, 0.6142857142857143, 0.49650349650349646, 0.6573426573426573]",0.5583333333333333,52,68,120,2
P14,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5479120879120879,0.07909770918525827,"[0.4857142857142857, 0.6071428571428572, 0.4928571428571429, 0.49650349650349646, 0.6573426573426573]",0.5666666666666667,52,68,120,3
P14,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.583076923076923,0.0341631185919313,"[0.5692307692307692, 0.5961538461538461, 0.5416666666666667, 0.6333333333333333, 0.575]",0.5893280632411068,50,62,112,1
P14,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5693589743589744,0.06494858382161937,"[0.5692307692307692, 0.5192307692307692, 0.4916666666666667, 0.6416666666666666, 0.625]",0.5719367588932807,50,62,112,2
P14,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5680769230769231,0.03784875086635389,"[0.5807692307692307, 0.5346153846153846, 0.525, 0.5833333333333333, 0.6166666666666667]",0.5806324110671937,50,62,112,3
P14,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5612470862470862,0.10241839419470786,"[0.45104895104895104, 0.5279720279720279, 0.6188811188811189, 0.7083333333333333, 0.5]",0.5666666666666667,63,57,120,1
P14,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5521561771561772,0.09967462796710659,"[0.40559440559440557, 0.5279720279720279, 0.6188811188811189, 0.6666666666666667, 0.5416666666666666]",0.5583333333333333,63,57,120,2
P14,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5453379953379953,0.04319121509387363,"[0.49650349650349646, 0.5734265734265734, 0.5734265734265734, 0.5833333333333334, 0.5]",0.55,63,57,120,3
P14,valence,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5574242424242424,0.07121494191705678,"[0.48484848484848486, 0.5568181818181819, 0.5454545454545454, 0.675, 0.525]",0.5632411067193676,59,53,112,1
P14,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5425757575757576,0.09870953390874243,"[0.606060606060606, 0.39015151515151514, 0.5, 0.6333333333333333, 0.5833333333333333]",0.5454545454545455,59,53,112,2
P14,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5339393939393939,0.1056504515197928,"[0.43939393939393934, 0.4318181818181818, 0.6818181818181818, 0.5916666666666667, 0.525]",0.5375494071146245,59,53,112,3
P15,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.587953216374269,0.0891679598900973,"[0.5555555555555556, 0.5684210526315789, 0.7, 0.6473684210526316, 0.46842105263157896]",0.725,26,94,120,1
P15,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.58,0.19820524352185231,"[0.5, 0.28421052631578947, 0.7157894736842105, 0.7894736842105263, 0.6105263157894737]",0.5333333333333333,26,94,120,2
P15,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5696491228070175,0.15009435833850557,"[0.41666666666666663, 0.4157894736842105, 0.6736842105263158, 0.7473684210526316, 0.5947368421052632]",0.6916666666666667,26,94,120,3
P15,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6190196078431371,0.1479441668494001,"[0.6611111111111111, 0.4722222222222222, 0.4583333333333333, 0.7916666666666667, 0.7117647058823529]",0.7233201581027668,23,89,112,1
P15,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5290522875816993,0.06945390170128592,"[0.48888888888888893, 0.5222222222222221, 0.4444444444444444, 0.625, 0.5647058823529412]",0.5260869565217391,23,89,112,2
P15,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5259150326797386,0.04506422195192574,"[0.5611111111111111, 0.4722222222222222, 0.5138888888888888, 0.5, 0.5823529411764705]",0.7146245059288537,23,89,112,3
P15,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.63125,0.08088861940965492,"[0.75, 0.625, 0.65625, 0.53125, 0.59375]",0.6583333333333333,40,80,120,1
P15,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.63125,0.0921742575234539,"[0.78125, 0.59375, 0.625, 0.53125, 0.625]",0.6583333333333334,40,80,120,2
P15,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.6125,0.09003037681804958,"[0.71875, 0.625, 0.625, 0.46875, 0.625]",0.675,40,80,120,3
P15,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6286904761904761,0.11873202215030375,"[0.7125, 0.7416666666666667, 0.44642857142857145, 0.6619047619047619, 0.5809523809523809]",0.6411067193675889,38,74,112,1
P15,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6196428571428572,0.054271223003157995,"[0.7125, 0.6166666666666667, 0.6071428571428572, 0.5809523809523809, 0.5809523809523809]",0.6600790513833992,38,74,112,2
P15,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6022619047619047,0.06406681204723466,"[0.7125, 0.5875, 0.5446428571428572, 0.5857142857142856, 0.5809523809523809]",0.6418972332015811,38,74,112,3
P16,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6334722222222222,0.1045645180064726,"[0.65625, 0.6888888888888889, 0.7666666666666666, 0.5222222222222221, 0.5333333333333333]",0.6333333333333333,44,76,120,1
P16,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5595833333333333,0.0805322044699518,"[0.53125, 0.6555555555555556, 0.6111111111111112, 0.5555555555555556, 0.4444444444444444]",0.5916666666666667,44,76,120,2
P16,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5573611111111111,0.04144501228386687,"[0.53125, 0.5888888888888888, 0.6111111111111112, 0.5111111111111111, 0.5444444444444445]",0.625,44,76,120,3
P16,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6183333333333334,0.07422048609080618,"[0.5666666666666667, 0.6166666666666667, 0.5541666666666667, 0.7416666666666667, 0.6125]",0.6300724637681159,41,75,116,1
P16,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6080555555555556,0.08508800817860569,"[0.6444444444444444, 0.5833333333333333, 0.55, 0.7375, 0.525]",0.6289855072463768,41,75,116,2
P16,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5824999999999999,0.07622836669435396,"[0.6333333333333333, 0.5833333333333333, 0.6791666666666667, 0.49583333333333335, 0.5208333333333333]",0.6206521739130435,41,75,116,3
P16,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.6286713286713287,0.08119119034237764,"[0.7027972027972028, 0.5629370629370629, 0.7167832167832169, 0.534965034965035, 0.6258741258741258]",0.625,55,65,120,1
P16,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5909090909090909,0.07084195660613568,"[0.6573426573426573, 0.49650349650349646, 0.6398601398601399, 0.534965034965035, 0.6258741258741258]",0.5916666666666666,55,65,120,2
P16,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5615384615384615,0.046095534259236334,"[0.5804195804195804, 0.5244755244755245, 0.5104895104895105, 0.5664335664335665, 0.6258741258741258]",0.5583333333333333,55,65,120,3
P16,valence,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6305361305361306,0.07904947751952641,"[0.6258741258741258, 0.5192307692307692, 0.7386363636363636, 0.6553030303030303, 0.6136363636363636]",0.6293478260869565,54,62,116,1
P16,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6195571095571095,0.08122094060644114,"[0.5594405594405594, 0.5307692307692308, 0.7348484848484849, 0.6136363636363636, 0.6590909090909092]",0.6210144927536232,54,62,116,2
P16,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6004662004662005,0.09342461527394862,"[0.6048951048951049, 0.4807692307692308, 0.7386363636363636, 0.6136363636363636, 0.5643939393939394]",0.6032608695652174,54,62,116,3
P17,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.580532212885154,0.10576045935745629,"[0.76890756302521, 0.5504201680672269, 0.5277777777777778, 0.5277777777777778, 0.5277777777777778]",0.625,32,88,120,1
P17,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5450513538748833,0.06758519420656714,"[0.6134453781512605, 0.5840336134453781, 0.4722222222222222, 0.4722222222222222, 0.5833333333333334]",0.6666666666666667,32,88,120,2
P17,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5323062558356676,0.12624194392567667,"[0.5798319327731092, 0.47058823529411764, 0.38888888888888884, 0.5, 0.7222222222222222]",0.6333333333333334,32,88,120,3
P17,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5929038281979458,0.12709778581776693,"[0.7394957983193278, 0.4831932773109243, 0.6111111111111112, 0.4444444444444444, 0.6862745098039216]",0.6641304347826087,32,87,119,1
P17,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5738562091503268,0.11068987484820347,"[0.7394957983193278, 0.5252100840336134, 0.5, 0.4722222222222222, 0.6323529411764706]",0.672463768115942,32,87,119,2
P17,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.565452847805789,0.10541078023838632,"[0.6260504201680672, 0.5672268907563025, 0.3888888888888889, 0.5833333333333334, 0.6617647058823529]",0.6561594202898551,32,87,119,3
P17,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6491708291708292,0.10812695054284653,"[0.7482517482517483, 0.6118881118881119, 0.4857142857142857, 0.6571428571428571, 0.7428571428571429]",0.6583333333333333,52,68,120,1
P17,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6458241758241758,0.12076236610929042,"[0.6573426573426573, 0.6503496503496503, 0.45, 0.6928571428571428, 0.7785714285714285]",0.6583333333333333,52,68,120,2
P17,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6278321678321678,0.09922472379819726,"[0.6048951048951049, 0.7342657342657343, 0.4714285714285714, 0.65, 0.6785714285714286]",0.6583333333333334,52,68,120,3
P17,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6522077922077922,0.10346352807639189,"[0.7622377622377623, 0.7097902097902098, 0.5857142857142856, 0.5071428571428571, 0.6961538461538461]",0.6557971014492754,52,67,119,1
P17,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6521078921078921,0.06342316400210724,"[0.6188811188811189, 0.7097902097902098, 0.6785714285714286, 0.5571428571428572, 0.6961538461538461]",0.6641304347826087,52,67,119,2
P17,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6361538461538461,0.07459733848749736,"[0.6573426573426573, 0.6888111888111889, 0.6428571428571428, 0.5071428571428571, 0.6846153846153846]",0.6557971014492754,52,67,119,3
P18,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6148601398601399,0.09009209041625559,"[0.7083333333333333, 0.5833333333333333, 0.5833333333333334, 0.7027972027972028, 0.49650349650349646]",0.6166666666666667,62,58,120,1
P18,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6127039627039628,0.07444664353866716,"[0.7083333333333333, 0.5416666666666666, 0.6666666666666667, 0.6048951048951049, 0.5419580419580419]",0.6166666666666666,62,58,120,2
P18,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5758741258741259,0.039660019869687764,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.6188811188811189, 0.5104895104895105]",0.575,62,58,120,3
P18,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5794871794871795,0.0630211144484823,"[0.5, 0.625, 0.548951048951049, 0.5643939393939394, 0.6590909090909092]",0.5768115942028985,61,57,118,1
P18,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5756993006993006,0.08597679603900017,"[0.5416666666666666, 0.625, 0.458041958041958, 0.6856060606060606, 0.5681818181818181]",0.5771739130434782,61,57,118,2
P18,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5523310023310023,0.09946734787910522,"[0.45833333333333337, 0.625, 0.5874125874125874, 0.4356060606060606, 0.6553030303030303]",0.5507246376811594,61,57,118,3
P18,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.47966200466200465,0.17435474780786586,"[0.48951048951048953, 0.36713286713286714, 0.75, 0.5, 0.2916666666666667]",0.4833333333333333,58,62,120,1
P18,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.4497668997668998,0.0968367271123087,"[0.465034965034965, 0.36713286713286714, 0.5416666666666666, 0.5416666666666667, 0.33333333333333337]",0.45,58,62,120,2
P18,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.44498834498834494,0.09269751258674311,"[0.5244755244755245, 0.36713286713286714, 0.4583333333333333, 0.5416666666666666, 0.33333333333333337]",0.4416666666666667,58,62,120,3
P18,valence,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6342657342657343,0.055902079118582124,"[0.7167832167832169, 0.6666666666666666, 0.5833333333333334, 0.6022727272727273, 0.6022727272727273]",0.635144927536232,57,61,118,1
P18,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6198717948717949,0.08540442907143574,"[0.6713286713286714, 0.5416666666666667, 0.5416666666666667, 0.606060606060606, 0.7386363636363636]",0.6195652173913043,57,61,118,2
P18,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5932400932400932,0.06836865252793813,"[0.5419580419580419, 0.625, 0.5, 0.6515151515151515, 0.6477272727272727]",0.5942028985507246,57,61,118,3
P19,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6013986013986015,0.11142276481907831,"[0.5874125874125874, 0.6713286713286714, 0.7482517482517483, 0.534965034965035, 0.465034965034965]",0.6,65,55,120,1
P19,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5685314685314685,0.08276453475737404,"[0.5734265734265734, 0.6713286713286714, 0.6118881118881119, 0.534965034965035, 0.45104895104895104]",0.575,65,55,120,2
P19,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5272727272727272,0.12014445964314349,"[0.5734265734265734, 0.6713286713286714, 0.5734265734265734, 0.3601398601398601, 0.458041958041958]",0.5333333333333333,65,55,120,3
P19,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.7041958041958042,0.030939610916963577,"[0.7167832167832169, 0.6958041958041958, 0.6573426573426573, 0.7412587412587412, 0.7097902097902098]",0.7083333333333334,65,55,120,1
P19,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6874125874125874,0.07844177854717527,"[0.8006993006993006, 0.6573426573426573, 0.6118881118881119, 0.7342657342657343, 0.6328671328671329]",0.6916666666666667,65,55,120,2
P19,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6538461538461539,0.0704959620757201,"[0.7552447552447552, 0.6958041958041958, 0.6188811188811189, 0.6188811188811189, 0.5804195804195804]",0.6583333333333334,65,55,120,3
P19,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5900000000000001,0.10169474414960844,"[0.4666666666666667, 0.5111111111111111, 0.7222222222222222, 0.625, 0.625]",0.6,43,77,120,1
P19,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5855555555555555,0.09855045082608548,"[0.5333333333333333, 0.4444444444444444, 0.7, 0.625, 0.625]",0.6166666666666667,43,77,120,2
P19,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.49916666666666665,0.03759440277980715,"[0.5111111111111111, 0.4444444444444444, 0.47777777777777775, 0.53125, 0.53125]",0.5666666666666667,43,77,120,3
P19,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6219444444444444,0.0679076482310469,"[0.5888888888888888, 0.7111111111111111, 0.6222222222222222, 0.53125, 0.65625]",0.6666666666666666,43,77,120,1
P19,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6197222222222222,0.06434881254480089,"[0.6222222222222222, 0.7, 0.5888888888888888, 0.53125, 0.65625]",0.6583333333333333,43,77,120,2
P19,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6072222222222222,0.08767426429899693,"[0.5888888888888888, 0.7, 0.6222222222222222, 0.46875, 0.65625]",0.6583333333333334,43,77,120,3
P20,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.49868697478991597,0.02448431172300737,"[0.46218487394957986, 0.5, 0.5, 0.5, 0.53125]",0.6166666666666667,37,83,120,1
