participant,target,modality,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,absolute_rank
P20,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.4940126050420168,0.056390236744827564,"[0.4243697478991597, 0.542016806722689, 0.4411764705882353, 0.53125, 0.53125]",0.6333333333333333,37,83,120,2
P20,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.47610294117647056,0.07901444905111835,"[0.3487394957983193, 0.5, 0.5630252100840336, 0.5, 0.46875]",0.575,37,83,120,3
P20,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5053846153846153,0.03096094122692017,"[0.5192307692307692, 0.5, 0.46153846153846156, 0.5461538461538462, 0.5]",0.6239766081871345,29,64,93,1
P20,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4978205128205128,0.09317567340458788,"[0.4230769230769231, 0.39743589743589747, 0.5512820512820513, 0.49230769230769234, 0.625]",0.5485380116959064,29,64,93,2
P20,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.49525641025641026,0.053837758808333316,"[0.42948717948717946, 0.5064102564102564, 0.5128205128205128, 0.5692307692307692, 0.4583333333333333]",0.5695906432748539,29,64,93,3
P20,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5465734265734266,0.08713843550929203,"[0.42657342657342656, 0.6573426573426573, 0.548951048951049, 0.5071428571428571, 0.5928571428571429]",0.5583333333333333,53,67,120,1
P20,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5280919080919081,0.06142729727885786,"[0.5279720279720279, 0.5734265734265734, 0.5104895104895105, 0.4357142857142857, 0.5928571428571429]",0.5416666666666666,53,67,120,2
P20,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5222177822177823,0.1518983663489747,"[0.5734265734265734, 0.2902097902097902, 0.6188811188811189, 0.4571428571428572, 0.6714285714285715]",0.5333333333333333,53,67,120,3
P20,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5577777777777777,0.11094431925659214,"[0.4222222222222222, 0.6777777777777778, 0.5222222222222221, 0.5, 0.6666666666666666]",0.5596491228070175,47,46,93,1
P20,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.53,0.17157584796508596,"[0.2722222222222222, 0.7333333333333334, 0.4777777777777778, 0.5555555555555556, 0.6111111111111112]",0.5280701754385965,47,46,93,2
P20,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5177777777777778,0.2086627026010881,"[0.20555555555555555, 0.7388888888888889, 0.5333333333333333, 0.4444444444444444, 0.6666666666666667]",0.5169590643274853,47,46,93,3
P21,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6177322677322677,0.13267667446467765,"[0.6958041958041958, 0.5357142857142857, 0.5071428571428571, 0.5357142857142857, 0.8142857142857143]",0.6333333333333333,69,51,120,1
P21,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.6172127872127872,0.11269270720786714,"[0.6503496503496503, 0.5, 0.5071428571428571, 0.6642857142857144, 0.7642857142857142]",0.6416666666666666,69,51,120,2
P21,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.6029270729270729,0.07708397809339446,"[0.6503496503496503, 0.5, 0.5428571428571428, 0.6428571428571428, 0.6785714285714286]",0.625,69,51,120,3
P21,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5673076923076923,0.0912195478894725,"[0.47435897435897434, 0.6282051282051282, 0.5897435897435898, 0.47115384615384615, 0.6730769230769231]",0.6112554112554113,65,43,108,1
P21,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5527777777777778,0.0825406082195891,"[0.45726495726495725, 0.6111111111111112, 0.5897435897435898, 0.47115384615384615, 0.6346153846153846]",0.6017316017316017,65,43,108,2
P21,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5422008547008547,0.10796811065834276,"[0.4188034188034188, 0.6666666666666666, 0.5341880341880342, 0.4567307692307692, 0.6346153846153846]",0.5831168831168831,65,43,108,3
P21,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5785714285714285,0.08498921722545522,"[0.6388888888888888, 0.4722222222222222, 0.6388888888888888, 0.5, 0.6428571428571428]",0.7166666666666666,31,89,120,1
P21,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5669467787114846,0.10537727906089005,"[0.6666666666666667, 0.41666666666666663, 0.5277777777777778, 0.5555555555555556, 0.6680672268907563]",0.5916666666666667,31,89,120,2
P21,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5637721755368814,0.09991309197488928,"[0.6944444444444444, 0.41666666666666663, 0.5555555555555556, 0.5555555555555556, 0.5966386554621849]",0.6,31,89,120,3
P21,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6102941176470589,0.13925527174704214,"[0.6529411764705882, 0.611764705882353, 0.8117647058823529, 0.4375, 0.5375]",0.7216450216450216,25,83,108,1
P21,valence,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5836764705882354,0.13289121547861654,"[0.6235294117647059, 0.48235294117647054, 0.8, 0.50625, 0.50625]",0.703030303030303,25,83,108,2
P21,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5820588235294117,0.10226881261949848,"[0.723529411764706, 0.5705882352941176, 0.6411764705882352, 0.5, 0.475]",0.7216450216450216,25,83,108,3
P22,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.6777777777777778,0.045560671135818236,"[0.7333333333333334, 0.6777777777777778, 0.6777777777777778, 0.6928571428571428, 0.6071428571428572]",0.7,73,47,120,1
P22,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6265079365079365,0.033548061213529205,"[0.6222222222222222, 0.5888888888888888, 0.6, 0.6571428571428571, 0.6642857142857144]",0.6666666666666666,73,47,120,2
P22,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5958730158730159,0.05649545073402562,"[0.6666666666666666, 0.5333333333333333, 0.6222222222222222, 0.5428571428571428, 0.6142857142857143]",0.6333333333333333,73,47,120,3
P22,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.597936507936508,0.07127319962391816,"[0.6, 0.48888888888888893, 0.6706349206349207, 0.6507936507936507, 0.5793650793650793]",0.65,72,45,117,1
P22,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5944444444444444,0.06786990504697879,"[0.5111111111111111, 0.5444444444444445, 0.5952380952380952, 0.6507936507936507, 0.6706349206349207]",0.6503623188405797,72,45,117,2
P22,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5934920634920635,0.10402337082600494,"[0.6777777777777778, 0.5555555555555556, 0.5436507936507937, 0.7222222222222222, 0.46825396825396826]",0.6322463768115942,72,45,117,3
P22,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6414085914085914,0.06641116024545494,"[0.7071428571428571, 0.6428571428571428, 0.6857142857142857, 0.534965034965035, 0.6363636363636364]",0.65,68,52,120,1
P22,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.6376723276723276,0.08826632043090872,"[0.7142857142857143, 0.5571428571428572, 0.7071428571428571, 0.5279720279720279, 0.6818181818181819]",0.6583333333333334,68,52,120,2
P22,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6333566433566433,0.0958742864407353,"[0.7928571428571429, 0.6071428571428572, 0.55, 0.5734265734265734, 0.6433566433566433]",0.6416666666666666,68,52,120,3
P22,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5880708180708181,0.07551036963564606,"[0.6714285714285715, 0.5214285714285715, 0.5436507936507937, 0.6692307692307693, 0.5346153846153846]",0.5981884057971014,68,49,117,1
P22,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5583760683760683,0.09755445788917973,"[0.6214285714285714, 0.4357142857142857, 0.503968253968254, 0.6846153846153846, 0.5461538461538462]",0.5818840579710145,68,49,117,2
P22,valence,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5581440781440781,0.06492755937584377,"[0.5357142857142857, 0.5785714285714285, 0.4841269841269841, 0.6576923076923077, 0.5346153846153846]",0.5898550724637681,68,49,117,3
P23,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5321428571428571,0.10027964747243841,"[0.6092436974789917, 0.6218487394957983, 0.5546218487394958, 0.375, 0.5]",0.5583333333333333,37,83,120,1
P23,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5296743697478992,0.038592221114843055,"[0.5084033613445378, 0.5378151260504201, 0.5084033613445378, 0.59375, 0.5]",0.5916666666666666,37,83,120,2
P23,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5264705882352941,0.15804541440358125,"[0.46638655462184875, 0.36134453781512604, 0.5546218487394958, 0.78125, 0.46875]",0.5916666666666666,37,83,120,3
P23,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4485819327731092,0.12287199836325993,"[0.3739495798319328, 0.45378151260504196, 0.3125, 0.6383928571428572, 0.4642857142857143]",0.46739130434782616,36,82,118,1
P23,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4283613445378151,0.11091797851303577,"[0.3025210084033613, 0.5, 0.3125, 0.5267857142857143, 0.5]",0.518840579710145,36,82,118,2
P23,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4264705882352941,0.11146045105145916,"[0.3025210084033613, 0.365546218487395, 0.375, 0.5401785714285714, 0.5491071428571428]",0.511231884057971,36,82,118,3
P23,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5860839160839161,0.06677101395831614,"[0.5804195804195804, 0.5714285714285714, 0.5285714285714286, 0.55, 0.7]",0.5916666666666667,69,51,120,1
P23,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5518581418581419,0.032723886133830045,"[0.5664335664335665, 0.5857142857142856, 0.5428571428571428, 0.5, 0.5642857142857143]",0.5583333333333333,69,51,120,2
P23,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5455644355644356,0.057310302511688636,"[0.534965034965035, 0.5857142857142856, 0.6214285714285714, 0.5, 0.4857142857142857]",0.55,69,51,120,3
P23,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5518315018315019,0.11850786345516111,"[0.6928571428571428, 0.36428571428571427, 0.5571428571428572, 0.5615384615384615, 0.5833333333333333]",0.5681159420289855,69,49,118,1
P23,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5290720390720391,0.1482724719248203,"[0.5928571428571429, 0.2785714285714286, 0.5571428571428572, 0.5461538461538462, 0.6706349206349207]",0.5521739130434782,69,49,118,2
P23,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5287667887667887,0.1374002621107377,"[0.7071428571428571, 0.34285714285714286, 0.5214285714285715, 0.46923076923076923, 0.6031746031746031]",0.5253623188405797,69,49,118,3
P24,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5664335664335665,0.04070086268119868,"[0.5734265734265734, 0.6118881118881119, 0.5734265734265734, 0.5734265734265734, 0.5]",0.575,56,64,120,1
P24,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5552447552447553,0.0657119438368308,"[0.6398601398601399, 0.5034965034965035, 0.520979020979021, 0.6118881118881119, 0.5]",0.5583333333333333,56,64,120,2
P24,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5244755244755245,0.07066917108883825,"[0.548951048951049, 0.4125874125874126, 0.5804195804195804, 0.5804195804195804, 0.5]",0.525,56,64,120,3
P24,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6065034965034964,0.11060690187609455,"[0.7552447552447552, 0.6783216783216783, 0.5576923076923077, 0.47307692307692306, 0.5681818181818181]",0.613768115942029,53,64,117,1
P24,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.598053613053613,0.08390268362963559,"[0.7097902097902098, 0.6398601398601399, 0.5076923076923077, 0.5230769230769231, 0.6098484848484849]",0.6057971014492753,53,64,117,2
P24,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5958275058275058,0.11858492971449847,"[0.6503496503496503, 0.47202797202797203, 0.773076923076923, 0.5230769230769231, 0.5606060606060606]",0.6076086956521738,53,64,117,3
P24,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.541083916083916,0.05032785993553364,"[0.5979020979020979, 0.4825174825174825, 0.5833333333333334, 0.5416666666666667, 0.5]",0.55,62,58,120,1
P24,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.525,0.09915077750402615,"[0.5804195804195804, 0.4195804195804196, 0.625, 0.5833333333333333, 0.4166666666666667]",0.525,62,58,120,2
P24,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5062354312354312,0.04701248000910868,"[0.506993006993007, 0.4825174825174825, 0.5833333333333334, 0.5, 0.45833333333333337]",0.5166666666666667,62,58,120,3
P24,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5287878787878788,0.0718458443762271,"[0.4825174825174825, 0.47202797202797203, 0.5227272727272727, 0.5151515151515151, 0.6515151515151515]",0.5307971014492754,62,55,117,1
P24,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5204545454545454,0.06493466869547901,"[0.5279720279720279, 0.42657342657342656, 0.5189393939393939, 0.5189393939393939, 0.6098484848484849]",0.5221014492753623,62,55,117,2
P24,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.503904428904429,0.06236642912140072,"[0.4370629370629371, 0.6013986013986015, 0.4810606060606061, 0.4772727272727273, 0.5227272727272727]",0.5039855072463768,62,55,117,3
P25,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5528371628371629,0.040554525225896594,"[0.5734265734265734, 0.5979020979020979, 0.5714285714285714, 0.5, 0.5214285714285715]",0.5666666666666667,52,68,120,1
P25,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5504995004995006,0.09676596551568918,"[0.6048951048951049, 0.6118881118881119, 0.39285714285714285, 0.6214285714285714, 0.5214285714285715]",0.575,52,68,120,2
P25,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5428071928071928,0.06416163147378884,"[0.5734265734265734, 0.6048951048951049, 0.5428571428571428, 0.4357142857142857, 0.5571428571428572]",0.5666666666666667,52,68,120,3
P25,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5577622377622378,0.11205826201033266,"[0.465034965034965, 0.7237762237762237, 0.44285714285714284, 0.5785714285714286, 0.5785714285714286]",0.55,52,68,120,1
P25,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5494105894105894,0.1290226681840847,"[0.5419580419580419, 0.7622377622377623, 0.44285714285714284, 0.45, 0.55]",0.5583333333333333,52,68,120,2
P25,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5241958041958041,0.09456002649734734,"[0.38111888111888115, 0.6398601398601399, 0.5071428571428571, 0.5642857142857143, 0.5285714285714286]",0.5166666666666666,52,68,120,3
P25,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.49111888111888113,0.052483437606950796,"[0.55, 0.5, 0.5, 0.5, 0.40559440559440557]",0.5166666666666666,54,66,120,1
P25,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.47147852147852143,0.10609218934101144,"[0.5357142857142857, 0.4125874125874126, 0.520979020979021, 0.3146853146853147, 0.5734265734265734]",0.4833333333333334,54,66,120,2
P25,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.46780219780219784,0.04672067715509553,"[0.4928571428571429, 0.5034965034965035, 0.3881118881118881, 0.465034965034965, 0.48951048951048953]",0.475,54,66,120,3
P25,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5812987012987013,0.027145395891224323,"[0.5428571428571429, 0.5874125874125874, 0.5979020979020979, 0.5664335664335665, 0.6118881118881119]",0.5833333333333334,54,66,120,1
P25,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5645154845154845,0.02851105796470976,"[0.5428571428571429, 0.5804195804195804, 0.5979020979020979, 0.5279720279720279, 0.5734265734265734]",0.5666666666666667,54,66,120,2
P25,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5546653346653346,0.06866463878829863,"[0.5285714285714286, 0.6713286713286714, 0.5419580419580419, 0.5419580419580419, 0.48951048951048953]",0.55,54,66,120,3
P26,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5533333333333333,0.15120911854403557,"[0.45555555555555555, 0.5222222222222221, 0.8111111111111111, 0.43333333333333335, 0.5444444444444445]",0.575,45,75,120,1
P26,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.49777777777777776,0.1265398975778483,"[0.3111111111111111, 0.5555555555555556, 0.6555555555555556, 0.4666666666666667, 0.5]",0.55,45,75,120,2
P26,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.4622222222222222,0.11292956397575035,"[0.26666666666666666, 0.5111111111111111, 0.5444444444444445, 0.4666666666666667, 0.5222222222222221]",0.4833333333333333,45,75,120,3
P26,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.608095238095238,0.06792185719492108,"[0.5333333333333333, 0.711111111111111, 0.5777777777777777, 0.6349206349206349, 0.5833333333333333]",0.618840579710145,44,74,118,1
P26,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5889285714285715,0.08568125649632842,"[0.45555555555555555, 0.6, 0.5777777777777777, 0.6904761904761905, 0.6208333333333333]",0.619927536231884,44,74,118,2
P26,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5863492063492064,0.10710669583771534,"[0.4444444444444444, 0.5444444444444445, 0.5666666666666667, 0.7261904761904762, 0.65]",0.6036231884057971,44,74,118,3
P26,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5782617382617382,0.11943976314487052,"[0.5, 0.40559440559440557, 0.6571428571428571, 0.6571428571428571, 0.6714285714285715]",0.5916666666666666,68,52,120,1
P26,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5559340659340659,0.11223207908085282,"[0.6398601398601399, 0.4755244755244755, 0.4214285714285715, 0.6928571428571428, 0.55]",0.5666666666666667,68,52,120,2
P26,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5357742257742257,0.04810452261236336,"[0.5279720279720279, 0.458041958041958, 0.5571428571428572, 0.55, 0.5857142857142856]",0.5583333333333333,68,52,120,3
P26,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5170929070929071,0.10301774519806184,"[0.5279720279720279, 0.534965034965035, 0.40714285714285714, 0.6730769230769231, 0.4423076923076923]",0.5177536231884058,66,52,118,1
P26,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5018481518481519,0.0937578936634615,"[0.6433566433566433, 0.45104895104895104, 0.40714285714285714, 0.5461538461538462, 0.46153846153846156]",0.5173913043478261,66,52,118,2
P26,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.49844155844155846,0.09017201137679523,"[0.5804195804195804, 0.4755244755244755, 0.37857142857142856, 0.5961538461538461, 0.46153846153846156]",0.5177536231884059,66,52,118,3
P27,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5754970760233917,0.1159509550925207,"[0.4052631578947368, 0.6666666666666666, 0.6944444444444444, 0.5277777777777778, 0.5833333333333333]",0.55,29,91,120,1
P27,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5363157894736842,0.10981982813383796,"[0.43157894736842106, 0.5, 0.6388888888888888, 0.4444444444444444, 0.6666666666666666]",0.575,29,91,120,2
P27,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5176608187134504,0.12917832812392613,"[0.31052631578947365, 0.5, 0.6388888888888888, 0.5277777777777778, 0.6111111111111112]",0.5583333333333333,29,91,120,3
P27,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5556043956043956,0.1103830974794306,"[0.42857142857142855, 0.6428571428571428, 0.4642857142857143, 0.6846153846153846, 0.5576923076923077]",0.6843137254901961,21,68,89,1
P27,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.552032967032967,0.08617107608321346,"[0.5178571428571428, 0.6428571428571428, 0.48214285714285715, 0.6461538461538461, 0.47115384615384615]",0.6509803921568628,21,68,89,2
P27,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5509340659340659,0.08769538883016952,"[0.48214285714285715, 0.6428571428571428, 0.4642857142857143, 0.6461538461538461, 0.5192307692307692]",0.6503267973856209,21,68,89,3
P27,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5209033613445377,0.05314934023501659,"[0.542016806722689, 0.46875, 0.59375, 0.53125, 0.46875]",0.65,39,81,120,1
P27,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5017857142857143,0.09271322982559649,"[0.5714285714285714, 0.4375, 0.59375, 0.375, 0.53125]",0.6333333333333334,39,81,120,2
P27,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.4896533613445378,0.07371899329521239,"[0.542016806722689, 0.5, 0.5625, 0.375, 0.46875]",0.625,39,81,120,3
P27,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5983333333333333,0.08688274345985578,"[0.5833333333333333, 0.5416666666666666, 0.75, 0.5416666666666666, 0.575]",0.6405228758169935,29,60,89,1
P27,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5650000000000001,0.06932211447695143,"[0.5, 0.6666666666666667, 0.5833333333333333, 0.5, 0.575]",0.596078431372549,29,60,89,2
P27,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5599999999999999,0.05048377076953652,"[0.5833333333333333, 0.5, 0.5416666666666666, 0.5416666666666667, 0.6333333333333333]",0.596078431372549,29,60,89,3
P28,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.630812324929972,0.18282703090754565,"[0.46638655462184875, 0.5504201680672269, 0.9411764705882353, 0.6274509803921569, 0.5686274509803921]",0.6253623188405797,32,85,117,1
P28,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.630812324929972,0.18327709901004555,"[0.46638655462184875, 0.5798319327731092, 0.9411764705882353, 0.6274509803921569, 0.5392156862745098]",0.625,32,85,117,2
P28,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.59593837535014,0.10263345075944687,"[0.5084033613445378, 0.4957983193277311, 0.7205882352941176, 0.6862745098039216, 0.5686274509803921]",0.6336956521739131,32,85,117,3
P28,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5101785714285715,0.11718433952654304,"[0.48660714285714285, 0.6979166666666667, 0.375, 0.5104166666666666, 0.4809523809523809]",0.5675889328063242,32,79,111,1
P28,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5036904761904761,0.0964711840002165,"[0.5, 0.6666666666666666, 0.4583333333333333, 0.47916666666666663, 0.41428571428571426]",0.6118577075098814,32,79,111,2
P28,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4866071428571428,0.17796586309422022,"[0.5491071428571428, 0.7708333333333333, 0.34375, 0.3645833333333333, 0.40476190476190477]",0.5849802371541502,32,79,111,3
P28,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6181944444444445,0.04519867835115705,"[0.5555555555555556, 0.59375, 0.6208333333333333, 0.6666666666666666, 0.6541666666666667]",0.6416666666666666,41,76,117,1
P28,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.6081944444444444,0.0948627379069879,"[0.5222222222222221, 0.59375, 0.5791666666666666, 0.575, 0.7708333333333333]",0.5985507246376811,41,76,117,2
P28,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5434722222222221,0.062166548753735826,"[0.47777777777777775, 0.53125, 0.6458333333333333, 0.5416666666666666, 0.5208333333333333]",0.5641304347826087,41,76,117,3
P28,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5961904761904762,0.11164769104688091,"[0.4625, 0.6517857142857143, 0.6160714285714286, 0.7410714285714286, 0.5095238095238095]",0.6675889328063241,39,72,111,1
P28,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5752380952380952,0.1151348046536337,"[0.49583333333333335, 0.5803571428571428, 0.6160714285714286, 0.7410714285714286, 0.44285714285714284]",0.6399209486166008,39,72,111,2
P28,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5261904761904762,0.027290222348446812,"[0.525, 0.5357142857142857, 0.5357142857142857, 0.5535714285714286, 0.4809523809523809]",0.567193675889328,39,72,111,3
P29,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.50625,0.05134898976610931,"[0.46875, 0.5, 0.59375, 0.5, 0.46875]",0.6,40,80,120,1
P29,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.475,0.026145625829189865,"[0.4375, 0.46875, 0.5, 0.46875, 0.5]",0.5166666666666666,40,80,120,2
P29,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.475,0.040745015032516554,"[0.46875, 0.5, 0.5, 0.5, 0.40625]",0.625,40,80,120,3
P29,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5267857142857142,0.030929478706587094,"[0.5, 0.5446428571428572, 0.5178571428571428, 0.5, 0.5714285714285714]",0.6238095238095238,38,71,109,1
P29,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5236904761904762,0.04187955816732372,"[0.5803571428571428, 0.5178571428571428, 0.5178571428571428, 0.5380952380952381, 0.4642857142857143]",0.6047619047619047,38,71,109,2
P29,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5201190476190476,0.08471369515841162,"[0.6160714285714286, 0.45535714285714285, 0.45535714285714285, 0.6095238095238096, 0.4642857142857143]",0.6047619047619047,38,71,109,3
P29,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.4800499500499501,0.13708185634097927,"[0.6642857142857144, 0.5, 0.5428571428571428, 0.37142857142857144, 0.32167832167832167]",0.5083333333333334,51,69,120,1
P29,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.47400599400599397,0.0657863927663169,"[0.47857142857142854, 0.4642857142857143, 0.5785714285714285, 0.45, 0.39860139860139865]",0.5,51,69,120,2
P29,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.46917082917082914,0.08676807059714779,"[0.4928571428571429, 0.47857142857142854, 0.5928571428571429, 0.4214285714285715, 0.3601398601398601]",0.4916666666666667,51,69,120,3
