participant,target,classifier,modality,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names
P02,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5753787878787879,"[""eeg_sd__Cz"", ""eeg_sd__PO7"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Oz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__Oz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean""]"
P02,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5306595365418895,"[""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_se__Pz"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__C4"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_se_delta__Cz"", ""eeg_se_theta__Fz"", ""eeg_se_alpha__Oz"", ""eeg_se_alpha__PO7"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Oz""]"
P02,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.6204879679144385,"[""eeg_sd__C4"", ""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_se__PO8"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_se_delta__Cz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_bp_alpha__C4"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8""]"
P02,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6703542780748664,"[""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_se__C3"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__PO8"", ""eeg_hc__C3"", ""eeg_hc__PO8"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__Oz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_bp_alpha__PO8"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Oz"", ""video_mnso_norm_mean""]"
P02,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5361519607843137,"[""eeg_se__PO8"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Fz"", ""eeg_bp_alpha__Cz"", ""eeg_bp_alpha__Fz"", ""eeg_bp_alpha__Oz"", ""eeg_se_alpha__Oz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__PO8""]"
P02,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5952651515151516,"[""eeg_sd__Cz"", ""eeg_sd__PO7"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Oz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__Oz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean""]"
P02,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__var_smoothing"": 1e-11}",0.4625334224598931,"[""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_se__Pz"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__C4"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_se_delta__Cz"", ""eeg_se_theta__Fz"", ""eeg_se_alpha__Oz"", ""eeg_se_alpha__PO7"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Oz""]"
P02,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5153854723707665,"[""eeg_sd__C4"", ""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_se__PO8"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_se_delta__Cz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_bp_alpha__C4"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8""]"
P02,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5094585561497326,"[""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_se__C3"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__PO8"", ""eeg_hc__C3"", ""eeg_hc__PO8"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__Oz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_bp_alpha__PO8"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Oz"", ""video_mnso_norm_mean""]"
P02,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5197638146167558,"[""eeg_se__PO8"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C4"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Fz"", ""eeg_bp_alpha__Cz"", ""eeg_bp_alpha__Fz"", ""eeg_bp_alpha__Oz"", ""eeg_se_alpha__Oz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__PO8""]"
P02,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5244318181818182,"[""eeg_sd__Cz"", ""eeg_sd__PO7"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Oz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__Oz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean""]"
P03,valence,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5851851851851851,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P03,valence,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6981481481481482,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5115740740740741,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean""]"
P03,valence,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.49074074074074076,"[""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P03,valence,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6064814814814815,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,svm,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5888888888888889,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.6601851851851852,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,svm,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5532407407407408,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean""]"
P03,valence,svm,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.6273148148148149,"[""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P03,valence,svm,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5879629629629629,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5541666666666666,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.611574074074074,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4398148148148147,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean""]"
P03,valence,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5509259259259259,"[""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P03,valence,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4976851851851852,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.6222222222222221,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.6912037037037037,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5810185185185185,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5763888888888888,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.625,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5939814814814816,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.6879629629629629,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5625,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5902777777777778,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,svm,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5925925925925926,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5749999999999998,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__var_smoothing"": 1e-11}",0.7004629629629631,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5532407407407408,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5578703703703703,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5717592592592592,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.49166666666666664,"[""eeg_hm__C3"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4847222222222222,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz"", ""video_eso_norm_mean""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.38009259259259265,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.46574074074074073,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.44490740740740736,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5625,"[""eeg_hm__C3"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5240740740740741,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz"", ""video_eso_norm_mean""]"
P03,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.475462962962963,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5277777777777778,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5148148148148147,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5162037037037037,"[""eeg_hm__C3"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.44629629629629625,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz"", ""video_eso_norm_mean""]"
P03,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.38611111111111107,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""video_irisdo_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.42870370370370364,"[""eeg_se_theta__Cz"", ""eeg_se_alpha__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.38749999999999996,"[""eeg_hc__Pz"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.43749999999999994,"[""eeg_hm__C3"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Oz"", ""eeg_se_theta__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Pz""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.49953703703703706,"[""eeg_sd__Oz"", ""eeg_hc__Pz"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__C3"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.3814814814814815,"[""eeg_mf_hz__Fz"", ""eeg_bp_delta__C4"", ""eeg_bp_delta__Oz"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_mean""]"
P03,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.499074074074074,"[""eeg_sd__C4"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Pz""]"
