participant,target,classifier,modality,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names
P19,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5794011544011545,"[""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__Oz"", ""eeg_bp_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_bp_beta__Fz"", ""eeg_se_gamma__PO7""]"
P19,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5434704184704184,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hm__Pz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__Fz"", ""eeg_bp_alpha__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__PO8"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7"", ""video_irisdo_norm_std"", ""video_enso_norm_std""]"
P19,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5528499278499278,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_se__Pz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_delta__PO8"", ""eeg_se_delta__Oz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_mwo_norm_std""]"
P19,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5678571428571428,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO8"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8"", ""eeg_se_gamma__C3"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_std"", ""video_mwo_norm_std""]"
P19,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5927128427128427,"[""eeg_sd__C4"", ""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_delta__PO8"", ""eeg_se_theta__Fz"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Fz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7""]"
P19,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5575757575757576,"[""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_se__PO8"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__Oz"", ""eeg_bp_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_bp_beta__Fz"", ""eeg_se_gamma__PO7""]"
P19,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__var_smoothing"": 1e-11}",0.528066378066378,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hm__Pz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__Fz"", ""eeg_bp_alpha__C3"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8"", ""eeg_se_beta__PO8"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7"", ""video_irisdo_norm_std"", ""video_enso_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5183162153750389,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.49332399626517276,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mwo_norm_mean""]"
P19,arousal,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5825708061002178,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.530718954248366,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5064425770308123,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5845004668534081,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,svm,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5399782135076253,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mwo_norm_mean""]"
P19,arousal,svm,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5982415188297542,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5818082788671024,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,svm,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5109554933084345,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5051042639277933,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5037192654839714,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mwo_norm_mean""]"
P19,arousal,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.56411453470277,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5808434484905073,"[""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P19,arousal,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.47468098350451293,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5863211951447246,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5542483660130718,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.6495175848117024,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.590771864301276,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5701525054466231,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5892156862745098,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5699035169623405,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6672268907563025,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5812636165577342,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,svm,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.6040616246498599,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5375972611266728,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5246342981637099,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5593681917211328,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5752412075941488,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__var_smoothing"": 1e-11}",0.4953003423591659,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6045596016184251,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.7223155929038283,"[""eeg_hc__Fz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.6723155929038281,"[""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.6612200435729848,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.7053999377528789,"[""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.6488639900404606,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.7032835356364768,"[""eeg_hc__Fz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.6638188608776844,"[""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6657173980703393,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.7159663865546219,"[""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5442421413009648,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.6836445689386866,"[""eeg_hc__Fz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.6299875505757858,"[""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.6217864923747277,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.6148770619358855,"[""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5573918456271397,"[""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Oz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.6410519763460939,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.6318082788671023,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6413943355119825,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.624400871459695,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.6151571739807034,"[""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Oz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.6355431061313415,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.6720354808590102,"[""eeg_se__Fz"", ""eeg_se__PO8"", ""eeg_hm__Fz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.650093370681606,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
P19,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6763616557734204,"[""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz""]"
P19,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5529567382508559,"[""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_hc__PO8"", ""eeg_mf_hz__Fz"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Oz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO8""]"
