participant,target,classifier,modality,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,117,94,23,37,80,0.5089285714285714,0.6521739130434783
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,37,80,0.5625,0.625
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,37,80,0.5,0.625
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,37,80,0.6607142857142857,0.6956521739130435
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,37,80,0.5580357142857143,0.6086956521739131
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,37,80,0.4776785714285714,0.6086956521739131
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,37,80,0.53125,0.625
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,37,80,0.59375,0.6666666666666666
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,37,80,0.5669642857142857,0.5652173913043478
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,37,80,0.5178571428571428,0.6086956521739131
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,37,80,0.40625,0.5652173913043478
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,37,80,0.5625,0.6666666666666666
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,37,80,0.65625,0.75
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,37,80,0.7946428571428572,0.8260869565217391
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,37,80,0.5267857142857143,0.5652173913043478
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,37,80,0.5401785714285714,0.6956521739130435
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,37,80,0.65625,0.75
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,37,80,0.6875,0.75
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,37,80,0.6830357142857143,0.782608695652174
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,37,80,0.48660714285714285,0.5652173913043478
P09,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,37,80,0.4464285714285714,0.5652173913043478
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,37,80,0.5625,0.625
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,37,80,0.5625,0.6666666666666666
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,37,80,0.6116071428571428,0.7391304347826086
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,37,80,0.5491071428571428,0.6521739130434783
P09,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,37,80,0.5401785714285714,0.6956521739130435
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,37,80,0.625,0.75
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,37,80,0.5625,0.6666666666666666
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,37,80,0.8258928571428572,0.8695652173913043
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,37,80,0.5267857142857143,0.5652173913043478
P09,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,37,80,0.4776785714285714,0.6086956521739131
P10,valence,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,50,70,0.34285714285714286,0.3333333333333333
P10,valence,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,50,70,0.37857142857142856,0.375
P10,valence,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,50,70,0.47857142857142854,0.4583333333333333
P10,valence,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,svm,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,50,70,0.40714285714285714,0.375
P10,valence,svm,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,50,70,0.5714285714285714,0.5833333333333334
P10,valence,svm,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,50,70,0.4357142857142857,0.4583333333333333
P10,valence,svm,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,50,70,0.37857142857142856,0.375
P10,valence,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,50,70,0.5142857142857143,0.5833333333333334
P10,valence,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,50,70,0.6285714285714286,0.5833333333333334
P10,valence,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,50,70,0.5785714285714286,0.5416666666666666
P10,valence,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,50,70,0.47857142857142854,0.5416666666666666
P10,valence,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,50,70,0.37857142857142856,0.375
P10,valence,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,50,70,0.55,0.5416666666666666
P10,valence,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,50,70,0.5,0.5
P10,valence,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,50,70,0.47857142857142854,0.4583333333333333
P10,valence,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,50,70,0.6214285714285714,0.625
P10,valence,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,50,70,0.4357142857142857,0.4583333333333333
P10,valence,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,50,70,0.3857142857142857,0.3333333333333333
P10,valence,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,50,70,0.6642857142857143,0.625
P10,valence,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,50,70,0.4714285714285714,0.4166666666666667
P10,valence,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,50,70,0.4357142857142857,0.4583333333333333
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,50,70,0.27142857142857146,0.25
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,50,70,0.6428571428571428,0.6666666666666666
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,50,70,0.2928571428571428,0.2916666666666667
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,50,70,0.40714285714285714,0.4583333333333333
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,50,70,0.6428571428571428,0.6666666666666666
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,50,70,0.2928571428571428,0.2916666666666667
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,50,70,0.6142857142857143,0.6666666666666666
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,50,70,0.5285714285714286,0.5833333333333334
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,50,70,0.5428571428571428,0.5833333333333334
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,50,70,0.3,0.3333333333333333
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,50,70,0.39285714285714285,0.375
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,50,70,0.4642857142857143,0.5416666666666666
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,50,70,0.3142857142857143,0.3333333333333333
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,50,70,0.5285714285714286,0.5833333333333334
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,50,70,0.2785714285714286,0.2916666666666667
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,50,70,0.6928571428571428,0.7083333333333334
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,50,70,0.39285714285714285,0.375
P10,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,50,70,0.6928571428571428,0.7083333333333334
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,50,70,0.6571428571428571,0.6666666666666666
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,50,70,0.4928571428571428,0.4583333333333333
P10,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,50,70,0.2928571428571428,0.2916666666666667
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,50,70,0.4357142857142857,0.4583333333333333
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,50,70,0.47857142857142854,0.5416666666666666
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,50,70,0.41428571428571426,0.4166666666666667
P10,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,50,70,0.6428571428571428,0.6666666666666666
P10,arousal,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,56,64,0.5,0.5
P10,arousal,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,56,64,0.465034965034965,0.4583333333333333
P10,arousal,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,56,64,0.7412587412587412,0.75
P10,arousal,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,56,64,0.5664335664335665,0.5833333333333334
P10,arousal,svm,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,56,64,0.5833333333333333,0.5833333333333334
P10,arousal,svm,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,56,64,0.42657342657342656,0.4166666666666667
P10,arousal,svm,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,56,64,0.6258741258741258,0.625
P10,arousal,svm,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,56,64,0.5874125874125874,0.5833333333333334
P10,arousal,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,56,64,0.5664335664335665,0.5833333333333334
P10,arousal,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,56,64,0.5,0.5
P10,arousal,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,56,64,0.5104895104895105,0.5
P10,arousal,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,56,64,0.45104895104895104,0.4583333333333333
P10,arousal,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,56,64,0.4125874125874126,0.4166666666666667
P10,arousal,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,56,64,0.513986013986014,0.5416666666666666
P10,arousal,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.5833333333333333,0.5833333333333334
P10,arousal,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P10,arousal,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.5804195804195804,0.5833333333333334
P10,arousal,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.5,0.5
P10,arousal,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.6118881118881119,0.625
P10,arousal,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.5279720279720279,0.5416666666666666
P10,arousal,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.5314685314685315,0.5
P10,arousal,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.5833333333333334,0.5833333333333334
P10,arousal,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.6258741258741258,0.625
P10,arousal,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.6503496503496503,0.6666666666666666
P10,arousal,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.4300699300699301,0.4583333333333333
P10,arousal,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.46853146853146854,0.5
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,56,64,0.25,0.25
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,56,64,0.40559440559440557,0.4166666666666667
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,56,64,0.25,0.25
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,56,64,0.49650349650349646,0.5
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,56,64,0.6118881118881119,0.625
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,56,64,0.44405594405594406,0.4583333333333333
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,56,64,0.375,0.375
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,56,64,0.4405594405594406,0.4166666666666667
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,56,64,0.4125874125874126,0.4166666666666667
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,56,64,0.37412587412587417,0.375
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,56,64,0.36713286713286714,0.375
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,56,64,0.20833333333333331,0.20833333333333334
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,56,64,0.548951048951049,0.5416666666666666
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,56,64,0.49650349650349646,0.5
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,56,64,0.4825174825174825,0.5
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,56,64,0.25,0.25
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,56,64,0.548951048951049,0.5416666666666666
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,56,64,0.36713286713286714,0.375
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,56,64,0.534965034965035,0.5416666666666666
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,56,64,0.3916083916083916,0.4166666666666667
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,56,64,0.4166666666666667,0.4166666666666667
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,56,64,0.6468531468531469,0.625
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,56,64,0.5804195804195804,0.5833333333333334
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,56,64,0.44405594405594406,0.4583333333333333
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,56,64,0.375,0.375
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,56,64,0.6188811188811189,0.625
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,56,64,0.6188811188811189,0.625
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,56,64,0.6118881118881119,0.625
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,56,64,0.41666666666666663,0.4166666666666667
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,56,64,0.548951048951049,0.5416666666666666
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,56,64,0.45104895104895104,0.4583333333333333
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,56,64,0.45104895104895104,0.4583333333333333
P10,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,56,64,0.4166666666666667,0.4166666666666667
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,56,64,0.6013986013986015,0.5833333333333334
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,56,64,0.534965034965035,0.5416666666666666
P10,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,56,64,0.4370629370629371,0.4583333333333333
P11,valence,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,58,62,0.5,0.5
P11,valence,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334
P11,valence,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,58,62,0.7916666666666667,0.7916666666666666
P11,valence,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,58,62,0.5944055944055944,0.5833333333333334
P11,valence,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,58,62,0.5629370629370629,0.5416666666666666
P11,valence,svm,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,58,62,0.5,0.5
P11,valence,svm,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334
P11,valence,svm,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334
P11,valence,svm,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,58,62,0.6398601398601399,0.625
P11,valence,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,58,62,0.5629370629370629,0.5416666666666666
P11,valence,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,58,62,0.5,0.5
P11,valence,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334
P11,valence,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,58,62,0.7916666666666667,0.7916666666666666
P11,valence,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,58,62,0.6398601398601399,0.625
P11,valence,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,58,62,0.5629370629370629,0.5416666666666666
P11,valence,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333
P11,valence,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,58,62,0.5,0.5
P11,valence,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,58,62,0.75,0.75
P11,valence,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,58,62,0.6713286713286714,0.6666666666666666
P11,valence,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,58,62,0.6013986013986015,0.5833333333333334
P11,valence,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,58,62,0.5,0.5
P11,valence,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,58,62,0.5,0.5
P11,valence,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,58,62,0.7083333333333334,0.7083333333333334
P11,valence,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,58,62,0.6398601398601399,0.625
P11,valence,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,58,62,0.5629370629370629,0.5416666666666666
P11,valence,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,58,62,0.5,0.5
P11,valence,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334
P11,valence,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,58,62,0.75,0.75
P11,valence,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,58,62,0.6398601398601399,0.625
P11,valence,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,58,62,0.5244755244755245,0.5
