condition,model_id,task,feature_group,window_count,median_nearest_image_distance,iqr_nearest_image_distance,fraction_windows_with_outside,fraction_feature_values_outside,median_abs_image_z,maximum_abs_image_z
no-ICA,arousal__multimodal__gnb__10,shape_sorter_interaction,all_selected,87,2.4212887467863857,1.4322046223031386,0.3563218390804598,0.042528735632183914,0.6579100548596051,15.17873410446617
no-ICA,arousal__multimodal__gnb__10,shape_sorter_observation,all_selected,53,2.000962123667169,1.03525055989252,0.09433962264150944,0.016981132075471698,0.7136773192924459,6.980738685949074
no-ICA,arousal__multimodal__gnb__10,sisyphus,all_selected,120,2.6677171797732973,7.412967996494061,0.49166666666666664,0.12583333333333335,0.7635117514193075,918.112034870664
no-ICA,arousal__multimodal__gnb__10,stack,all_selected,64,2.1438531496518394,0.93591403758622,0.15625,0.0171875,0.6959194203730329,5.864455918849367
no-ICA,arousal__multimodal__gnb__10,pick_place,eeg_selected,35,2.215696728393886,0.6504333466178656,0.22857142857142856,0.03265306122448979,0.7398759776428162,5.907431658229543
no-ICA,arousal__multimodal__gnb__10,shape_sorter_alone,eeg_selected,12,5.597665271394172,17.075936074202133,0.6666666666666666,0.15476190476190474,0.9354412567857084,65.98690734696649
no-ICA,arousal__multimodal__gnb__10,shape_sorter_interaction,eeg_selected,87,2.4212887467863857,1.4322046223031386,0.3563218390804598,0.05747126436781609,0.7096774637679147,15.17873410446617
no-ICA,arousal__multimodal__gnb__10,shape_sorter_observation,eeg_selected,53,2.000962123667169,1.03525055989252,0.09433962264150944,0.024258760107816708,0.7243882080129598,6.980738685949074
no-ICA,arousal__multimodal__gnb__10,sisyphus,eeg_selected,120,2.6677171797732973,7.412967996494061,0.49166666666666664,0.17619047619047615,0.9701655337564818,918.112034870664
no-ICA,arousal__multimodal__gnb__10,stack,eeg_selected,64,2.1438531496518394,0.93591403758622,0.15625,0.02232142857142857,0.8034245822916661,5.864455918849367
no-ICA,arousal__multimodal__gnb__10,pick_place,face_selected,35,2.215696728393886,0.6504333466178656,0.0,0.0,0.5562747553392767,2.86242231148376
no-ICA,arousal__multimodal__gnb__10,shape_sorter_alone,face_selected,12,5.597665271394172,17.075936074202133,0.4166666666666667,0.13888888888888887,0.6962788583516795,7.0814758677721485
no-ICA,arousal__multimodal__gnb__10,shape_sorter_interaction,face_selected,87,2.4212887467863857,1.4322046223031386,0.022988505747126436,0.007662835249042145,0.4950111074409972,5.889419184505738
no-ICA,arousal__multimodal__gnb__10,shape_sorter_observation,face_selected,53,2.000962123667169,1.03525055989252,0.0,0.0,0.5545044766608977,4.5390879595651965
no-ICA,arousal__multimodal__gnb__10,sisyphus,face_selected,120,2.6677171797732973,7.412967996494061,0.025,0.008333333333333333,0.4970067652394545,6.804057864599821
no-ICA,arousal__multimodal__gnb__10,stack,face_selected,64,2.1438531496518394,0.93591403758622,0.015625,0.005208333333333333,0.5048799166711218,4.293698143103564
no-ICA,arousal__eeg__knn__5,pick_place,all_selected,41,1.1782148568852648,1.0633060831762835,0.2682926829268293,0.06341463414634148,0.736116902617758,22.394742352606368
no-ICA,arousal__eeg__knn__5,shape_sorter_alone,all_selected,29,2.9477889173105787,9.618634016178314,0.5862068965517241,0.1793103448275862,0.7588349291587962,65.98690734696649
no-ICA,arousal__eeg__knn__5,shape_sorter_interaction,all_selected,95,1.305096107598471,1.5627302806155976,0.3684210526315789,0.09052631578947366,0.6980626953611062,17.73257168872348
no-ICA,arousal__eeg__knn__5,shape_sorter_observation,all_selected,60,0.9877054121681852,0.8800902863508071,0.16666666666666666,0.05,0.7508654537190518,17.886155849014347
no-ICA,arousal__eeg__knn__5,sisyphus,all_selected,127,2.046580519571173,8.321126566765372,0.49606299212598426,0.20629921259842518,0.9987457204029792,918.112034870664
no-ICA,arousal__eeg__knn__5,stack,all_selected,70,1.0770537231760526,0.8772256591049707,0.12857142857142856,0.03428571428571429,0.8104973815911798,18.17094212253049
