record_type,participant,target,task,variant,model_rank,model_id,model,selected_feature_count,n_valid_windows,median_nearest_image_distance,iqr_nearest_image_distance,fraction_windows_any_selected_outside,fraction_selected_feature_values_outside,median_abs_image_z,maximum_abs_image_z,shift_warning,warning_contributor_summary
model_task,P15,valence,shape_sorter_observation,NO_ICA,2,valence__eeg__svm__20,eeg svm 20,20,108,3.470301601462475,0.7962550557184684,0.3055555555555556,0.0361111111111111,0.8123598683639379,247709.98460266448,False,
model_task,P15,valence,sisyphus,NO_ICA,2,valence__eeg__svm__20,eeg svm 20,20,107,3.98516030402457,1.103807875059715,0.5887850467289719,0.058411214953271,0.9384291953603272,45258.84303297297,False,
model_task,P15,valence,stack,NO_ICA,2,valence__eeg__svm__20,eeg svm 20,20,69,3.6316880371871,1.0842682935556112,0.4782608695652174,0.0528985507246376,0.8265413491450804,48272.34086303999,False,
model_task,P15,valence,pick_place,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,20,6.73270875195967,2.494372271198161,1.0,0.3399999999999999,1.8964095538566283,17.526756430328497,False,
model_task,P15,valence,shape_sorter_alone,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,12,8.113681991651003,4.064796218925639,1.0,0.3333333333333333,2.0567252055614365,8.976730625150138,False,
model_task,P15,valence,shape_sorter_interaction,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,80,6.5672106091819415,1.808350194927458,1.0,0.3712499999999999,1.924526206216782,8.735014764826548,False,
model_task,P15,valence,shape_sorter_observation,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,104,5.743041782372302,1.810484511185708,1.0,0.3009615384615384,1.5904563278576151,8.855034214463766,False,
model_task,P15,valence,sisyphus,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,95,6.027801450894076,1.6571695895003709,1.0,0.2726315789473684,1.4893048429642817,15.769373854269706,False,
model_task,P15,valence,stack,NO_ICA,3,valence__face__gnb__10,face gnb 10,10,61,5.12579014165336,1.8389082895138795,1.0,0.2770491803278688,1.307526115521859,8.277022678256895,False,
model_task,P15,arousal,pick_place,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,20,1.964705896968572,1.282650853269813,0.5,0.23,1.4904696481171475,17.526756430328497,False,
model_task,P15,arousal,shape_sorter_alone,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,12,2.0541728138938877,0.8745374557965548,0.5,0.1166666666666666,1.50487066200985,6.079047825542872,False,
model_task,P15,arousal,shape_sorter_interaction,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,80,1.9115514212154656,1.1307655753894346,0.4625,0.1375,1.390248235066065,7.8756014171452176,False,
model_task,P15,arousal,shape_sorter_observation,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,104,1.6265181690812198,0.8850973487651437,0.3461538461538461,0.1192307692307692,1.2097067565587802,6.305217892852802,False,
model_task,P15,arousal,sisyphus,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,95,1.5555962201905449,0.97861623166293,0.3157894736842105,0.0926315789473684,1.0503783942226113,15.769373854269706,False,
model_task,P15,arousal,stack,NO_ICA,1,arousal__face__gnb__5,face gnb 5,5,61,1.4184279741071475,0.7699407229017008,0.4098360655737705,0.121311475409836,1.166012115151566,6.870856897878245,False,
model_task,P15,arousal,pick_place,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,20,20.12239191408661,9.288198927515577,1.0,0.0684615384615384,0.7932035659106094,20.20360532252965,True,video_irisdo_norm_mean (median z²=nan; outside=32%); video_irisdo_norm_std (median z²=nan; outside=20%); video_eso_norm_mean (median z²=nan; outside=16%)
model_task,P15,arousal,shape_sorter_alone,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,12,24.910683256615386,10.571655792324286,1.0,0.0987179487179487,0.910452225250016,24.79046358940436,True,eeg_bp_gamma__Oz (median z²=188.05; outside=75%); eeg_bp_gamma__PO7 (median z²=71.46; outside=92%); eeg_bp_gamma__PO8 (median z²=64.22; outside=100%)
model_task,P15,arousal,shape_sorter_interaction,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,80,17.190980388742496,2.911923407432651,1.0,0.073076923076923,0.8215757425852022,41.4577790399067,True,video_mwo_norm_std (median z²=nan; outside=16%); video_mwo_norm_mean (median z²=nan; outside=93%); video_mnso_norm_std (median z²=nan; outside=21%)
model_task,P15,arousal,shape_sorter_observation,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,104,15.812067286266508,2.465101617342816,1.0,0.0575443786982248,0.8009925920006086,12.980227018292048,True,video_mwo_norm_std (median z²=nan; outside=12%); video_mwo_norm_mean (median z²=nan; outside=96%); video_mnso_norm_std (median z²=nan; outside=21%)
model_task,P15,arousal,sisyphus,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,95,16.588194422579566,4.179615598139453,1.0,0.0697165991902833,0.8667100868547941,147.01455984957792,True,video_mwo_norm_std (median z²=nan; outside=13%); video_mwo_norm_mean (median z²=nan; outside=82%); video_mnso_norm_std (median z²=nan; outside=22%)
model_task,P15,arousal,stack,NO_ICA,2,arousal__multimodal__knn__all,multimodal knn all,130,61,15.331296563025678,2.642356669594177,1.0,0.0614123581336696,0.812479363575392,16.692607918075065,True,video_irisdo_norm_mean (median z²=nan; outside=1%); video_irisdo_norm_std (median z²=nan; outside=16%); video_eso_norm_mean (median z²=nan; outside=7%)
model_task,P15,arousal,pick_place,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,20,8.23285553749946,4.629065062440054,0.85,0.1075,0.898383796925499,17.97989894735404,False,
model_task,P15,arousal,shape_sorter_alone,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,12,9.091686150760172,7.300343322716954,0.9166666666666666,0.1333333333333333,0.9600768841963352,22.50805876711381,False,
model_task,P15,arousal,shape_sorter_interaction,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,80,4.657530169390739,1.572557827305186,0.7125,0.07625,0.8815726613808352,15.79719713926906,False,
model_task,P15,arousal,shape_sorter_observation,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,104,4.242453315487454,1.0410512102629048,0.5096153846153846,0.0509615384615384,0.8450949531806169,11.99307345303207,False,
model_task,P15,arousal,sisyphus,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,95,4.577024019658783,2.542371218745356,0.6421052631578947,0.0673684210526315,0.8636704925358052,51.39043838488925,False,
model_task,P15,arousal,stack,NO_ICA,3,arousal__multimodal__gnb__20,multimodal gnb 20,20,61,4.218533115488065,0.952404038441686,0.5573770491803278,0.0549180327868852,0.8174683612619574,4.8161357689217335,False,
model_task,P27,valence,pick_place,ICA,1,valence__eeg__svm__all,eeg svm all,120,41,12.11393321577394,2.418121228019356,1.0,0.0754065040650406,0.8158028459322777,41000.32438572243,True,eeg_bp_gamma__PO8 (median z²=7.07; outside=41%); eeg_hm__PO8 (median z²=4.97; outside=37%); eeg_sd__Cz (median z²=2.99; outside=22%)
model_task,P27,valence,shape_sorter_alone,ICA,1,valence__eeg__svm__all,eeg svm all,120,29,15.903072378183737,30.537909868688537,0.9655172413793104,0.103735632183908,0.7931264152471561,37061.36667454902,True,eeg_bp_gamma__PO8 (median z²=51.37; outside=92%); eeg_bp_gamma__Oz (median z²=25.70; outside=58%); eeg_bp_gamma__PO7 (median z²=16.23; outside=42%)
model_task,P27,valence,shape_sorter_interaction,ICA,1,valence__eeg__svm__all,eeg svm all,120,95,14.683815230051218,5.584833300521007,0.9894736842105264,0.0741228070175438,0.8668563868420376,45030.105884608456,True,eeg_bp_gamma__PO8 (median z²=25.61; outside=69%); eeg_se__Pz (median z²=11.72; outside=8%); eeg_hm__Pz (median z²=8.63; outside=2%)
model_task,P27,valence,shape_sorter_observation,ICA,1,valence__eeg__svm__all,eeg svm all,120,60,12.198305764325806,2.145156309297916,0.9833333333333332,0.0662499999999999,0.8188470304094237,40013.99102755528,True,eeg_bp_gamma__PO8 (median z²=4.73; outside=35%); eeg_sd__Cz (median z²=3.67; outside=33%); eeg_sd__Oz (median z²=2.93; outside=15%)
model_task,P27,valence,sisyphus,ICA,1,valence__eeg__svm__all,eeg svm all,120,127,15.9726134087833,45.44338356625699,1.0,0.1371391076115485,0.920786355610172,44400.31817054448,True,eeg_bp_gamma__PO8 (median z²=21.34; outside=69%); eeg_bp_gamma__Oz (median z²=6.41; outside=46%); eeg_hm__Oz (median z²=5.43; outside=45%)
model_task,P27,valence,stack,ICA,1,valence__eeg__svm__all,eeg svm all,120,70,12.015832118910987,2.29832280419293,0.9714285714285714,0.0764285714285714,0.8586585832764353,62120.09464897102,True,eeg_bp_gamma__PO8 (median z²=3.50; outside=33%); eeg_sd__Cz (median z²=2.98; outside=36%); eeg_sd__C3 (median z²=2.62; outside=36%)
model_task,P27,valence,pick_place,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,35,2.243154978082847,0.8561883155580681,0.2857142857142857,0.0342857142857142,0.7562670146823958,4.069220439056514,False,
model_task,P27,valence,shape_sorter_alone,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,12,2.3082299100144823,1.4640532009630576,0.5833333333333334,0.0583333333333333,0.9411252349732572,18.99317353020603,False,
model_task,P27,valence,shape_sorter_interaction,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,87,3.149875193139123,1.3504887474446845,0.425287356321839,0.0770114942528735,1.045459586957723,16.113250595086274,False,
model_task,P27,valence,shape_sorter_observation,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,53,2.3388018206434698,0.7693320642085322,0.3396226415094339,0.0415094339622641,0.7585543899098661,6.9807386859483325,False,
model_task,P27,valence,sisyphus,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,120,3.086219764101928,3.649421517155801,0.6333333333333333,0.1691666666666667,0.9704045593895048,368.4461787864415,False,
model_task,P27,valence,stack,ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,64,2.2455086999659333,0.6824518553482,0.25,0.028125,0.8474634133942937,8.238729579243227,False,
model_task,P27,valence,pick_place,ICA,3,valence__eeg__svm__20,eeg svm 20,20,41,3.698558851401885,1.765556749236061,0.4634146341463415,0.0695121951219512,0.8238136911908982,41000.32438572243,False,
model_task,P27,valence,shape_sorter_alone,ICA,3,valence__eeg__svm__20,eeg svm 20,20,29,4.208615635198341,3.842639641860477,0.5517241379310345,0.0844827586206896,0.8094576780896212,37061.36667454902,False,
model_task,P27,valence,shape_sorter_interaction,ICA,3,valence__eeg__svm__20,eeg svm 20,20,95,5.542160031804149,2.447364726444304,0.5894736842105263,0.0847368421052631,0.9917080582593432,45030.105884608456,False,
model_task,P27,valence,shape_sorter_observation,ICA,3,valence__eeg__svm__20,eeg svm 20,20,60,3.748661529471804,1.055074488625535,0.4833333333333333,0.0566666666666666,0.7480722921317995,40013.99102755528,False,
model_task,P27,valence,sisyphus,ICA,3,valence__eeg__svm__20,eeg svm 20,20,127,5.000428410388996,11.363767169365714,0.8267716535433071,0.1720472440944882,0.943548724233011,44400.31817054448,False,
model_task,P27,valence,stack,ICA,3,valence__eeg__svm__20,eeg svm 20,20,70,4.083373614281971,1.1624574608343292,0.6142857142857143,0.0735714285714286,0.886094586861714,62120.09464897102,False,
model_task,P27,arousal,pick_place,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,35,0.8348337513160218,0.6234220711371234,0.0857142857142857,0.0171428571428571,0.6233862076712291,5.907431658231718,False,
model_task,P27,arousal,shape_sorter_alone,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,12,2.9332741799023285,18.79821875620565,0.5833333333333334,0.1666666666666667,0.8736221222945039,65.98690734696525,False,
model_task,P27,arousal,shape_sorter_interaction,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,87,1.111734839246981,0.6666941588626988,0.264367816091954,0.0551724137931034,0.5883648559087928,15.178813443984703,False,
model_task,P27,arousal,shape_sorter_observation,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,53,0.7204041788976572,0.3128878645093347,0.0377358490566037,0.0113207547169811,0.7109374812668294,6.697547930716461,False,
model_task,P27,arousal,sisyphus,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,120,1.650983782221649,7.691104638627054,0.4583333333333333,0.155,0.7215106858880669,918.1120348706618,False,
model_task,P27,arousal,stack,ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,64,0.8394425980941367,0.5158410704360056,0.046875,0.009375,0.7362278405553402,4.819295247111203,False,
model_task,P27,arousal,pick_place,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,35,2.2156967283943816,0.6504333466184553,0.2285714285714285,0.0228571428571428,0.6654360338594774,5.907431658231718,False,
model_task,P27,arousal,shape_sorter_alone,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,12,5.5976652713935895,17.07593607420161,0.75,0.15,0.9064447794047472,65.98690734696525,False,
model_task,P27,arousal,shape_sorter_interaction,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,87,2.6211953783620445,1.8826413873704688,0.3793103448275862,0.0482758620689655,0.6678593535208261,15.178813443984703,False,
model_task,P27,arousal,shape_sorter_observation,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,53,2.0009621236668704,1.0352505598922292,0.0943396226415094,0.0169811320754716,0.7136773192921521,6.9807386859483325,False,
model_task,P27,arousal,sisyphus,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,120,2.667717179773275,7.412967996494085,0.4916666666666666,0.1258333333333333,0.763511751419325,918.1120348706618,False,
model_task,P27,arousal,stack,ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,64,2.1438531496517896,0.9359140375862808,0.15625,0.0171875,0.6959194203730777,5.864455918849012,False,
model_task,P27,arousal,pick_place,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,41,1.1782148568840216,1.0633060831751884,0.2682926829268293,0.0634146341463414,0.736116902617951,22.394742352612703,False,
model_task,P27,arousal,shape_sorter_alone,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,29,2.9477889173106218,9.6186340161777,0.5862068965517241,0.1793103448275862,0.7588349291589307,65.98690734696525,False,
model_task,P27,arousal,shape_sorter_interaction,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,95,1.4705461664127784,3.097236793008303,0.3894736842105263,0.1073684210526315,0.7641329858923829,17.694679791708758,False,
model_task,P27,arousal,shape_sorter_observation,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,60,0.9877054121684924,0.8800902863505858,0.1666666666666666,0.05,0.750865453719687,17.88615584901443,False,
model_task,P27,arousal,sisyphus,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,127,2.0465805195711413,8.321126566765363,0.4960629921259842,0.2062992125984251,0.9987457204027544,918.1120348706618,False,
model_task,P27,arousal,stack,ICA,3,arousal__eeg__knn__5,eeg knn 5,5,70,1.0770537231763335,0.87722565910485,0.1285714285714285,0.0342857142857142,0.8104973815912695,18.17094212253051,False,
model_task,P27,valence,pick_place,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,41,12.113933215773969,2.4181212280184248,1.0,0.0754065040650406,0.8158028459325082,41000.32438572155,True,eeg_bp_gamma__PO8 (median z²=7.07; outside=41%); eeg_hm__PO8 (median z²=4.97; outside=37%); eeg_sd__Cz (median z²=2.99; outside=22%)
model_task,P27,valence,shape_sorter_alone,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,29,15.903072378183523,30.53790986868921,0.9655172413793104,0.103735632183908,0.7931264152464963,37061.36667455041,True,eeg_bp_gamma__PO8 (median z²=51.37; outside=92%); eeg_bp_gamma__Oz (median z²=25.70; outside=58%); eeg_bp_gamma__PO7 (median z²=16.23; outside=42%)
model_task,P27,valence,shape_sorter_interaction,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,95,13.222404238729938,4.65398255828346,0.9894736842105264,0.0744736842105263,0.8122133420571725,44984.09520651768,True,eeg_bp_gamma__PO8 (median z²=25.61; outside=69%); eeg_bp_gamma__Oz (median z²=4.39; outside=32%); eeg_hm__PO8 (median z²=3.89; outside=33%)
model_task,P27,valence,shape_sorter_observation,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,60,12.19830576432615,2.145156309297235,0.9833333333333332,0.0662499999999999,0.8188470304096244,40013.99102755576,True,eeg_bp_gamma__PO8 (median z²=4.73; outside=35%); eeg_sd__Cz (median z²=3.67; outside=33%); eeg_sd__Oz (median z²=2.93; outside=15%)
model_task,P27,valence,sisyphus,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,127,15.972613408783255,45.44338356625721,1.0,0.1371391076115485,0.9207863556101092,44400.318170543935,True,eeg_bp_gamma__PO8 (median z²=21.34; outside=69%); eeg_bp_gamma__Oz (median z²=6.41; outside=46%); eeg_hm__Oz (median z²=5.43; outside=45%)
model_task,P27,valence,stack,NO_ICA,1,valence__eeg__svm__all,eeg svm all,120,70,12.01583211891062,2.2983228041918338,0.9714285714285714,0.0764285714285714,0.8586585832765934,62120.09464897175,True,eeg_bp_gamma__PO8 (median z²=3.50; outside=33%); eeg_sd__Cz (median z²=2.98; outside=36%); eeg_sd__C3 (median z²=2.62; outside=36%)
model_task,P27,valence,pick_place,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,35,2.243154978082672,0.8561883155576362,0.2857142857142857,0.0342857142857142,0.7562670146822987,4.069220439056391,False,
model_task,P27,valence,shape_sorter_alone,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,12,2.3082299100145387,1.4640532009636256,0.5833333333333334,0.0583333333333333,0.941125234973069,18.99317353020652,False,
model_task,P27,valence,shape_sorter_interaction,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,87,2.557878378932879,1.049677310785885,0.367816091954023,0.0551724137931034,0.874925857301285,14.011776213807668,False,
model_task,P27,valence,shape_sorter_observation,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,53,2.338801820643034,0.7693320642085633,0.3396226415094339,0.0415094339622641,0.7585543899099367,6.980738685949074,False,
model_task,P27,valence,sisyphus,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,120,3.086219764101948,3.649421517156027,0.6333333333333333,0.1691666666666667,0.9704045593895108,368.4461787864448,False,
model_task,P27,valence,stack,NO_ICA,2,valence__multimodal__svm__10,multimodal svm 10,10,64,2.2455086999659644,0.6824518553478898,0.25,0.028125,0.8474634133942196,8.238729579243579,False,
model_task,P27,valence,pick_place,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,41,3.6985588514019447,1.7655567492341715,0.4634146341463415,0.0695121951219512,0.8238136911913103,41000.32438572155,False,
model_task,P27,valence,shape_sorter_alone,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,29,4.208615635197467,3.842639641860176,0.5517241379310345,0.0844827586206896,0.8094576780887708,37061.36667455041,False,
model_task,P27,valence,shape_sorter_interaction,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,95,4.231234831539147,2.0349102703691604,0.5894736842105263,0.0789473684210526,0.804214511686334,44984.09520651768,False,
model_task,P27,valence,shape_sorter_observation,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,60,3.74866152947188,1.055074488625272,0.4833333333333333,0.0566666666666666,0.7480722921318057,40013.99102755576,False,
model_task,P27,valence,sisyphus,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,127,5.000428410388915,11.36376716936578,0.8267716535433071,0.1720472440944882,0.9435487242329929,44400.318170543935,False,
model_task,P27,valence,stack,NO_ICA,3,valence__eeg__svm__20,eeg svm 20,20,70,4.083373614281938,1.1624574608346454,0.6142857142857143,0.0735714285714286,0.8860945868618106,62120.09464897175,False,
model_task,P27,arousal,pick_place,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,35,0.834833751316019,0.6234220711378258,0.0857142857142857,0.0171428571428571,0.6233862076712421,5.907431658229543,False,
model_task,P27,arousal,shape_sorter_alone,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,12,2.9332741799020647,18.798218756206133,0.5833333333333334,0.1666666666666667,0.8736221222944968,65.98690734696649,False,
model_task,P27,arousal,shape_sorter_interaction,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,87,1.1093912636406356,0.7565118483166053,0.264367816091954,0.0551724137931034,0.5886830198025913,15.17873410446617,False,
model_task,P27,arousal,shape_sorter_observation,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,53,0.7204041788974874,0.3128878645094901,0.0377358490566037,0.0113207547169811,0.710937481266725,6.697547930713108,False,
model_task,P27,arousal,sisyphus,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,120,1.6509837822216715,7.691104638627066,0.4583333333333333,0.155,0.7215106858880604,918.112034870664,False,
model_task,P27,arousal,stack,NO_ICA,1,arousal__multimodal__knn__5,multimodal knn 5,5,64,0.8394425980939376,0.5158410704363794,0.046875,0.009375,0.7362278405555394,4.819295247110673,False,
model_task,P27,arousal,pick_place,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,35,2.215696728393886,0.6504333466178656,0.2285714285714285,0.0228571428571428,0.6654360338594313,5.907431658229543,False,
model_task,P27,arousal,shape_sorter_alone,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,12,5.597665271394172,17.075936074202133,0.75,0.15,0.9064447794048412,65.98690734696649,False,
model_task,P27,arousal,shape_sorter_interaction,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,87,2.4212887467863857,1.4322046223031386,0.3563218390804598,0.0425287356321839,0.6579100548596051,15.17873410446617,False,
model_task,P27,arousal,shape_sorter_observation,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,53,2.000962123667169,1.03525055989252,0.0943396226415094,0.0169811320754716,0.7136773192924459,6.980738685949074,False,
model_task,P27,arousal,sisyphus,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,120,2.6677171797732973,7.412967996494061,0.4916666666666666,0.1258333333333333,0.7635117514193075,918.112034870664,False,
model_task,P27,arousal,stack,NO_ICA,2,arousal__multimodal__gnb__10,multimodal gnb 10,10,64,2.14385314965184,0.93591403758622,0.15625,0.0171875,0.6959194203730329,5.864455918849367,False,
model_task,P27,arousal,pick_place,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,41,1.1782148568852648,1.0633060831762835,0.2682926829268293,0.0634146341463414,0.736116902617758,22.394742352606368,False,
model_task,P27,arousal,shape_sorter_alone,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,29,2.9477889173105787,9.618634016178314,0.5862068965517241,0.1793103448275862,0.7588349291587962,65.98690734696649,False,
model_task,P27,arousal,shape_sorter_interaction,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,95,1.305096107598471,1.5627302806155976,0.3684210526315789,0.0905263157894736,0.6980626953611062,17.73257168872348,False,
model_task,P27,arousal,shape_sorter_observation,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,60,0.9877054121681852,0.8800902863508071,0.1666666666666666,0.05,0.7508654537190518,17.886155849014347,False,
model_task,P27,arousal,sisyphus,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,127,2.046580519571173,8.321126566765372,0.4960629921259842,0.2062992125984251,0.9987457204029792,918.112034870664,False,
model_task,P27,arousal,stack,NO_ICA,3,arousal__eeg__knn__5,eeg knn 5,5,70,1.0770537231760526,0.8772256591049707,0.1285714285714285,0.0342857142857142,0.8104973815911798,18.17094212253049,False,
