participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,selected_classifier,selected_feature_family,selected_channel_subset,selected_feature_count_request,selected_threshold,source_trial_index,true_label,probability_high,fixed_threshold_prediction,optimized_threshold_prediction
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,72,0,0.5941270781418077,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,81,1,0.6051346932687014,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,89,1,0.6188004034807046,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,90,0,0.5946511868798806,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,94,1,0.6108110824044544,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,97,1,0.6107028765794394,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,103,1,0.5988340139571967,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,107,0,0.6127433082286764,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,109,1,0.6127619599688897,1,1
P31,arousal,2,5,95,24,61,58,svm,paper_compact,all_channels,10,0.5,110,0,0.6048692194534129,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,6,1,0.6111055554040777,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,17,1,0.602511782206061,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,27,0,0.598438647788786,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,29,1,0.6262058367288796,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,32,0,0.5752981939555869,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,41,1,0.6266836045368647,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,42,0,0.5854848193814969,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,43,0,0.5856084021974058,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,46,0,0.6099672127662159,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,47,0,0.5853986256865533,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,54,1,0.585438947114285,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,57,1,0.5847317675850168,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,61,1,0.564259225034103,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,62,1,0.5641364018201029,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,69,1,0.6006705827339845,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,73,0,0.5681523924175832,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,77,1,0.5944224370650489,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,84,0,0.5751534952606361,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,87,1,0.5930363210219036,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,88,0,0.6072987652861592,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,92,0,0.5952140686214334,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,106,0,0.5695705678565671,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,111,0,0.5795811198257601,1,1
P31,arousal,3,5,95,24,61,58,svm,all_eeg,all_channels,10,0.55,113,1,0.5923177787647906,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,3,0,0.6476734151032065,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,4,0,0.36474973620058193,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,11,1,0.4286192284003507,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,13,0,0.4772364142162066,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,16,1,0.39867343355626933,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,18,1,0.30049466869530356,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,21,0,0.5541569250824769,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,25,1,0.5759917910588757,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,28,0,0.5151793220296954,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,31,0,0.5330731058749204,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,39,1,0.7894569718076284,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,55,0,0.5271290678067276,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,56,0,0.42873559597896826,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,58,0,0.7546338754057978,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,65,1,0.4983751466953496,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,75,1,0.46331738623851315,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,85,1,0.6178028537004115,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,86,1,0.5123222327148645,1,1
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,96,0,0.2376676471546416,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,102,0,0.44370368979079877,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,108,1,0.3782136033381633,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,112,0,0.37045311573311496,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,115,0,0.2444923477399814,0,0
P31,arousal,4,5,95,24,61,58,logreg,paper_compact,frontal_central,8,0.5,118,1,0.5723711757856911,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,2,0,0.444911349720942,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,7,0,0.4795113200198559,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,12,0,0.5285989424613118,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,15,1,0.23166626194043594,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,20,0,0.572544798349977,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,23,1,0.35040577299836567,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,34,0,0.41305926180867447,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,44,1,0.6445193185120633,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,48,1,0.4766458233521931,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,49,1,0.6656457284685079,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,52,0,0.6470011838952449,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,63,1,0.7634073405207636,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,70,0,0.6755105544271495,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,71,0,0.5178168756383519,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,74,1,0.47524530125334197,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,76,0,0.6032136849458083,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,78,1,0.5604374206236058,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,79,0,0.5917286856160483,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,91,1,0.4808801419947776,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,95,0,0.5887071910970478,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,100,1,0.45326834864160814,0,0
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,105,0,0.523115679459713,1,1
P31,arousal,5,5,96,23,61,58,svm,paper_compact,frontal_central,10,0.5,117,1,0.5699134911411168,1,1
