eeg_se__C3,eeg_hm__C4,eeg_bp_gamma__C4,eeg_bp_gamma__Oz,eeg_se_gamma__C4
4.316553263892713,0.3399356155200572,0.1127028491720879,0.2918707634323473,3.0230104320100404
4.145592682663258,0.3395728903610343,0.1115196155973876,0.1618942313865363,3.116205362361125
4.357853508622581,0.3541979197526531,0.1758463125458854,0.2179792284630052,3.032024557598415
4.374703101377573,0.3439458690732688,0.2997434727678031,0.19523296092675,3.1180075339424564
4.531041692585319,0.2990930124272091,0.1690151156184252,0.2400550719149646,3.1991263140905914
4.527636794499699,0.3311390816286717,0.2740819625653481,0.2400399355422138,3.2571620085352597
4.455097068116026,0.309615435419978,0.2709847036322516,0.2521992152304,3.1838552101139546
4.634612758681119,0.3619589507627401,0.2583746264314761,0.1964673563069799,3.090603877953797
4.608352203900603,0.369966564800003,0.3310276211528069,0.1544616068295103,3.191862857601186
4.184308913296361,0.383116949123143,0.2842304734850928,0.1635849923766842,2.9415458981854896
4.27977179844069,0.3344562311552186,0.2667491491745862,0.1858153692018219,3.25780089571501
4.617022973227607,0.4123084780832116,0.2633594712492796,0.1879411971571514,3.0631888048291422
4.2060810911139646,0.3286381185390599,0.3063920251150588,0.2786880136075014,3.1952688676565586
4.202117275716639,0.3901385460020785,0.1410691114387121,0.1302965282752504,2.833599882684249
4.565028076420346,0.3589246126927568,0.2616135007957365,0.1693052345076328,3.2591281971760857
4.355899957037975,0.3511820148946876,0.1338099168022403,0.1550506370119266,2.822711077556717
4.540652198738808,0.3553278679648799,0.1465977065338375,0.1632481807787515,2.782606117900124
4.462057939024665,0.3439501363175041,0.112525449411439,0.2185625480305003,2.976426411041752
4.734897180877078,0.3260547999167966,0.0853473892133,0.1236780010686913,2.9468392059739394
4.5189617568721,0.3271238381568322,0.0720909015649172,0.1631240883622546,2.9491525141042416
4.657432365405183,0.3648940903282325,0.1961876733114977,0.2623073135412706,3.085306261024536
4.272647385900104,0.3133111877389035,0.0590712892133818,0.2862831804659267,3.309267055910693
4.213752699712861,0.2900282904304566,0.1890970020086381,0.2741433071628555,2.371752409331668
4.461727891422001,0.3042629640300971,0.110839221489892,0.2288168862306389,3.1990915597550256
4.605228791762629,0.2986082913955161,0.1187992658721304,0.2480880017243528,3.0650898610466544
4.586766805706827,0.3343537449262931,0.1351355957533767,0.1718742267922312,2.787245888301249
4.727147742700262,0.3220895783179546,0.1689394515046609,0.3738570201070081,2.7316881699355893
4.534647392163163,0.3244947517479505,0.0865502209555616,0.1546992759282641,3.2052880158594883
4.258568337792135,0.3402965553502201,0.1125401298582232,0.2064424053049807,3.199746020761662
4.525172755797758,0.3626267284791417,0.1451079028186652,0.2877916774696056,3.191144993639531
4.487585412667989,0.3658126126357406,0.251092257814129,0.4117759738942511,2.648137283133725
4.7177284663097145,0.3405395069077806,0.1424029937955591,0.1845830398321469,2.787088883010381
4.185748934938726,0.3058599780878545,0.1167247930503156,0.1588781195919681,3.212365060185259
4.456004998354655,0.3666251243140641,0.1434351365920173,0.2260619227982812,3.075301107099204
