mode,participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,sample_size,train_size,test_size,low_count,neutral_count,high_count,balanced_accuracy,accuracy,macro_precision,macro_recall,macro_f1,recall_low,recall_neutral,recall_high,cm_0_0,cm_0_1,cm_0_2,cm_1_0,cm_1_1,cm_1_2,cm_2_0,cm_2_1,cm_2_2
individual,P19,valence,multimodal,knn,all,all,4,120,96,24,22,75,23,0.3277777777777778,0.5,0.3040935672514619,0.3277777777777778,0.3109243697478991,0.0,0.7333333333333333,0.25,0,5,0,2,11,2,0,3,1
individual,P19,valence,multimodal,knn,all,all,5,120,96,24,22,75,23,0.3111111111111111,0.5833333333333334,0.2333333333333333,0.3111111111111111,0.2666666666666666,0.0,0.9333333333333332,0.0,0,3,2,1,14,0,1,3,0
individual,P19,valence,multimodal,knn,5,5,1,120,96,24,22,75,23,0.2444444444444444,0.375,0.2777777777777777,0.2444444444444444,0.2581369248035914,0.0,0.5333333333333333,0.2,0,3,1,3,8,4,3,1,1
individual,P19,valence,multimodal,knn,5,5,2,120,96,24,22,75,23,0.4222222222222222,0.625,0.3518518518518518,0.4222222222222222,0.3838383838383838,0.0,0.8666666666666667,0.4,0,2,2,0,13,2,0,3,2
individual,P19,valence,multimodal,knn,5,5,3,120,96,24,22,75,23,0.2888888888888889,0.5416666666666666,0.2063492063492063,0.2888888888888889,0.2407407407407407,0.0,0.8666666666666667,0.0,0,4,0,2,13,0,1,4,0
individual,P19,valence,multimodal,knn,5,5,4,120,96,24,22,75,23,0.2611111111111111,0.375,0.238095238095238,0.2611111111111111,0.2445141065830721,0.0,0.5333333333333333,0.25,0,3,2,3,8,4,0,3,1
individual,P19,valence,multimodal,knn,5,5,5,120,96,24,22,75,23,0.3555555555555555,0.5833333333333334,0.3277777777777778,0.3555555555555555,0.3309523809523809,0.2,0.8666666666666667,0.0,1,3,1,2,13,0,0,4,0
individual,P19,valence,multimodal,knn,10,10,1,120,96,24,22,75,23,0.3333333333333333,0.5416666666666666,0.3888888888888888,0.3333333333333333,0.3376623376623377,0.0,0.8,0.2,0,4,0,2,12,1,2,2,1
individual,P19,valence,multimodal,knn,10,10,2,120,96,24,22,75,23,0.3333333333333333,0.5416666666666666,0.3055555555555555,0.3333333333333333,0.3164983164983165,0.0,0.8,0.2,0,3,1,1,12,2,1,3,1
individual,P19,valence,multimodal,knn,10,10,3,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,4,0,0,15,0,0,5,0
individual,P19,valence,multimodal,knn,10,10,4,120,96,24,22,75,23,0.3111111111111111,0.5833333333333334,0.2028985507246377,0.3111111111111111,0.2456140350877192,0.0,0.9333333333333332,0.0,0,5,0,1,14,0,0,4,0
individual,P19,valence,multimodal,knn,10,10,5,120,96,24,22,75,23,0.3777777777777777,0.5416666666666666,0.337037037037037,0.3777777777777777,0.3555555555555555,0.4,0.7333333333333333,0.0,2,3,0,3,11,1,0,4,0
individual,P19,valence,multimodal,knn,20,20,1,120,96,24,22,75,23,0.3333333333333333,0.625,0.217391304347826,0.3333333333333333,0.2631578947368421,0.0,1.0,0.0,0,4,0,0,15,0,1,4,0
individual,P19,valence,multimodal,knn,20,20,2,120,96,24,22,75,23,0.2444444444444444,0.4583333333333333,0.2037037037037037,0.2444444444444444,0.2222222222222222,0.0,0.7333333333333333,0.0,0,2,2,2,11,2,0,5,0
individual,P19,valence,multimodal,knn,20,20,3,120,96,24,22,75,23,0.2888888888888889,0.5416666666666666,0.196969696969697,0.2888888888888889,0.2342342342342342,0.0,0.8666666666666667,0.0,0,4,0,1,13,1,0,5,0
individual,P19,valence,multimodal,knn,20,20,4,120,96,24,22,75,23,0.1999999999999999,0.375,0.1875,0.1999999999999999,0.1935483870967742,0.0,0.6,0.0,0,5,0,4,9,2,2,2,0
individual,P19,valence,multimodal,knn,20,20,5,120,96,24,22,75,23,0.3777777777777777,0.625,0.3787878787878787,0.3777777777777777,0.3474903474903475,0.2,0.9333333333333332,0.0,1,4,0,1,14,0,0,4,0
individual,P19,valence,multimodal,svm,all,all,1,120,96,24,22,75,23,0.3277777777777778,0.5,0.2712418300653594,0.3277777777777778,0.2958333333333333,0.25,0.7333333333333333,0.0,1,3,0,3,11,1,2,3,0
individual,P19,valence,multimodal,svm,all,all,2,120,96,24,22,75,23,0.45,0.5,0.3216783216783216,0.45,0.3476190476190476,0.75,0.6,0.0,3,1,0,6,9,0,2,3,0
individual,P19,valence,multimodal,svm,all,all,3,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,4,0,0,15,0,0,5,0
individual,P19,valence,multimodal,svm,all,all,4,120,96,24,22,75,23,0.2388888888888889,0.3333333333333333,0.2271062271062271,0.2388888888888889,0.2272727272727273,0.0,0.4666666666666667,0.25,0,4,1,3,7,5,1,2,1
individual,P19,valence,multimodal,svm,all,all,5,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,5,5,1,120,96,24,22,75,23,0.2666666666666666,0.5,0.2352941176470588,0.2666666666666666,0.25,0.0,0.8,0.0,0,3,1,2,12,1,3,2,0
individual,P19,valence,multimodal,svm,5,5,2,120,96,24,22,75,23,0.4000000000000001,0.5833333333333334,0.3555555555555555,0.4000000000000001,0.3757575757575758,0.0,0.8,0.4,0,3,1,1,12,2,0,3,2
individual,P19,valence,multimodal,svm,5,5,3,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,4,0,0,15,0,0,5,0
individual,P19,valence,multimodal,svm,5,5,4,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,5,5,5,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,10,10,1,120,96,24,22,75,23,0.3888888888888888,0.5,0.3121693121693121,0.3888888888888888,0.3324491600353669,0.5,0.6666666666666666,0.0,2,2,0,4,10,1,3,2,0
individual,P19,valence,multimodal,svm,10,10,2,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,4,0,0,15,0,0,5,0
individual,P19,valence,multimodal,svm,10,10,3,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,4,0,0,15,0,0,5,0
individual,P19,valence,multimodal,svm,10,10,4,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,10,10,5,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,20,20,1,120,96,24,22,75,23,0.2444444444444444,0.4583333333333333,0.1833333333333333,0.2444444444444444,0.2095238095238095,0.0,0.7333333333333333,0.0,0,4,0,2,11,2,0,5,0
individual,P19,valence,multimodal,svm,20,20,2,120,96,24,22,75,23,0.2444444444444444,0.4583333333333333,0.1929824561403509,0.2444444444444444,0.2156862745098039,0.0,0.7333333333333333,0.0,0,3,1,3,11,1,0,5,0
individual,P19,valence,multimodal,svm,20,20,3,120,96,24,22,75,23,0.3111111111111111,0.5833333333333334,0.2028985507246377,0.3111111111111111,0.2456140350877192,0.0,0.9333333333333332,0.0,0,4,0,0,14,1,0,5,0
individual,P19,valence,multimodal,svm,20,20,4,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,svm,20,20,5,120,96,24,22,75,23,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,5,0,0,15,0,0,4,0
individual,P19,valence,multimodal,gnb,all,all,1,120,96,24,22,75,23,0.2222222222222222,0.4166666666666667,0.1851851851851852,0.2222222222222222,0.202020202020202,0.0,0.6666666666666666,0.0,0,4,0,2,10,3,1,4,0
individual,P19,valence,multimodal,gnb,all,all,2,120,96,24,22,75,23,0.2833333333333334,0.3333333333333333,0.3262626262626262,0.2833333333333334,0.2847985347985348,0.25,0.4,0.2,1,2,1,8,6,1,1,3,1
individual,P19,valence,multimodal,gnb,all,all,3,120,96,24,22,75,23,0.35,0.375,0.3388888888888888,0.35,0.3292307692307692,0.25,0.4,0.4,1,1,2,5,6,4,0,3,2
individual,P19,valence,multimodal,gnb,all,all,4,120,96,24,22,75,23,0.1111111111111111,0.2083333333333333,0.1515151515151515,0.1111111111111111,0.1282051282051282,0.0,0.3333333333333333,0.0,0,3,2,2,5,8,1,3,0
individual,P19,valence,multimodal,gnb,all,all,5,120,96,24,22,75,23,0.3055555555555556,0.375,0.3017094017094017,0.3055555555555556,0.3013468013468013,0.2,0.4666666666666667,0.25,1,3,1,5,7,3,0,3,1
individual,P19,valence,multimodal,gnb,5,5,1,120,96,24,22,75,23,0.2444444444444444,0.4583333333333333,0.2291666666666666,0.2444444444444444,0.2365591397849462,0.0,0.7333333333333333,0.0,0,3,1,4,11,0,3,2,0
individual,P19,valence,multimodal,gnb,5,5,2,120,96,24,22,75,23,0.3944444444444444,0.5416666666666666,0.4069444444444444,0.3944444444444444,0.3939665471923536,0.25,0.7333333333333333,0.2,1,2,1,3,11,1,1,3,1
individual,P19,valence,multimodal,gnb,5,5,3,120,96,24,22,75,23,0.2222222222222222,0.4166666666666667,0.1851851851851852,0.2222222222222222,0.202020202020202,0.0,0.6666666666666666,0.0,0,4,0,3,10,2,1,4,0
individual,P19,valence,multimodal,gnb,5,5,4,120,96,24,22,75,23,0.4333333333333333,0.5833333333333334,0.343859649122807,0.4333333333333333,0.3834422657952069,0.0,0.8,0.5,0,5,0,0,12,3,0,2,2
individual,P19,valence,multimodal,gnb,5,5,5,120,96,24,22,75,23,0.35,0.5416666666666666,0.3333333333333333,0.35,0.3376623376623377,0.0,0.8,0.25,0,3,2,3,12,0,0,3,1
individual,P19,valence,multimodal,gnb,10,10,1,120,96,24,22,75,23,0.4277777777777777,0.4583333333333333,0.3666666666666667,0.4277777777777777,0.3561904761904761,0.75,0.5333333333333333,0.0,3,0,1,4,8,3,3,2,0
individual,P19,valence,multimodal,gnb,10,10,2,120,96,24,22,75,23,0.2611111111111111,0.375,0.238095238095238,0.2611111111111111,0.2445141065830721,0.25,0.5333333333333333,0.0,1,2,1,5,8,2,1,4,0
individual,P19,valence,multimodal,gnb,10,10,3,120,96,24,22,75,23,0.2666666666666666,0.5,0.1904761904761904,0.2666666666666666,0.2222222222222222,0.0,0.8,0.0,0,4,0,3,12,0,0,5,0
individual,P19,valence,multimodal,gnb,10,10,4,120,96,24,22,75,23,0.3444444444444444,0.4166666666666667,0.2657342657342658,0.3444444444444444,0.2793650793650793,0.0,0.5333333333333333,0.5,0,3,2,0,8,7,0,2,2
individual,P19,valence,multimodal,gnb,10,10,5,120,96,24,22,75,23,0.3944444444444444,0.5416666666666666,0.3958333333333333,0.3944444444444444,0.3939665471923536,0.2,0.7333333333333333,0.25,1,2,2,3,11,1,0,3,1
individual,P19,valence,multimodal,gnb,20,20,1,120,96,24,22,75,23,0.1777777777777777,0.3333333333333333,0.2051282051282051,0.1777777777777777,0.1904761904761904,0.0,0.5333333333333333,0.0,0,3,1,3,8,4,3,2,0
individual,P19,valence,multimodal,gnb,20,20,2,120,96,24,22,75,23,0.261111111111111,0.2916666666666667,0.2718855218855219,0.261111111111111,0.2535612535612536,0.25,0.3333333333333333,0.2,1,2,1,8,5,2,0,4,1
individual,P19,valence,multimodal,gnb,20,20,3,120,96,24,22,75,23,0.1555555555555555,0.2916666666666667,0.1666666666666666,0.1555555555555555,0.160919540229885,0.0,0.4666666666666667,0.0,0,3,1,6,7,2,1,4,0
individual,P19,valence,multimodal,gnb,20,20,4,120,96,24,22,75,23,0.2833333333333333,0.4166666666666667,0.255952380952381,0.2833333333333333,0.2624521072796935,0.0,0.6,0.25,0,4,1,0,9,6,2,1,1
individual,P19,valence,multimodal,gnb,20,20,5,120,96,24,22,75,23,0.4611111111111111,0.5833333333333334,0.4777777777777778,0.4611111111111111,0.4666666666666666,0.4,0.7333333333333333,0.25,2,1,2,2,11,2,0,3,1
individual,P19,arousal,eeg,knn,all,all,1,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,6,0,0,14,0,0,4,0
individual,P19,arousal,eeg,knn,all,all,2,120,96,24,31,73,16,0.2777777777777777,0.4583333333333333,0.2627450980392157,0.2777777777777777,0.268939393939394,0.1666666666666666,0.6666666666666666,0.0,1,5,0,3,10,2,1,2,0
individual,P19,arousal,eeg,knn,all,all,3,120,96,24,31,73,16,0.3333333333333333,0.5,0.2916666666666667,0.3333333333333333,0.3102918586789554,0.3333333333333333,0.6666666666666666,0.0,2,4,0,5,10,0,1,2,0
individual,P19,arousal,eeg,knn,all,all,4,120,96,24,31,73,16,0.3777777777777777,0.5833333333333334,0.3888888888888888,0.3777777777777777,0.3757575757575758,0.3333333333333333,0.8,0.0,2,4,0,1,12,2,1,2,0
individual,P19,arousal,eeg,knn,all,all,5,120,96,24,31,73,16,0.2857142857142857,0.4166666666666667,0.2619047619047619,0.2857142857142857,0.273015873015873,0.2857142857142857,0.5714285714285714,0.0,2,5,0,5,8,1,0,3,0
individual,P19,arousal,eeg,knn,5,5,1,120,96,24,31,73,16,0.3968253968253968,0.5833333333333334,0.343859649122807,0.3968253968253968,0.3636363636363636,0.3333333333333333,0.8571428571428571,0.0,2,4,0,2,12,0,1,3,0
individual,P19,arousal,eeg,knn,5,5,2,120,96,24,31,73,16,0.3666666666666667,0.5,0.325,0.3666666666666667,0.3428571428571428,0.5,0.6,0.0,3,3,0,5,9,1,0,3,0
individual,P19,arousal,eeg,knn,5,5,3,120,96,24,31,73,16,0.3,0.5,0.2763157894736842,0.3,0.2823529411764706,0.1666666666666666,0.7333333333333333,0.0,1,5,0,3,11,1,0,3,0
individual,P19,arousal,eeg,knn,5,5,4,120,96,24,31,73,16,0.2888888888888889,0.5416666666666666,0.2063492063492063,0.2888888888888889,0.2407407407407407,0.0,0.8666666666666667,0.0,0,6,0,2,13,0,1,2,0
individual,P19,arousal,eeg,knn,5,5,5,120,96,24,31,73,16,0.4047619047619048,0.625,0.4285714285714285,0.4047619047619048,0.3809523809523809,0.2857142857142857,0.9285714285714286,0.0,2,5,0,1,13,0,0,3,0
individual,P19,arousal,eeg,knn,10,10,1,120,96,24,31,73,16,0.2936507936507936,0.4583333333333333,0.2436974789915966,0.2936507936507936,0.2663358147229115,0.1666666666666666,0.7142857142857143,0.0,1,5,0,4,10,0,2,2,0
individual,P19,arousal,eeg,knn,10,10,2,120,96,24,31,73,16,0.3999999999999999,0.625,0.3614035087719298,0.3999999999999999,0.376114081996435,0.3333333333333333,0.8666666666666667,0.0,2,4,0,2,13,0,1,2,0
individual,P19,arousal,eeg,knn,10,10,3,120,96,24,31,73,16,0.2444444444444444,0.4583333333333333,0.1833333333333333,0.2444444444444444,0.2095238095238095,0.0,0.7333333333333333,0.0,0,6,0,4,11,0,0,3,0
individual,P19,arousal,eeg,knn,10,10,4,120,96,24,31,73,16,0.3,0.5,0.2712418300653594,0.3,0.2847222222222222,0.1666666666666666,0.7333333333333333,0.0,1,5,0,3,11,1,2,1,0
individual,P19,arousal,eeg,knn,10,10,5,120,96,24,31,73,16,0.3333333333333333,0.5416666666666666,0.2833333333333333,0.3333333333333333,0.2959001782531194,0.1428571428571428,0.8571428571428571,0.0,1,6,0,2,12,0,1,2,0
individual,P19,arousal,eeg,knn,20,20,1,120,96,24,31,73,16,0.3492063492063492,0.5,0.3035714285714285,0.3492063492063492,0.3247863247863248,0.3333333333333333,0.7142857142857143,0.0,2,3,1,4,10,0,1,3,0
individual,P19,arousal,eeg,knn,20,20,2,120,96,24,31,73,16,0.4111111111111111,0.5833333333333334,0.3823529411764705,0.4111111111111111,0.3958333333333333,0.5,0.7333333333333333,0.0,3,3,0,3,11,1,0,3,0
individual,P19,arousal,eeg,knn,20,20,3,120,96,24,31,73,16,0.2666666666666666,0.5,0.1904761904761904,0.2666666666666666,0.2222222222222222,0.0,0.8,0.0,0,6,0,3,12,0,0,3,0
individual,P19,arousal,eeg,knn,20,20,4,120,96,24,31,73,16,0.2777777777777777,0.4583333333333333,0.2436974789915966,0.2777777777777777,0.2596153846153846,0.1666666666666666,0.6666666666666666,0.0,1,5,0,5,10,0,1,2,0
individual,P19,arousal,eeg,knn,20,20,5,120,96,24,31,73,16,0.4285714285714285,0.625,0.4105263157894736,0.4285714285714285,0.4090909090909091,0.4285714285714285,0.8571428571428571,0.0,3,4,0,2,12,0,0,3,0
individual,P19,arousal,eeg,svm,all,all,1,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,6,0,0,14,0,0,4,0
individual,P19,arousal,eeg,svm,all,all,2,120,96,24,31,73,16,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,6,0,0,15,0,0,3,0
individual,P19,arousal,eeg,svm,all,all,3,120,96,24,31,73,16,0.3,0.375,0.3,0.3,0.285,0.5,0.4,0.0,3,2,1,6,6,3,1,2,0
individual,P19,arousal,eeg,svm,all,all,4,120,96,24,31,73,16,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,6,0,0,15,0,0,3,0
individual,P19,arousal,eeg,svm,all,all,5,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,7,0,0,14,0,0,3,0
individual,P19,arousal,eeg,svm,5,5,1,120,96,24,31,73,16,0.4206349206349206,0.625,0.4285714285714285,0.4206349206349206,0.3957671957671957,0.3333333333333333,0.9285714285714286,0.0,2,4,0,1,13,0,0,4,0
individual,P19,arousal,eeg,svm,5,5,2,120,96,24,31,73,16,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,6,0,0,15,0,0,3,0
individual,P19,arousal,eeg,svm,5,5,3,120,96,24,31,73,16,0.2666666666666666,0.5,0.1904761904761904,0.2666666666666666,0.2222222222222222,0.0,0.8,0.0,0,6,0,3,12,0,0,3,0
individual,P19,arousal,eeg,svm,5,5,4,120,96,24,31,73,16,0.4666666666666666,0.5833333333333334,0.5069444444444444,0.4666666666666666,0.4810035842293906,0.3333333333333333,0.7333333333333333,0.3333333333333333,2,4,0,3,11,1,1,1,1
individual,P19,arousal,eeg,svm,5,5,5,120,96,24,31,73,16,0.2857142857142857,0.5,0.1818181818181818,0.2857142857142857,0.2222222222222222,0.0,0.8571428571428571,0.0,0,7,0,2,12,0,0,3,0
individual,P19,arousal,eeg,svm,10,10,1,120,96,24,31,73,16,0.3055555555555555,0.375,0.3222222222222222,0.3055555555555555,0.3117131910235358,0.1666666666666666,0.5,0.25,1,5,0,5,7,2,0,3,1
individual,P19,arousal,eeg,svm,10,10,2,120,96,24,31,73,16,0.1999999999999999,0.375,0.1764705882352941,0.1999999999999999,0.1875,0.0,0.6,0.0,0,6,0,4,9,2,1,2,0
individual,P19,arousal,eeg,svm,10,10,3,120,96,24,31,73,16,0.2666666666666666,0.3333333333333333,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.0,0.4666666666666667,0.3333333333333333,0,6,0,6,7,2,0,2,1
individual,P19,arousal,eeg,svm,10,10,4,120,96,24,31,73,16,0.3111111111111111,0.5833333333333334,0.2028985507246377,0.3111111111111111,0.2456140350877192,0.0,0.9333333333333332,0.0,0,6,0,1,14,0,0,3,0
individual,P19,arousal,eeg,svm,10,10,5,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,7,0,0,14,0,0,3,0
individual,P19,arousal,eeg,svm,20,20,1,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,6,0,0,14,0,0,4,0
individual,P19,arousal,eeg,svm,20,20,2,120,96,24,31,73,16,0.3666666666666667,0.5,0.3392857142857142,0.3666666666666667,0.3497536945812807,0.5,0.6,0.0,3,2,1,5,9,1,0,3,0
individual,P19,arousal,eeg,svm,20,20,3,120,96,24,31,73,16,0.3111111111111111,0.4166666666666667,0.3431372549019607,0.3111111111111111,0.3208333333333333,0.0,0.6,0.3333333333333333,0,6,0,5,9,1,0,2,1
individual,P19,arousal,eeg,svm,20,20,4,120,96,24,31,73,16,0.3333333333333333,0.625,0.2083333333333333,0.3333333333333333,0.2564102564102564,0.0,1.0,0.0,0,6,0,0,15,0,0,3,0
individual,P19,arousal,eeg,svm,20,20,5,120,96,24,31,73,16,0.3333333333333333,0.5833333333333334,0.1944444444444444,0.3333333333333333,0.2456140350877192,0.0,1.0,0.0,0,7,0,0,14,0,0,3,0
individual,P19,arousal,eeg,gnb,all,all,1,120,96,24,31,73,16,0.3888888888888888,0.4583333333333333,0.3276353276353276,0.3888888888888888,0.3506172839506172,0.6666666666666666,0.5,0.0,4,2,0,5,7,2,0,4,0
individual,P19,arousal,eeg,gnb,all,all,2,120,96,24,31,73,16,0.2888888888888889,0.4166666666666667,0.2857142857142857,0.2888888888888889,0.2864721485411141,0.3333333333333333,0.5333333333333333,0.0,2,4,0,4,8,3,1,2,0
individual,P19,arousal,eeg,gnb,all,all,3,120,96,24,31,73,16,0.4222222222222222,0.5,0.4206349206349206,0.4222222222222222,0.4205717653993516,0.3333333333333333,0.6,0.3333333333333333,2,3,1,5,9,1,0,2,1
individual,P19,arousal,eeg,gnb,all,all,4,120,96,24,31,73,16,0.1888888888888888,0.2916666666666667,0.2094017094017094,0.1888888888888888,0.1984126984126984,0.1666666666666666,0.4,0.0,1,5,0,4,6,5,1,2,0
individual,P19,arousal,eeg,gnb,all,all,5,120,96,24,31,73,16,0.4523809523809524,0.625,0.3925925925925925,0.4523809523809524,0.4195402298850574,0.5714285714285714,0.7857142857142857,0.0,4,3,0,3,11,0,2,1,0
individual,P19,arousal,eeg,gnb,5,5,1,120,96,24,31,73,16,0.5277777777777778,0.7083333333333334,0.8888888888888888,0.5277777777777778,0.5666666666666668,0.3333333333333333,1.0,0.25,2,4,0,0,14,0,0,3,1
individual,P19,arousal,eeg,gnb,5,5,2,120,96,24,31,73,16,0.2777777777777777,0.3333333333333333,0.25,0.2777777777777777,0.2444444444444444,0.5,0.3333333333333333,0.0,3,3,0,8,5,2,1,2,0
individual,P19,arousal,eeg,gnb,5,5,3,120,96,24,31,73,16,0.3,0.5,0.2596491228070175,0.3,0.2762923351158645,0.1666666666666666,0.7333333333333333,0.0,1,5,0,4,11,0,0,3,0
individual,P19,arousal,eeg,gnb,5,5,4,120,96,24,31,73,16,0.3555555555555555,0.5416666666666666,0.3109243697478991,0.3555555555555555,0.3317307692307692,0.3333333333333333,0.7333333333333333,0.0,2,4,0,4,11,0,1,2,0
individual,P19,arousal,eeg,gnb,5,5,5,120,96,24,31,73,16,0.4047619047619047,0.5833333333333334,0.3703703703703704,0.4047619047619047,0.3830128205128205,0.4285714285714285,0.7857142857142857,0.0,3,4,0,3,11,0,0,3,0
individual,P19,arousal,eeg,gnb,10,10,1,120,96,24,31,73,16,0.3888888888888888,0.4583333333333333,0.3461538461538461,0.3888888888888888,0.3633156966490299,0.6666666666666666,0.5,0.0,4,2,0,4,7,3,0,4,0
individual,P19,arousal,eeg,gnb,10,10,2,120,96,24,31,73,16,0.2555555555555555,0.2916666666666667,0.2314814814814814,0.2555555555555555,0.2222222222222222,0.5,0.2666666666666666,0.0,3,3,0,8,4,3,1,2,0
individual,P19,arousal,eeg,gnb,10,10,3,120,96,24,31,73,16,0.3666666666666666,0.4583333333333333,0.3541666666666667,0.3666666666666666,0.3554531490015361,0.1666666666666666,0.6,0.3333333333333333,1,5,0,3,9,3,0,2,1
individual,P19,arousal,eeg,gnb,10,10,4,120,96,24,31,73,16,0.2777777777777777,0.4583333333333333,0.2627450980392157,0.2777777777777777,0.268939393939394,0.1666666666666666,0.6666666666666666,0.0,1,5,0,3,10,2,1,2,0
individual,P19,arousal,eeg,gnb,10,10,5,120,96,24,31,73,16,0.5,0.6666666666666666,0.4375,0.5,0.4666666666666666,0.7142857142857143,0.7857142857142857,0.0,5,2,0,3,11,0,0,3,0
individual,P19,arousal,eeg,gnb,20,20,1,120,96,24,31,73,16,0.4682539682539682,0.5416666666666666,0.4134615384615385,0.4682539682539682,0.435626102292769,0.8333333333333334,0.5714285714285714,0.0,5,1,0,3,8,3,0,4,0
individual,P19,arousal,eeg,gnb,20,20,2,120,96,24,31,73,16,0.2777777777777777,0.3333333333333333,0.2851851851851852,0.2777777777777777,0.2638888888888889,0.5,0.3333333333333333,0.0,3,2,1,6,5,4,1,2,0
individual,P19,arousal,eeg,gnb,20,20,3,120,96,24,31,73,16,0.3111111111111111,0.4166666666666667,0.2598039215686274,0.3111111111111111,0.2827380952380952,0.0,0.6,0.3333333333333333,0,6,0,3,9,3,0,2,1
individual,P19,arousal,eeg,gnb,20,20,4,120,96,24,31,73,16,0.2666666666666666,0.375,0.2747252747252747,0.2666666666666666,0.2692307692307692,0.3333333333333333,0.4666666666666667,0.0,2,4,0,4,7,4,1,2,0
individual,P19,arousal,eeg,gnb,20,20,5,120,96,24,31,73,16,0.5,0.6666666666666666,0.4296296296296296,0.5,0.4612068965517241,0.7142857142857143,0.7857142857142857,0.0,5,2,0,3,11,0,1,2,0
individual,P19,arousal,face,knn,all,all,1,120,96,24,31,73,16,0.3888888888888889,0.625,0.5362318840579711,0.3888888888888889,0.3474903474903475,0.1666666666666666,1.0,0.0,1,5,0,0,14,0,0,4,0
individual,P19,arousal,face,knn,all,all,2,120,96,24,31,73,16,0.2888888888888889,0.5416666666666666,0.2166666666666666,0.2888888888888889,0.2476190476190476,0.0,0.8666666666666667,0.0,0,5,1,2,13,0,1,2,0
individual,P19,arousal,face,knn,all,all,3,120,96,24,31,73,16,0.3444444444444445,0.5833333333333334,0.3174603174603174,0.3444444444444445,0.3148148148148148,0.1666666666666666,0.8666666666666667,0.0,1,5,0,2,13,0,0,3,0
individual,P19,arousal,face,knn,all,all,4,120,96,24,31,73,16,0.2777777777777777,0.4583333333333333,0.2638888888888889,0.2777777777777777,0.2706093189964157,0.1666666666666666,0.6666666666666666,0.0,1,4,1,4,10,1,1,2,0
individual,P19,arousal,face,knn,all,all,5,120,96,24,31,73,16,0.3571428571428571,0.5416666666666666,0.3490196078431373,0.3571428571428571,0.3476702508960573,0.2857142857142857,0.7857142857142857,0.0,2,5,0,1,11,2,2,1,0
individual,P19,arousal,face,knn,5,5,1,120,96,24,31,73,16,0.3412698412698412,0.5416666666666666,0.3216374269005848,0.3412698412698412,0.3164983164983165,0.1666666666666666,0.8571428571428571,0.0,1,4,1,1,12,1,1,3,0
