mode,participant,target,modality,classifier,feature_count_request,feature_count_resolved,feature,selected_folds,outer_folds,selection_frequency,mean_feature_score
individual,P19,arousal,multimodal,knn,20,20,eeg_hm__Pz,1,5,0.2,1.6872997196721182
individual,P19,arousal,multimodal,knn,20,20,eeg_sd__PO8,1,5,0.2,1.5880667058119033
individual,P19,arousal,multimodal,knn,20,20,eeg_se__Cz,1,5,0.2,2.0601323367177544
individual,P19,arousal,multimodal,knn,20,20,eeg_se_alpha__PO8,1,5,0.2,1.8721042486005721
individual,P19,arousal,multimodal,knn,20,20,eeg_se_beta__Cz,1,5,0.2,0.9064282381286437
individual,P19,arousal,multimodal,knn,20,20,eeg_se_beta__Oz,1,5,0.2,1.1145098905289994
individual,P19,arousal,multimodal,knn,20,20,eeg_se_delta__C4,1,5,0.2,1.209654786452244
individual,P19,arousal,multimodal,knn,20,20,eeg_se_theta__Fz,1,5,0.2,1.9173766607114142
individual,P19,arousal,multimodal,knn,20,20,video_mnso_norm_std,1,5,0.2,1.978128612164226
individual,P19,arousal,multimodal,knn,5,5,eeg_bp_beta__PO7,1,5,0.2,2.5433059247256358
individual,P19,arousal,multimodal,knn,5,5,eeg_bp_delta__PO8,1,5,0.2,3.1383853274697406
individual,P19,arousal,multimodal,knn,5,5,eeg_hc__C3,1,5,0.2,2.762316927298313
individual,P19,arousal,multimodal,knn,5,5,eeg_mf_hz__PO8,1,5,0.2,3.6742878560939305
individual,P19,arousal,multimodal,knn,5,5,eeg_se__PO8,1,5,0.2,3.252505826459557
individual,P19,arousal,multimodal,knn,5,5,eeg_se_alpha__C4,1,5,0.2,3.044413095766923
individual,P19,arousal,multimodal,knn,5,5,video_mnso_norm_mean,1,5,0.2,3.2875487799976297
individual,P19,arousal,multimodal,svm,10,10,eeg_bp_alpha__Cz,1,5,0.2,1.809660468579884
individual,P19,arousal,multimodal,svm,10,10,eeg_bp_beta__C3,1,5,0.2,2.3783797037131422
individual,P19,arousal,multimodal,svm,10,10,eeg_bp_beta__PO7,1,5,0.2,2.5433059247256358
individual,P19,arousal,multimodal,svm,10,10,eeg_hc__C3,1,5,0.2,2.762316927298313
individual,P19,arousal,multimodal,svm,10,10,eeg_hm__Cz,1,5,0.2,2.3283236920544352
individual,P19,arousal,multimodal,svm,10,10,eeg_sd__C4,1,5,0.2,2.51929291417209
individual,P19,arousal,multimodal,svm,10,10,eeg_sd__PO8,1,5,0.2,1.5880667058119033
individual,P19,arousal,multimodal,svm,10,10,eeg_se__C4,1,5,0.2,2.53017573306058
individual,P19,arousal,multimodal,svm,10,10,eeg_se_alpha__Fz,1,5,0.2,2.5816703828499907
individual,P19,arousal,multimodal,svm,10,10,eeg_se_alpha__PO8,1,5,0.2,1.8721042486005721
individual,P19,arousal,multimodal,svm,10,10,video_mnso_norm_std,1,5,0.2,1.978128612164226
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_alpha__Cz,1,5,0.2,1.809660468579884
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_beta__C3,1,5,0.2,2.3783797037131422
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_beta__C4,1,5,0.2,2.226903561171174
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_beta__Fz,1,5,0.2,1.4958104308136784
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_delta__C4,1,5,0.2,2.068907308623732
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_delta__Oz,1,5,0.2,2.263955398901408
individual,P19,arousal,multimodal,svm,20,20,eeg_bp_theta__PO8,1,5,0.2,1.7961463690841915
individual,P19,arousal,multimodal,svm,20,20,eeg_hc__C4,1,5,0.2,1.9566113913035736
individual,P19,arousal,multimodal,svm,20,20,eeg_hc__Fz,1,5,0.2,1.7046448475517604
individual,P19,arousal,multimodal,svm,20,20,eeg_hc__Oz,1,5,0.2,1.6895363401675922
individual,P19,arousal,multimodal,svm,20,20,eeg_hc__Pz,1,5,0.2,2.1297038942752398
individual,P19,arousal,multimodal,svm,20,20,eeg_hm__Cz,1,5,0.2,2.3283236920544352
individual,P19,arousal,multimodal,svm,20,20,eeg_hm__Oz,1,5,0.2,1.6856441497748207
individual,P19,arousal,multimodal,svm,20,20,eeg_hm__Pz,1,5,0.2,1.6872997196721182
individual,P19,arousal,multimodal,svm,20,20,eeg_sd__PO8,1,5,0.2,1.5880667058119033
individual,P19,arousal,multimodal,svm,20,20,eeg_se__Cz,1,5,0.2,2.0601323367177544
individual,P19,arousal,multimodal,svm,20,20,eeg_se_alpha__PO8,1,5,0.2,1.8721042486005721
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__Cz,1,5,0.2,0.9064282381286437
individual,P19,arousal,multimodal,svm,20,20,eeg_se_beta__Oz,1,5,0.2,1.1145098905289994
individual,P19,arousal,multimodal,svm,20,20,eeg_se_delta__C4,1,5,0.2,1.209654786452244
individual,P19,arousal,multimodal,svm,20,20,eeg_se_theta__Fz,1,5,0.2,1.9173766607114142
individual,P19,arousal,multimodal,svm,20,20,video_mnso_norm_std,1,5,0.2,1.978128612164226
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_beta__PO7,1,5,0.2,2.5433059247256358
individual,P19,arousal,multimodal,svm,5,5,eeg_bp_delta__PO8,1,5,0.2,3.1383853274697406
individual,P19,arousal,multimodal,svm,5,5,eeg_hc__C3,1,5,0.2,2.762316927298313
individual,P19,arousal,multimodal,svm,5,5,eeg_mf_hz__PO8,1,5,0.2,3.6742878560939305
individual,P19,arousal,multimodal,svm,5,5,eeg_se__PO8,1,5,0.2,3.252505826459557
individual,P19,arousal,multimodal,svm,5,5,eeg_se_alpha__C4,1,5,0.2,3.044413095766923
individual,P19,arousal,multimodal,svm,5,5,video_mnso_norm_mean,1,5,0.2,3.2875487799976297
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__C3,0,5,0.0,2.2943479018936177
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__Fz,0,5,0.0,0.21762794368247432
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__Oz,0,5,0.0,1.3589267483673801
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__PO7,0,5,0.0,2.087553474508508
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__PO8,0,5,0.0,0.5053233228569876
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_alpha__Pz,0,5,0.0,0.39449315992930656
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_beta__C4,0,5,0.0,2.226903561171174
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_beta__Cz,0,5,0.0,1.2231073159102883
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_beta__Fz,0,5,0.0,1.4958104308136784
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_beta__Oz,0,5,0.0,0.6879591160899261
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_beta__PO8,0,5,0.0,1.2988750309283343
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_delta__Cz,0,5,0.0,2.380437042321668
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_delta__Fz,0,5,0.0,0.6061480610857023
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_delta__Oz,0,5,0.0,2.263955398901408
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_delta__PO7,0,5,0.0,0.695547516656574
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_delta__Pz,0,5,0.0,0.8915170210703233
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__C3,0,5,0.0,0.9172858588907742
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__C4,0,5,0.0,0.35853256453922666
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__Cz,0,5,0.0,0.6615181990145627
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__Fz,0,5,0.0,0.754113464663115
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__Oz,0,5,0.0,0.34395183921506167
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__PO7,0,5,0.0,1.6135278622854135
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__PO8,0,5,0.0,0.7929588019825611
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_gamma__Pz,0,5,0.0,0.704504132179669
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__C3,0,5,0.0,0.5329402747302121
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__C4,0,5,0.0,1.1136984061237813
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__Cz,0,5,0.0,0.5655707196935048
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__Fz,0,5,0.0,1.2048311931978675
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__Oz,0,5,0.0,0.5503900699121405
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__PO7,0,5,0.0,0.6309812564142288
individual,P19,arousal,eeg,gnb,10,10,eeg_bp_theta__Pz,0,5,0.0,0.5829232779975618
individual,P19,arousal,eeg,gnb,10,10,eeg_hc__Fz,0,5,0.0,1.7046448475517604
individual,P19,arousal,eeg,gnb,10,10,eeg_hc__Oz,0,5,0.0,1.6895363401675922
individual,P19,arousal,eeg,gnb,10,10,eeg_hc__PO7,0,5,0.0,1.6748961115347658
individual,P19,arousal,eeg,gnb,10,10,eeg_hc__Pz,0,5,0.0,2.1297038942752398
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__C3,0,5,0.0,0.7241443938857228
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__C4,0,5,0.0,0.43629077303581143
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__Fz,0,5,0.0,0.46266391499042225
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__Oz,0,5,0.0,1.6856441497748207
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__PO7,0,5,0.0,0.9627200637288776
individual,P19,arousal,eeg,gnb,10,10,eeg_hm__Pz,0,5,0.0,1.6872997196721182
individual,P19,arousal,eeg,gnb,10,10,eeg_mf_hz__C3,0,5,0.0,2.3571644417303643
individual,P19,arousal,eeg,gnb,10,10,eeg_mf_hz__C4,0,5,0.0,1.6950032014060512
individual,P19,arousal,eeg,gnb,10,10,eeg_mf_hz__Fz,0,5,0.0,1.2953065606409193
individual,P19,arousal,eeg,gnb,10,10,eeg_mf_hz__Oz,0,5,0.0,0.9100592275008836
individual,P19,arousal,eeg,gnb,10,10,eeg_mf_hz__PO7,0,5,0.0,1.3157726569318655
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__C3,0,5,0.0,1.1242266290489311
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__Cz,0,5,0.0,0.3198879703490886
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__Fz,0,5,0.0,0.2518882647165086
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__Oz,0,5,0.0,1.4675041947121552
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__PO7,0,5,0.0,0.9752440815362297
individual,P19,arousal,eeg,gnb,10,10,eeg_sd__Pz,0,5,0.0,0.354418269744561
individual,P19,arousal,eeg,gnb,10,10,eeg_se__C3,0,5,0.0,1.0217083131882374
individual,P19,arousal,eeg,gnb,10,10,eeg_se__Cz,0,5,0.0,2.0601323367177544
individual,P19,arousal,eeg,gnb,10,10,eeg_se__Fz,0,5,0.0,1.3259630535748628
individual,P19,arousal,eeg,gnb,10,10,eeg_se__Oz,0,5,0.0,1.3873874979922551
individual,P19,arousal,eeg,gnb,10,10,eeg_se__PO7,0,5,0.0,0.12340815904995597
individual,P19,arousal,eeg,gnb,10,10,eeg_se__Pz,0,5,0.0,2.185313048355083
individual,P19,arousal,eeg,gnb,10,10,eeg_se_alpha__C3,0,5,0.0,1.0004628302668863
individual,P19,arousal,eeg,gnb,10,10,eeg_se_alpha__Cz,0,5,0.0,0.31225194060963546
individual,P19,arousal,eeg,gnb,10,10,eeg_se_alpha__Oz,0,5,0.0,0.4732797194892381
individual,P19,arousal,eeg,gnb,10,10,eeg_se_alpha__PO7,0,5,0.0,0.3785858845483049
individual,P19,arousal,eeg,gnb,10,10,eeg_se_alpha__Pz,0,5,0.0,0.27334728646505096
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__C3,0,5,0.0,1.0028968297115743
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__C4,0,5,0.0,0.29771824164524946
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__Cz,0,5,0.0,0.9064282381286439
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__Fz,0,5,0.0,0.4583137068295534
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__Oz,0,5,0.0,1.1145098905289994
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__PO7,0,5,0.0,0.4573611044908965
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__PO8,0,5,0.0,1.2180186614662794
individual,P19,arousal,eeg,gnb,10,10,eeg_se_beta__Pz,0,5,0.0,0.3088103253806821
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__C3,0,5,0.0,1.6860531706569524
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__C4,0,5,0.0,1.209654786452244
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__Cz,0,5,0.0,0.6629508031755443
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__Fz,0,5,0.0,0.9519884577704285
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__Oz,0,5,0.0,0.15703219664691664
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__PO7,0,5,0.0,0.7983809492223066
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__PO8,0,5,0.0,0.1525028645842317
individual,P19,arousal,eeg,gnb,10,10,eeg_se_delta__Pz,0,5,0.0,0.10965915975636872
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__C3,0,5,0.0,0.3542388133384055
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__C4,0,5,0.0,0.5131602136480147
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__Cz,0,5,0.0,0.7865563295508776
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__Fz,0,5,0.0,1.443143765900914
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__Oz,0,5,0.0,0.5130322300621748
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__PO7,0,5,0.0,0.21223541207540003
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__PO8,0,5,0.0,0.8419779493844162
individual,P19,arousal,eeg,gnb,10,10,eeg_se_gamma__Pz,0,5,0.0,0.6036776177636716
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__C3,0,5,0.0,0.159304524859239
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__C4,0,5,0.0,0.9210413521718562
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__Fz,0,5,0.0,1.9173766607114142
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__Oz,0,5,0.0,1.2812216242398666
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__PO7,0,5,0.0,0.6683076315345584
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__PO8,0,5,0.0,1.014373482372212
individual,P19,arousal,eeg,gnb,10,10,eeg_se_theta__Pz,0,5,0.0,0.5248372987279275
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_alpha__Fz,0,5,0.0,0.21762794368247432
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_alpha__Oz,0,5,0.0,1.3589267483673801
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_alpha__PO8,0,5,0.0,0.5053233228569876
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_alpha__Pz,0,5,0.0,0.39449315992930656
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_beta__Cz,0,5,0.0,1.2231073159102883
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_beta__Oz,0,5,0.0,0.6879591160899261
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_beta__PO8,0,5,0.0,1.2988750309283343
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_delta__Fz,0,5,0.0,0.6061480610857023
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_delta__PO7,0,5,0.0,0.695547516656574
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_delta__Pz,0,5,0.0,0.8915170210703233
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__C3,0,5,0.0,0.9172858588907742
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__C4,0,5,0.0,0.35853256453922666
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__Cz,0,5,0.0,0.6615181990145627
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__Fz,0,5,0.0,0.754113464663115
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__Oz,0,5,0.0,0.34395183921506167
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__PO7,0,5,0.0,1.6135278622854135
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__PO8,0,5,0.0,0.7929588019825611
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_gamma__Pz,0,5,0.0,0.704504132179669
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__C3,0,5,0.0,0.5329402747302121
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__C4,0,5,0.0,1.1136984061237813
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__Cz,0,5,0.0,0.5655707196935048
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__Fz,0,5,0.0,1.2048311931978675
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__Oz,0,5,0.0,0.5503900699121405
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__PO7,0,5,0.0,0.6309812564142288
individual,P19,arousal,eeg,gnb,20,20,eeg_bp_theta__Pz,0,5,0.0,0.5829232779975618
individual,P19,arousal,eeg,gnb,20,20,eeg_hc__PO7,0,5,0.0,1.6748961115347658
individual,P19,arousal,eeg,gnb,20,20,eeg_hm__C3,0,5,0.0,0.7241443938857228
individual,P19,arousal,eeg,gnb,20,20,eeg_hm__C4,0,5,0.0,0.43629077303581143
individual,P19,arousal,eeg,gnb,20,20,eeg_hm__Fz,0,5,0.0,0.46266391499042225
individual,P19,arousal,eeg,gnb,20,20,eeg_hm__PO7,0,5,0.0,0.9627200637288776
individual,P19,arousal,eeg,gnb,20,20,eeg_mf_hz__C4,0,5,0.0,1.6950032014060512
individual,P19,arousal,eeg,gnb,20,20,eeg_mf_hz__Fz,0,5,0.0,1.2953065606409193
individual,P19,arousal,eeg,gnb,20,20,eeg_mf_hz__Oz,0,5,0.0,0.9100592275008836
individual,P19,arousal,eeg,gnb,20,20,eeg_mf_hz__PO7,0,5,0.0,1.3157726569318655
individual,P19,arousal,eeg,gnb,20,20,eeg_sd__C3,0,5,0.0,1.1242266290489311
individual,P19,arousal,eeg,gnb,20,20,eeg_sd__Cz,0,5,0.0,0.3198879703490886
individual,P19,arousal,eeg,gnb,20,20,eeg_sd__Fz,0,5,0.0,0.2518882647165086
individual,P19,arousal,eeg,gnb,20,20,eeg_sd__PO7,0,5,0.0,0.9752440815362297
individual,P19,arousal,eeg,gnb,20,20,eeg_sd__Pz,0,5,0.0,0.354418269744561
individual,P19,arousal,eeg,gnb,20,20,eeg_se__C3,0,5,0.0,1.0217083131882374
individual,P19,arousal,eeg,gnb,20,20,eeg_se__Fz,0,5,0.0,1.3259630535748628
individual,P19,arousal,eeg,gnb,20,20,eeg_se__Oz,0,5,0.0,1.3873874979922551
individual,P19,arousal,eeg,gnb,20,20,eeg_se__PO7,0,5,0.0,0.12340815904995597
individual,P19,arousal,eeg,gnb,20,20,eeg_se_alpha__C3,0,5,0.0,1.0004628302668863
individual,P19,arousal,eeg,gnb,20,20,eeg_se_alpha__Cz,0,5,0.0,0.31225194060963546
individual,P19,arousal,eeg,gnb,20,20,eeg_se_alpha__Oz,0,5,0.0,0.4732797194892381
individual,P19,arousal,eeg,gnb,20,20,eeg_se_alpha__PO7,0,5,0.0,0.3785858845483049
individual,P19,arousal,eeg,gnb,20,20,eeg_se_alpha__Pz,0,5,0.0,0.27334728646505096
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__C3,0,5,0.0,1.0028968297115743
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__C4,0,5,0.0,0.29771824164524946
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__Fz,0,5,0.0,0.4583137068295534
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__PO7,0,5,0.0,0.4573611044908965
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__PO8,0,5,0.0,1.2180186614662794
individual,P19,arousal,eeg,gnb,20,20,eeg_se_beta__Pz,0,5,0.0,0.3088103253806821
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__C3,0,5,0.0,1.6860531706569524
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__Cz,0,5,0.0,0.6629508031755443
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__Fz,0,5,0.0,0.9519884577704285
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__Oz,0,5,0.0,0.15703219664691664
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__PO7,0,5,0.0,0.7983809492223066
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__PO8,0,5,0.0,0.1525028645842317
individual,P19,arousal,eeg,gnb,20,20,eeg_se_delta__Pz,0,5,0.0,0.10965915975636872
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__C3,0,5,0.0,0.3542388133384055
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__C4,0,5,0.0,0.5131602136480147
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__Cz,0,5,0.0,0.7865563295508776
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__Fz,0,5,0.0,1.443143765900914
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__Oz,0,5,0.0,0.5130322300621748
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__PO7,0,5,0.0,0.21223541207540003
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__PO8,0,5,0.0,0.8419779493844162
individual,P19,arousal,eeg,gnb,20,20,eeg_se_gamma__Pz,0,5,0.0,0.6036776177636716
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__C3,0,5,0.0,0.159304524859239
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__C4,0,5,0.0,0.9210413521718562
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__Oz,0,5,0.0,1.2812216242398666
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__PO7,0,5,0.0,0.6683076315345584
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__PO8,0,5,0.0,1.014373482372212
individual,P19,arousal,eeg,gnb,20,20,eeg_se_theta__Pz,0,5,0.0,0.5248372987279275
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__C3,0,5,0.0,2.2943479018936177
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__Cz,0,5,0.0,1.809660468579884
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__Fz,0,5,0.0,0.21762794368247432
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__Oz,0,5,0.0,1.3589267483673801
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__PO7,0,5,0.0,2.087553474508508
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__PO8,0,5,0.0,0.5053233228569876
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_alpha__Pz,0,5,0.0,0.39449315992930656
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__C3,0,5,0.0,2.3783797037131422
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__C4,0,5,0.0,2.226903561171174
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__Cz,0,5,0.0,1.2231073159102883
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__Fz,0,5,0.0,1.4958104308136784
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__Oz,0,5,0.0,0.6879591160899261
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_beta__PO8,0,5,0.0,1.2988750309283343
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__C4,0,5,0.0,2.068907308623732
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__Cz,0,5,0.0,2.380437042321668
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__Fz,0,5,0.0,0.6061480610857023
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__Oz,0,5,0.0,2.263955398901408
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__PO7,0,5,0.0,0.695547516656574
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_delta__Pz,0,5,0.0,0.8915170210703233
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__C3,0,5,0.0,0.9172858588907742
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__C4,0,5,0.0,0.35853256453922666
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__Cz,0,5,0.0,0.6615181990145627
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__Fz,0,5,0.0,0.754113464663115
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__Oz,0,5,0.0,0.34395183921506167
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__PO7,0,5,0.0,1.6135278622854135
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__PO8,0,5,0.0,0.7929588019825611
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_gamma__Pz,0,5,0.0,0.704504132179669
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__C3,0,5,0.0,0.5329402747302121
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__C4,0,5,0.0,1.1136984061237813
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__Cz,0,5,0.0,0.5655707196935048
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__Fz,0,5,0.0,1.2048311931978675
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__Oz,0,5,0.0,0.5503900699121405
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__PO7,0,5,0.0,0.6309812564142288
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__PO8,0,5,0.0,1.7961463690841915
individual,P19,arousal,eeg,gnb,5,5,eeg_bp_theta__Pz,0,5,0.0,0.5829232779975618
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__C4,0,5,0.0,1.9566113913035736
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__Cz,0,5,0.0,2.8870161708171613
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__Fz,0,5,0.0,1.7046448475517604
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__Oz,0,5,0.0,1.6895363401675922
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__PO7,0,5,0.0,1.6748961115347658
individual,P19,arousal,eeg,gnb,5,5,eeg_hc__Pz,0,5,0.0,2.1297038942752398
individual,P19,arousal,eeg,gnb,5,5,eeg_hm__C3,0,5,0.0,0.7241443938857228
individual,P19,arousal,eeg,gnb,5,5,eeg_hm__C4,0,5,0.0,0.43629077303581143
individual,P19,arousal,eeg,gnb,5,5,eeg_hm__Cz,0,5,0.0,2.3283236920544352
