participant,target,outer_fold,outer_folds,outer_train_size,outer_test_size,low_count,high_count,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,selected_threshold,selection_oof_ba_fixed_050,selection_oof_fold_ba_sd_fixed_050,selection_oof_ba_at_selected_threshold,final_refit_best_parameters,final_refit_inner_balanced_accuracy,fixed_threshold_ba,optimized_threshold_ba,fixed_threshold_sensitivity,fixed_threshold_specificity,optimized_threshold_sensitivity,optimized_threshold_specificity
P19,arousal,1,5,96,24,65,55,logreg,paper_compact,all_channels,10,secondary,64,0.55,0.6180069930069929,0.021724758028330442,0.6197552447552448,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.6048241518829754,0.6713286713286714,0.6643356643356644,0.7272727272727273,0.6153846153846154,0.6363636363636364,0.6923076923076923
P19,arousal,2,5,96,24,65,55,gnb,all_eeg,all_channels,10,primary,120,0.5,0.6730769230769231,0.017056960613600358,0.6730769230769231,"{""classifier__var_smoothing"": 1e-11}",0.6719887955182072,0.6958041958041958,0.6958041958041958,0.5454545454545454,0.8461538461538461,0.5454545454545454,0.8461538461538461
P19,arousal,3,5,96,24,65,55,svm,paper_compact,all_channels,8,secondary,64,0.5,0.6704545454545454,0.06493023537933654,0.6704545454545454,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6762682850918145,0.6118881118881119,0.6118881118881119,0.45454545454545453,0.7692307692307693,0.45454545454545453,0.7692307692307693
P19,arousal,4,5,96,24,65,55,logreg,all_eeg,all_channels,8,primary,120,0.5,0.6582167832167831,0.05143827063381812,0.6582167832167831,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.6776221599751011,0.7867132867132867,0.7867132867132867,0.7272727272727273,0.8461538461538461,0.7272727272727273,0.8461538461538461
P19,arousal,5,5,96,24,65,55,gnb,paper_compact,all_channels,8,secondary,64,0.5,0.6468531468531469,0.06617225614828752,0.6468531468531469,"{""classifier__var_smoothing"": 1e-11}",0.6461095549330844,0.5804195804195804,0.5804195804195804,0.5454545454545454,0.6153846153846154,0.5454545454545454,0.6153846153846154
