participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,modality
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.5692307692307692,0.5555555555555556,eeg
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.25,0.2777777777777778,eeg
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,29,64,0.3076923076923077,0.4210526315789473,eeg
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,29,64,0.5,0.6842105263157895,eeg
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,29,64,0.5,0.6842105263157895,eeg
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.4692307692307692,0.5,eeg
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.25,0.2777777777777778,eeg
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,29,64,0.4807692307692308,0.4736842105263157,eeg
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,29,64,0.5256410256410257,0.4736842105263157,eeg
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,29,64,0.6794871794871795,0.6842105263157895,eeg
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.4923076923076923,0.4444444444444444,eeg
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.2916666666666667,0.3333333333333333,eeg
P21,valence,logreg,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.6941176470588235,0.6363636363636364,eeg
P21,valence,logreg,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,logreg,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.46875,0.7142857142857143,eeg
P21,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.3875,0.3809523809523809,eeg
P21,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.6941176470588235,0.6363636363636364,eeg
P21,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.5,0.7619047619047619,eeg
P21,valence,svm,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.44375,0.5714285714285714,eeg
P21,valence,gnb,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.7117647058823529,0.7727272727272727,eeg
P21,valence,gnb,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.4529411764705883,0.5909090909090909,eeg
P21,valence,gnb,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182,eeg
P21,valence,gnb,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,gnb,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,logreg,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.6647058823529413,0.5909090909090909,eeg
P21,valence,logreg,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,logreg,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,logreg,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.46875,0.7142857142857143,eeg
P21,valence,logreg,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.41875,0.4285714285714285,eeg
P21,valence,svm,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.723529411764706,0.6818181818181818,eeg
P21,valence,svm,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,svm,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,svm,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.5,0.7619047619047619,eeg
P21,valence,svm,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.44375,0.5714285714285714,eeg
P21,valence,gnb,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.5823529411764705,0.6818181818181818,eeg
P21,valence,gnb,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818,eeg
P21,valence,gnb,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182,eeg
P21,valence,gnb,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,gnb,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,logreg,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,logreg,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,svm,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.611764705882353,0.7272727272727273,eeg
P21,valence,svm,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.4705882352941176,0.7272727272727273,eeg
P21,valence,svm,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.7117647058823529,0.7727272727272727,eeg
P21,valence,svm,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.6,0.8095238095238095,eeg
P21,valence,svm,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.48125,0.5238095238095238,eeg
P21,valence,gnb,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.611764705882353,0.7272727272727273,eeg
P21,valence,gnb,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.4411764705882353,0.6818181818181818,eeg
P21,valence,gnb,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.9,0.9545454545454546,eeg
P21,valence,gnb,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,gnb,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,logreg,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.48125,0.5238095238095238,eeg
P21,valence,logreg,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.4125,0.5238095238095238,eeg
P21,valence,svm,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5235294117647059,0.5909090909090909,eeg
P21,valence,svm,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.4705882352941176,0.7272727272727273,eeg
P21,valence,svm,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.6529411764705882,0.6818181818181818,eeg
P21,valence,svm,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.575,0.6666666666666666,eeg
P21,valence,svm,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.45,0.4761904761904761,eeg
P21,valence,gnb,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5529411764705883,0.6363636363636364,eeg
P21,valence,gnb,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.4117647058823529,0.6363636363636364,eeg
P21,valence,gnb,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.8705882352941177,0.9090909090909092,eeg
P21,valence,gnb,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,gnb,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,logreg,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.5764705882352942,0.4545454545454545,eeg
P21,valence,logreg,time_statistical,all_channels,all,primary,8,2,all,5,108,86,22,25,83,0.4823529411764705,0.6363636363636364,eeg
P21,valence,logreg,time_statistical,all_channels,all,primary,8,3,all,5,108,86,22,25,83,0.5941176470588235,0.5909090909090909,eeg
P21,valence,logreg,time_statistical,all_channels,all,primary,8,4,all,5,108,87,21,25,83,0.56875,0.7619047619047619,eeg
P21,valence,logreg,time_statistical,all_channels,all,primary,8,5,all,5,108,87,21,25,83,0.4125,0.5238095238095238,eeg
P21,valence,svm,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.6823529411764706,0.7272727272727273,eeg
P21,valence,svm,time_statistical,all_channels,all,primary,8,2,all,5,108,86,22,25,83,0.4529411764705883,0.5909090909090909,eeg
P21,valence,svm,time_statistical,all_channels,all,primary,8,3,all,5,108,86,22,25,83,0.8,0.9090909090909092,eeg
P21,valence,svm,time_statistical,all_channels,all,primary,8,4,all,5,108,87,21,25,83,0.56875,0.7619047619047619,eeg
P21,valence,svm,time_statistical,all_channels,all,primary,8,5,all,5,108,87,21,25,83,0.31875,0.3809523809523809,eeg
P21,valence,gnb,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.7411764705882353,0.8181818181818182,eeg
P21,valence,gnb,time_statistical,all_channels,all,primary,8,2,all,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818,eeg
P21,valence,gnb,time_statistical,all_channels,all,primary,8,3,all,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,gnb,time_statistical,all_channels,all,primary,8,4,all,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,gnb,time_statistical,all_channels,all,primary,8,5,all,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182,eeg
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818,eeg
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,25,83,0.723529411764706,0.6818181818181818,eeg
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,25,83,0.5125,0.5714285714285714,eeg
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,25,83,0.5352941176470588,0.5,eeg
P21,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818,eeg
P21,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,25,83,0.5941176470588235,0.5909090909090909,eeg
P21,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,25,83,0.5,0.7619047619047619,eeg
P21,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,25,83,0.5529411764705883,0.6363636363636364,eeg
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,25,83,0.4529411764705883,0.5909090909090909,eeg
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,25,83,0.7411764705882353,0.8181818181818182,eeg
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,25,83,0.50625,0.6666666666666666,eeg
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182,eeg
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,25,83,0.5411764705882353,0.7272727272727273,eeg
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,25,83,0.6529411764705882,0.6818181818181818,eeg
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818,eeg
P21,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,25,83,0.6411764705882352,0.7727272727272727,eeg
P21,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,25,83,0.44375,0.5714285714285714,eeg
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,25,83,0.5529411764705883,0.6363636363636364,eeg
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,25,83,0.4823529411764705,0.6363636363636364,eeg
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,25,83,0.7411764705882353,0.8181818181818182,eeg
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,108,86,22,25,83,0.5941176470588235,0.5909090909090909,eeg
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,108,87,21,25,83,0.56875,0.7619047619047619,eeg
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,108,87,21,25,83,0.46875,0.7142857142857143,eeg
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,108,86,22,25,83,0.5235294117647059,0.5909090909090909,eeg
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,108,86,22,25,83,0.5411764705882353,0.7272727272727273,eeg
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,108,86,22,25,83,0.5941176470588235,0.5909090909090909,eeg
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,108,87,21,25,83,0.35625,0.3333333333333333,eeg
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,108,87,21,25,83,0.60625,0.7142857142857143,eeg
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,108,86,22,25,83,0.5823529411764705,0.6818181818181818,eeg
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,108,86,22,25,83,0.4411764705882353,0.6818181818181818,eeg
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,108,86,22,25,83,0.7,0.8636363636363636,eeg
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,108,86,22,25,83,0.6,0.8181818181818182,eeg
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,108,86,22,25,83,0.5529411764705883,0.6363636363636364,eeg
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,108,87,21,25,83,0.5375,0.7142857142857143,eeg
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,108,87,21,25,83,0.46875,0.7142857142857143,eeg
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,108,86,22,25,83,0.5,0.7727272727272727,eeg
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727,eeg
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,108,86,22,25,83,0.5235294117647059,0.5909090909090909,eeg
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,108,87,21,25,83,0.6,0.8095238095238095,eeg
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,108,87,21,25,83,0.575,0.6666666666666666,eeg
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,108,86,22,25,83,0.5823529411764705,0.6818181818181818,eeg
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,108,86,22,25,83,0.4117647058823529,0.6363636363636364,eeg
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,108,86,22,25,83,0.7,0.8636363636363636,eeg
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,108,87,21,25,83,0.475,0.6190476190476191,eeg
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,108,87,21,25,83,0.575,0.6666666666666666,eeg
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,65,43,0.6623931623931625,0.6818181818181818,eeg
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,65,43,0.6666666666666666,0.7272727272727273,eeg
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,65,43,0.5683760683760684,0.5909090909090909,eeg
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,65,43,0.4567307692307692,0.4761904761904761,eeg
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,65,43,0.5961538461538461,0.6190476190476191,eeg
P21,arousal,svm,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,65,43,0.4401709401709401,0.5,eeg
P21,arousal,svm,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,65,43,0.6111111111111112,0.6818181818181818,eeg
P21,arousal,svm,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,65,43,0.5341880341880342,0.5909090909090909,eeg
P21,arousal,svm,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,65,43,0.3942307692307692,0.4285714285714285,eeg
P21,arousal,svm,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,65,43,0.6826923076923077,0.6666666666666666,eeg
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,65,43,0.6666666666666666,0.7272727272727273,eeg
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,65,43,0.5897435897435898,0.6363636363636364,eeg
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,65,43,0.3942307692307692,0.4285714285714285,eeg
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,65,43,0.7115384615384616,0.7619047619047619,eeg
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,65,43,0.6282051282051282,0.6818181818181818,eeg
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,65,43,0.5128205128205128,0.5454545454545454,eeg
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,65,43,0.4567307692307692,0.4761904761904761,eeg
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,65,43,0.6346153846153846,0.6666666666666666,eeg
P21,arousal,svm,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,65,43,0.4401709401709401,0.5,eeg
P21,arousal,svm,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,65,43,0.5555555555555556,0.6363636363636364,eeg
P21,arousal,svm,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,65,43,0.5341880341880342,0.5909090909090909,eeg
P21,arousal,svm,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,65,43,0.4567307692307692,0.4761904761904761,eeg
P21,arousal,svm,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,65,43,0.7451923076923077,0.7142857142857143,eeg
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,65,43,0.6111111111111112,0.6818181818181818,eeg
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,65,43,0.5897435897435898,0.6363636363636364,eeg
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,65,43,0.4711538461538461,0.5238095238095238,eeg
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,65,43,0.6730769230769231,0.7142857142857143,eeg
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,65,43,0.6623931623931625,0.6818181818181818,eeg
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,65,43,0.641025641025641,0.6363636363636364,eeg
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,65,43,0.5192307692307692,0.5238095238095238,eeg
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,65,43,0.6057692307692308,0.5714285714285714,eeg
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,65,43,0.5555555555555556,0.6363636363636364,eeg
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,65,43,0.6068376068376069,0.6363636363636364,eeg
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,65,43,0.5096153846153846,0.5714285714285714,eeg
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,65,43,0.7211538461538461,0.7142857142857143,eeg
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,108,86,22,65,43,0.7222222222222222,0.7727272727272727,eeg
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,108,86,22,65,43,0.6452991452991452,0.6818181818181818,eeg
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,108,87,21,65,43,0.4326923076923077,0.4761904761904761,eeg
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,108,87,21,65,43,0.6346153846153846,0.6666666666666666,eeg
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,65,43,0.5128205128205128,0.5454545454545454,eeg
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,65,43,0.6282051282051282,0.6818181818181818,eeg
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,65,43,0.641025641025641,0.6363636363636364,eeg
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,65,43,0.5192307692307692,0.5238095238095238,eeg
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,65,43,0.6971153846153846,0.7142857142857143,eeg
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,65,43,0.4401709401709401,0.5,eeg
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,65,43,0.5341880341880342,0.5909090909090909,eeg
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,65,43,0.6068376068376069,0.6363636363636364,eeg
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,65,43,0.3942307692307692,0.4285714285714285,eeg
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,65,43,0.6442307692307692,0.6190476190476191,eeg
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,108,86,22,65,43,0.5512820512820513,0.5909090909090909,eeg
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,108,86,22,65,43,0.6666666666666666,0.7272727272727273,eeg
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,108,86,22,65,43,0.5897435897435898,0.6363636363636364,eeg
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,108,87,21,65,43,0.4326923076923077,0.4761904761904761,eeg
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,108,87,21,65,43,0.5961538461538461,0.6190476190476191,eeg
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,108,86,22,65,43,0.6068376068376069,0.6363636363636364,eeg
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,108,86,22,65,43,0.6965811965811965,0.6818181818181818,eeg
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,108,86,22,65,43,0.5897435897435898,0.6363636363636364,eeg
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,108,87,21,65,43,0.4567307692307692,0.4761904761904761,eeg
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,108,87,21,65,43,0.6201923076923077,0.6190476190476191,eeg
P21,arousal,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,108,86,22,65,43,0.6068376068376069,0.6363636363636364,eeg
P21,arousal,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,108,86,22,65,43,0.6581196581196581,0.6363636363636364,eeg
