participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,modality
P31,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,119,95,24,58,61,0.4166666666666667,0.4166666666666667,eeg
P31,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,119,95,24,58,61,0.2916666666666666,0.2916666666666667,eeg
P31,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,119,95,24,58,61,0.3286713286713286,0.3333333333333333,eeg
P31,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,119,96,23,58,61,0.4318181818181818,0.4347826086956521,eeg
P31,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,119,95,24,61,58,0.4166666666666666,0.4166666666666667,eeg
P31,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,119,95,24,61,58,0.25,0.25,eeg
P31,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,119,95,24,61,58,0.4166666666666666,0.4166666666666667,eeg
P31,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,119,95,24,61,58,0.465034965034965,0.4583333333333333,eeg
P31,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,119,96,23,61,58,0.3106060606060606,0.3043478260869565,eeg
P31,arousal,svm,all_eeg,all_channels,8,primary,120,1,8,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,8,primary,120,2,8,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,8,primary,120,3,8,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,8,primary,120,4,8,5,119,95,24,61,58,0.5,0.5416666666666666,eeg
P31,arousal,svm,all_eeg,all_channels,8,primary,120,5,8,5,119,96,23,61,58,0.5,0.5217391304347826,eeg
P31,arousal,gnb,all_eeg,all_channels,8,primary,120,1,8,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,gnb,all_eeg,all_channels,8,primary,120,2,8,5,119,95,24,61,58,0.2916666666666666,0.2916666666666667,eeg
P31,arousal,gnb,all_eeg,all_channels,8,primary,120,3,8,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,gnb,all_eeg,all_channels,8,primary,120,4,8,5,119,95,24,61,58,0.5804195804195804,0.5833333333333334,eeg
P31,arousal,gnb,all_eeg,all_channels,8,primary,120,5,8,5,119,96,23,61,58,0.3143939393939394,0.3043478260869565,eeg
P31,arousal,logreg,all_eeg,all_channels,10,primary,120,1,10,5,119,95,24,61,58,0.4166666666666666,0.4166666666666667,eeg
P31,arousal,logreg,all_eeg,all_channels,10,primary,120,2,10,5,119,95,24,61,58,0.25,0.25,eeg
P31,arousal,logreg,all_eeg,all_channels,10,primary,120,3,10,5,119,95,24,61,58,0.2916666666666667,0.2916666666666667,eeg
P31,arousal,logreg,all_eeg,all_channels,10,primary,120,4,10,5,119,95,24,61,58,0.4965034965034964,0.5,eeg
P31,arousal,logreg,all_eeg,all_channels,10,primary,120,5,10,5,119,96,23,61,58,0.356060606060606,0.3478260869565217,eeg
P31,arousal,svm,all_eeg,all_channels,10,primary,120,1,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,10,primary,120,2,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,10,primary,120,3,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,all_eeg,all_channels,10,primary,120,4,10,5,119,95,24,61,58,0.451048951048951,0.4583333333333333,eeg
P31,arousal,svm,all_eeg,all_channels,10,primary,120,5,10,5,119,96,23,61,58,0.5,0.5217391304347826,eeg
P31,arousal,gnb,all_eeg,all_channels,10,primary,120,1,10,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,gnb,all_eeg,all_channels,10,primary,120,2,10,5,119,95,24,61,58,0.25,0.25,eeg
P31,arousal,gnb,all_eeg,all_channels,10,primary,120,3,10,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,gnb,all_eeg,all_channels,10,primary,120,4,10,5,119,95,24,61,58,0.5419580419580419,0.5416666666666666,eeg
P31,arousal,gnb,all_eeg,all_channels,10,primary,120,5,10,5,119,96,23,61,58,0.3598484848484848,0.3478260869565217,eeg
P31,arousal,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,119,95,24,61,58,0.4055944055944055,0.4166666666666667,eeg
P31,arousal,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,119,96,23,61,58,0.3939393939393939,0.391304347826087,eeg
P31,arousal,svm,paper_compact,all_channels,8,secondary,64,1,8,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,svm,paper_compact,all_channels,8,secondary,64,2,8,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,svm,paper_compact,all_channels,8,secondary,64,3,8,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,paper_compact,all_channels,8,secondary,64,4,8,5,119,95,24,61,58,0.5,0.5416666666666666,eeg
P31,arousal,svm,paper_compact,all_channels,8,secondary,64,5,8,5,119,96,23,61,58,0.3939393939393939,0.391304347826087,eeg
P31,arousal,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,119,95,24,61,58,0.4166666666666666,0.4166666666666667,eeg
P31,arousal,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,119,95,24,61,58,0.458041958041958,0.4583333333333333,eeg
P31,arousal,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,119,96,23,61,58,0.3181818181818182,0.3043478260869565,eeg
P31,arousal,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,119,95,24,61,58,0.5734265734265734,0.5833333333333334,eeg
P31,arousal,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,119,96,23,61,58,0.3977272727272727,0.391304347826087,eeg
P31,arousal,svm,paper_compact,all_channels,10,secondary,64,1,10,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,svm,paper_compact,all_channels,10,secondary,64,2,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,paper_compact,all_channels,10,secondary,64,3,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,paper_compact,all_channels,10,secondary,64,4,10,5,119,95,24,61,58,0.5,0.5416666666666666,eeg
P31,arousal,svm,paper_compact,all_channels,10,secondary,64,5,10,5,119,96,23,61,58,0.3522727272727273,0.3478260869565217,eeg
P31,arousal,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,119,95,24,61,58,0.4166666666666666,0.4166666666666667,eeg
P31,arousal,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,119,95,24,61,58,0.4965034965034964,0.5,eeg
P31,arousal,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,119,96,23,61,58,0.3598484848484848,0.3478260869565217,eeg
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,119,95,24,61,58,0.625,0.625,eeg
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,119,95,24,61,58,0.4965034965034964,0.5,eeg
P31,arousal,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,119,96,23,61,58,0.3977272727272727,0.391304347826087,eeg
P31,arousal,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,119,95,24,61,58,0.2916666666666666,0.2916666666666667,eeg
P31,arousal,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,119,95,24,61,58,0.5,0.5416666666666666,eeg
P31,arousal,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,119,96,23,61,58,0.4431818181818182,0.4347826086956521,eeg
P31,arousal,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,119,95,24,61,58,0.534965034965035,0.5416666666666666,eeg
P31,arousal,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,119,96,23,61,58,0.4318181818181818,0.4347826086956521,eeg
P31,arousal,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,119,95,24,61,58,0.4166666666666667,0.4166666666666667,eeg
P31,arousal,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,119,95,24,61,58,0.5419580419580419,0.5416666666666666,eeg
P31,arousal,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,119,96,23,61,58,0.3977272727272727,0.391304347826087,eeg
P31,arousal,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,119,95,24,61,58,0.4583333333333333,0.4583333333333333,eeg
P31,arousal,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,119,95,24,61,58,0.5,0.5,eeg
P31,arousal,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,119,95,24,61,58,0.5,0.5416666666666666,eeg
P31,arousal,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,119,96,23,61,58,0.3522727272727273,0.3478260869565217,eeg
P31,arousal,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,119,95,24,61,58,0.375,0.375,eeg
P31,arousal,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,119,95,24,61,58,0.3333333333333333,0.3333333333333333,eeg
P31,arousal,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,119,95,24,61,58,0.4965034965034964,0.5,eeg
P31,arousal,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,119,96,23,61,58,0.3825757575757575,0.391304347826087,eeg
P32,valence,logreg,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,58,62,0.4895104895104895,0.5,eeg
P32,valence,logreg,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,58,62,0.5804195804195804,0.5833333333333334,eeg
P32,valence,logreg,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,58,62,0.625,0.625,eeg
P32,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,58,62,0.534965034965035,0.5416666666666666,eeg
P32,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,58,62,0.6643356643356644,0.6666666666666666,eeg
P32,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,svm,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,58,62,0.4166666666666666,0.4166666666666667,eeg
P32,valence,gnb,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,58,62,0.5419580419580419,0.5416666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,58,62,0.6258741258741258,0.625,eeg
P32,valence,gnb,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,58,62,0.7083333333333333,0.7083333333333334,eeg
P32,valence,gnb,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,logreg,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,58,62,0.5664335664335665,0.5833333333333334,eeg
P32,valence,logreg,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,58,62,0.6643356643356644,0.6666666666666666,eeg
P32,valence,logreg,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,58,62,0.625,0.625,eeg
P32,valence,logreg,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,svm,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,58,62,0.5419580419580419,0.5416666666666666,eeg
P32,valence,svm,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,58,62,0.5874125874125874,0.5833333333333334,eeg
P32,valence,svm,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,svm,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,svm,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,58,62,0.6188811188811189,0.625,eeg
P32,valence,gnb,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,58,62,0.5419580419580419,0.5416666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,58,62,0.6666666666666667,0.6666666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,gnb,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,logreg,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,58,62,0.7342657342657343,0.75,eeg
P32,valence,logreg,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,58,62,0.465034965034965,0.4583333333333333,eeg
P32,valence,logreg,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,58,62,0.6666666666666666,0.6666666666666666,eeg
P32,valence,logreg,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,58,62,0.4166666666666666,0.4166666666666667,eeg
P32,valence,logreg,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,svm,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,58,62,0.8251748251748252,0.8333333333333334,eeg
P32,valence,svm,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,58,62,0.5034965034965035,0.5,eeg
P32,valence,svm,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,svm,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,svm,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334,eeg
P32,valence,gnb,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,58,62,0.7412587412587412,0.75,eeg
P32,valence,gnb,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,58,62,0.465034965034965,0.4583333333333333,eeg
P32,valence,gnb,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,58,62,0.7083333333333333,0.7083333333333334,eeg
P32,valence,gnb,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,gnb,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,logreg,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,58,62,0.7342657342657343,0.75,eeg
P32,valence,logreg,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,58,62,0.465034965034965,0.4583333333333333,eeg
P32,valence,logreg,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,58,62,0.75,0.75,eeg
P32,valence,logreg,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,58,62,0.4166666666666666,0.4166666666666667,eeg
P32,valence,logreg,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,svm,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,58,62,0.5734265734265734,0.5833333333333334,eeg
P32,valence,svm,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,58,62,0.5034965034965035,0.5,eeg
P32,valence,svm,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,58,62,0.4166666666666666,0.4166666666666667,eeg
P32,valence,svm,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,svm,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,58,62,0.625,0.625,eeg
P32,valence,gnb,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,58,62,0.7482517482517483,0.75,eeg
P32,valence,gnb,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,58,62,0.465034965034965,0.4583333333333333,eeg
P32,valence,gnb,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,58,62,0.6666666666666667,0.6666666666666666,eeg
P32,valence,gnb,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,gnb,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,logreg,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,58,62,0.7027972027972028,0.7083333333333334,eeg
P32,valence,logreg,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,58,62,0.5174825174825175,0.5,eeg
P32,valence,logreg,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,58,62,0.7083333333333334,0.7083333333333334,eeg
P32,valence,logreg,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,logreg,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,svm,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,58,62,0.7027972027972028,0.7083333333333334,eeg
P32,valence,svm,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,58,62,0.5174825174825175,0.5,eeg
P32,valence,svm,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,svm,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,svm,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,58,62,0.625,0.625,eeg
P32,valence,gnb,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,58,62,0.5524475524475525,0.5833333333333334,eeg
P32,valence,gnb,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,58,62,0.451048951048951,0.4583333333333333,eeg
P32,valence,gnb,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,gnb,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,58,62,0.375,0.375,eeg
P32,valence,gnb,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,58,62,0.5804195804195804,0.5833333333333334,eeg
P32,valence,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,58,62,0.6258741258741258,0.625,eeg
P32,valence,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,58,62,0.5833333333333333,0.5833333333333334,eeg
P32,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,58,62,0.5804195804195804,0.5833333333333334,eeg
P32,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,58,62,0.5454545454545454,0.5833333333333334,eeg
P32,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,58,62,0.5833333333333334,0.5833333333333334,eeg
P32,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,58,62,0.5804195804195804,0.5833333333333334,eeg
P32,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,58,62,0.5174825174825175,0.5,eeg
P32,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,58,62,0.7083333333333333,0.7083333333333334,eeg
P32,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,58,62,0.6188811188811189,0.625,eeg
P32,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,58,62,0.548951048951049,0.5416666666666666,eeg
P32,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,58,62,0.4166666666666667,0.4166666666666667,eeg
P32,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,58,62,0.6573426573426573,0.6666666666666666,eeg
P32,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,58,62,0.548951048951049,0.5416666666666666,eeg
P32,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,58,62,0.6188811188811189,0.625,eeg
P32,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,58,62,0.5104895104895105,0.5,eeg
P32,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,58,62,0.7083333333333333,0.7083333333333334,eeg
P32,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,58,62,0.7027972027972028,0.7083333333333334,eeg
P32,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,58,62,0.6258741258741258,0.625,eeg
P32,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,58,62,0.5416666666666667,0.5416666666666666,eeg
P32,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,58,62,0.6118881118881119,0.625,eeg
P32,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,58,62,0.5419580419580419,0.5416666666666666,eeg
P32,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,58,62,0.7867132867132867,0.7916666666666666,eeg
P32,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,58,62,0.5874125874125874,0.5833333333333334,eeg
P32,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
P32,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,58,62,0.4583333333333333,0.4583333333333333,eeg
P32,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,58,62,0.5,0.5,eeg
P32,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,58,62,0.6643356643356644,0.6666666666666666,eeg
P32,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,58,62,0.5804195804195804,0.5833333333333334,eeg
P32,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666,eeg
