participant,target,modality,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P19,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5900000000000001,0.1016947441496084,"[0.4666666666666667, 0.5111111111111111, 0.7222222222222222, 0.625, 0.625]",0.6,43,77,120
P19,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6219444444444444,0.0679076482310469,"[0.5888888888888888, 0.7111111111111111, 0.6222222222222222, 0.53125, 0.65625]",0.6666666666666666,43,77,120
P20,arousal,eeg,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5215384615384615,0.0995444918185508,"[0.42948717948717946, 0.46153846153846156, 0.6858974358974359, 0.5307692307692308, 0.5]",0.5690058479532164,29,64,93
P20,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.4986869747899159,0.0244843117230073,"[0.46218487394957986, 0.5, 0.5, 0.5, 0.53125]",0.6166666666666667,37,83,120
P20,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5053846153846153,0.0309609412269201,"[0.5192307692307692, 0.5, 0.46153846153846156, 0.5461538461538462, 0.5]",0.6239766081871345,29,64,93
P20,valence,eeg,gnb,hjorth,all_channels,8,primary,16,8,5,0.5811111111111111,0.0734510839157262,"[0.4777777777777778, 0.5833333333333333, 0.6777777777777778, 0.6111111111111112, 0.5555555555555556]",0.5807017543859649,47,46,93
P20,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5465734265734266,0.087138435509292,"[0.42657342657342656, 0.6573426573426573, 0.548951048951049, 0.5071428571428571, 0.5928571428571429]",0.5583333333333333,53,67,120
P20,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5577777777777777,0.1109443192565921,"[0.4222222222222222, 0.6777777777777778, 0.5222222222222221, 0.5, 0.6666666666666666]",0.5596491228070175,47,46,93
P21,arousal,eeg,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6003205128205128,0.0682992356785401,"[0.6025641025641025, 0.6965811965811965, 0.5726495726495726, 0.5096153846153846, 0.6201923076923077]",0.6199134199134199,65,43,108
P21,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6177322677322677,0.1326766744646776,"[0.6958041958041958, 0.5357142857142857, 0.5071428571428571, 0.5357142857142857, 0.8142857142857143]",0.6333333333333333,69,51,120
P21,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5673076923076923,0.0912195478894725,"[0.47435897435897434, 0.6282051282051282, 0.5897435897435898, 0.47115384615384615, 0.6730769230769231]",0.6112554112554113,65,43,108
P21,valence,eeg,gnb,hjorth,all_channels,8,primary,16,8,5,0.5868382352941176,0.1863539804031851,"[0.611764705882353, 0.4411764705882353, 0.9, 0.50625, 0.475]",0.7298701298701299,25,83,108
P21,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5785714285714285,0.0849892172254552,"[0.6388888888888888, 0.4722222222222222, 0.6388888888888888, 0.5, 0.6428571428571428]",0.7166666666666666,31,89,120
P21,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6102941176470589,0.1392552717470421,"[0.6529411764705882, 0.611764705882353, 0.8117647058823529, 0.4375, 0.5375]",0.7216450216450216,25,83,108
P22,arousal,eeg,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.594920634920635,0.1185832211895706,"[0.47777777777777775, 0.5444444444444445, 0.7222222222222222, 0.7222222222222222, 0.5079365079365079]",0.6507246376811594,72,45,117
P22,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.6777777777777778,0.0455606711358182,"[0.7333333333333334, 0.6777777777777778, 0.6777777777777778, 0.6928571428571428, 0.6071428571428572]",0.7,73,47,120
P22,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.597936507936508,0.0712731996239181,"[0.6, 0.48888888888888893, 0.6706349206349207, 0.6507936507936507, 0.5793650793650793]",0.65,72,45,117
P22,valence,eeg,logreg,hjorth,all_channels,8,primary,16,8,5,0.6198046398046398,0.0760498113506376,"[0.5857142857142856, 0.6571428571428571, 0.5753968253968254, 0.7346153846153847, 0.5461538461538462]",0.6413043478260869,68,49,117
P22,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6414085914085914,0.0664111602454549,"[0.7071428571428571, 0.6428571428571428, 0.6857142857142857, 0.534965034965035, 0.6363636363636364]",0.65,68,52,120
P22,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5880708180708181,0.075510369635646,"[0.6714285714285715, 0.5214285714285715, 0.5436507936507937, 0.6692307692307693, 0.5346153846153846]",0.5981884057971014,68,49,117
P23,arousal,eeg,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5131827731092437,0.0669960482424434,"[0.46218487394957986, 0.5546218487394958, 0.46875, 0.6116071428571428, 0.46875]",0.6199275362318841,36,82,118
P23,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5321428571428571,0.1002796474724384,"[0.6092436974789917, 0.6218487394957983, 0.5546218487394958, 0.375, 0.5]",0.5583333333333333,37,83,120
P23,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4485819327731092,0.1228719983632599,"[0.3739495798319328, 0.45378151260504196, 0.3125, 0.6383928571428572, 0.4642857142857143]",0.4673913043478261,36,82,118
P23,valence,eeg,logreg,time_statistical,all_channels,all,primary,8,all,5,0.622942612942613,0.0572049561868004,"[0.6214285714285714, 0.55, 0.6214285714285714, 0.6115384615384616, 0.7103174603174603]",0.6278985507246377,69,49,118
P23,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5860839160839161,0.0667710139583161,"[0.5804195804195804, 0.5714285714285714, 0.5285714285714286, 0.55, 0.7]",0.5916666666666667,69,51,120
P23,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5518315018315019,0.1185078634551611,"[0.6928571428571428, 0.36428571428571427, 0.5571428571428572, 0.5615384615384615, 0.5833333333333333]",0.5681159420289855,69,49,118
P24,arousal,eeg,svm,all_eeg,all_channels,8,primary,120,8,5,0.5647086247086247,0.1775247362385603,"[0.7097902097902098, 0.5104895104895105, 0.4461538461538461, 0.36923076923076925, 0.7878787878787878]",0.5721014492753623,53,64,117
P24,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5664335664335665,0.0407008626811986,"[0.5734265734265734, 0.6118881118881119, 0.5734265734265734, 0.5734265734265734, 0.5]",0.575,56,64,120
P24,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6065034965034964,0.1106069018760945,"[0.7552447552447552, 0.6783216783216783, 0.5576923076923077, 0.47307692307692306, 0.5681818181818181]",0.613768115942029,53,64,117
P24,valence,eeg,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5273892773892774,0.1184864285962692,"[0.5104895104895105, 0.34615384615384615, 0.6590909090909092, 0.6022727272727273, 0.5189393939393939]",0.5315217391304348,62,55,117
P24,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.541083916083916,0.0503278599355336,"[0.5979020979020979, 0.4825174825174825, 0.5833333333333334, 0.5416666666666667, 0.5]",0.55,62,58,120
P24,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5287878787878788,0.0718458443762271,"[0.4825174825174825, 0.47202797202797203, 0.5227272727272727, 0.5151515151515151, 0.6515151515151515]",0.5307971014492754,62,55,117
P25,arousal,eeg,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.6008691308691309,0.127420093602275,"[0.5034965034965035, 0.7937062937062938, 0.4928571428571429, 0.6642857142857143, 0.55]",0.6,52,68,120
P25,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5528371628371629,0.0405545252258965,"[0.5734265734265734, 0.5979020979020979, 0.5714285714285714, 0.5, 0.5214285714285715]",0.5666666666666667,52,68,120
P25,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5577622377622378,0.1120582620103326,"[0.465034965034965, 0.7237762237762237, 0.44285714285714284, 0.5785714285714286, 0.5785714285714286]",0.55,52,68,120
P25,valence,eeg,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5546653346653346,0.0686646387882986,"[0.5285714285714286, 0.6713286713286714, 0.5419580419580419, 0.5419580419580419, 0.48951048951048953]",0.55,54,66,120
P25,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.4911188811188811,0.0524834376069507,"[0.55, 0.5, 0.5, 0.5, 0.40559440559440557]",0.5166666666666666,54,66,120
P25,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5812987012987013,0.0271453958912243,"[0.5428571428571429, 0.5874125874125874, 0.5979020979020979, 0.5664335664335665, 0.6118881118881119]",0.5833333333333334,54,66,120
P26,arousal,eeg,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6258730158730159,0.0824854828153623,"[0.5333333333333333, 0.5444444444444445, 0.7111111111111111, 0.6904761904761905, 0.65]",0.6365942028985507,44,74,118
P26,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5533333333333333,0.1512091185440355,"[0.45555555555555555, 0.5222222222222221, 0.8111111111111111, 0.43333333333333335, 0.5444444444444445]",0.575,45,75,120
P26,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.608095238095238,0.067921857194921,"[0.5333333333333333, 0.711111111111111, 0.5777777777777777, 0.6349206349206349, 0.5833333333333333]",0.618840579710145,44,74,118
P26,valence,eeg,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5666233766233766,0.1217921139837211,"[0.6573426573426573, 0.5279720279720279, 0.37857142857142856, 0.6846153846153846, 0.5846153846153846]",0.577536231884058,66,52,118
P26,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5782617382617382,0.1194397631448705,"[0.5, 0.40559440559440557, 0.6571428571428571, 0.6571428571428571, 0.6714285714285715]",0.5916666666666666,68,52,120
P26,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5170929070929071,0.1030177451980618,"[0.5279720279720279, 0.534965034965035, 0.40714285714285714, 0.6730769230769231, 0.4423076923076923]",0.5177536231884058,66,52,118
P27,arousal,eeg,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5831318681318681,0.0909445646474177,"[0.5535714285714286, 0.7142857142857143, 0.5535714285714286, 0.6230769230769231, 0.47115384615384615]",0.7176470588235294,21,68,89
P27,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5754970760233917,0.1159509550925207,"[0.4052631578947368, 0.6666666666666666, 0.6944444444444444, 0.5277777777777778, 0.5833333333333333]",0.55,29,91,120
P27,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5556043956043956,0.1103830974794306,"[0.42857142857142855, 0.6428571428571428, 0.4642857142857143, 0.6846153846153846, 0.5576923076923077]",0.6843137254901961,21,68,89
P27,valence,eeg,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5766666666666667,0.0700694100319263,"[0.5833333333333333, 0.5833333333333333, 0.625, 0.45833333333333337, 0.6333333333333333]",0.6071895424836601,29,60,89
P27,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5209033613445377,0.0531493402350165,"[0.542016806722689, 0.46875, 0.59375, 0.53125, 0.46875]",0.65,39,81,120
P27,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5983333333333333,0.0868827434598557,"[0.5833333333333333, 0.5416666666666666, 0.75, 0.5416666666666666, 0.575]",0.6405228758169935,29,60,89
P28,arousal,eeg,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5294642857142857,0.0963557466776136,"[0.6607142857142857, 0.53125, 0.40625, 0.5729166666666666, 0.47619047619047616]",0.6118577075098814,32,79,111
P28,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.630812324929972,0.1828270309075456,"[0.46638655462184875, 0.5504201680672269, 0.9411764705882353, 0.6274509803921569, 0.5686274509803921]",0.6253623188405797,32,85,117
P28,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5101785714285715,0.117184339526543,"[0.48660714285714285, 0.6979166666666667, 0.375, 0.5104166666666666, 0.4809523809523809]",0.5675889328063242,32,79,111
P28,valence,eeg,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5761904761904761,0.0903841166840327,"[0.7125, 0.5267857142857143, 0.6160714285714286, 0.5446428571428572, 0.4809523809523809]",0.6023715415019762,39,72,111
P28,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6181944444444445,0.045198678351157,"[0.5555555555555556, 0.59375, 0.6208333333333333, 0.6666666666666666, 0.6541666666666667]",0.6416666666666666,41,76,117
P28,valence,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5961904761904762,0.1116476910468809,"[0.4625, 0.6517857142857143, 0.6160714285714286, 0.7410714285714286, 0.5095238095238095]",0.6675889328063241,39,72,111
P29,arousal,eeg,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5428571428571429,0.0956232909677877,"[0.5892857142857143, 0.5982142857142857, 0.41964285714285715, 0.6428571428571428, 0.4642857142857143]",0.6233766233766234,38,71,109
P29,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.50625,0.0513489897661093,"[0.46875, 0.5, 0.59375, 0.5, 0.46875]",0.6,40,80,120
P29,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5267857142857142,0.030929478706587,"[0.5, 0.5446428571428572, 0.5178571428571428, 0.5, 0.5714285714285714]",0.6238095238095238,38,71,109
P29,valence,eeg,svm,paper_compact,all_channels,10,secondary,64,10,5,0.6713675213675214,0.1175640947969189,"[0.5897435897435898, 0.7735042735042735, 0.6581196581196581, 0.5299145299145299, 0.8055555555555556]",0.6800865800865801,45,64,109
P29,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.4800499500499501,0.1370818563409792,"[0.6642857142857144, 0.5, 0.5428571428571428, 0.37142857142857144, 0.32167832167832167]",0.5083333333333334,51,69,120
P29,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6198717948717949,0.102465007327584,"[0.47435897435897434, 0.6794871794871795, 0.5641025641025641, 0.6452991452991452, 0.7361111111111112]",0.6341991341991342,45,64,109
P30,arousal,eeg,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.6333333333333333,44,76,120
P30,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5852777777777778,0.0897720879660141,"[0.6444444444444444, 0.6, 0.6666666666666666, 0.5777777777777777, 0.4375]",0.6166666666666666,44,76,120
P30,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.507638888888889,0.070235082551298,"[0.5111111111111111, 0.4, 0.5, 0.5333333333333333, 0.59375]",0.575,44,76,120
P30,valence,eeg,logreg,hjorth,all_channels,8,primary,16,8,5,0.5361888111888111,0.0752051424203179,"[0.5416666666666667, 0.5416666666666666, 0.625, 0.4166666666666667, 0.5559440559440559]",0.5333333333333333,59,61,120
P30,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5903263403263403,0.1086667732587938,"[0.625, 0.5833333333333333, 0.75, 0.45833333333333337, 0.534965034965035]",0.5916666666666666,59,61,120
P30,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.3914918414918415,0.0475855192883044,"[0.33333333333333337, 0.4166666666666667, 0.375, 0.45833333333333337, 0.37412587412587417]",0.3916666666666666,59,61,120
P31,arousal,eeg,svm,all_eeg,all_channels,8,primary,120,8,5,0.5,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5126811594202898,61,58,119
P31,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.550058275058275,0.1597486658771564,"[0.375, 0.4166666666666667, 0.6666666666666666, 0.75, 0.5419580419580419]",0.55,61,59,120
P31,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4796037296037296,0.1397892509255946,"[0.6666666666666666, 0.2916666666666667, 0.4166666666666667, 0.5419580419580419, 0.4810606060606061]",0.4789855072463768,61,58,119
P31,valence,eeg,svm,all_eeg,all_channels,10,primary,120,10,5,0.4916083916083916,0.018764206804194,"[0.5, 0.5, 0.5, 0.458041958041958, 0.5]",0.4960144927536232,58,61,119
P31,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5089743589743589,0.0745039270105675,"[0.5833333333333333, 0.4166666666666667, 0.5833333333333334, 0.458041958041958, 0.5034965034965035]",0.5083333333333334,58,62,120
P31,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4793706293706293,0.0837392006371873,"[0.41666666666666663, 0.4583333333333333, 0.625, 0.465034965034965, 0.4318181818181818]",0.4786231884057971,58,61,119
P32,arousal,eeg,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.6264285714285714,0.1594624971015423,"[0.38095238095238093, 0.7619047619047619, 0.6190476190476191, 0.5952380952380952, 0.775]",0.7833333333333333,16,104,120
P32,arousal,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5330952380952381,0.0728450814790649,"[0.47619047619047616, 0.6428571428571428, 0.5714285714285714, 0.5, 0.475]",0.825,16,104,120
P32,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5976190476190476,0.1742330131092924,"[0.7619047619047619, 0.5714285714285714, 0.3333333333333333, 0.5714285714285714, 0.75]",0.6833333333333333,16,104,120
P32,valence,eeg,gnb,hjorth,all_channels,8,primary,16,8,5,0.5995920745920745,0.1226607613688194,"[0.7412587412587412, 0.465034965034965, 0.7083333333333333, 0.5, 0.5833333333333334]",0.6,58,62,120
P32,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5891608391608392,0.1105831611730134,"[0.6398601398601399, 0.5559440559440559, 0.75, 0.5416666666666666, 0.4583333333333333]",0.5833333333333333,58,62,120
P32,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6065268065268066,0.0259345288668859,"[0.5734265734265734, 0.6258741258741258, 0.625, 0.625, 0.5833333333333334]",0.6083333333333334,58,62,120
P33,arousal,eeg,logreg,all_eeg,all_channels,10,primary,120,10,5,0.515546218487395,0.1138212640558705,"[0.4411764705882353, 0.6218487394957983, 0.5784313725490196, 0.5833333333333334, 0.35294117647058826]",0.6416666666666667,32,85,117
P33,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.488702147525677,0.1276058201034478,"[0.5630252100840336, 0.49159663865546216, 0.5, 0.2777777777777778, 0.611111111111111]",0.475,32,88,120
P33,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5380952380952381,0.0593683089952458,"[0.5126050420168067, 0.6386554621848739, 0.5441176470588236, 0.5, 0.49509803921568624]",0.6579710144927536,32,85,117
P33,valence,eeg,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.521969696969697,0.0796085608263404,"[0.45833333333333337, 0.5416666666666666, 0.42045454545454547, 0.5984848484848485, 0.5909090909090909]",0.5304347826086957,60,57,117
P33,valence,face,svm,face_geometry,all_face,5,primary,10,5,5,0.6583333333333334,0.1118033988749894,"[0.5416666666666666, 0.7083333333333333, 0.7083333333333334, 0.7916666666666667, 0.5416666666666667]",0.6583333333333333,60,60,120
P33,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6053030303030302,0.0395828802351913,"[0.5416666666666666, 0.625, 0.6022727272727273, 0.6098484848484849, 0.6477272727272727]",0.6072463768115942,60,57,117
P34,arousal,eeg,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6445903361344538,0.0921366920647117,"[0.6205357142857143, 0.6919642857142857, 0.7633928571428572, 0.6323529411764706, 0.5147058823529411]",0.6869565217391305,33,82,115
P34,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5267507002801121,0.0705538922181594,"[0.592436974789916, 0.40756302521008403, 0.5504201680672269, 0.5277777777777778, 0.5555555555555556]",0.5333333333333333,33,87,120
P34,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.579796918767507,0.0840907106444804,"[0.5267857142857143, 0.6428571428571428, 0.6607142857142857, 0.4607843137254902, 0.6078431372549019]",0.6608695652173913,33,82,115
P34,valence,eeg,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5205128205128206,0.1045251304660565,"[0.6706349206349207, 0.4126984126984127, 0.4307692307692308, 0.5307692307692308, 0.5576923076923077]",0.5391304347826087,67,48,115
P34,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.4982539682539683,0.0862644016333854,"[0.4555555555555556, 0.6285714285714286, 0.4214285714285715, 0.44285714285714284, 0.5428571428571428]",0.55,71,49,120
P34,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4978266178266178,0.0854418844108141,"[0.5, 0.3968253968253968, 0.6307692307692307, 0.46153846153846156, 0.5]",0.5478260869565217,67,48,115
P35,arousal,eeg,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5876785714285714,0.1070501417629791,"[0.5803571428571428, 0.6607142857142857, 0.6383928571428572, 0.6541666666666667, 0.40476190476190477]",0.6478260869565217,36,78,114
P35,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.4664915966386554,0.0540856744212407,"[0.45378151260504196, 0.4411764705882353, 0.4375, 0.5625, 0.4375]",0.6083333333333334,38,82,120
P35,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5883333333333334,0.1986127661951558,"[0.6517857142857143, 0.7321428571428572, 0.6696428571428572, 0.65, 0.23809523809523808]",0.6197628458498023,36,78,114
P35,valence,eeg,gnb,time_statistical,all_channels,all,primary,8,all,5,0.6201748251748251,0.0344209414858635,"[0.6423076923076924, 0.5653846153846154, 0.6553030303030303, 0.6212121212121212, 0.6166666666666667]",0.5964426877470356,62,52,114
P35,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6302397602397602,0.1116616446498317,"[0.7071428571428571, 0.48951048951048953, 0.5419580419580419, 0.6573426573426573, 0.7552447552447552]",0.6333333333333333,66,54,120
P35,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5635547785547785,0.0758380601696304,"[0.5807692307692307, 0.5423076923076923, 0.4810606060606061, 0.5303030303030303, 0.6833333333333333]",0.5537549407114624,62,52,114
P36,arousal,eeg,svm,all_eeg,all_channels,10,primary,120,10,5,0.70375,0.1255145658877885,"[0.74375, 0.7125, 0.84375, 0.71875, 0.5]",0.6961904761904762,22,80,102
P36,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5932773109243697,0.1170991057459497,"[0.5, 0.6666666666666667, 0.5833333333333333, 0.75, 0.46638655462184875]",0.5916666666666666,31,89,120
P36,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.66625,0.0877896989970919,"[0.74375, 0.7125, 0.625, 0.71875, 0.53125]",0.6961904761904762,22,80,102
P36,valence,eeg,svm,time_statistical,all_channels,all,primary,8,all,5,0.613989898989899,0.1344480112451757,"[0.5409090909090909, 0.7916666666666667, 0.48484848484848486, 0.5303030303030303, 0.7222222222222222]",0.6171428571428572,46,56,102
P36,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6446253746253746,0.0731006019830303,"[0.5874125874125874, 0.6214285714285714, 0.7071428571428571, 0.5714285714285714, 0.7357142857142858]",0.6416666666666667,51,69,120
P36,valence,multimodal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.7075252525252524,0.1152567413069281,"[0.6272727272727273, 0.7638888888888888, 0.7626262626262625, 0.5505050505050505, 0.8333333333333333]",0.7061904761904761,46,56,102
P37,arousal,eeg,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5598039215686275,0.1250205566419632,"[0.5138888888888888, 0.7361111111111112, 0.6323529411764706, 0.4166666666666667, 0.5]",0.7389610389610389,18,89,107
P37,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6288095238095238,0.1205071247693737,"[0.575, 0.675, 0.8, 0.475, 0.6190476190476191]",0.7083333333333334,19,101,120
P37,arousal,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5372549019607844,0.0951027417250281,"[0.6666666666666667, 0.4583333333333333, 0.47794117647058826, 0.611111111111111, 0.4722222222222222]",0.7203463203463204,18,89,107
P37,valence,eeg,logreg,hjorth,all_channels,10,primary,16,10,5,0.5933760683760684,0.1352616423286937,"[0.5085470085470085, 0.5, 0.5, 0.8055555555555556, 0.6527777777777778]",0.6,46,61,107
P37,valence,face,gnb,face_geometry,all_face,all,primary,10,all,5,0.5838761238761239,0.1216051503309518,"[0.6142857142857143, 0.5428571428571428, 0.7797202797202798, 0.46853146853146854, 0.513986013986014]",0.6166666666666666,53,67,120
P37,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.514017094017094,0.1050853745007438,"[0.4700854700854701, 0.5166666666666666, 0.3611111111111111, 0.6111111111111112, 0.6111111111111112]",0.5147186147186147,46,61,107
P38,arousal,eeg,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5726984126984127,0.1088858808414168,"[0.5428571428571428, 0.6428571428571428, 0.6, 0.4, 0.6777777777777778]",0.6083333333333334,49,71,120
P38,arousal,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.6071428571428571,0.0460146383097325,"[0.6, 0.6785714285714286, 0.6071428571428572, 0.55, 0.6]",0.625,49,71,120
P38,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5517460317460318,0.1427020763341342,"[0.55, 0.5714285714285714, 0.6785714285714286, 0.3142857142857143, 0.6444444444444444]",0.5666666666666667,49,71,120
P38,valence,eeg,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5749206349206349,0.056557295189956,"[0.5, 0.5928571428571429, 0.5428571428571428, 0.65, 0.5888888888888888]",0.6083333333333334,49,71,120
P38,valence,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.5295238095238095,0.1820502410035019,"[0.6142857142857143, 0.47857142857142854, 0.6428571428571428, 0.6785714285714286, 0.23333333333333334]",0.575,49,71,120
P38,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5904761904761905,0.0503671328602528,"[0.5357142857142857, 0.5928571428571429, 0.6714285714285715, 0.5857142857142856, 0.5666666666666667]",0.6083333333333333,49,71,120
P39,arousal,eeg,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6564285714285714,0.2508200834975426,"[0.7619047619047619, 0.7142857142857142, 0.8333333333333333, 0.21428571428571427, 0.7583333333333333]",0.7018115942028986,104,14,118
P39,arousal,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.4761904761904761,0.0238095238095238,"[0.5, 0.5, 0.4523809523809524, 0.47619047619047616, 0.4523809523809524]",0.8416666666666666,106,14,120
P39,arousal,multimodal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5952380952380952,0.2013277919677114,"[0.5476190476190476, 0.7857142857142857, 0.8095238095238095, 0.3333333333333333, 0.5]",0.7956521739130434,104,14,118
P39,valence,eeg,svm,all_eeg,all_channels,8,primary,120,8,5,0.7042016806722688,0.0859572087215626,"[0.6554621848739496, 0.7857142857142857, 0.6680672268907563, 0.803921568627451, 0.6078431372549019]",0.7884057971014492,33,85,118
