participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4133333333333333,0.07000881778677048,"[0.3111111111111111, 0.4222222222222222, 0.5, 0.4444444444444444, 0.3888888888888889]",0.4087719298245614,47,46,93
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4366666666666667,0.061814137980893885,"[0.3666666666666667, 0.4277777777777778, 0.5, 0.38888888888888884, 0.5]",0.4304093567251462,47,46,93
P20,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.4844444444444444,0.10351835287868547,"[0.3666666666666667, 0.5888888888888889, 0.5777777777777777, 0.3888888888888889, 0.5]",0.48304093567251466,47,46,93
P21,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5792735042735042,0.0748259968035692,"[0.5512820512820513, 0.6111111111111112, 0.5897435897435898, 0.47115384615384615, 0.6730769230769231]",0.6294372294372295,65,43,108
P21,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5826923076923076,0.12268567621335832,"[0.5512820512820513, 0.6666666666666666, 0.5897435897435898, 0.3942307692307692, 0.7115384615384616]",0.629004329004329,65,43,108
P21,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5673076923076923,0.08600261451922268,"[0.5512820512820513, 0.6666666666666666, 0.5897435897435898, 0.4326923076923077, 0.5961538461538461]",0.60995670995671,65,43,108
P21,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5972222222222222,0.11013086670813373,"[0.5512820512820513, 0.7222222222222222, 0.6452991452991452, 0.4326923076923077, 0.6346153846153846]",0.6376623376623376,65,43,108
P21,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5462606837606837,0.03542919329591818,"[0.5470085470085471, 0.5897435897435898, 0.5128205128205128, 0.5721153846153846, 0.5096153846153846]",0.5835497835497836,65,43,108
P21,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5539529914529915,0.08284910265711508,"[0.49145299145299143, 0.6837606837606838, 0.5897435897435898, 0.4951923076923077, 0.5096153846153846]",0.5917748917748918,65,43,108
P21,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5567307692307691,0.076046690344985,"[0.5512820512820513, 0.6282051282051282, 0.5128205128205128, 0.4567307692307692, 0.6346153846153846]",0.5922077922077922,65,43,108
P21,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5900641025641026,0.08570980005890683,"[0.6623931623931625, 0.6666666666666666, 0.5683760683760684, 0.4567307692307692, 0.5961538461538461]",0.6190476190476191,65,43,108
P21,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5996794871794872,0.08067442034067804,"[0.5128205128205128, 0.6282051282051282, 0.641025641025641, 0.5192307692307692, 0.6971153846153846]",0.6203463203463203,65,43,108
P21,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5959401709401709,0.06004995850334894,"[0.5512820512820513, 0.6623931623931625, 0.641025641025641, 0.5192307692307692, 0.6057692307692308]",0.6008658008658008,65,43,108
P21,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.583440170940171,0.08693030155539522,"[0.6068376068376069, 0.6965811965811965, 0.5128205128205128, 0.4807692307692308, 0.6201923076923077]",0.5917748917748917,65,43,108
P21,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.594017094017094,0.0869406411104952,"[0.6068376068376069, 0.6965811965811965, 0.5897435897435898, 0.4567307692307692, 0.6201923076923077]",0.60995670995671,65,43,108
P21,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5463675213675214,0.12152830609446541,"[0.44017094017094016, 0.5555555555555556, 0.5341880341880342, 0.4567307692307692, 0.7451923076923077]",0.5835497835497836,65,43,108
P21,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5324786324786326,0.1187258593599793,"[0.44017094017094016, 0.6111111111111112, 0.5341880341880342, 0.3942307692307692, 0.6826923076923077]",0.5735930735930735,65,43,108
P21,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.523931623931624,0.10640564384332403,"[0.44017094017094016, 0.5341880341880342, 0.6068376068376069, 0.3942307692307692, 0.6442307692307692]",0.554978354978355,65,43,108
P21,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5888888888888889,0.08158714546729016,"[0.5512820512820513, 0.5555555555555556, 0.6068376068376069, 0.5096153846153846, 0.7211538461538461]",0.6298701298701299,65,43,108
P21,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6003205128205128,0.06829923567854014,"[0.6025641025641025, 0.6965811965811965, 0.5726495726495726, 0.5096153846153846, 0.6201923076923077]",0.6199134199134199,65,43,108
P21,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5823717948717949,0.05556377322523372,"[0.6068376068376069, 0.6581196581196581, 0.5555555555555556, 0.5096153846153846, 0.5817307692307692]",0.6103896103896104,65,43,108
P21,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5616911764705883,0.06789158172050579,"[0.5823529411764705, 0.5117647058823529, 0.6705882352941177, 0.5375, 0.50625]",0.7125541125541125,25,83,108
P21,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5695588235294118,0.11406702513894376,"[0.7117647058823529, 0.4529411764705883, 0.6705882352941177, 0.50625, 0.50625]",0.703030303030303,25,83,108
P21,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5570588235294117,0.18227405789066858,"[0.5529411764705883, 0.4117647058823529, 0.8705882352941177, 0.475, 0.475]",0.6839826839826839,25,83,108
P21,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5868382352941176,0.18635398040318518,"[0.611764705882353, 0.4411764705882353, 0.9, 0.50625, 0.475]",0.7298701298701299,25,83,108
P21,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5452941176470588,0.11431589057244075,"[0.5529411764705883, 0.48235294117647054, 0.7411764705882353, 0.475, 0.475]",0.6658008658008658,25,83,108
P21,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5519117647058824,0.11156540618519002,"[0.5529411764705883, 0.4529411764705883, 0.7411764705882353, 0.50625, 0.50625]",0.6757575757575758,25,83,108
P21,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5488235294117647,0.11056535276402778,"[0.5823529411764705, 0.4117647058823529, 0.7, 0.475, 0.575]",0.6935064935064934,25,83,108
P21,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5347058823529411,0.10661815415700905,"[0.5823529411764705, 0.4411764705882353, 0.7, 0.475, 0.475]",0.6930735930735931,25,83,108
P21,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5855882352941176,0.09285777857305494,"[0.7411764705882353, 0.5117647058823529, 0.6, 0.5375, 0.5375]",0.7493506493506493,25,83,108
P21,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5445588235294118,0.0997013137726534,"[0.6647058823529413, 0.5705882352941176, 0.6, 0.46875, 0.41875]",0.6649350649350649,25,83,108
P21,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5441911764705882,0.11888321156950457,"[0.6941176470588235, 0.5705882352941176, 0.6, 0.46875, 0.3875]",0.6645021645021645,25,83,108
P21,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.4928676470588235,0.056427296518507274,"[0.5705882352941176, 0.5, 0.5, 0.48125, 0.4125]",0.6731601731601732,25,83,108
P21,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5166176470588235,0.03752738331232139,"[0.5705882352941176, 0.5, 0.5, 0.5375, 0.475]",0.7303030303030302,25,83,108
P21,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5629411764705882,0.09437808635160502,"[0.6705882352941177, 0.5411764705882353, 0.6529411764705882, 0.475, 0.475]",0.6930735930735932,25,83,108
P21,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5786764705882353,0.1107197668982686,"[0.6705882352941177, 0.5117647058823529, 0.723529411764706, 0.5125, 0.475]",0.6744588744588744,25,83,108
P21,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5318382352941177,0.05029218262531459,"[0.6, 0.5, 0.5529411764705883, 0.5375, 0.46875]",0.7311688311688311,25,83,108
P21,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5463235294117647,0.05880456955474659,"[0.6, 0.5, 0.5941176470588235, 0.56875, 0.46875]",0.7316017316017316,25,83,108
P21,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5268382352941177,0.07713407024387826,"[0.5764705882352942, 0.48235294117647054, 0.5941176470588235, 0.56875, 0.4125]",0.5935064935064935,25,83,108
P21,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5475735294117647,0.108161864677844,"[0.723529411764706, 0.5705882352941176, 0.5, 0.5, 0.44375]",0.7121212121212122,25,83,108
P21,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5416911764705883,0.09635565809033095,"[0.6941176470588235, 0.5705882352941176, 0.5, 0.5, 0.44375]",0.703030303030303,25,83,108
P21,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5344117647058824,0.08217943908066333,"[0.5235294117647059, 0.47058823529411764, 0.6529411764705882, 0.575, 0.45]",0.6285714285714286,25,83,108
P21,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5750735294117647,0.10046402397105515,"[0.611764705882353, 0.47058823529411764, 0.7117647058823529, 0.6, 0.48125]",0.7121212121212122,25,83,108
P21,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5468382352941176,0.076925963147876,"[0.6, 0.5117647058823529, 0.6411764705882352, 0.5375, 0.44375]",0.7116883116883117,25,83,108
P21,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.523235294117647,0.04518799638511359,"[0.5352941176470588, 0.5117647058823529, 0.5941176470588235, 0.5, 0.475]",0.6307359307359308,25,83,108
P21,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5538235294117647,0.040854836275021594,"[0.5, 0.5705882352941176, 0.5235294117647059, 0.6, 0.575]",0.7225108225108225,25,83,108
P21,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5242647058823529,0.10014553369746536,"[0.5235294117647059, 0.5411764705882353, 0.5941176470588235, 0.35625, 0.60625]",0.5913419913419913,25,83,108
P21,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5645588235294118,0.1885510836286635,"[0.6823529411764706, 0.4529411764705883, 0.8, 0.56875, 0.31875]",0.674025974025974,25,83,108
P22,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5841269841269842,0.07816755265925697,"[0.5111111111111111, 0.5444444444444445, 0.7063492063492063, 0.6150793650793651, 0.5436507936507937]",0.6329710144927536,72,45,117
P22,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5833333333333333,0.0557423164687393,"[0.5111111111111111, 0.5444444444444445, 0.5952380952380952, 0.6507936507936507, 0.6150793650793651]",0.6416666666666667,72,45,117
P22,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.594920634920635,0.11858322118957065,"[0.47777777777777775, 0.5444444444444445, 0.7222222222222222, 0.7222222222222222, 0.5079365079365079]",0.6507246376811594,72,45,117
P22,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5882539682539683,0.0876461454531755,"[0.5333333333333333, 0.5111111111111111, 0.7222222222222222, 0.6309523809523809, 0.5436507936507937]",0.6420289855072464,72,45,117
P22,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5877777777777777,0.08983972739715802,"[0.5111111111111111, 0.5111111111111111, 0.7222222222222222, 0.6309523809523809, 0.5634920634920635]",0.6420289855072464,72,45,117
P22,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5877777777777777,0.08983972739715802,"[0.5111111111111111, 0.5111111111111111, 0.7222222222222222, 0.6309523809523809, 0.5634920634920635]",0.6420289855072464,72,45,117
P22,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5484126984126985,0.08856588137604307,"[0.5111111111111111, 0.48888888888888893, 0.6349206349206349, 0.6507936507936507, 0.4563492063492064]",0.5898550724637681,72,45,117
P22,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.52,0.05408309443395903,"[0.5333333333333333, 0.4555555555555556, 0.5595238095238095, 0.4722222222222222, 0.5793650793650793]",0.5641304347826087,72,45,117
P22,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5606349206349206,0.10422179191417197,"[0.5, 0.5333333333333333, 0.7222222222222222, 0.5952380952380952, 0.45238095238095233]",0.6076086956521739,72,45,117
P22,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5565079365079365,0.14815932025145992,"[0.48888888888888893, 0.4444444444444444, 0.7222222222222222, 0.7103174603174603, 0.41666666666666663]",0.5992753623188406,72,45,117
P22,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5903174603174604,0.08015558692564297,"[0.5333333333333333, 0.5333333333333333, 0.7261904761904762, 0.5952380952380952, 0.5634920634920635]",0.6246376811594203,72,45,117
P22,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5752380952380952,0.0859113695413925,"[0.5666666666666667, 0.4444444444444444, 0.6706349206349207, 0.6309523809523809, 0.5634920634920635]",0.6163043478260869,72,45,117
P22,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5769841269841269,0.06440562987806206,"[0.6222222222222222, 0.48888888888888893, 0.6150793650793651, 0.6309523809523809, 0.5277777777777778]",0.6239130434782608,72,45,117
P22,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5761904761904761,0.02988598473613129,"[0.5444444444444445, 0.6222222222222222, 0.5793650793650793, 0.5555555555555556, 0.5793650793650793]",0.6322463768115942,72,45,117
P22,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5185714285714286,0.06742669563648013,"[0.47777777777777775, 0.4444444444444444, 0.5, 0.5555555555555556, 0.6150793650793651]",0.5909420289855072,72,45,117
P22,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5226984126984127,0.04714579649860666,"[0.47777777777777775, 0.48888888888888893, 0.5, 0.5674603174603174, 0.5793650793650793]",0.5728260869565218,72,45,117
P22,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5411111111111111,0.06970676080474293,"[0.47777777777777775, 0.5333333333333333, 0.6547619047619048, 0.5476190476190476, 0.4920634920634921]",0.5554347826086957,72,45,117
P22,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5333333333333334,0.0882702394501542,"[0.4444444444444444, 0.5, 0.6746031746031746, 0.5555555555555556, 0.4920634920634921]",0.5648550724637682,72,45,117
P22,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5363858363858365,0.09868264134823901,"[0.5357142857142857, 0.40714285714285714, 0.5198412698412699, 0.6846153846153846, 0.5346153846153846]",0.5739130434782609,68,49,117
P22,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5326617826617827,0.1008910490248075,"[0.5357142857142857, 0.37142857142857144, 0.5753968253968254, 0.6461538461538461, 0.5346153846153846]",0.5655797101449276,68,49,117
P22,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5823321123321124,0.05928794884809216,"[0.5714285714285714, 0.5071428571428571, 0.5753968253968254, 0.6730769230769231, 0.5846153846153846]",0.6163043478260869,68,49,117
P22,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5746398046398047,0.05464573197227813,"[0.6214285714285714, 0.5071428571428571, 0.5753968253968254, 0.6346153846153846, 0.5346153846153846]",0.6072463768115941,68,49,117
P22,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5646398046398046,0.08037855999384161,"[0.5357142857142857, 0.44285714285714284, 0.5753968253968254, 0.6461538461538461, 0.6230769230769231]",0.5996376811594203,68,49,117
P22,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5674969474969475,0.07504434074348154,"[0.5357142857142857, 0.4571428571428572, 0.5753968253968254, 0.6461538461538461, 0.6230769230769231]",0.5996376811594203,68,49,117
P22,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5717826617826617,0.05504666699751056,"[0.5857142857142856, 0.47857142857142854, 0.5753968253968254, 0.5961538461538461, 0.6230769230769231]",0.6076086956521739,68,49,117
P22,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.564090354090354,0.058367520614021874,"[0.5357142857142857, 0.47857142857142854, 0.5753968253968254, 0.6076923076923078, 0.6230769230769231]",0.5992753623188406,68,49,117
P22,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5840781440781441,0.0670816198420975,"[0.6285714285714286, 0.47857142857142854, 0.5555555555555556, 0.6230769230769231, 0.6346153846153846]",0.6329710144927536,68,49,117
P22,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5167155067155067,0.07732311864884024,"[0.5714285714285714, 0.4214285714285715, 0.4484126984126984, 0.5461538461538462, 0.5961538461538461]",0.547463768115942,68,49,117
P22,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5283760683760684,0.0622738064706929,"[0.55, 0.4214285714285715, 0.5396825396825397, 0.5461538461538462, 0.5846153846153846]",0.5565217391304348,68,49,117
P22,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5869474969474969,0.0517194808345798,"[0.6357142857142857, 0.5428571428571428, 0.5753968253968254, 0.6461538461538461, 0.5346153846153846]",0.6155797101449275,68,49,117
P22,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.6198046398046398,0.07604981135063768,"[0.5857142857142856, 0.6571428571428571, 0.5753968253968254, 0.7346153846153847, 0.5461538461538462]",0.6413043478260869,68,49,117
P22,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5163980463980464,0.08317319252265111,"[0.6, 0.4214285714285715, 0.46825396825396826, 0.6076923076923078, 0.48461538461538467]",0.538768115942029,68,49,117
P22,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5258485958485959,0.0490769324028757,"[0.5, 0.5214285714285715, 0.503968253968254, 0.49230769230769234, 0.6115384615384616]",0.547463768115942,68,49,117
P22,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5587057387057388,0.0749302718728147,"[0.6142857142857143, 0.5214285714285715, 0.503968253968254, 0.49230769230769234, 0.6615384615384616]",0.5728260869565217,68,49,117
P22,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5912332112332113,0.07794424856212252,"[0.6, 0.5214285714285715, 0.503968253968254, 0.6461538461538461, 0.6846153846153846]",0.6076086956521739,68,49,117
P22,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5507936507936508,0.1264057251915088,"[0.6071428571428572, 0.6142857142857143, 0.43253968253968256, 0.40384615384615385, 0.6961538461538461]",0.571376811594203,68,49,117
P22,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5447374847374847,0.06307005250277918,"[0.6071428571428572, 0.47857142857142854, 0.4841269841269841, 0.5461538461538462, 0.6076923076923078]",0.5811594202898551,68,49,117
P22,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5245665445665446,0.07379299198502279,"[0.6285714285714286, 0.4857142857142857, 0.5277777777777778, 0.4307692307692308, 0.55]",0.5463768115942029,68,49,117
P22,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.581013431013431,0.1296827316673368,"[0.5857142857142856, 0.42857142857142855, 0.5753968253968254, 0.7846153846153847, 0.5307692307692308]",0.6079710144927536,68,49,117
P22,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.6037606837606837,0.1254775376812965,"[0.6071428571428572, 0.47857142857142854, 0.5753968253968254, 0.8115384615384615, 0.5461538461538462]",0.6420289855072464,68,49,117
P22,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5256166056166056,0.0537123384662544,"[0.5714285714285714, 0.4357142857142857, 0.5555555555555556, 0.5192307692307692, 0.5461538461538462]",0.5561594202898551,68,49,117
P22,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5767155067155068,0.04644940044090658,"[0.6142857142857143, 0.5214285714285715, 0.5555555555555556, 0.5576923076923077, 0.6346153846153846]",0.6155797101449275,68,49,117
P22,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.546947496947497,0.05357037627371642,"[0.6142857142857143, 0.5714285714285714, 0.46825396825396826, 0.5461538461538462, 0.5346153846153846]",0.563768115942029,68,49,117
P22,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5163858363858365,0.09227696633480245,"[0.5, 0.45, 0.4126984126984127, 0.6346153846153846, 0.5846153846153846]",0.5394927536231885,68,49,117
P22,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5716849816849817,0.09360771638785788,"[0.5071428571428571, 0.6642857142857144, 0.45238095238095233, 0.573076923076923, 0.6615384615384616]",0.6065217391304347,68,49,117
P23,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.38392857142857145,0.14270923026507212,"[0.15966386554621848, 0.5546218487394958, 0.375, 0.4151785714285714, 0.4151785714285714]",0.47536231884057967,36,82,118
P23,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.4015756302521008,0.13213788884596067,"[0.2184873949579832, 0.5840336134453781, 0.375, 0.4464285714285714, 0.3839285714285714]",0.5003623188405797,36,82,118
P23,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.49375,0.20598435509136412,"[0.23109243697478993, 0.76890756302521, 0.375, 0.5982142857142857, 0.4955357142857143]",0.5260869565217392,36,82,118
P23,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.4508928571428571,0.13603245348794166,"[0.23109243697478993, 0.5546218487394958, 0.40625, 0.5267857142857143, 0.5357142857142857]",0.5007246376811594,36,82,118
P23,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5131827731092437,0.0669960482424434,"[0.46218487394957986, 0.5546218487394958, 0.46875, 0.6116071428571428, 0.46875]",0.6199275362318841,36,82,118
P23,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.4904936974789916,0.05583967566602344,"[0.4201680672268907, 0.5546218487394958, 0.46875, 0.5401785714285714, 0.46875]",0.611231884057971,36,82,118
P23,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.369485294117647,0.15803762555711473,"[0.20168067226890757, 0.5252100840336134, 0.21875, 0.5267857142857143, 0.375]",0.4340579710144928,36,82,118
P23,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.4292542016806723,0.16902471071723504,"[0.24789915966386555, 0.5546218487394958, 0.28125, 0.6383928571428572, 0.42410714285714285]",0.48405797101449277,36,82,118
P23,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4533613445378151,0.11575232882387834,"[0.2899159663865546, 0.5840336134453781, 0.40625, 0.4464285714285714, 0.5401785714285714]",0.5605072463768116,36,82,118
P23,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.425,0.16674206350979132,"[0.27310924369747897, 0.5840336134453781, 0.21875, 0.5089285714285714, 0.5401785714285714]",0.511231884057971,36,82,118
P23,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.44726890756302523,0.1751899821018408,"[0.39495798319327735, 0.680672268907563, 0.21875, 0.5491071428571428, 0.39285714285714285]",0.5007246376811594,36,82,118
P23,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4923319327731092,0.1058316890489098,"[0.5336134453781513, 0.6512605042016807, 0.375, 0.46875, 0.4330357142857143]",0.5090579710144928,36,82,118
P23,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.4263655462184873,0.10085702111615506,"[0.31932773109243695, 0.5, 0.3125, 0.5, 0.5]",0.569927536231884,36,82,118
P23,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.41601890756302523,0.11581364678688577,"[0.2184873949579832, 0.5, 0.4375, 0.5, 0.42410714285714285]",0.5431159420289855,36,82,118
P23,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.40908613445378156,0.13424029672117038,"[0.20168067226890757, 0.5, 0.34375, 0.5, 0.5]",0.5365942028985508,36,82,118
P23,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4108718487394958,0.15986626276256732,"[0.20168067226890757, 0.5714285714285714, 0.28125, 0.5, 0.5]",0.5282608695652173,36,82,118
P23,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.508718487394958,0.15182641715312492,"[0.49159663865546216, 0.7394957983193278, 0.3125, 0.5, 0.5]",0.5865942028985507,36,82,118
P23,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.48839285714285713,0.10934503117728209,"[0.47478991596638653, 0.5966386554621849, 0.3125, 0.5, 0.5580357142857143]",0.5442028985507246,36,82,118
P23,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.48851037851037854,0.13455442734817938,"[0.5571428571428572, 0.2785714285714286, 0.5571428571428572, 0.4346153846153846, 0.6150793650793651]",0.5177536231884059,69,49,118
P23,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5144566544566544,0.1497619121035409,"[0.5928571428571429, 0.2785714285714286, 0.5571428571428572, 0.47307692307692306, 0.6706349206349207]",0.5434782608695652,69,49,118
P23,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5327838827838828,0.04742617321517004,"[0.5785714285714285, 0.4714285714285714, 0.4928571428571429, 0.5615384615384615, 0.5595238095238095]",0.5768115942028985,69,49,118
P23,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5615873015873015,0.07716718539893465,"[0.5785714285714285, 0.4714285714285714, 0.4928571428571429, 0.65, 0.6150793650793651]",0.6028985507246377,69,49,118
P23,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.4433455433455434,0.12531181245728085,"[0.5214285714285715, 0.2285714285714286, 0.4357142857142857, 0.5230769230769231, 0.5079365079365079]",0.46739130434782605,69,49,118
P23,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.47159951159951163,0.12243769269939997,"[0.5214285714285715, 0.2785714285714286, 0.4357142857142857, 0.5230769230769231, 0.5992063492063493]",0.49311594202898557,69,49,118
P23,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5393772893772895,0.13515782415282268,"[0.6357142857142857, 0.45, 0.4, 0.7230769230769231, 0.48809523809523814]",0.5521739130434782,69,49,118
P23,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5479487179487179,0.10794923688334758,"[0.6571428571428571, 0.45, 0.4714285714285714, 0.6730769230769231, 0.48809523809523814]",0.5684782608695652,69,49,118
P23,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5587301587301587,0.10599175892701962,"[0.6142857142857143, 0.4, 0.5428571428571428, 0.55, 0.6865079365079365]",0.6028985507246377,69,49,118
P23,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5174236874236875,0.11585349461348482,"[0.6071428571428572, 0.34285714285714286, 0.5214285714285715, 0.4807692307692308, 0.6349206349206349]",0.5260869565217392,69,49,118
P23,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.502039072039072,0.12711008739368693,"[0.6428571428571428, 0.34285714285714286, 0.5214285714285715, 0.40384615384615385, 0.5992063492063493]",0.5083333333333333,69,49,118
P23,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5330158730158729,0.13249999405772078,"[0.5428571428571428, 0.4642857142857143, 0.4, 0.75, 0.5079365079365079]",0.552536231884058,69,49,118
