participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names,modality
P43,arousal,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4992015294646874,"[""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_hc__C4"", ""eeg_hc__Oz"", ""eeg_mf_hz__Oz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5026540710751237,"[""eeg_sd__Oz"", ""eeg_hm__PO8"", ""eeg_hc__Pz"", ""eeg_mf_hz__Oz"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__PO8"", ""eeg_se_gamma__Oz""]",eeg
P43,arousal,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5701754385964912,"[""eeg_sd__Oz"", ""eeg_hm__Cz"", ""eeg_hm__Oz"", ""eeg_hm__PO8"", ""eeg_mf_hz__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO8"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5094466936572201,"[""eeg_sd__PO7"", ""eeg_hm__Oz"", ""eeg_hc__C4"", ""eeg_hc__Oz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO7"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__PO8""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5617521367521368,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4872582096266306,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4905982905982906,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.6369770580296895,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4959514170040486,"[""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5628654970760233,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P43,arousal,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5183760683760683,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5138888888888888,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6140350877192983,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5209176788124158,"[""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5122582096266307,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4876968061178587,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4500674763832659,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5566801619433198,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4487179487179487,"[""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5401596941070625,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4925775978407556,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5025416104363473,"[""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.6275303643724697,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5263157894736842,"[""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5635739991003148,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5187696806117859,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6565452091767882,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5465587044534413,"[""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5346828609986504,"[""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.47638326585695,"[""eeg_hm__Cz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4677687809266757,"[""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Fz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5040485829959515,"[""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__Fz""]",eeg
P43,arousal,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5134952766531714,"[""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Fz""]",eeg
P44,valence,logreg,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4942321768408724,"[""eeg_sd__C3"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,logreg,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4784219001610306,"[""eeg_sd__PO7"", ""eeg_se__C4"", ""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_se_theta__C4"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__C4"", ""eeg_se_gamma__PO7""]",eeg
P44,valence,logreg,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4896428048601962,"[""eeg_sd__Cz"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7""]",eeg
P44,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.569448104230713,"[""eeg_hm__C4"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5975186649099692,"[""eeg_sd__Pz"", ""eeg_hm__C4"", ""eeg_bp_delta__Cz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Pz""]",eeg
P44,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__C3"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5109427609427609,"[""eeg_sd__PO7"", ""eeg_se__C4"", ""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_se_theta__C4"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__C4"", ""eeg_se_gamma__PO7""]",eeg
P44,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5085712194407846,"[""eeg_sd__Cz"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7""]",eeg
P44,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5884789928268189,"[""eeg_hm__C4"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,svm,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5999341238471674,"[""eeg_sd__Pz"", ""eeg_hm__C4"", ""eeg_bp_delta__Cz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Pz""]",eeg
P44,valence,gnb,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4118869858000293,"[""eeg_sd__C3"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,gnb,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4718489240228371,"[""eeg_sd__PO7"", ""eeg_se__C4"", ""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_se_theta__C4"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__C4"", ""eeg_se_gamma__PO7""]",eeg
P44,valence,gnb,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4770385009515444,"[""eeg_sd__Cz"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7""]",eeg
P44,valence,gnb,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5167764602547211,"[""eeg_hm__C4"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,gnb,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4980529937051676,"[""eeg_sd__Pz"", ""eeg_hm__C4"", ""eeg_bp_delta__Cz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Pz""]",eeg
P44,valence,logreg,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4684672815107598,"[""eeg_sd__C3"", ""eeg_mf_hz__Pz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,logreg,all_eeg,all_channels,10,primary,120,2,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.4560240081979212,"[""eeg_sd__PO7"", ""eeg_se__C4"", ""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_se_theta__C4"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__C4"", ""eeg_se_alpha__Cz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7""]",eeg
P44,valence,logreg,all_eeg,all_channels,10,primary,120,3,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.535624359537403,"[""eeg_sd__Cz"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7""]",eeg
P44,valence,logreg,all_eeg,all_channels,10,primary,120,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5568511198945981,"[""eeg_hm__C4"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,logreg,all_eeg,all_channels,10,primary,120,5,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5807495242277851,"[""eeg_sd__Pz"", ""eeg_hm__C4"", ""eeg_hm__Oz"", ""eeg_bp_delta__Cz"", ""eeg_se_delta__Cz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Pz""]",eeg
P44,valence,svm,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__C3"", ""eeg_mf_hz__Pz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,svm,all_eeg,all_channels,10,primary,120,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__PO7"", ""eeg_se__C4"", ""eeg_hm__C4"", ""eeg_hc__C4"", ""eeg_se_theta__C4"", ""eeg_bp_alpha__PO7"", ""eeg_se_alpha__C4"", ""eeg_se_alpha__Cz"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__PO7""]",eeg
P44,valence,svm,all_eeg,all_channels,10,primary,120,3,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5322646757429367,"[""eeg_sd__Cz"", ""eeg_hc__Pz"", ""eeg_mf_hz__Fz"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7""]",eeg
P44,valence,svm,all_eeg,all_channels,10,primary,120,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5952129995608257,"[""eeg_hm__C4"", ""eeg_bp_theta__C4"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__PO7"", ""eeg_se_gamma__Cz""]",eeg
P44,valence,svm,all_eeg,all_channels,10,primary,120,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5621870882740448,"[""eeg_sd__Pz"", ""eeg_hm__C4"", ""eeg_hm__Oz"", ""eeg_bp_delta__Cz"", ""eeg_se_delta__Cz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Pz""]",eeg
P44,valence,gnb,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.3891523935002195,"[""eeg_sd__C3"", ""eeg_mf_hz__Pz"", ""eeg_se_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Cz""]",eeg
