participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,modality,absolute_rank,transfer_rank,delta_ba_from_best,selection_reason,label_definition,preprocessing_condition,final_refit_best_parameters,final_refit_inner_balanced_accuracy,actual_selected_feature_names,outer_fold_selection_metadata,inference_preprocessing_parameters,final_model_path,model_use,intended_for_robot_transfer,selection_scope
P01,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.6090476190476191,0.0973356966548524,"[0.5222222222222223, 0.7071428571428571, 0.6571428571428571, 0.48809523809523814, 0.6706349206349207]",0.6434782608695653,47,71,118,face,1,1,0.0,best,LOW: rating < 4; HIGH: rating >= 4,no_ica source run {participant_lower}_no_ica,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6526570048309178,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std""]","[{""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": null}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.6973684210526315, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.5673076923076923, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": null}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.6079622132253711, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": null}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.673582995951417, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.6117858749437697, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_std\""]""}]","{""scaler_mean"": [0.07661906829611809, 0.010739805836959953, 0.7364277251263814, 0.0061053279492297025, 0.5649984517536996, 0.008474961935860408, 0.15094492234477633, 0.003018884617625953, 0.5836342246539857, 0.012130760862507558], ""scaler_scale"": [0.010079256815300726, 0.007051229906788204, 0.004878266172527172, 0.004564547672166821, 0.008365479072676244, 0.006211900168501614, 0.005436270532295388, 0.0014685857859142325, 0.017545862102303186, 0.005197477947159628], ""input_feature_names"": [""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""], ""selected_feature_names"": [""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std""], ""selector_scores"": [15.779121132090168, 9.26468921562226, 4.432882671928737, 12.494177393238072, 4.913552930517439, 10.485712509454624, 0.07242080740872979, 0.33371691835439976, 1.1550998119507563, 1.4861045449801746]}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/face_multimodal_extension_v1/final_image_domain_models/P01_arousal_face_rank1.joblib,image_domain_final_top3,False,modality_agnostic_image_domain_top3
P01,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6086080586080586,0.0718014644834661,"[0.4920634920634921, 0.6150793650793651, 0.6068376068376069, 0.6452991452991452, 0.6837606837606838]",0.6351778656126482,45,67,112,multimodal,2,2,-0.0004395604395605046,diverse_classifier,LOW: rating < 4; HIGH: rating >= 4,no_ica source run {participant_lower}_no_ica,"{""classifier__var_smoothing"": 1e-11}",0.6453667105841019,"[""eeg_sd__Fz"", ""eeg_se__Cz"", ""eeg_se__Fz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__C4"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std""]","[{""best_parameters"": ""{\""classifier__var_smoothing\"": 1e-11}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.6541394335511982, ""selected_feature_names"": ""[\""eeg_sd__Cz\"", \""eeg_sd__Fz\"", \""eeg_se__Cz\"", \""eeg_se__Fz\"", \""eeg_hm__Cz\"", \""eeg_bp_theta__Cz\"", \""eeg_se_gamma__C4\"", \""video_irisdo_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__var_smoothing\"": 1e-11}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.4654139433551198, ""selected_feature_names"": ""[\""eeg_se__Cz\"", \""eeg_se__Fz\"", \""eeg_bp_theta__Fz\"", \""eeg_se_alpha__PO8\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\"", \""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__var_smoothing\"": 1e-11}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.5879629629629629, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_se__Fz\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\"", \""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__var_smoothing\"": 1e-11}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.5, ""selected_feature_names"": ""[\""eeg_se__Cz\"", \""eeg_bp_theta__Pz\"", \""eeg_se_alpha__PO7\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\"", \""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}, {""best_parameters"": ""{\""classifier__var_smoothing\"": 1e-11}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.5185185185185185, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_se__Cz\"", \""eeg_bp_theta__Fz\"", \""eeg_se_alpha__PO8\"", \""eeg_se_beta__Oz\"", \""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\""]""}]","{""scaler_mean"": [5.155781038135139, 4.133198564248197, 4.314817691894132, 7.245615683525718, 6.996691154339451, 4.525916339136055, 5.454043260505161, 4.113370553159686, 3.9605816457085417, 4.207350011606413, 4.041236500962858, 3.801034369257649, 3.919721729287913, 4.033893963754417, 4.010041293950089, 3.8782316405053296, 0.2620021973248473, 0.2923817289226816, 0.24830975307939282, 0.21921383772287292, 0.22582490616759063, 0.24944694994990954, 0.24490539052873328, 0.24090100209039972, 1.9993597022286074, 1.7288284759359982, 1.9151559762350614, 2.26523316194056, 2.071619892592241, 2.1008576202407543, 2.1098736240380873, 2.06321683928457, 7.098214285714286, 9.044642857142858, 7.0625, 5.375, 6.098214285714286, 5.964285714285714, 5.866071428571429, 6.160714285714286, 16.348547366095424, 4.297397395459759, 5.530989468644667, 23.51360093677626, 22.038445160192225, 7.696243997194066, 16.76349284230962, 9.151465901876533, 1.841106132467144, 1.84420279466183, 1.841416710055235, 1.8487143639267427, 1.8396038695499008, 1.842133868783852, 1.846483731176045, 1.785210041598739, 5.226244875273191, 3.391638691427822, 5.375637451158261, 14.738611011537829, 15.202256271627549, 5.618334503025131, 7.870350829363578, 2.9626492119013106, 2.1214181927698723, 2.1448842446920695, 2.125214622006485, 2.1049163464984124, 2.1203186951834785, 2.117875937812986, 2.1253511254698862, 2.1184204067687458, 5.566405267348038, 5.414525279687352, 4.315195280669367, 8.323500300149194, 9.303909529050022, 3.2924125601513703, 4.733700212886283, 3.530118584439962, 2.0777612816391615, 2.0853862459015446, 2.1372170432224595, 2.1495267500169564, 2.1652682360832682, 2.140439327763354, 2.1667390374514435, 2.0954780252863965, 4.855173627140112, 4.98529620601547, 3.594588170364806, 6.326018169981869, 7.523886295290414, 3.5002763839392004, 4.770499113593688, 3.0065537509824387, 3.4350347577798277, 3.398970048347952, 3.321117978748345, 3.5409225330696263, 3.3866799112910106, 3.6161738480741072, 3.651174699661427, 3.385297921517499, 0.2337660607781086, 0.2283756833532528, 0.15488554357435197, 0.39349958359145376, 0.3033892335083834, 0.2514608200619388, 0.2818076766508002, 0.13703949325722467, 2.9815987092933223, 3.000948883602355, 3.0302252487043098, 3.095127414812545, 3.0739929751579385, 3.063588027122979, 3.071028882803302, 3.0460677331946306, 0.07648579538530528, 0.010901190511344592, 0.7363898188504358, 0.006191132493518492, 0.5649882630526769, 0.008589983646015507, 0.15079159980985885, 0.003022560787839219, 0.5834294352811398, 0.012132708464696973], ""scaler_scale"": [2.705822249488333, 0.75743753316585, 0.6348048238745065, 1.002344872021807, 2.317717067986108, 0.716729248831204, 2.973307341392066, 1.6710739660292733, 0.49934677642904035, 0.26551887699606525, 0.17088949752828753, 0.3127955318253356, 0.3042395735420007, 0.27966038136652965, 0.3545373391648971, 0.38762326194061564, 0.04975092441784703, 0.026135128288766876, 0.022210277078580625, 0.02779878563711354, 0.03230940492212723, 0.029363137778293573, 0.036851769854483234, 0.03528168516142805, 0.5372133381993696, 0.19302046831202663, 0.2116500925995221, 0.31796020601497477, 0.39314905322139126, 0.2608159702052979, 0.3523979094793379, 0.4167218014377883, 2.8061152017531645, 2.245584528012468, 1.9146113462378878, 1.6856802357335916, 1.8990590782419228, 1.7572735143060778, 2.0331868709100047, 2.661073801214503, 34.01423777510454, 2.968210805323364, 3.0731532325778175, 14.872707725554442, 43.65377432658828, 5.433064700559019, 47.918250811340805, 23.853559311069976, 0.13450182208699046, 0.10837948651551974, 0.13311833785948776, 0.11219452585809284, 0.12806445746552475, 0.10864294389877191, 0.11628898213995992, 0.13033876109110332, 5.8393358891789156, 1.5365721999281696, 2.392105967458027, 5.765582718470856, 13.529768535437581, 2.103784153740392, 15.42095191597711, 3.5189562066801456, 0.18001637525897857, 0.10560484208178696, 0.11871589660661955, 0.18436513798959703, 0.1373753440738433, 0.15030582345584934, 0.1371699914925608, 0.16684181998953732, 6.085186712580416, 4.494507796712422, 2.171717392815206, 4.635403066366773, 4.357028739538433, 1.8890485649963147, 8.39968527067516, 3.3627985733039374, 0.1878288513932233, 0.17951233536988584, 0.11720547406337606, 0.13489527260112671, 0.11501735165278294, 0.12502939694730436, 0.11598528191642345, 0.1652586318062728, 2.722978877570774, 2.023525209670992, 1.2261658929778185, 1.5462370465348831, 3.7593061074392016, 1.12897809526043, 5.569238533321689, 3.1800045567987354, 0.497673161467211, 0.40189056307081406, 0.3891789901327065, 0.36188780405214965, 0.23831375707730515, 0.2589079559114028, 0.2528587174530624, 0.4088536687673195, 0.15739307489650697, 0.09877434834253415, 0.06600587796910916, 0.1336873291604973, 0.13697047942975035, 0.12906357640484, 0.21135680758681386, 0.21656443015294874, 0.21042982303011637, 0.19356946366651137, 0.15526672333908936, 0.14490958023773015, 0.1629298419661136, 0.17392696653789072, 0.16499629883521752, 0.15763098603982673, 0.010128111351610418, 0.007108210971131082, 0.004910522223134472, 0.004596943547622045, 0.008466491672643255, 0.006268197971519451, 0.005466374498468558, 0.0014990959908903582, 0.017397439154154138, 0.005305873169436713], ""input_feature_names"": [""eeg_sd__C3"", ""eeg_sd__C4"", ""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_se__C3"", ""eeg_se__C4"", ""eeg_se__Cz"", ""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_se__PO7"", ""eeg_se__PO8"", ""eeg_se__Pz"", ""eeg_hm__C3"", ""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO7"", ""eeg_hm__PO8"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_hc__Oz"", ""eeg_hc__PO7"", ""eeg_hc__PO8"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO7"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__C4"", ""eeg_bp_delta__Cz"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__Oz"", ""eeg_bp_delta__PO7"", ""eeg_bp_delta__PO8"", ""eeg_bp_delta__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_se_delta__Cz"", ""eeg_se_delta__Fz"", ""eeg_se_delta__Oz"", ""eeg_se_delta__PO7"", ""eeg_se_delta__PO8"", ""eeg_se_delta__Pz"", ""eeg_bp_theta__C3"", ""eeg_bp_theta__C4"", ""eeg_bp_theta__Cz"", ""eeg_bp_theta__Fz"", ""eeg_bp_theta__Oz"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__C3"", ""eeg_se_theta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Fz"", ""eeg_se_theta__Oz"", ""eeg_se_theta__PO7"", ""eeg_se_theta__PO8"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__C3"", ""eeg_bp_alpha__C4"", ""eeg_bp_alpha__Cz"", ""eeg_bp_alpha__Fz"", ""eeg_bp_alpha__Oz"", ""eeg_bp_alpha__PO7"", ""eeg_bp_alpha__PO8"", ""eeg_bp_alpha__Pz"", ""eeg_se_alpha__C3"", ""eeg_se_alpha__C4"", ""eeg_se_alpha__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__Oz"", ""eeg_se_alpha__PO7"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_se_beta__Pz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_bp_gamma__PO8"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__Oz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""eeg_se_gamma__Pz"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""], ""selected_feature_names"": [""eeg_sd__Fz"", ""eeg_se__Cz"", ""eeg_se__Fz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__C4"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std""], ""selector_scores"": [0.0006040284192019605, 0.09924192994422452, 1.8646143827377135, 5.312655273279678, 0.19492034861968402, 0.35701852130195527, 0.0057169687019057395, 0.20483299925016743, 1.0313916369900762, 0.29035424189716635, 6.3143360625271985, 4.9365047103007065, 0.272998652762359, 0.22546728523096654, 0.13181989867886887, 0.24254414054149864, 1.2013229514384522, 1.2992323986145633, 1.798986392594675, 2.736347829053005, 0.978768298831411, 0.0008768595201629265, 0.006513654367570555, 0.1960202950678624, 0.31489937384570255, 0.2902435025671695, 1.9080278976124374, 3.763791591560541, 0.0005695113972995212, 0.053263170137802636, 0.4441141140536998, 0.45375679775927324, 0.34217949297646927, 0.26030472546969385, 1.4065192338846273, 0.10623066186242817, 0.11842877611279869, 0.06769044251363922, 0.3157999078150314, 0.3117619622771738, 0.00030291839304707736, 0.15761604272411564, 2.310565483024877, 3.7956116766649486, 0.2726061766936906, 0.9068375503898167, 0.5226725385110541, 0.04234921676117841, 0.9963838486787014, 0.0834529092878144, 1.8339385367375158, 1.1069480645743763, 0.7492835657156771, 1.6546858033653857, 0.18264821457555977, 0.24404948622265382, 0.9675632508356203, 0.3391023859309958, 3.949516547434733, 3.040142997081188, 0.5693150663008334, 0.022956714128765213, 0.41059507228010644, 0.5716122994365583, 0.02351306543980567, 0.9967382177361032, 0.01139940682666278, 1.855108140772795, 1.1263669568065555, 0.5692519191564094, 0.00993961782687342, 0.055565333970115774, 0.13526785241392977, 0.016357328054582086, 0.00046280238032812056, 0.07270516010054716, 0.619843640614591, 0.032296237964818154, 1.1249177574873366, 0.35962231084877355, 0.472244230836376, 1.142930501216798, 0.0004762279841400023, 0.5560114432710912, 0.03241173320609143, 2.893299689129413, 4.3779806337751035, 0.0034725396934502475, 2.3116627153681923, 2.4720369541079825, 0.1666898386012291, 0.5120327958458583, 0.16815276517505598, 3.77005830982051e-06, 0.41008753458703606, 1.367315406229249, 0.8221088942332083, 0.05520802673222788, 0.9079846813250448, 0.9320636865879112, 2.6419138740383437, 0.20595696171762015, 2.4607288718979303, 0.3924786703972886, 1.482212605105292, 1.0190806411352387, 0.1064422501472982, 1.3191070962945557, 4.383951408345963, 0.1210186948611685, 0.18275290586283574, 1.7827234817775894, 0.5144428343465115, 6.1870822048154, 0.856752553654988, 0.1380252371367762, 0.011589700490482028, 0.47553529859212906, 0.01025849768933268, 1.477516862559963, 15.17379686038666, 7.65940363742013, 3.2135139175372776, 10.931784204492931, 4.0527698713234805, 9.337484655473654, 0.010800947489774448, 0.3889977415960789, 0.3445318157584257, 1.161198867670386]}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/face_multimodal_extension_v1/final_image_domain_models/P01_arousal_multimodal_rank1.joblib,image_domain_final_top3,False,modality_agnostic_image_domain_top3
P01,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.5922222222222222,0.0936464217435273,"[0.5222222222222223, 0.7285714285714285, 0.6071428571428572, 0.48809523809523814, 0.6150793650793651]",0.6347826086956522,47,71,118,face,5,3,-0.016825396825396854,diverse_classifier,LOW: rating < 4; HIGH: rating >= 4,no_ica source run {participant_lower}_no_ica,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.6280495169082125,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]","[{""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": null, \""classifier__kernel\"": \""linear\""}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.656770130454341, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\"", \""video_mnso_norm_mean\"", \""video_mnso_norm_std\"", \""video_mwo_norm_mean\"", \""video_mwo_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\"", \""classifier__gamma\"": 0.01, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.5468398560503823, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\"", \""video_mnso_norm_mean\"", \""video_mnso_norm_std\"", \""video_mwo_norm_mean\"", \""video_mwo_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\"", \""classifier__gamma\"": 0.01, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.5987966711650922, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\"", \""video_mnso_norm_mean\"", \""video_mnso_norm_std\"", \""video_mwo_norm_mean\"", \""video_mwo_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\"", \""classifier__gamma\"": 0.01, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.6366396761133603, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\"", \""video_mnso_norm_mean\"", \""video_mnso_norm_std\"", \""video_mwo_norm_mean\"", \""video_mwo_norm_std\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": null, \""classifier__kernel\"": \""linear\""}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.6157219973009447, ""selected_feature_names"": ""[\""video_irisdo_norm_mean\"", \""video_irisdo_norm_std\"", \""video_eso_norm_mean\"", \""video_eso_norm_std\"", \""video_enso_norm_mean\"", \""video_enso_norm_std\"", \""video_mnso_norm_mean\"", \""video_mnso_norm_std\"", \""video_mwo_norm_mean\"", \""video_mwo_norm_std\""]""}]","{""scaler_mean"": [0.07661906829611809, 0.010739805836959953, 0.7364277251263814, 0.0061053279492297025, 0.5649984517536996, 0.008474961935860408, 0.15094492234477633, 0.003018884617625953, 0.5836342246539857, 0.012130760862507558], ""scaler_scale"": [0.010079256815300726, 0.007051229906788204, 0.004878266172527172, 0.004564547672166821, 0.008365479072676244, 0.006211900168501614, 0.005436270532295388, 0.0014685857859142325, 0.017545862102303186, 0.005197477947159628], ""input_feature_names"": [""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""], ""selected_feature_names"": [""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""], ""selector_scores"": null}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/face_multimodal_extension_v1/final_image_domain_models/P01_arousal_face_rank3.joblib,image_domain_final_top3,False,modality_agnostic_image_domain_top3
