participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,modality
P45,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5845833333333333,0.1179987608482749,"[0.6444444444444444, 0.6222222222222222, 0.625, 0.65625, 0.375]",0.6333333333333333,42,78,120,eeg
P45,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5755555555555556,0.1326910528606177,"[0.7222222222222222, 0.6555555555555556, 0.59375, 0.53125, 0.375]",0.6333333333333333,42,78,120,eeg
P45,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5426388888888889,0.1349194933133308,"[0.5888888888888888, 0.6555555555555556, 0.46875, 0.65625, 0.34375]",0.5916666666666667,42,78,120,eeg
P45,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5488888888888889,0.1132547129943478,"[0.5333333333333333, 0.7111111111111111, 0.5, 0.59375, 0.40625]",0.6,42,78,120,eeg
P45,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5145833333333333,0.0858615334832703,"[0.5888888888888888, 0.5777777777777777, 0.5, 0.53125, 0.375]",0.5583333333333333,42,78,120,eeg
P45,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5266666666666666,0.1006652256458057,"[0.6111111111111112, 0.5222222222222221, 0.5, 0.625, 0.375]",0.575,42,78,120,eeg
P45,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.51875,0.0818679021049259,"[0.48888888888888893, 0.5111111111111111, 0.625, 0.5625, 0.40625]",0.6166666666666667,42,78,120,eeg
P45,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4518055555555555,0.0632222923989065,"[0.4666666666666667, 0.5111111111111111, 0.34375, 0.46875, 0.46875]",0.5,42,78,120,eeg
P45,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5004166666666666,0.0692298768507169,"[0.5222222222222221, 0.5111111111111111, 0.40625, 0.46875, 0.59375]",0.525,42,78,120,eeg
P45,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5266666666666666,0.0578635181128408,"[0.5777777777777777, 0.5555555555555556, 0.5, 0.5625, 0.4375]",0.5416666666666667,42,78,120,eeg
P45,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5141666666666667,0.0995039781449297,"[0.6666666666666666, 0.4666666666666667, 0.4375, 0.5625, 0.4375]",0.55,42,78,120,eeg
P45,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5222222222222223,0.0887640181938938,"[0.45555555555555555, 0.6555555555555556, 0.5625, 0.5, 0.4375]",0.5583333333333333,42,78,120,eeg
P45,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5131944444444445,0.1188656843917786,"[0.5111111111111111, 0.7111111111111111, 0.4375, 0.5, 0.40625]",0.5166666666666667,42,78,120,eeg
P45,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4977777777777777,0.0458396460299176,"[0.47777777777777775, 0.5111111111111111, 0.4375, 0.5, 0.5625]",0.525,42,78,120,eeg
P45,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5075,0.0889558666931855,"[0.5777777777777777, 0.5222222222222221, 0.375, 0.59375, 0.46875]",0.525,42,78,120,eeg
P45,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5115277777777778,0.061450682197943,"[0.6111111111111112, 0.4777777777777778, 0.53125, 0.46875, 0.46875]",0.5666666666666667,42,78,120,eeg
P45,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.4808333333333333,0.0580611208124679,"[0.43333333333333335, 0.5333333333333333, 0.40625, 0.53125, 0.5]",0.5333333333333333,42,78,120,eeg
P45,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.4549999999999999,0.0513851349980267,"[0.45555555555555555, 0.4444444444444444, 0.375, 0.5, 0.5]",0.5,42,78,120,eeg
P45,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5183333333333333,0.078773695729532,"[0.5, 0.4666666666666667, 0.5, 0.65625, 0.46875]",0.5666666666666667,42,78,120,eeg
P45,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4995833333333334,0.0735153989915642,"[0.5, 0.4666666666666667, 0.46875, 0.625, 0.4375]",0.5416666666666666,42,78,120,eeg
P45,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4594444444444444,0.043563867723007,"[0.5, 0.4222222222222222, 0.5, 0.46875, 0.40625]",0.5083333333333333,42,78,120,eeg
P45,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4990277777777777,0.0626013838199511,"[0.5222222222222221, 0.5666666666666667, 0.46875, 0.53125, 0.40625]",0.5333333333333333,42,78,120,eeg
P45,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4947222222222222,0.0861259507822593,"[0.5555555555555556, 0.3555555555555555, 0.46875, 0.53125, 0.5625]",0.5083333333333334,42,78,120,eeg
P45,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5169444444444444,0.0812775950290343,"[0.5444444444444445, 0.4777777777777778, 0.40625, 0.625, 0.53125]",0.525,42,78,120,eeg
P45,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.4865277777777777,0.0886112199581358,"[0.5888888888888888, 0.5, 0.5, 0.34375, 0.5]",0.5916666666666666,42,78,120,eeg
P46,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5607843137254902,0.0444399326068668,"[0.6260504201680672, 0.5840336134453781, 0.5252100840336134, 0.5196078431372549, 0.5490196078431372]",0.6605072463768116,33,85,118,eeg
P46,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5866946778711485,0.0674351931606965,"[0.5546218487394958, 0.6134453781512605, 0.5546218487394958, 0.5196078431372549, 0.6911764705882353]",0.6949275362318841,33,85,118,eeg
P46,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5169467787114846,0.0905318922117625,"[0.5546218487394958, 0.5126050420168067, 0.365546218487395, 0.5490196078431372, 0.6029411764705883]",0.6192028985507246,33,85,118,eeg
P46,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5512605042016807,0.0848255748654879,"[0.5546218487394958, 0.5714285714285714, 0.4243697478991597, 0.6617647058823529, 0.5441176470588236]",0.652536231884058,33,85,118,eeg
P46,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.4910364145658263,0.0725160259380119,"[0.4243697478991597, 0.5252100840336134, 0.40756302521008403, 0.5196078431372549, 0.5784313725490196]",0.5858695652173913,33,85,118,eeg
P46,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5196078431372548,0.0755718728932981,"[0.5966386554621849, 0.5252100840336134, 0.40756302521008403, 0.4901960784313726, 0.5784313725490196]",0.6021739130434782,33,85,118,eeg
P46,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5329131652661064,0.0858064625839866,"[0.6134453781512605, 0.5966386554621849, 0.44957983193277307, 0.43137254901960786, 0.5735294117647058]",0.592391304347826,33,85,118,eeg
P46,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5498599439775911,0.0366374347700949,"[0.542016806722689, 0.5966386554621849, 0.5126050420168067, 0.5196078431372549, 0.5784313725490196]",0.6692028985507246,33,85,118,eeg
P46,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5172268907563025,0.111209685263749,"[0.5840336134453781, 0.6512605042016807, 0.542016806722689, 0.42647058823529416, 0.38235294117647056]",0.5996376811594203,33,85,118,eeg
P46,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5179271708683473,0.0892102993417829,"[0.6134453781512605, 0.542016806722689, 0.5126050420168067, 0.5490196078431372, 0.37254901960784315]",0.6336956521739131,33,85,118,eeg
P46,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4885154061624649,0.0682433658346306,"[0.4411764705882353, 0.4201680672268907, 0.542016806722689, 0.5784313725490196, 0.4607843137254902]",0.5934782608695652,33,85,118,eeg
P46,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4935574229691877,0.06606132439339,"[0.4411764705882353, 0.5504201680672269, 0.4369747899159664, 0.5784313725490196, 0.4607843137254902]",0.5768115942028985,33,85,118,eeg
P46,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5,0.0,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.7206521739130435,33,85,118,eeg
P46,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5134453781512605,0.0300647795294089,"[0.5, 0.5672268907563025, 0.5, 0.5, 0.5]",0.7039855072463768,33,85,118,eeg
P46,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4813725490196078,0.0416522466397019,"[0.5, 0.5, 0.5, 0.5, 0.4068627450980392]",0.6771739130434783,33,85,118,eeg
P46,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5084033613445378,0.0550043170654875,"[0.5, 0.5714285714285714, 0.5, 0.5441176470588236, 0.42647058823529416]",0.6246376811594203,33,85,118,eeg
P46,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4879551820728292,0.0276872017773704,"[0.5, 0.44957983193277307, 0.5, 0.47058823529411764, 0.5196078431372549]",0.6358695652173914,33,85,118,eeg
P46,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4938375350140056,0.0093218830769152,"[0.5, 0.4789915966386554, 0.5, 0.5, 0.4901960784313726]",0.6442028985507247,33,85,118,eeg
P46,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5396703296703297,0.1467400250356736,"[0.6214285714285714, 0.7357142857142858, 0.41428571428571426, 0.38076923076923075, 0.5461538461538462]",0.5413043478260869,50,68,118,eeg
P46,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5627472527472528,0.0938269468468139,"[0.6071428571428572, 0.7, 0.4642857142857143, 0.49615384615384617, 0.5461538461538462]",0.567391304347826,50,68,118,eeg
P46,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.4587912087912087,0.0510442221926133,"[0.40714285714285714, 0.5285714285714286, 0.4928571428571429, 0.4461538461538461, 0.4192307692307692]",0.4992753623188405,50,68,118,eeg
P46,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.4913186813186813,0.035774252276616,"[0.5285714285714286, 0.4571428571428572, 0.5285714285714286, 0.48461538461538467, 0.45769230769230773]",0.5333333333333334,50,68,118,eeg
P46,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.6013186813186813,0.0481116044453819,"[0.6428571428571428, 0.6, 0.5214285714285715, 0.6076923076923078, 0.6346153846153846]",0.6105072463768116,50,68,118,eeg
P46,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5907692307692308,0.06494612408707,"[0.6285714285714286, 0.6357142857142857, 0.4857142857142857, 0.5692307692307692, 0.6346153846153846]",0.6018115942028985,50,68,118,eeg
P46,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5052747252747253,0.069344708263739,"[0.6142857142857143, 0.45, 0.44285714285714284, 0.49615384615384617, 0.5230769230769231]",0.5423913043478261,50,68,118,eeg
P46,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.4756043956043956,0.0847656365428223,"[0.6142857142857143, 0.4642857142857143, 0.40714285714285714, 0.4076923076923077, 0.48461538461538467]",0.5079710144927536,50,68,118,eeg
P46,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4664835164835164,0.1016995712950354,"[0.45, 0.5857142857142856, 0.44285714285714284, 0.3192307692307692, 0.5346153846153846]",0.4909420289855072,50,68,118,eeg
P46,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.529010989010989,0.0663055013897895,"[0.5357142857142857, 0.6, 0.47857142857142854, 0.4461538461538461, 0.5846153846153846]",0.5340579710144928,50,68,118,eeg
P46,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5364835164835166,0.020967856550738,"[0.5357142857142857, 0.5642857142857143, 0.5285714285714286, 0.5076923076923077, 0.5461538461538462]",0.5340579710144928,50,68,118,eeg
P46,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.4812087912087913,0.0613633202361323,"[0.5642857142857143, 0.4, 0.4571428571428572, 0.47307692307692306, 0.5115384615384616]",0.5257246376811594,50,68,118,eeg
P46,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.4983516483516483,0.0453937276327105,"[0.5642857142857143, 0.5, 0.44285714285714284, 0.5115384615384616, 0.47307692307692306]",0.5423913043478261,50,68,118,eeg
P46,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6252747252747253,0.0858664822349467,"[0.5714285714285714, 0.7214285714285715, 0.5142857142857142, 0.6961538461538461, 0.6230769230769231]",0.6278985507246377,50,68,118,eeg
P46,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5732967032967033,0.0787044520599762,"[0.55, 0.6714285714285715, 0.4642857142857143, 0.5576923076923077, 0.6230769230769231]",0.5768115942028985,50,68,118,eeg
P46,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4937362637362638,0.0510229259130009,"[0.5142857142857143, 0.5285714285714286, 0.4642857142857143, 0.5423076923076923, 0.4192307692307692]",0.4996376811594203,50,68,118,eeg
P46,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5257142857142857,0.0314038748736915,"[0.5642857142857143, 0.5142857142857142, 0.5, 0.5538461538461539, 0.49615384615384617]",0.5336956521739131,50,68,118,eeg
P46,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.393956043956044,0.0979672024552779,"[0.5, 0.4571428571428572, 0.3857142857142857, 0.24230769230769234, 0.38461538461538464]",0.4391304347826087,50,68,118,eeg
P46,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5104395604395604,0.0544288942422918,"[0.55, 0.5714285714285714, 0.5, 0.4307692307692308, 0.5]",0.5416666666666666,50,68,118,eeg
P46,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5115384615384615,0.041960182619861,"[0.5714285714285714, 0.5, 0.5285714285714286, 0.45769230769230773, 0.5]",0.5253623188405797,50,68,118,eeg
P46,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.4928571428571429,0.0159719141249985,"[0.5, 0.4642857142857143, 0.5, 0.5, 0.5]",0.5510869565217391,50,68,118,eeg
P46,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4842857142857142,0.0278479838423113,"[0.5, 0.4857142857142857, 0.4357142857142857, 0.5, 0.5]",0.5177536231884058,50,68,118,eeg
P46,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5515384615384615,0.1044255307019494,"[0.5357142857142857, 0.7214285714285715, 0.44285714285714284, 0.5576923076923077, 0.5]",0.5594202898550724,50,68,118,eeg
P46,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5758241758241758,0.0660849920966401,"[0.6357142857142857, 0.6357142857142857, 0.5, 0.5961538461538461, 0.5115384615384616]",0.5847826086956521,50,68,118,eeg
P46,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5161538461538461,0.069332734957583,"[0.5642857142857143, 0.5857142857142856, 0.5, 0.5230769230769231, 0.4076923076923077]",0.5416666666666667,50,68,118,eeg
P46,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5457142857142857,0.0559245118030382,"[0.5571428571428572, 0.6357142857142857, 0.5357142857142857, 0.5, 0.5]",0.576086956521739,50,68,118,eeg
P46,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.4585714285714285,0.0594189552659583,"[0.37142857142857144, 0.5, 0.4214285714285715, 0.5, 0.5]",0.5177536231884058,50,68,118,eeg
P01,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.6033333333333333,0.1001092248042332,"[0.5222222222222223, 0.7285714285714285, 0.6071428571428572, 0.48809523809523814, 0.6706349206349207]",0.6434782608695653,47,71,118,face
P01,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.5895238095238096,0.117430015396401,"[0.48888888888888893, 0.7285714285714285, 0.6071428571428572, 0.45238095238095233, 0.6706349206349207]",0.6264492753623189,47,71,118,face
P01,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.6090476190476191,0.0973356966548524,"[0.5222222222222223, 0.7071428571428571, 0.6571428571428571, 0.48809523809523814, 0.6706349206349207]",0.6434782608695653,47,71,118,face
P01,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.5785714285714285,0.1361602715608496,"[0.4555555555555556, 0.7285714285714285, 0.6214285714285714, 0.41666666666666663, 0.6706349206349207]",0.6094202898550725,47,71,118,face
P01,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.5750793650793651,0.0655245131929731,"[0.5222222222222223, 0.6142857142857143, 0.6357142857142857, 0.48809523809523814, 0.6150793650793651]",0.6181159420289856,47,71,118,face
P01,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.5922222222222222,0.0936464217435273,"[0.5222222222222223, 0.7285714285714285, 0.6071428571428572, 0.48809523809523814, 0.6150793650793651]",0.6347826086956522,47,71,118,face
P01,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6086080586080586,0.0718014644834661,"[0.4920634920634921, 0.6150793650793651, 0.6068376068376069, 0.6452991452991452, 0.6837606837606838]",0.6351778656126482,45,67,112,multimodal
P01,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5948717948717949,0.1037818267815618,"[0.4563492063492064, 0.5992063492063493, 0.5512820512820513, 0.6282051282051282, 0.7393162393162394]",0.6177865612648221,45,67,112,multimodal
P01,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5858363858363858,0.0884337055354615,"[0.45238095238095233, 0.5793650793650793, 0.5683760683760684, 0.6452991452991452, 0.6837606837606838]",0.6173913043478261,45,67,112,multimodal
P01,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5823565323565324,0.1283493868311755,"[0.36507936507936506, 0.6706349206349207, 0.6068376068376069, 0.5854700854700855, 0.6837606837606838]",0.5996047430830039,45,67,112,multimodal
P01,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5270451770451771,0.1399970550197172,"[0.30952380952380953, 0.5436507936507937, 0.5512820512820513, 0.5299145299145299, 0.7008547008547008]",0.5466403162055335,45,67,112,multimodal
P01,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5550671550671551,0.1075100068678102,"[0.3968253968253968, 0.5793650793650793, 0.5128205128205128, 0.6025641025641025, 0.6837606837606838]",0.5814229249011857,45,67,112,multimodal
P01,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5275946275946276,0.1033184582084534,"[0.36507936507936506, 0.5634920634920635, 0.6452991452991452, 0.5085470085470085, 0.5555555555555556]",0.5462450592885375,45,67,112,multimodal
P01,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5347374847374848,0.1320292084783471,"[0.32936507936507936, 0.5238095238095238, 0.6068376068376069, 0.5299145299145299, 0.6837606837606838]",0.5557312252964427,45,67,112,multimodal
P01,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5437118437118438,0.0922872188858133,"[0.3968253968253968, 0.5952380952380952, 0.5128205128205128, 0.5854700854700855, 0.6282051282051282]",0.5810276679841897,45,67,112,multimodal
P01,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.5744555444555445,0.0622959793335709,"[0.5785714285714286, 0.47902097902097907, 0.6258741258741258, 0.6328671328671329, 0.5559440559440559]",0.5583333333333333,54,66,120,face
P01,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.5653646353646354,0.0953171401178314,"[0.5785714285714286, 0.43356643356643354, 0.6713286713286714, 0.6328671328671329, 0.5104895104895105]",0.55,54,66,120,face
P01,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.576003996003996,0.0887974051237277,"[0.6142857142857143, 0.5174825174825175, 0.6643356643356644, 0.6328671328671329, 0.45104895104895104]",0.5666666666666667,54,66,120,face
P01,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.566003996003996,0.0825630629556063,"[0.5642857142857143, 0.5174825174825175, 0.6643356643356644, 0.6258741258741258, 0.458041958041958]",0.5583333333333333,54,66,120,face
P01,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.5062937062937063,0.102936255317598,"[0.5, 0.40559440559440557, 0.458041958041958, 0.6783216783216783, 0.48951048951048953]",0.525,54,66,120,face
P01,valence,svm,face_geometry,all_face,all,primary,10,all,5,0.5632667332667333,0.1004286442650182,"[0.5785714285714286, 0.48601398601398604, 0.5559440559440559, 0.7237762237762237, 0.47202797202797203]",0.5416666666666666,54,66,120,face
P01,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.511993006993007,0.0707872076658838,"[0.47307692307692306, 0.6346153846153846, 0.5113636363636364, 0.46590909090909094, 0.475]",0.5347826086956522,52,62,114,multimodal
P01,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5353962703962705,0.087675804167098,"[0.48461538461538467, 0.5961538461538461, 0.6515151515151515, 0.5113636363636364, 0.43333333333333335]",0.5517786561264822,52,62,114,multimodal
P01,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.500058275058275,0.0497553150565654,"[0.47307692307692306, 0.4461538461538461, 0.5568181818181819, 0.5492424242424242, 0.475]",0.5260869565217391,52,62,114,multimodal
P01,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5226573426573428,0.0528139783318383,"[0.5461538461538462, 0.4307692307692308, 0.5303030303030303, 0.5643939393939394, 0.5416666666666667]",0.5264822134387351,52,62,114,multimodal
P01,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4928088578088578,0.0700987863725384,"[0.5576923076923077, 0.46923076923076923, 0.48484848484848486, 0.5606060606060606, 0.3916666666666667]",0.4992094861660079,52,62,114,multimodal
P01,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5628205128205128,0.0760712418992163,"[0.5846153846153846, 0.4461538461538461, 0.6098484848484849, 0.6401515151515151, 0.5333333333333333]",0.5786561264822134,52,62,114,multimodal
P01,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5473193473193473,0.0770969991155207,"[0.5192307692307692, 0.49615384615384617, 0.5303030303030303, 0.5075757575757576, 0.6833333333333333]",0.5537549407114624,52,62,114,multimodal
P01,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5604778554778556,0.0816460852514524,"[0.5230769230769231, 0.5346153846153846, 0.696969696969697, 0.5643939393939394, 0.4833333333333333]",0.5782608695652174,52,62,114,multimodal
P01,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5063752913752914,0.0531788181385791,"[0.5076923076923077, 0.4461538461538461, 0.5909090909090909, 0.5037878787878788, 0.4833333333333333]",0.5260869565217392,52,62,114,multimodal
P02,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.4257326007326007,0.0642604094759124,"[0.5341880341880342, 0.4188034188034188, 0.4017094017094017, 0.3632478632478633, 0.4107142857142857]",0.4454545454545455,44,66,110,face
P02,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.4513736263736264,0.1126445800454609,"[0.3162393162393162, 0.6025641025641025, 0.5256410256410257, 0.4017094017094017, 0.4107142857142857]",0.4272727272727272,44,66,110,face
P02,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.5078296703296703,0.1019148042492235,"[0.5, 0.5470085470085471, 0.5341880341880342, 0.3418803418803419, 0.6160714285714286]",0.5545454545454545,44,66,110,face
P02,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.442979242979243,0.0709713195976119,"[0.43162393162393164, 0.4786324786324786, 0.5341880341880342, 0.3418803418803419, 0.4285714285714286]",0.4636363636363637,44,66,110,face
P02,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.4905067155067155,0.0683038398926264,"[0.5, 0.46153846153846156, 0.5, 0.4017094017094017, 0.5892857142857143]",0.5454545454545455,44,66,110,face
P02,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.4641788766788767,0.0849627979872523,"[0.5, 0.45726495726495725, 0.5341880341880342, 0.3205128205128205, 0.5089285714285714]",0.509090909090909,44,66,110,face
P02,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.4475274725274725,0.0777799551116255,"[0.375, 0.5, 0.4583333333333333, 0.5416666666666667, 0.3626373626373626]",0.48,39,61,100,multimodal
P02,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5004120879120879,0.1492946445842189,"[0.3333333333333333, 0.625, 0.4166666666666667, 0.6875, 0.43956043956043955]",0.54,39,61,100,multimodal
P02,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4308608058608058,0.0709594328177104,"[0.4375, 0.5, 0.3541666666666667, 0.5, 0.3626373626373626]",0.4600000000000001,39,61,100,multimodal
P02,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.4484890109890109,0.1099383908360313,"[0.375, 0.4375, 0.3125, 0.5625, 0.554945054945055]",0.49,39,61,100,multimodal
P02,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.44253663003663,0.0974871582570608,"[0.3333333333333333, 0.4375, 0.375, 0.5833333333333333, 0.48351648351648346]",0.49,39,61,100,multimodal
P02,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.3859432234432234,0.0538965802448285,"[0.3333333333333333, 0.3541666666666667, 0.3541666666666667, 0.4375, 0.45054945054945056]",0.43,39,61,100,multimodal
P02,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.4789377289377289,0.0625020964641879,"[0.4583333333333333, 0.5833333333333333, 0.4166666666666667, 0.4583333333333333, 0.478021978021978]",0.53,39,61,100,multimodal
P02,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4324175824175825,0.0773855919561926,"[0.4791666666666667, 0.3541666666666667, 0.375, 0.5416666666666667, 0.41208791208791207]",0.48,39,61,100,multimodal
P02,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4181776556776556,0.0539564022043218,"[0.4583333333333333, 0.4583333333333333, 0.39583333333333337, 0.33333333333333337, 0.44505494505494503]",0.45,39,61,100,multimodal
P02,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.5288461538461539,0.0478627709072694,"[0.5897435897435898, 0.5448717948717949, 0.5064102564102564, 0.46153846153846156, 0.5416666666666666]",0.6555555555555556,29,64,93,face
P02,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.5435897435897437,0.0659041700639737,"[0.5448717948717949, 0.6282051282051282, 0.5, 0.46153846153846156, 0.5833333333333334]",0.6877192982456141,29,64,93,face
P02,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.5352564102564102,0.1045481181429493,"[0.6794871794871795, 0.5448717948717949, 0.5256410256410257, 0.38461538461538464, 0.5416666666666666]",0.6017543859649124,29,64,93,face
P02,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.4923076923076923,0.1081606118174169,"[0.5192307692307692, 0.5897435897435898, 0.5897435897435898, 0.34615384615384615, 0.4166666666666667]",0.5900584795321637,29,64,93,face
P02,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.5651282051282052,0.1097685988757499,"[0.5512820512820513, 0.5448717948717949, 0.5897435897435898, 0.7230769230769231, 0.41666666666666663]",0.6555555555555556,29,64,93,face
