participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,modality
P16,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5547222222222222,0.0740396331970291,"[0.5777777777777777, 0.5, 0.5833333333333333, 0.65, 0.4625]",0.6210144927536232,41,75,116,eeg
P16,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4786013986013985,0.0809337386293367,"[0.45104895104895104, 0.4192307692307692, 0.5606060606060606, 0.5681818181818181, 0.3939393939393939]",0.4829710144927536,54,62,116,eeg
P16,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5143589743589744,0.0788917593027637,"[0.5034965034965035, 0.5076923076923077, 0.6022727272727273, 0.5643939393939394, 0.3939393939393939]",0.5173913043478261,54,62,116,eeg
P16,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5377972027972028,0.1350826007431483,"[0.43356643356643354, 0.6076923076923078, 0.7424242424242424, 0.4734848484848485, 0.4318181818181818]",0.5355072463768116,54,62,116,eeg
P16,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5454895104895104,0.1219077002734565,"[0.465034965034965, 0.5692307692307692, 0.7424242424242424, 0.5189393939393939, 0.4318181818181818]",0.5438405797101449,54,62,116,eeg
P16,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5077272727272727,0.0693100622724176,"[0.4195804195804196, 0.6076923076923078, 0.5227272727272727, 0.5151515151515151, 0.4734848484848485]",0.5094202898550725,54,62,116,eeg
P16,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.4893939393939394,0.0608843992916279,"[0.5034965034965035, 0.5192307692307692, 0.5681818181818181, 0.42803030303030304, 0.42803030303030304]",0.4913043478260869,54,62,116,eeg
P16,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5244755244755245,0.0685992367666264,"[0.5419580419580419, 0.5576923076923077, 0.6098484848484849, 0.4772727272727273, 0.4356060606060606]",0.5257246376811594,54,62,116,eeg
P16,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5167832167832167,0.0993247040817203,"[0.5419580419580419, 0.5192307692307692, 0.6590909090909092, 0.38636363636363635, 0.4772727272727273]",0.5170289855072464,54,62,116,eeg
P16,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4570979020979021,0.0498959134703008,"[0.47202797202797203, 0.43846153846153846, 0.4507575757575758, 0.3939393939393939, 0.5303030303030303]",0.4394927536231884,54,62,116,eeg
P16,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5747086247086247,0.0978480137685333,"[0.7027972027972028, 0.5192307692307692, 0.5151515151515151, 0.6553030303030303, 0.4810606060606061]",0.5764492753623188,54,62,116,eeg
P16,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5494755244755245,0.0472595991941023,"[0.5419580419580419, 0.5576923076923077, 0.553030303030303, 0.6136363636363636, 0.4810606060606061]",0.5518115942028985,54,62,116,eeg
P16,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5658041958041957,0.0981627866668164,"[0.5279720279720279, 0.6192307692307693, 0.6931818181818181, 0.4318181818181818, 0.5568181818181819]",0.5692028985507246,54,62,116,eeg
P16,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5582284382284383,0.0720142907058436,"[0.5279720279720279, 0.6192307692307693, 0.6477272727272727, 0.4772727272727273, 0.5189393939393939]",0.5605072463768116,54,62,116,eeg
P16,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5414102564102563,0.0638033863948656,"[0.5419580419580419, 0.6461538461538461, 0.5227272727272727, 0.4734848484848485, 0.5227272727272727]",0.5431159420289855,54,62,116,eeg
P16,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5351165501165501,0.0664772277087213,"[0.5419580419580419, 0.5692307692307692, 0.6136363636363636, 0.5151515151515151, 0.4356060606060606]",0.5344202898550725,54,62,116,eeg
P16,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5488344988344988,0.0942446161980084,"[0.49650349650349646, 0.5961538461538461, 0.6931818181818181, 0.4810606060606061, 0.4772727272727273]",0.5521739130434783,54,62,116,eeg
P16,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5208041958041958,0.0564958582042041,"[0.48951048951048953, 0.5576923076923077, 0.5606060606060606, 0.4356060606060606, 0.5606060606060606]",0.5260869565217391,54,62,116,eeg
P16,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.492995337995338,0.0977082663296359,"[0.5734265734265734, 0.5923076923076923, 0.5189393939393939, 0.3939393939393939, 0.38636363636363635]",0.4905797101449275,54,62,116,eeg
P16,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5361888111888111,0.0999757837132243,"[0.6958041958041958, 0.5192307692307692, 0.46969696969696967, 0.5568181818181819, 0.43939393939393934]",0.5416666666666667,54,62,116,eeg
P16,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5258041958041958,0.0627401223500104,"[0.6328671328671329, 0.49615384615384617, 0.5, 0.4734848484848485, 0.5265151515151515]",0.5336956521739131,54,62,116,eeg
P16,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5963053613053613,0.0774025461144547,"[0.6118881118881119, 0.6461538461538461, 0.6893939393939394, 0.5189393939393939, 0.5151515151515151]",0.6032608695652174,54,62,116,eeg
P16,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.6021328671328672,0.1198054103493065,"[0.5804195804195804, 0.6461538461538461, 0.7840909090909092, 0.4772727272727273, 0.5227272727272727]",0.6036231884057971,54,62,116,eeg
P16,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5493939393939394,0.0377363648451402,"[0.5944055944055944, 0.5692307692307692, 0.5606060606060606, 0.5, 0.5227272727272727]",0.5514492753623188,54,62,116,eeg
P16,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5010256410256411,0.0694542695490951,"[0.534965034965035, 0.5307692307692308, 0.571969696969697, 0.4734848484848485, 0.3939393939393939]",0.4996376811594203,54,62,116,eeg
P16,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5282634032634033,0.130556291108824,"[0.5034965034965035, 0.5961538461538461, 0.696969696969697, 0.5, 0.3446969696969697]",0.5347826086956522,54,62,116,eeg
P16,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4954545454545455,0.0642106130070457,"[0.5034965034965035, 0.5192307692307692, 0.5643939393939394, 0.5, 0.39015151515151514]",0.5,54,62,116,eeg
P16,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5263053613053612,0.1060158464942443,"[0.5, 0.6807692307692308, 0.5606060606060606, 0.39015151515151514, 0.5]",0.5344202898550725,54,62,116,eeg
P17,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5713352007469654,0.0543672792845675,"[0.6260504201680672, 0.6260504201680672, 0.5555555555555556, 0.5, 0.5490196078431372]",0.6804347826086957,32,87,119,eeg
P17,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.626890756302521,0.0699705257361488,"[0.6554621848739496, 0.5966386554621849, 0.5277777777777778, 0.6388888888888888, 0.7156862745098038]",0.6978260869565217,32,87,119,eeg
P17,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.4646591970121382,0.0504943021925982,"[0.5042016806722689, 0.4579831932773109, 0.5277777777777778, 0.41666666666666663, 0.4166666666666667]",0.3351449275362319,32,87,119,eeg
P17,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.4683473389355742,0.0434696055327087,"[0.47478991596638653, 0.5336134453781513, 0.4722222222222222, 0.4444444444444444, 0.4166666666666667]",0.3518115942028985,32,87,119,eeg
P17,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.523389355742297,0.0823507445013195,"[0.5756302521008403, 0.4579831932773109, 0.5555555555555556, 0.6111111111111112, 0.4166666666666667]",0.3768115942028985,32,87,119,eeg
P17,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5067226890756302,0.0787387752807211,"[0.5168067226890756, 0.4579831932773109, 0.4444444444444444, 0.6388888888888888, 0.4754901960784314]",0.3525362318840579,32,87,119,eeg
P17,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.572875816993464,0.1045327419960201,"[0.5546218487394958, 0.680672268907563, 0.5555555555555556, 0.4166666666666667, 0.6568627450980392]",0.6554347826086956,32,87,119,eeg
P17,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6261904761904762,0.0810564944667209,"[0.6512605042016807, 0.680672268907563, 0.5277777777777778, 0.5555555555555556, 0.7156862745098038]",0.6644927536231884,32,87,119,eeg
P17,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5052287581699346,0.0459467129559665,"[0.5, 0.5, 0.5833333333333333, 0.4722222222222222, 0.47058823529411764]",0.672463768115942,32,87,119,eeg
P17,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.4941176470588235,0.0236392226978519,"[0.5, 0.5, 0.5277777777777778, 0.4722222222222222, 0.47058823529411764]",0.7057971014492754,32,87,119,eeg
P17,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5215686274509804,0.0609019172954853,"[0.47058823529411764, 0.5, 0.611111111111111, 0.5555555555555556, 0.47058823529411764]",0.7141304347826087,32,87,119,eeg
P17,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5253968253968254,0.0434193748719958,"[0.5798319327731092, 0.5210084033613445, 0.5, 0.5555555555555556, 0.47058823529411764]",0.6391304347826087,32,87,119,eeg
P17,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5648459383753501,0.0560356349156001,"[0.5252100840336134, 0.5, 0.5555555555555556, 0.6111111111111112, 0.6323529411764706]",0.6557971014492754,32,87,119,eeg
P17,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.561484593837535,0.0888079863924553,"[0.5084033613445378, 0.5, 0.5277777777777778, 0.5555555555555556, 0.7156862745098038]",0.6394927536231884,32,87,119,eeg
P17,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4777777777777777,0.0496903994999953,"[0.5, 0.5, 0.5, 0.3888888888888889, 0.5]",0.6021739130434783,32,87,119,eeg
P17,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4888888888888889,0.0248451997499976,"[0.5, 0.5, 0.5, 0.4444444444444444, 0.5]",0.5688405797101449,32,87,119,eeg
P17,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5166666666666666,0.0372677996249964,"[0.5, 0.5, 0.5833333333333333, 0.5, 0.5]",0.5938405797101449,32,87,119,eeg
P17,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5111111111111111,0.0248451997499976,"[0.5, 0.5, 0.5555555555555556, 0.5, 0.5]",0.6811594202898551,32,87,119,eeg
P17,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5714885114885114,0.0993177167893755,"[0.49650349650349646, 0.6433566433566433, 0.5642857142857143, 0.4571428571428572, 0.6961538461538461]",0.597463768115942,52,67,119,eeg
P17,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.615054945054945,0.0857835546866204,"[0.6258741258741258, 0.6433566433566433, 0.5642857142857143, 0.5071428571428571, 0.7346153846153847]",0.6394927536231884,52,67,119,eeg
P17,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5665734265734266,0.0727570736963939,"[0.6433566433566433, 0.6433566433566433, 0.5071428571428571, 0.4928571428571429, 0.5461538461538462]",0.5963768115942029,52,67,119,eeg
P17,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5728071928071928,0.0899120920522999,"[0.6433566433566433, 0.6888111888111889, 0.5071428571428571, 0.47857142857142854, 0.5461538461538462]",0.6047101449275363,52,67,119,eeg
P17,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5655344655344655,0.0763069945183123,"[0.6433566433566433, 0.5524475524475525, 0.4928571428571429, 0.4928571428571429, 0.6461538461538461]",0.5971014492753624,52,67,119,eeg
P17,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.531908091908092,0.0892835269357547,"[0.48951048951048953, 0.5524475524475525, 0.5642857142857143, 0.40714285714285714, 0.6461538461538461]",0.563768115942029,52,67,119,eeg
P17,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.549000999000999,0.050003617629988,"[0.5909090909090909, 0.5524475524475525, 0.47857142857142854, 0.6, 0.5230769230769231]",0.596376811594203,52,67,119,eeg
P17,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5761438561438561,0.0193562920841637,"[0.5909090909090909, 0.5524475524475525, 0.5642857142857143, 0.6, 0.573076923076923]",0.6217391304347826,52,67,119,eeg
P17,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5691808191808192,0.0623568109182336,"[0.5664335664335665, 0.6503496503496503, 0.5285714285714286, 0.4928571428571429, 0.6076923076923078]",0.5967391304347827,52,67,119,eeg
P17,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.600979020979021,0.0633345813938178,"[0.5874125874125874, 0.6713286713286714, 0.5928571428571429, 0.5071428571428571, 0.6461538461538461]",0.613768115942029,52,67,119,eeg
P17,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6257842157842158,0.0530344922913138,"[0.5944055944055944, 0.6713286713286714, 0.6214285714285714, 0.5571428571428572, 0.6846153846153846]",0.6307971014492754,52,67,119,eeg
P17,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5958741258741259,0.1001112815338542,"[0.6118881118881119, 0.7482517482517483, 0.6071428571428572, 0.4928571428571429, 0.5192307692307692]",0.6126811594202899,52,67,119,eeg
P17,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.6012287712287712,0.0996226767351817,"[0.7027972027972028, 0.7027972027972028, 0.5, 0.5928571428571429, 0.5076923076923077]",0.6126811594202899,52,67,119,eeg
P17,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5907392607392608,0.090714321331984,"[0.6643356643356644, 0.6503496503496503, 0.5357142857142857, 0.4571428571428572, 0.6461538461538461]",0.6054347826086957,52,67,119,eeg
P17,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.586973026973027,0.1152149545588862,"[0.6258741258741258, 0.6958041958041958, 0.4714285714285714, 0.4571428571428572, 0.6846153846153846]",0.6057971014492753,52,67,119,eeg
P17,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5452547452547453,0.0377036529734119,"[0.5279720279720279, 0.6048951048951049, 0.5571428571428572, 0.5285714285714286, 0.5076923076923077]",0.5710144927536233,52,67,119,eeg
P17,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.538111888111888,0.0402174216050443,"[0.5279720279720279, 0.6048951048951049, 0.5071428571428571, 0.5428571428571428, 0.5076923076923077]",0.5626811594202898,52,67,119,eeg
P17,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.6083716283716283,0.0893276911028605,"[0.7097902097902098, 0.6573426573426573, 0.5071428571428571, 0.5214285714285715, 0.6461538461538461]",0.6221014492753623,52,67,119,eeg
P17,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.6263936063936064,0.0530603160593886,"[0.5944055944055944, 0.6958041958041958, 0.65, 0.5571428571428572, 0.6346153846153846]",0.6471014492753623,52,67,119,eeg
P17,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.648951048951049,0.0363195774682656,"[0.6853146853146853, 0.6363636363636364, 0.6571428571428571, 0.5928571428571429, 0.6730769230769231]",0.6641304347826087,52,67,119,eeg
P17,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5225174825174825,0.0798331070215958,"[0.6433566433566433, 0.5, 0.5571428571428572, 0.44285714285714284, 0.46923076923076923]",0.5539855072463767,52,67,119,eeg
P17,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5871928071928072,0.1091565894154511,"[0.6958041958041958, 0.7027972027972028, 0.4714285714285714, 0.4928571428571429, 0.573076923076923]",0.6134057971014493,52,67,119,eeg
P17,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5388211788211789,0.0885563419883724,"[0.5874125874125874, 0.5979020979020979, 0.44285714285714284, 0.44285714285714284, 0.6230769230769231]",0.5721014492753623,52,67,119,eeg
P17,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5577522477522477,0.0924542933534439,"[0.5874125874125874, 0.5524475524475525, 0.6571428571428571, 0.40714285714285714, 0.5846153846153846]",0.580072463768116,52,67,119,eeg
P17,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.513036963036963,0.0465215469120652,"[0.520979020979021, 0.5524475524475525, 0.5428571428571428, 0.5142857142857143, 0.4346153846153846]",0.5539855072463769,52,67,119,eeg
P17,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5626473526473527,0.0482055818342846,"[0.5594405594405594, 0.6433566433566433, 0.55, 0.5142857142857143, 0.5461538461538462]",0.6047101449275363,52,67,119,eeg
P17,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.6271828171828172,0.0631063720174705,"[0.6398601398601399, 0.7097902097902098, 0.5714285714285714, 0.5571428571428572, 0.6576923076923077]",0.6304347826086957,52,67,119,eeg
P18,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5339160839160839,0.1029618202614736,"[0.5, 0.5833333333333334, 0.37412587412587417, 0.6439393939393939, 0.5681818181818181]",0.5351449275362319,61,57,118,eeg
P18,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5331585081585082,0.1042550401854914,"[0.5, 0.5833333333333334, 0.37412587412587417, 0.5568181818181819, 0.6515151515151515]",0.5351449275362319,61,57,118,eeg
P18,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5283799533799534,0.1369643022552301,"[0.5416666666666666, 0.5, 0.34265734265734266, 0.7272727272727273, 0.5303030303030303]",0.5271739130434783,61,57,118,eeg
P18,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5359557109557109,0.0769806130624187,"[0.625, 0.5416666666666666, 0.43356643356643354, 0.5909090909090909, 0.48863636363636365]",0.5340579710144928,61,57,118,eeg
P18,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.4995920745920745,0.1148812629960374,"[0.5833333333333333, 0.5416666666666667, 0.2972027972027972, 0.5454545454545454, 0.5303030303030303]",0.5007246376811594,61,57,118,eeg
P18,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.4836829836829836,0.0991864346220602,"[0.5416666666666666, 0.5833333333333333, 0.34265734265734266, 0.42045454545454547, 0.5303030303030303]",0.4829710144927536,61,57,118,eeg
P18,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.552972027972028,0.1197234090137033,"[0.41666666666666663, 0.5833333333333334, 0.5034965034965035, 0.5227272727272727, 0.7386363636363636]",0.5521739130434783,61,57,118,eeg
P18,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5522144522144522,0.103748713242008,"[0.4583333333333333, 0.625, 0.5034965034965035, 0.4772727272727273, 0.696969696969697]",0.5514492753623188,61,57,118,eeg
P18,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5952797202797203,0.1178536515590919,"[0.5833333333333334, 0.5833333333333334, 0.4195804195804196, 0.6477272727272727, 0.7424242424242424]",0.5949275362318841,61,57,118,eeg
P18,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5715617715617716,0.0933426100898449,"[0.5416666666666667, 0.5833333333333334, 0.43356643356643354, 0.6856060606060606, 0.6136363636363636]",0.5692028985507246,61,57,118,eeg
P18,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5345571095571096,0.1191086452196698,"[0.625, 0.5833333333333333, 0.3356643356643357, 0.5151515151515151, 0.6136363636363636]",0.5344202898550725,61,57,118,eeg
P18,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.517890442890443,0.1153545541943142,"[0.5416666666666667, 0.5416666666666667, 0.3356643356643357, 0.5151515151515151, 0.6553030303030303]",0.5181159420289856,61,57,118,eeg
P18,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5248251748251749,0.1302554124955737,"[0.45833333333333337, 0.5833333333333334, 0.4195804195804196, 0.4356060606060606, 0.7272727272727273]",0.5264492753623189,61,57,118,eeg
P18,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.53997668997669,0.0283933223825342,"[0.5416666666666666, 0.5833333333333334, 0.5104895104895105, 0.5189393939393939, 0.5454545454545454]",0.5423913043478261,61,57,118,eeg
P18,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5406177156177157,0.0523704431868434,"[0.5, 0.5833333333333334, 0.47202797202797203, 0.5568181818181819, 0.5909090909090909]",0.5431159420289855,61,57,118,eeg
P18,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5041375291375292,0.0738285423037432,"[0.5833333333333333, 0.5, 0.3881118881118881, 0.5492424242424242, 0.5]",0.5090579710144928,61,57,118,eeg
P18,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.543006993006993,0.1348728667519249,"[0.5833333333333333, 0.5416666666666666, 0.32867132867132864, 0.5606060606060606, 0.7007575757575758]",0.5438405797101449,61,57,118,eeg
P18,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.551981351981352,0.1560703817327468,"[0.5, 0.7083333333333334, 0.3356643356643357, 0.5151515151515151, 0.7007575757575758]",0.5518115942028985,61,57,118,eeg
P18,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5932400932400932,0.0683686525279381,"[0.5419580419580419, 0.625, 0.5, 0.6515151515151515, 0.6477272727272727]",0.5942028985507246,57,61,118,eeg
P18,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5939976689976689,0.0616193643340474,"[0.5874125874125874, 0.5833333333333334, 0.5, 0.6515151515151515, 0.6477272727272727]",0.5942028985507246,57,61,118,eeg
P18,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5731351981351981,0.0599068591103275,"[0.6573426573426573, 0.5416666666666667, 0.5, 0.5643939393939394, 0.6022727272727273]",0.5764492753623188,57,61,118,eeg
P18,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.6246503496503497,0.0511666128928608,"[0.6573426573426573, 0.6666666666666666, 0.5416666666666666, 0.6098484848484849, 0.6477272727272727]",0.6271739130434782,57,61,118,eeg
P18,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5896853146853147,0.063446727162538,"[0.6643356643356644, 0.625, 0.5, 0.6022727272727273, 0.5568181818181819]",0.5931159420289855,57,61,118,eeg
P18,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.6078671328671328,0.0646870865378193,"[0.6643356643356644, 0.625, 0.5, 0.6477272727272727, 0.6022727272727273]",0.6105072463768116,57,61,118,eeg
P18,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5840326340326341,0.0613815783632678,"[0.5944055944055944, 0.6666666666666667, 0.5, 0.6022727272727273, 0.5568181818181819]",0.5847826086956521,57,61,118,eeg
P18,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.6099067599067599,0.0657970957933155,"[0.6328671328671329, 0.6666666666666667, 0.5, 0.6477272727272727, 0.6022727272727273]",0.6105072463768116,57,61,118,eeg
P18,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5115384615384616,0.0677689068911853,"[0.5804195804195804, 0.5416666666666667, 0.5416666666666666, 0.48863636363636365, 0.40530303030303033]",0.5072463768115942,57,61,118,eeg
P18,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6289627039627039,0.0859840042723878,"[0.6713286713286714, 0.5416666666666667, 0.5416666666666667, 0.6515151515151515, 0.7386363636363636]",0.6282608695652174,57,61,118,eeg
P18,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5773310023310023,0.0748393905012741,"[0.6328671328671329, 0.45833333333333337, 0.5833333333333334, 0.5643939393939394, 0.6477272727272727]",0.5768115942028985,57,61,118,eeg
P18,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5412004662004662,0.0580811897584473,"[0.6188811188811189, 0.45833333333333337, 0.5416666666666667, 0.5265151515151515, 0.5606060606060606]",0.5423913043478261,57,61,118,eeg
P18,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5814685314685315,0.0491162297976636,"[0.6573426573426573, 0.5416666666666666, 0.5416666666666666, 0.5643939393939394, 0.6022727272727273]",0.5847826086956521,57,61,118,eeg
P18,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6086247086247086,0.0463595394958398,"[0.6188811188811189, 0.5833333333333334, 0.5416666666666667, 0.6515151515151515, 0.6477272727272727]",0.6108695652173913,57,61,118,eeg
P18,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.6010489510489511,0.0936143512253466,"[0.7097902097902098, 0.5833333333333334, 0.45833333333333337, 0.6515151515151515, 0.6022727272727273]",0.6021739130434783,57,61,118,eeg
P18,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.6008158508158508,0.0405676660536408,"[0.5419580419580419, 0.625, 0.5833333333333333, 0.606060606060606, 0.6477272727272727]",0.6021739130434783,57,61,118,eeg
P18,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5925990675990676,0.0764929234308377,"[0.6258741258741258, 0.625, 0.45833333333333337, 0.606060606060606, 0.6477272727272727]",0.5938405797101449,57,61,118,eeg
P18,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5414335664335664,0.133315643336409,"[0.6958041958041958, 0.5416666666666667, 0.41666666666666663, 0.4015151515151515, 0.6515151515151515]",0.5420289855072464,57,61,118,eeg
P18,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5813519813519814,0.0591058926167309,"[0.6643356643356644, 0.5416666666666667, 0.5833333333333333, 0.606060606060606, 0.5113636363636364]",0.5844202898550724,57,61,118,eeg
P18,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5318764568764569,0.0259410752627765,"[0.5419580419580419, 0.5416666666666667, 0.5, 0.5643939393939394, 0.5113636363636364]",0.5340579710144928,57,61,118,eeg
P18,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.6018065268065268,0.1005503581422009,"[0.7097902097902098, 0.45833333333333337, 0.5416666666666666, 0.6515151515151515, 0.6477272727272727]",0.602536231884058,57,61,118,eeg
P18,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5933566433566433,0.0801993221170394,"[0.6258741258741258, 0.5833333333333333, 0.45833333333333337, 0.6515151515151515, 0.6477272727272727]",0.5942028985507246,57,61,118,eeg
P18,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5646853146853147,0.0639716426343703,"[0.6188811188811189, 0.5833333333333333, 0.45833333333333337, 0.606060606060606, 0.5568181818181819]",0.5681159420289855,57,61,118,eeg
P18,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5987762237762237,0.0774069049032872,"[0.7097902097902098, 0.625, 0.5416666666666666, 0.606060606060606, 0.5113636363636364]",0.6010869565217392,57,61,118,eeg
P18,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5508158508158508,0.0860165818996663,"[0.5874125874125874, 0.4166666666666667, 0.5416666666666667, 0.6515151515151515, 0.5568181818181819]",0.5518115942028985,57,61,118,eeg
P18,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5257575757575758,0.1065128345797406,"[0.5, 0.375, 0.5, 0.606060606060606, 0.6477272727272727]",0.5355072463768116,57,61,118,eeg
