participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,absolute_rank,transfer_rank,delta_ba_from_best,selection_reason,label_definition,preprocessing_condition,final_refit_best_parameters,final_refit_inner_balanced_accuracy,actual_selected_feature_names,outer_fold_selection_metadata,inference_preprocessing_parameters,final_model_path
P01,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5818070818070817,0.08304968341089072,"[0.5119047619047619, 0.6150793650793651, 0.5854700854700855, 0.49572649572649574, 0.7008547008547008]",0.598814229249012,45,67,112,1,1,0.0,best,LOW: rating < 4; HIGH: rating >= 4,no_ica source run p01_no_ica; merged trial table /home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P01/Image_Experiment/runs/p01_no_ica/merged/p01_image_trial_dataset.csv,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5588713219148002,"[""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_se_gamma__C4""]","[{""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.6674836601307191, ""selected_feature_names"": ""[\""eeg_sd__Cz\"", \""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hm__Fz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.4705882352941176, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hm__Fz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_bp_gamma__C3\"", \""eeg_bp_gamma__C4\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.6342592592592593, ""selected_feature_names"": ""[\""eeg_sd__Cz\"", \""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_bp_gamma__C3\"", \""eeg_bp_gamma__Fz\"", \""eeg_se_gamma__C4\"", \""eeg_se_gamma__Cz\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": null}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.5046296296296297, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_bp_beta__Cz\"", \""eeg_bp_gamma__C4\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": null}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.5092592592592593, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__C3\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_bp_beta__C4\"", \""eeg_se_beta__C3\"", \""eeg_se_beta__Cz\"", \""eeg_se_beta__Fz\"", \""eeg_se_gamma__C4\""]""}]","{""scaler_mean"": [5.155781038135139, 4.133198564248197, 4.314817691894132, 7.245615683525718, 0.2620021973248473, 0.2923817289226816, 0.24830975307939282, 0.21921383772287292, 1.9993597022286074, 1.7288284759359982, 1.9151559762350614, 2.26523316194056, 7.098214285714286, 9.044642857142858, 7.0625, 5.375, 4.855173627140112, 4.98529620601547, 3.594588170364806, 6.326018169981869, 3.4350347577798277, 3.398970048347952, 3.321117978748345, 3.5409225330696263, 0.2337660607781086, 0.2283756833532528, 0.15488554357435197, 0.39349958359145376, 2.9815987092933223, 3.000948883602355, 3.0302252487043098, 3.095127414812545], ""scaler_scale"": [2.705822249488333, 0.75743753316585, 0.6348048238745065, 1.002344872021807, 0.04975092441784703, 0.026135128288766876, 0.022210277078580625, 0.02779878563711354, 0.5372133381993696, 0.19302046831202663, 0.2116500925995221, 0.31796020601497477, 2.8061152017531645, 2.245584528012468, 1.9146113462378878, 1.6856802357335916, 2.722978877570774, 2.023525209670992, 1.2261658929778185, 1.5462370465348831, 0.497673161467211, 0.40189056307081406, 0.3891789901327065, 0.36188780405214965, 0.15739307489650697, 0.09877434834253415, 0.06600587796910916, 0.1336873291604973, 0.21042982303011637, 0.19356946366651137, 0.15526672333908936, 0.14490958023773015], ""input_feature_names"": [""eeg_sd__C3"", ""eeg_sd__C4"", ""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz""], ""selected_feature_names"": [""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_se_gamma__C4""], ""selector_scores"": [0.0006040284192019605, 0.09924192994422452, 1.8646143827377135, 5.312655273279678, 1.2013229514384522, 1.2992323986145633, 1.798986392594675, 2.736347829053005, 0.31489937384570255, 0.2902435025671695, 1.9080278976124374, 3.763791591560541, 0.34217949297646927, 0.26030472546969385, 1.4065192338846273, 0.10623066186242817, 2.3116627153681923, 2.4720369541079825, 0.1666898386012291, 0.5120327958458583, 0.8221088942332083, 0.05520802673222788, 0.9079846813250448, 0.9320636865879112, 1.482212605105292, 1.0190806411352387, 0.1064422501472982, 1.3191070962945557, 0.5144428343465115, 6.1870822048154, 0.856752553654988, 0.1380252371367762]}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P01_arousal_rank1.joblib
P01,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5368131868131869,0.07855069632826378,"[0.4920634920634921, 0.5595238095238095, 0.4358974358974359, 0.6452991452991452, 0.5512820512820513]",0.5628458498023716,45,67,112,2,2,-0.044993894993894834,next_best_stable,LOW: rating < 4; HIGH: rating >= 4,no_ica source run p01_no_ica; merged trial table /home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P01/Image_Experiment/runs/p01_no_ica/merged/p01_image_trial_dataset.csv,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5211242863416776,"[""eeg_sd__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C4"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__C4""]","[{""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": null}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.6119281045751633, ""selected_feature_names"": ""[\""eeg_sd__Cz\"", \""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hm__Fz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": null}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.4468954248366013, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_se_beta__PO8\"", \""eeg_bp_gamma__C3\"", \""eeg_bp_gamma__C4\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\"", \""eeg_se_gamma__Pz\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.01, \""classifier__class_weight\"": \""balanced\""}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.5740740740740741, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_se_beta__Oz\"", \""eeg_bp_gamma__Fz\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": null}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.48148148148148157, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_sd__Pz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C4\"", \""eeg_bp_gamma__Oz\"", \""eeg_bp_gamma__Pz\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 0.1, \""classifier__class_weight\"": null}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.4953703703703704, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_bp_beta__C4\"", \""eeg_se_beta__Fz\"", \""eeg_se_beta__Oz\"", \""eeg_bp_gamma__Oz\"", \""eeg_se_gamma__C4\""]""}]","{""scaler_mean"": [5.155781038135139, 4.133198564248197, 4.314817691894132, 7.245615683525718, 6.996691154339451, 4.525916339136055, 5.454043260505161, 4.113370553159686, 0.2620021973248473, 0.2923817289226816, 0.24830975307939282, 0.21921383772287292, 0.22582490616759063, 0.24944694994990954, 0.24490539052873328, 0.24090100209039972, 1.9993597022286074, 1.7288284759359982, 1.9151559762350614, 2.26523316194056, 2.071619892592241, 2.1008576202407543, 2.1098736240380873, 2.06321683928457, 7.098214285714286, 9.044642857142858, 7.0625, 5.375, 6.098214285714286, 5.964285714285714, 5.866071428571429, 6.160714285714286, 4.855173627140112, 4.98529620601547, 3.594588170364806, 6.326018169981869, 7.523886295290414, 3.5002763839392004, 4.770499113593688, 3.0065537509824387, 3.4350347577798277, 3.398970048347952, 3.321117978748345, 3.5409225330696263, 3.3866799112910106, 3.6161738480741072, 3.651174699661427, 3.385297921517499, 0.2337660607781086, 0.2283756833532528, 0.15488554357435197, 0.39349958359145376, 0.3033892335083834, 0.2514608200619388, 0.2818076766508002, 0.13703949325722467, 2.9815987092933223, 3.000948883602355, 3.0302252487043098, 3.095127414812545, 3.0739929751579385, 3.063588027122979, 3.071028882803302, 3.0460677331946306], ""scaler_scale"": [2.705822249488333, 0.75743753316585, 0.6348048238745065, 1.002344872021807, 2.317717067986108, 0.716729248831204, 2.973307341392066, 1.6710739660292733, 0.04975092441784703, 0.026135128288766876, 0.022210277078580625, 0.02779878563711354, 0.03230940492212723, 0.029363137778293573, 0.036851769854483234, 0.03528168516142805, 0.5372133381993696, 0.19302046831202663, 0.2116500925995221, 0.31796020601497477, 0.39314905322139126, 0.2608159702052979, 0.3523979094793379, 0.4167218014377883, 2.8061152017531645, 2.245584528012468, 1.9146113462378878, 1.6856802357335916, 1.8990590782419228, 1.7572735143060778, 2.0331868709100047, 2.661073801214503, 2.722978877570774, 2.023525209670992, 1.2261658929778185, 1.5462370465348831, 3.7593061074392016, 1.12897809526043, 5.569238533321689, 3.1800045567987354, 0.497673161467211, 0.40189056307081406, 0.3891789901327065, 0.36188780405214965, 0.23831375707730515, 0.2589079559114028, 0.2528587174530624, 0.4088536687673195, 0.15739307489650697, 0.09877434834253415, 0.06600587796910916, 0.1336873291604973, 0.13697047942975035, 0.12906357640484, 0.21135680758681386, 0.21656443015294874, 0.21042982303011637, 0.19356946366651137, 0.15526672333908936, 0.14490958023773015, 0.1629298419661136, 0.17392696653789072, 0.16499629883521752, 0.15763098603982673], ""input_feature_names"": [""eeg_sd__C3"", ""eeg_sd__C4"", ""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_sd__Oz"", ""eeg_sd__PO7"", ""eeg_sd__PO8"", ""eeg_sd__Pz"", ""eeg_hm__C3"", ""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hm__Oz"", ""eeg_hm__PO7"", ""eeg_hm__PO8"", ""eeg_hm__Pz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_hc__Oz"", ""eeg_hc__PO7"", ""eeg_hc__PO8"", ""eeg_hc__Pz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__Oz"", ""eeg_mf_hz__PO7"", ""eeg_mf_hz__PO8"", ""eeg_mf_hz__Pz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__Oz"", ""eeg_bp_beta__PO7"", ""eeg_bp_beta__PO8"", ""eeg_bp_beta__Pz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_se_beta__Pz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_bp_gamma__PO8"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__Oz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""eeg_se_gamma__Pz""], ""selected_feature_names"": [""eeg_sd__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C4"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__C4""], ""selector_scores"": [0.0006040284192019605, 0.09924192994422452, 1.8646143827377135, 5.312655273279678, 0.19492034861968402, 0.35701852130195527, 0.0057169687019057395, 0.20483299925016743, 1.2013229514384522, 1.2992323986145633, 1.798986392594675, 2.736347829053005, 0.978768298831411, 0.0008768595201629265, 0.006513654367570555, 0.1960202950678624, 0.31489937384570255, 0.2902435025671695, 1.9080278976124374, 3.763791591560541, 0.0005695113972995212, 0.053263170137802636, 0.4441141140536998, 0.45375679775927324, 0.34217949297646927, 0.26030472546969385, 1.4065192338846273, 0.10623066186242817, 0.11842877611279869, 0.06769044251363922, 0.3157999078150314, 0.3117619622771738, 2.3116627153681923, 2.4720369541079825, 0.1666898386012291, 0.5120327958458583, 0.16815276517505598, 3.77005830982051e-06, 0.41008753458703606, 1.367315406229249, 0.8221088942332083, 0.05520802673222788, 0.9079846813250448, 0.9320636865879112, 2.6419138740383437, 0.20595696171762015, 2.4607288718979303, 0.3924786703972886, 1.482212605105292, 1.0190806411352387, 0.1064422501472982, 1.3191070962945557, 4.383951408345963, 0.1210186948611685, 0.18275290586283574, 1.7827234817775894, 0.5144428343465115, 6.1870822048154, 0.856752553654988, 0.1380252371367762, 0.011589700490482028, 0.47553529859212906, 0.01025849768933268, 1.477516862559963]}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P01_arousal_rank2.joblib
P01,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5362637362637364,0.10008263315759088,"[0.42063492063492064, 0.5, 0.49145299145299143, 0.5897435897435898, 0.6794871794871795]",0.5636363636363637,45,67,112,3,3,-0.04554334554334538,next_best_stable,LOW: rating < 4; HIGH: rating >= 4,no_ica source run p01_no_ica; merged trial table /home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/derived/P01/Image_Experiment/runs/p01_no_ica/merged/p01_image_trial_dataset.csv,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5426877470355731,"[""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_se_gamma__C4""]","[{""best_parameters"": ""{\""classifier__C\"": 10, \""classifier__class_weight\"": \""balanced\"", \""classifier__gamma\"": 0.001, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 1, ""inner_best_balanced_accuracy"": 0.6448801742919389, ""selected_feature_names"": ""[\""eeg_sd__Cz\"", \""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hm__Fz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": null, \""classifier__gamma\"": 0.01, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 2, ""inner_best_balanced_accuracy"": 0.5277777777777778, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_bp_gamma__C3\"", \""eeg_bp_gamma__C4\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": \""balanced\"", \""classifier__kernel\"": \""linear\""}"", ""fold"": 3, ""inner_best_balanced_accuracy"": 0.5416666666666666, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_gamma__C3\"", \""eeg_bp_gamma__Fz\"", \""eeg_se_gamma__C4\"", \""eeg_se_gamma__Cz\""]""}, {""best_parameters"": ""{\""classifier__C\"": 1, \""classifier__class_weight\"": null, \""classifier__kernel\"": \""linear\""}"", ""fold"": 4, ""inner_best_balanced_accuracy"": 0.5416666666666666, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Cz\"", \""eeg_hc__Cz\"", \""eeg_hc__Fz\"", \""eeg_bp_beta__C3\"", \""eeg_bp_beta__C4\"", \""eeg_bp_beta__Cz\"", \""eeg_se_gamma__C4\""]""}, {""best_parameters"": ""{\""classifier__C\"": 10, \""classifier__class_weight\"": \""balanced\"", \""classifier__gamma\"": 0.001, \""classifier__kernel\"": \""rbf\""}"", ""fold"": 5, ""inner_best_balanced_accuracy"": 0.5555555555555555, ""selected_feature_names"": ""[\""eeg_sd__Fz\"", \""eeg_hm__Fz\"", \""eeg_hc__Fz\"", \""eeg_mf_hz__Cz\"", \""eeg_bp_beta__C4\"", \""eeg_se_beta__C3\"", \""eeg_se_beta__Fz\"", \""eeg_se_gamma__C4\""]""}]","{""scaler_mean"": [5.155781038135139, 4.133198564248197, 4.314817691894132, 7.245615683525718, 0.2620021973248473, 0.2923817289226816, 0.24830975307939282, 0.21921383772287292, 1.9993597022286074, 1.7288284759359982, 1.9151559762350614, 2.26523316194056, 7.098214285714286, 9.044642857142858, 7.0625, 5.375, 4.855173627140112, 4.98529620601547, 3.594588170364806, 6.326018169981869, 3.4350347577798277, 3.398970048347952, 3.321117978748345, 3.5409225330696263, 0.2337660607781086, 0.2283756833532528, 0.15488554357435197, 0.39349958359145376, 2.9815987092933223, 3.000948883602355, 3.0302252487043098, 3.095127414812545], ""scaler_scale"": [2.705822249488333, 0.75743753316585, 0.6348048238745065, 1.002344872021807, 0.04975092441784703, 0.026135128288766876, 0.022210277078580625, 0.02779878563711354, 0.5372133381993696, 0.19302046831202663, 0.2116500925995221, 0.31796020601497477, 2.8061152017531645, 2.245584528012468, 1.9146113462378878, 1.6856802357335916, 2.722978877570774, 2.023525209670992, 1.2261658929778185, 1.5462370465348831, 0.497673161467211, 0.40189056307081406, 0.3891789901327065, 0.36188780405214965, 0.15739307489650697, 0.09877434834253415, 0.06600587796910916, 0.1336873291604973, 0.21042982303011637, 0.19356946366651137, 0.15526672333908936, 0.14490958023773015], ""input_feature_names"": [""eeg_sd__C3"", ""eeg_sd__C4"", ""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__C3"", ""eeg_hm__C4"", ""eeg_hm__Cz"", ""eeg_hm__Fz"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_bp_beta__Cz"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Cz"", ""eeg_se_gamma__Fz""], ""selected_feature_names"": [""eeg_sd__Cz"", ""eeg_sd__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Cz"", ""eeg_hc__Fz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__C4"", ""eeg_se_gamma__C4""], ""selector_scores"": [0.0006040284192019605, 0.09924192994422452, 1.8646143827377135, 5.312655273279678, 1.2013229514384522, 1.2992323986145633, 1.798986392594675, 2.736347829053005, 0.31489937384570255, 0.2902435025671695, 1.9080278976124374, 3.763791591560541, 0.34217949297646927, 0.26030472546969385, 1.4065192338846273, 0.10623066186242817, 2.3116627153681923, 2.4720369541079825, 0.1666898386012291, 0.5120327958458583, 0.8221088942332083, 0.05520802673222788, 0.9079846813250448, 0.9320636865879112, 1.482212605105292, 1.0190806411352387, 0.1064422501472982, 1.3191070962945557, 0.5144428343465115, 6.1870822048154, 0.856752553654988, 0.1380252371367762]}",/home/sysgen/Projects/Yolanda/Thesis_EEG_Robots/outputs/image_classification/focused_personalized_binary_v1/final_transfer_models/P01_arousal_rank3.joblib
