participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy
P10,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,50,70,0.4642857142857143,0.4583333333333333
P10,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,50,70,0.6571428571428571,0.6666666666666666
P10,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,50,70,0.4714285714285714,0.5
P10,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,svm,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,50,70,0.6571428571428571,0.6666666666666666
P10,valence,gnb,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,gnb,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,gnb,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,gnb,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,gnb,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,50,70,0.5785714285714285,0.625
P10,valence,logreg,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,50,70,0.32857142857142857,0.3333333333333333
P10,valence,logreg,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,logreg,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,logreg,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,50,70,0.39285714285714285,0.375
P10,valence,logreg,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,50,70,0.7214285714285715,0.7083333333333334
P10,valence,svm,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,50,70,0.2928571428571428,0.2916666666666667
P10,valence,svm,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,svm,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,valence,svm,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,50,70,0.39285714285714285,0.375
P10,valence,svm,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,gnb,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,50,70,0.3142857142857143,0.3333333333333333
P10,valence,gnb,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,gnb,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,gnb,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,gnb,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,50,70,0.6285714285714286,0.6666666666666666
P10,valence,logreg,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,50,70,0.2785714285714286,0.2916666666666667
P10,valence,logreg,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,50,70,0.5142857142857142,0.5
P10,valence,logreg,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,logreg,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,logreg,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,50,70,0.7928571428571429,0.7916666666666666
P10,valence,svm,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,50,70,0.3357142857142857,0.375
P10,valence,svm,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,svm,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,svm,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,svm,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,gnb,hjorth,all_channels,8,primary,16,1,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,gnb,hjorth,all_channels,8,primary,16,2,8,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,gnb,hjorth,all_channels,8,primary,16,3,8,5,120,96,24,50,70,0.5071428571428571,0.5416666666666666
P10,valence,gnb,hjorth,all_channels,8,primary,16,4,8,5,120,96,24,50,70,0.37857142857142856,0.375
P10,valence,gnb,hjorth,all_channels,8,primary,16,5,8,5,120,96,24,50,70,0.5785714285714285,0.625
P10,valence,logreg,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,50,70,0.2785714285714286,0.2916666666666667
P10,valence,logreg,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,50,70,0.41428571428571426,0.4166666666666667
P10,valence,logreg,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,logreg,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,50,70,0.47857142857142854,0.4583333333333333
P10,valence,logreg,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,50,70,0.7928571428571429,0.7916666666666666
P10,valence,svm,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,50,70,0.2785714285714286,0.2916666666666667
P10,valence,svm,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,svm,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,50,70,0.5428571428571428,0.5833333333333334
P10,valence,svm,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,50,70,0.44285714285714284,0.4166666666666667
P10,valence,svm,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,gnb,hjorth,all_channels,10,primary,16,1,10,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,gnb,hjorth,all_channels,10,primary,16,2,10,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,gnb,hjorth,all_channels,10,primary,16,3,10,5,120,96,24,50,70,0.39285714285714285,0.4583333333333333
P10,valence,gnb,hjorth,all_channels,10,primary,16,4,10,5,120,96,24,50,70,0.39285714285714285,0.375
P10,valence,gnb,hjorth,all_channels,10,primary,16,5,10,5,120,96,24,50,70,0.5142857142857143,0.5833333333333334
P10,valence,logreg,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,50,70,0.3857142857142857,0.4166666666666667
P10,valence,logreg,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,logreg,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,50,70,0.5285714285714286,0.5833333333333334
P10,valence,logreg,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,50,70,0.5071428571428571,0.5416666666666666
P10,valence,logreg,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,50,70,0.5,0.5
P10,valence,svm,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,50,70,0.35,0.375
P10,valence,svm,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,svm,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,svm,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,50,70,0.4714285714285714,0.5
P10,valence,svm,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,50,70,0.5857142857142856,0.5833333333333334
P10,valence,gnb,time_statistical,all_channels,all,primary,8,1,all,5,120,96,24,50,70,0.5642857142857143,0.625
P10,valence,gnb,time_statistical,all_channels,all,primary,8,2,all,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,valence,gnb,time_statistical,all_channels,all,primary,8,3,all,5,120,96,24,50,70,0.47857142857142854,0.5416666666666666
P10,valence,gnb,time_statistical,all_channels,all,primary,8,4,all,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,gnb,time_statistical,all_channels,all,primary,8,5,all,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,50,70,0.55,0.5416666666666666
P10,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,50,70,0.4642857142857143,0.5416666666666666
P10,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,50,70,0.37857142857142856,0.375
P10,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,50,70,0.3,0.3333333333333333
P10,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,50,70,0.5071428571428571,0.5416666666666666
P10,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,50,70,0.5285714285714286,0.5833333333333334
P10,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,50,70,0.4857142857142857,0.5
P10,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,50,70,0.4285714285714286,0.4166666666666667
P10,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,50,70,0.55,0.5416666666666666
P10,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,50,70,0.36428571428571427,0.375
P10,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,50,70,0.4857142857142857,0.5
P10,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,50,70,0.4857142857142857,0.5
P10,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,50,70,0.5,0.5833333333333334
P10,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,50,70,0.2642857142857143,0.2916666666666667
P10,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,50,70,0.5428571428571428,0.5833333333333334
P10,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,50,70,0.5071428571428571,0.5416666666666666
P10,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,50,70,0.41428571428571426,0.4166666666666667
P10,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,50,70,0.5,0.5
P10,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,50,70,0.4857142857142857,0.5
P10,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,50,70,0.4571428571428572,0.5
P10,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,50,70,0.5357142857142857,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,50,70,0.5428571428571428,0.5833333333333334
P10,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,50,70,0.32142857142857145,0.375
P10,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,50,70,0.45,0.4583333333333333
P10,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,50,70,0.4,0.4166666666666667
P10,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,50,70,0.5,0.5
P10,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,50,70,0.44285714285714284,0.5
P10,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,50,70,0.5571428571428572,0.5833333333333334
P10,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,50,70,0.55,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,50,70,0.4214285714285715,0.4583333333333333
P10,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,50,70,0.5928571428571429,0.625
P10,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,50,70,0.5214285714285715,0.5416666666666666
P10,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,50,70,0.4928571428571429,0.5416666666666666
P10,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,56,64,0.20833333333333331,0.20833333333333334
P10,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,56,64,0.5944055944055944,0.5833333333333334
P10,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,56,64,0.6188811188811189,0.625
P10,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,56,64,0.4370629370629371,0.4583333333333333
P10,arousal,svm,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,56,64,0.25,0.25
P10,arousal,svm,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,56,64,0.5874125874125874,0.5833333333333334
P10,arousal,svm,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,56,64,0.6573426573426573,0.6666666666666666
P10,arousal,svm,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,svm,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,56,64,0.39860139860139865,0.4166666666666667
P10,arousal,gnb,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,56,64,0.4166666666666667,0.4166666666666667
P10,arousal,gnb,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,56,64,0.5699300699300699,0.5416666666666666
P10,arousal,gnb,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,gnb,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,56,64,0.4195804195804196,0.4166666666666667
P10,arousal,gnb,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,56,64,0.44405594405594406,0.4583333333333333
P10,arousal,logreg,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,56,64,0.25,0.25
P10,arousal,logreg,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,56,64,0.5944055944055944,0.5833333333333334
P10,arousal,logreg,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P10,arousal,logreg,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,logreg,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,56,64,0.4370629370629371,0.4583333333333333
P10,arousal,svm,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,56,64,0.20833333333333331,0.20833333333333334
P10,arousal,svm,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,56,64,0.548951048951049,0.5416666666666666
P10,arousal,svm,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,56,64,0.49650349650349646,0.5
P10,arousal,svm,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,56,64,0.534965034965035,0.5416666666666666
P10,arousal,svm,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,56,64,0.4370629370629371,0.4583333333333333
P10,arousal,gnb,all_eeg,all_channels,10,primary,120,1,10,5,120,96,24,56,64,0.375,0.375
P10,arousal,gnb,all_eeg,all_channels,10,primary,120,2,10,5,120,96,24,56,64,0.5244755244755245,0.5
P10,arousal,gnb,all_eeg,all_channels,10,primary,120,3,10,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,gnb,all_eeg,all_channels,10,primary,120,4,10,5,120,96,24,56,64,0.5804195804195804,0.5833333333333334
P10,arousal,gnb,all_eeg,all_channels,10,primary,120,5,10,5,120,96,24,56,64,0.44405594405594406,0.4583333333333333
P10,arousal,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,56,64,0.25,0.25
P10,arousal,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,56,64,0.513986013986014,0.5416666666666666
P10,arousal,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,56,64,0.44405594405594406,0.4583333333333333
P10,arousal,svm,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,56,64,0.2916666666666667,0.2916666666666667
P10,arousal,svm,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,56,64,0.5,0.5416666666666666
P10,arousal,svm,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,56,64,0.47902097902097907,0.4583333333333333
P10,arousal,svm,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,56,64,0.5,0.5416666666666666
P10,arousal,svm,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,120,96,24,56,64,0.2916666666666667,0.2916666666666667
P10,arousal,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,120,96,24,56,64,0.5699300699300699,0.5416666666666666
P10,arousal,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,120,96,24,56,64,0.49650349650349646,0.5
P10,arousal,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,120,96,24,56,64,0.458041958041958,0.4583333333333333
P10,arousal,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,120,96,24,56,64,0.4825174825174825,0.5
P10,arousal,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,56,64,0.375,0.375
P10,arousal,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,56,64,0.6048951048951049,0.625
P10,arousal,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,56,64,0.5419580419580419,0.5416666666666666
P10,arousal,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,56,64,0.4825174825174825,0.5
P10,arousal,svm,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,56,64,0.29166666666666663,0.2916666666666667
P10,arousal,svm,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,56,64,0.6538461538461539,0.625
P10,arousal,svm,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P10,arousal,svm,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,56,64,0.5,0.5416666666666666
P10,arousal,svm,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,120,96,24,56,64,0.375,0.375
P10,arousal,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,120,96,24,56,64,0.5244755244755245,0.5
P10,arousal,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,120,96,24,56,64,0.4370629370629371,0.4583333333333333
P10,arousal,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,120,96,24,56,64,0.5664335664335665,0.5833333333333334
P10,arousal,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,120,96,24,56,64,0.3601398601398601,0.375
P10,arousal,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,56,64,0.3333333333333333,0.3333333333333333
P10,arousal,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,56,64,0.6398601398601399,0.625
P10,arousal,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,56,64,0.4825174825174825,0.5
P10,arousal,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,56,64,0.5104895104895105,0.5
P10,arousal,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,56,64,0.2916666666666667,0.2916666666666667
P10,arousal,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,56,64,0.5034965034965035,0.5
P10,arousal,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,56,64,0.3146853146853147,0.3333333333333333
P10,arousal,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,56,64,0.520979020979021,0.5416666666666666
P10,arousal,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,56,64,0.48951048951048953,0.5
P10,arousal,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,120,96,24,56,64,0.4583333333333333,0.4583333333333333
P10,arousal,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,120,96,24,56,64,0.5769230769230769,0.5416666666666666
P10,arousal,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,120,96,24,56,64,0.40559440559440557,0.4166666666666667
P10,arousal,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,120,96,24,56,64,0.5664335664335665,0.5833333333333334
P10,arousal,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,120,96,24,56,64,0.46853146853146854,0.5
P10,arousal,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,56,64,0.2916666666666667,0.2916666666666667
P10,arousal,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,56,64,0.3881118881118881,0.375
P10,arousal,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,56,64,0.4755244755244755,0.5
P10,arousal,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,56,64,0.465034965034965,0.4583333333333333
P10,arousal,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,56,64,0.5279720279720279,0.5416666666666666
P10,arousal,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,56,64,0.375,0.375
P10,arousal,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,56,64,0.5104895104895105,0.5
P10,arousal,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,56,64,0.45104895104895104,0.4583333333333333
P10,arousal,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,56,64,0.465034965034965,0.4583333333333333
P10,arousal,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,56,64,0.4825174825174825,0.5
P10,arousal,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,120,96,24,56,64,0.5416666666666666,0.5416666666666666
P10,arousal,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,120,96,24,56,64,0.5384615384615384,0.5
P10,arousal,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,120,96,24,56,64,0.39860139860139865,0.4166666666666667
P10,arousal,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,120,96,24,56,64,0.5279720279720279,0.5416666666666666
P10,arousal,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,120,96,24,56,64,0.4230769230769231,0.4583333333333333
P11,valence,logreg,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,58,62,0.375,0.375
P11,valence,logreg,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,58,62,0.5416666666666666,0.5416666666666666
P11,valence,logreg,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,58,62,0.41666666666666663,0.4166666666666667
P11,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,58,62,0.465034965034965,0.4583333333333333
P11,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,120,96,24,58,62,0.34265734265734266,0.3333333333333333
P11,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,120,96,24,58,62,0.375,0.375
P11,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,120,96,24,58,62,0.5,0.5
P11,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,120,96,24,58,62,0.5,0.5
P11,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,120,96,24,58,62,0.49650349650349646,0.5
