participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy
P20,valence,svm,time_statistical,all_channels,all,primary,8,4,all,5,93,75,18,47,46,0.3888888888888889,0.3888888888888889
P20,valence,svm,time_statistical,all_channels,all,primary,8,5,all,5,93,75,18,47,46,0.5,0.5
P20,valence,gnb,time_statistical,all_channels,all,primary,8,1,all,5,93,74,19,47,46,0.3222222222222222,0.3157894736842105
P20,valence,gnb,time_statistical,all_channels,all,primary,8,2,all,5,93,74,19,47,46,0.6388888888888888,0.631578947368421
P20,valence,gnb,time_statistical,all_channels,all,primary,8,3,all,5,93,74,19,47,46,0.5111111111111111,0.5263157894736842
P20,valence,gnb,time_statistical,all_channels,all,primary,8,4,all,5,93,75,18,47,46,0.5,0.5
P20,valence,gnb,time_statistical,all_channels,all,primary,8,5,all,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,47,46,0.2111111111111111,0.21052631578947367
P20,valence,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,47,46,0.5388888888888889,0.5263157894736842
P20,valence,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,47,46,0.38888888888888884,0.3888888888888889
P20,valence,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,svm,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,47,46,0.25555555555555554,0.2631578947368421
P20,valence,svm,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,47,46,0.7444444444444445,0.7368421052631579
P20,valence,svm,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,47,46,0.7833333333333333,0.7894736842105263
P20,valence,svm,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,47,46,0.3888888888888889,0.3888888888888889
P20,valence,svm,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,47,46,0.3222222222222222,0.3157894736842105
P20,valence,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,47,46,0.7388888888888889,0.7368421052631579
P20,valence,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,47,46,0.5,0.5
P20,valence,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,47,46,0.6111111111111112,0.6111111111111112
P20,valence,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,47,46,0.26111111111111107,0.2631578947368421
P20,valence,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,47,46,0.7444444444444445,0.7368421052631579
P20,valence,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,47,46,0.38888888888888884,0.3888888888888889
P20,valence,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,svm,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,47,46,0.20555555555555555,0.21052631578947367
P20,valence,svm,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,svm,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,47,46,0.7388888888888889,0.7368421052631579
P20,valence,svm,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,47,46,0.4444444444444444,0.4444444444444444
P20,valence,svm,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,47,46,0.15555555555555556,0.15789473684210525
P20,valence,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,47,46,0.6888888888888889,0.6842105263157895
P20,valence,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,47,46,0.3111111111111111,0.3157894736842105
P20,valence,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,47,46,0.4777777777777778,0.47368421052631576
P20,valence,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,47,46,0.6277777777777778,0.631578947368421
P20,valence,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,47,46,0.38888888888888884,0.3888888888888889
P20,valence,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,47,46,0.5,0.5
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,47,46,0.3666666666666667,0.3684210526315789
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,47,46,0.4277777777777778,0.42105263157894735
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,47,46,0.5,0.47368421052631576
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,47,46,0.38888888888888884,0.3888888888888889
P20,valence,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,47,46,0.5,0.5
P20,valence,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,47,46,0.2722222222222222,0.2631578947368421
P20,valence,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,47,46,0.5944444444444444,0.5789473684210527
P20,valence,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,47,46,0.6111111111111112,0.631578947368421
P20,valence,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,47,46,0.6666666666666667,0.6666666666666666
P20,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,47,46,0.3111111111111111,0.3157894736842105
P20,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,47,46,0.4222222222222222,0.42105263157894735
P20,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,47,46,0.5777777777777777,0.5789473684210527
P20,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,47,46,0.4444444444444444,0.4444444444444444
P20,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,47,46,0.3111111111111111,0.3157894736842105
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,47,46,0.4222222222222222,0.42105263157894735
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,47,46,0.5,0.47368421052631576
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,47,46,0.4444444444444444,0.4444444444444444
P20,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,47,46,0.3888888888888889,0.3888888888888889
P20,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,47,46,0.3277777777777778,0.3157894736842105
P20,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,47,46,0.5944444444444444,0.5789473684210527
P20,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,47,46,0.5555555555555556,0.5789473684210527
P20,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,47,46,0.5555555555555556,0.5555555555555556
P20,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,47,46,0.5,0.5
P20,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,93,74,19,29,64,0.4230769230769231,0.5789473684210527
P20,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,93,74,19,29,64,0.38461538461538464,0.5263157894736842
P20,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,93,74,19,29,64,0.5512820512820513,0.631578947368421
P20,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,93,75,18,29,64,0.5307692307692308,0.5
P20,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,93,75,18,29,64,0.41666666666666663,0.3888888888888889
P20,arousal,svm,all_eeg,all_channels,8,primary,120,1,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,all_eeg,all_channels,8,primary,120,2,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,all_eeg,all_channels,8,primary,120,3,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,all_eeg,all_channels,8,primary,120,4,8,5,93,75,18,29,64,0.5307692307692308,0.5
P20,arousal,svm,all_eeg,all_channels,8,primary,120,5,8,5,93,75,18,29,64,0.5,0.6666666666666666
P20,arousal,gnb,all_eeg,all_channels,8,primary,120,1,8,5,93,74,19,29,64,0.42948717948717946,0.5263157894736842
P20,arousal,gnb,all_eeg,all_channels,8,primary,120,2,8,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,gnb,all_eeg,all_channels,8,primary,120,3,8,5,93,74,19,29,64,0.6858974358974359,0.631578947368421
P20,arousal,gnb,all_eeg,all_channels,8,primary,120,4,8,5,93,75,18,29,64,0.5307692307692308,0.5
P20,arousal,gnb,all_eeg,all_channels,8,primary,120,5,8,5,93,75,18,29,64,0.5,0.5555555555555556
P20,arousal,logreg,all_eeg,all_channels,10,primary,120,1,10,5,93,74,19,29,64,0.4230769230769231,0.5789473684210527
P20,arousal,logreg,all_eeg,all_channels,10,primary,120,2,10,5,93,74,19,29,64,0.4230769230769231,0.5789473684210527
P20,arousal,logreg,all_eeg,all_channels,10,primary,120,3,10,5,93,74,19,29,64,0.5128205128205128,0.5789473684210527
P20,arousal,logreg,all_eeg,all_channels,10,primary,120,4,10,5,93,75,18,29,64,0.5692307692307692,0.5555555555555556
P20,arousal,logreg,all_eeg,all_channels,10,primary,120,5,10,5,93,75,18,29,64,0.45833333333333337,0.4444444444444444
P20,arousal,svm,all_eeg,all_channels,10,primary,120,1,10,5,93,74,19,29,64,0.391025641025641,0.47368421052631576
P20,arousal,svm,all_eeg,all_channels,10,primary,120,2,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,all_eeg,all_channels,10,primary,120,3,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,all_eeg,all_channels,10,primary,120,4,10,5,93,75,18,29,64,0.5461538461538462,0.6111111111111112
P20,arousal,svm,all_eeg,all_channels,10,primary,120,5,10,5,93,75,18,29,64,0.5,0.6666666666666666
P20,arousal,gnb,all_eeg,all_channels,10,primary,120,1,10,5,93,74,19,29,64,0.391025641025641,0.47368421052631576
P20,arousal,gnb,all_eeg,all_channels,10,primary,120,2,10,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,gnb,all_eeg,all_channels,10,primary,120,3,10,5,93,74,19,29,64,0.7628205128205128,0.7368421052631579
P20,arousal,gnb,all_eeg,all_channels,10,primary,120,4,10,5,93,75,18,29,64,0.39230769230769236,0.3888888888888889
P20,arousal,gnb,all_eeg,all_channels,10,primary,120,5,10,5,93,75,18,29,64,0.4583333333333333,0.5555555555555556
P20,arousal,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,29,64,0.4230769230769231,0.5789473684210527
P20,arousal,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,29,64,0.391025641025641,0.47368421052631576
P20,arousal,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,29,64,0.7076923076923077,0.6666666666666666
P20,arousal,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,29,64,0.25,0.2222222222222222
P20,arousal,svm,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,svm,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,29,64,0.5,0.7222222222222222
P20,arousal,svm,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,29,64,0.5,0.6666666666666666
P20,arousal,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,93,74,19,29,64,0.3076923076923077,0.42105263157894735
P20,arousal,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,93,74,19,29,64,0.7564102564102564,0.7894736842105263
P20,arousal,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,93,74,19,29,64,0.2692307692307692,0.3684210526315789
P20,arousal,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,93,75,18,29,64,0.36923076923076925,0.4444444444444444
P20,arousal,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,93,75,18,29,64,0.3333333333333333,0.3333333333333333
P20,arousal,logreg,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,logreg,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,29,64,0.4230769230769231,0.5789473684210527
P20,arousal,logreg,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,29,64,0.391025641025641,0.47368421052631576
P20,arousal,logreg,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,29,64,0.49230769230769234,0.4444444444444444
P20,arousal,logreg,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,29,64,0.25,0.2222222222222222
P20,arousal,svm,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,29,64,0.46153846153846156,0.631578947368421
P20,arousal,svm,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,29,64,0.5576923076923077,0.5789473684210527
P20,arousal,svm,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,29,64,0.5076923076923077,0.5555555555555556
P20,arousal,svm,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,29,64,0.5,0.6666666666666666
P20,arousal,gnb,paper_compact,all_channels,10,secondary,64,1,10,5,93,74,19,29,64,0.35256410256410253,0.42105263157894735
P20,arousal,gnb,paper_compact,all_channels,10,secondary,64,2,10,5,93,74,19,29,64,0.7115384615384616,0.7894736842105263
P20,arousal,gnb,paper_compact,all_channels,10,secondary,64,3,10,5,93,74,19,29,64,0.23076923076923078,0.3157894736842105
P20,arousal,gnb,paper_compact,all_channels,10,secondary,64,4,10,5,93,75,18,29,64,0.4461538461538461,0.5555555555555556
P20,arousal,gnb,paper_compact,all_channels,10,secondary,64,5,10,5,93,75,18,29,64,0.29166666666666663,0.2777777777777778
P20,arousal,logreg,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,29,64,0.3076923076923077,0.42105263157894735
P20,arousal,logreg,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,29,64,0.46794871794871795,0.5789473684210527
P20,arousal,logreg,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,logreg,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,29,64,0.5076923076923077,0.5555555555555556
P20,arousal,logreg,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,29,64,0.375,0.4444444444444444
P20,arousal,svm,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,29,64,0.358974358974359,0.3684210526315789
P20,arousal,svm,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,29,64,0.49230769230769234,0.4444444444444444
P20,arousal,svm,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,29,64,0.5,0.6666666666666666
P20,arousal,gnb,paper_compact,frontal_central,8,secondary,32,1,8,5,93,74,19,29,64,0.4423076923076923,0.42105263157894735
P20,arousal,gnb,paper_compact,frontal_central,8,secondary,32,2,8,5,93,74,19,29,64,0.5192307692307692,0.5263157894736842
P20,arousal,gnb,paper_compact,frontal_central,8,secondary,32,3,8,5,93,74,19,29,64,0.7243589743589745,0.6842105263157895
P20,arousal,gnb,paper_compact,frontal_central,8,secondary,32,4,8,5,93,75,18,29,64,0.5461538461538462,0.6111111111111112
P20,arousal,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,93,75,18,29,64,0.2916666666666667,0.3333333333333333
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,29,64,0.34615384615384615,0.47368421052631576
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,29,64,0.39743589743589747,0.42105263157894735
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.5692307692307692,0.5555555555555556
P20,arousal,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.25,0.2777777777777778
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,29,64,0.3076923076923077,0.42105263157894735
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,29,64,0.5,0.6842105263157895
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.46923076923076923,0.5
P20,arousal,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.25,0.2777777777777778
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,93,74,19,29,64,0.4807692307692308,0.47368421052631576
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,93,74,19,29,64,0.5256410256410257,0.47368421052631576
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,93,74,19,29,64,0.6794871794871795,0.6842105263157895
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,93,75,18,29,64,0.49230769230769234,0.4444444444444444
P20,arousal,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,93,75,18,29,64,0.2916666666666667,0.3333333333333333
P21,valence,logreg,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.6941176470588235,0.6363636363636364
P21,valence,logreg,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,logreg,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.6,0.8181818181818182
P21,valence,logreg,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.46875,0.7142857142857143
P21,valence,logreg,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.3875,0.38095238095238093
P21,valence,svm,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.6941176470588235,0.6363636363636364
P21,valence,svm,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,svm,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,svm,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.5,0.7619047619047619
P21,valence,svm,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.44375,0.5714285714285714
P21,valence,gnb,all_eeg,all_channels,8,primary,120,1,8,5,108,86,22,25,83,0.7117647058823529,0.7727272727272727
P21,valence,gnb,all_eeg,all_channels,8,primary,120,2,8,5,108,86,22,25,83,0.4529411764705883,0.5909090909090909
P21,valence,gnb,all_eeg,all_channels,8,primary,120,3,8,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182
P21,valence,gnb,all_eeg,all_channels,8,primary,120,4,8,5,108,87,21,25,83,0.50625,0.6666666666666666
P21,valence,gnb,all_eeg,all_channels,8,primary,120,5,8,5,108,87,21,25,83,0.50625,0.6666666666666666
P21,valence,logreg,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.6647058823529413,0.5909090909090909
P21,valence,logreg,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,logreg,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.6,0.8181818181818182
P21,valence,logreg,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.46875,0.7142857142857143
P21,valence,logreg,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.41875,0.42857142857142855
P21,valence,svm,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.723529411764706,0.6818181818181818
P21,valence,svm,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,svm,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,svm,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.5,0.7619047619047619
P21,valence,svm,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.44375,0.5714285714285714
P21,valence,gnb,all_eeg,all_channels,10,primary,120,1,10,5,108,86,22,25,83,0.5823529411764705,0.6818181818181818
P21,valence,gnb,all_eeg,all_channels,10,primary,120,2,10,5,108,86,22,25,83,0.5117647058823529,0.6818181818181818
P21,valence,gnb,all_eeg,all_channels,10,primary,120,3,10,5,108,86,22,25,83,0.6705882352941177,0.8181818181818182
P21,valence,gnb,all_eeg,all_channels,10,primary,120,4,10,5,108,87,21,25,83,0.5375,0.7142857142857143
P21,valence,gnb,all_eeg,all_channels,10,primary,120,5,10,5,108,87,21,25,83,0.50625,0.6666666666666666
P21,valence,logreg,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.5375,0.7142857142857143
P21,valence,logreg,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.475,0.6190476190476191
P21,valence,svm,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.611764705882353,0.7272727272727273
P21,valence,svm,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.47058823529411764,0.7272727272727273
P21,valence,svm,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.7117647058823529,0.7727272727272727
P21,valence,svm,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.6,0.8095238095238095
P21,valence,svm,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.48125,0.5238095238095238
P21,valence,gnb,hjorth,all_channels,8,primary,16,1,8,5,108,86,22,25,83,0.611764705882353,0.7272727272727273
P21,valence,gnb,hjorth,all_channels,8,primary,16,2,8,5,108,86,22,25,83,0.4411764705882353,0.6818181818181818
P21,valence,gnb,hjorth,all_channels,8,primary,16,3,8,5,108,86,22,25,83,0.9,0.9545454545454546
P21,valence,gnb,hjorth,all_channels,8,primary,16,4,8,5,108,87,21,25,83,0.50625,0.6666666666666666
P21,valence,gnb,hjorth,all_channels,8,primary,16,5,8,5,108,87,21,25,83,0.475,0.6190476190476191
P21,valence,logreg,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5705882352941176,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.5,0.7727272727272727
P21,valence,logreg,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.48125,0.5238095238095238
P21,valence,logreg,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.4125,0.5238095238095238
P21,valence,svm,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5235294117647059,0.5909090909090909
P21,valence,svm,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.47058823529411764,0.7272727272727273
P21,valence,svm,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.6529411764705882,0.6818181818181818
P21,valence,svm,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.575,0.6666666666666666
P21,valence,svm,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.45,0.47619047619047616
P21,valence,gnb,hjorth,all_channels,10,primary,16,1,10,5,108,86,22,25,83,0.5529411764705883,0.6363636363636364
P21,valence,gnb,hjorth,all_channels,10,primary,16,2,10,5,108,86,22,25,83,0.4117647058823529,0.6363636363636364
P21,valence,gnb,hjorth,all_channels,10,primary,16,3,10,5,108,86,22,25,83,0.8705882352941177,0.9090909090909091
P21,valence,gnb,hjorth,all_channels,10,primary,16,4,10,5,108,87,21,25,83,0.475,0.6190476190476191
P21,valence,gnb,hjorth,all_channels,10,primary,16,5,10,5,108,87,21,25,83,0.475,0.6190476190476191
P21,valence,logreg,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.5764705882352942,0.45454545454545453
P21,valence,logreg,time_statistical,all_channels,all,primary,8,2,all,5,108,86,22,25,83,0.48235294117647054,0.6363636363636364
P21,valence,logreg,time_statistical,all_channels,all,primary,8,3,all,5,108,86,22,25,83,0.5941176470588235,0.5909090909090909
P21,valence,logreg,time_statistical,all_channels,all,primary,8,4,all,5,108,87,21,25,83,0.56875,0.7619047619047619
P21,valence,logreg,time_statistical,all_channels,all,primary,8,5,all,5,108,87,21,25,83,0.4125,0.5238095238095238
P21,valence,svm,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.6823529411764706,0.7272727272727273
P21,valence,svm,time_statistical,all_channels,all,primary,8,2,all,5,108,86,22,25,83,0.4529411764705883,0.5909090909090909
P21,valence,svm,time_statistical,all_channels,all,primary,8,3,all,5,108,86,22,25,83,0.8,0.9090909090909091
P21,valence,svm,time_statistical,all_channels,all,primary,8,4,all,5,108,87,21,25,83,0.56875,0.7619047619047619
P21,valence,svm,time_statistical,all_channels,all,primary,8,5,all,5,108,87,21,25,83,0.31875,0.38095238095238093
P21,valence,gnb,time_statistical,all_channels,all,primary,8,1,all,5,108,86,22,25,83,0.7411764705882353,0.8181818181818182
